Point;Real time;Power-up time;Asrc;Alod;Apack;Vpack;SOC;DOD;Loads;BalVtg;BalCause;IoState;Flags;Bnk0;Bnk1t;Bnk2;Bnk3;Bnk4;Bnk5;Bnk6;Bnk7;Bnk8;Bnk9;Bnk10;Bnk11;Bnk12;Bnk13;Bnk14;Bnk15;CCL;CCLcause;DCL;DCLcause;WarnFlags;FltFlags;MissBanks;MissBank#;MissCells;-;Vmin;VminNo;VminAvg;Vavg;Vmax;VmaxNo;VmaxAvg;Tmin;TminNo;Tavg;Tmax;TmaxNo;Rmin;RminNo;Ravg;Rmax;RmaxNo;Rpack;Nmonit;Vmonit;Tmonit;TmonitOff;Rmonit;Smonit;Cell 0;Cell 1;Cell 2;Cell 3;Cell 4;Cell 5;Cell 6;Cell 7;Cell 8;Cell 9;Cell 10;Cell 11;Cell 12;Cell 13;Cell 14;Cell 15;Cell 16;Cell 17;Cell 18;Cell 19;Cell 20;Cell 21;Cell 22;Cell 23;Cell 24;Cell 25;Cell 26;Cell 27
446;1/1/2026 15:27;#2401 000:01:06:09;0;25.4;25.4;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.74;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
447;1/1/2026 15:27;#2401 000:01:06:10;0;25.9;25.9;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.74;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
448;1/1/2026 15:27;#2401 000:01:06:11;0;26;26;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.74;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
449;1/1/2026 15:27;#2401 000:01:06:12;0;25.9;25.9;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.74;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
450;1/1/2026 15:27;#2401 000:01:06:13;0;26.2;26.2;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.74;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
451;1/1/2026 15:27;#2401 000:01:06:14;0;26.5;26.5;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.73;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
452;1/1/2026 15:27;#2401 000:01:06:15;0;26.8;26.8;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.73;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
453;1/1/2026 15:27;#2401 000:01:06:16;0;27;27;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.73;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
454;1/1/2026 15:27;#2401 000:01:06:17;0;27.1;27.1;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.73;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
455;1/1/2026 15:27;#2401 000:01:06:18;0;27;27;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.73;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
456;1/1/2026 15:27;#2401 000:01:06:19;0;22.9;22.9;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.73;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
457;1/1/2026 15:27;#2401 000:01:06:20;0;20.6;20.6;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.73;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.73;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
458;1/1/2026 15:27;#2401 000:01:06:21;0;20.4;20.4;104.9;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.73;1;3.73;3.74;3.75;27;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
459;1/1/2026 15:27;#2401 000:01:06:22;0;18.5;18.5;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.74;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
460;1/1/2026 15:27;#2401 000:01:06:23;0;16.3;16.3;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.74;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
461;1/1/2026 15:27;#2401 000:01:06:24;0;16.4;16.4;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.74;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
462;1/1/2026 15:27;#2401 000:01:06:25;0;15.8;15.8;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.74;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
463;1/1/2026 15:27;#2401 000:01:06:26;0;15.6;15.6;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.74;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
464;1/1/2026 15:27;#2401 000:01:06:27;0;18.1;18.1;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.74;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
465;1/1/2026 15:27;#2401 000:01:06:28;0;18.9;18.9;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.74;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
466;1/1/2026 15:27;#2401 000:01:06:29;0;19.1;19.1;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.74;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
467;1/1/2026 15:27;#2401 000:01:06:31;0;8.4;8.4;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;;3.74;3.75;3.75;;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
468;1/1/2026 15:27;#2401 000:01:06:32;0;0.5;0.5;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
469;1/1/2026 15:27;#2401 000:01:06:33;0;0.5;0.5;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
470;1/1/2026 15:27;#2401 000:01:06:34;0;3.6;3.6;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.78;8;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.78;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
471;1/1/2026 15:27;#2401 000:01:06:35;0;5.7;5.7;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.78;8;3.75;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
472;1/1/2026 15:27;#2401 000:01:06:36;0;3.9;3.9;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
473;1/1/2026 15:27;#2401 000:01:06:37;0;2.3;2.3;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
474;1/1/2026 15:27;#2401 000:01:06:38;0;2;2;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
475;1/1/2026 15:27;#2401 000:01:06:39;0;1.6;1.6;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
476;1/1/2026 15:27;#2401 000:01:06:40;0;1.4;1.4;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
477;1/1/2026 15:27;#2401 000:01:06:41;0;3.3;3.3;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
478;1/1/2026 15:27;#2401 000:01:06:42;0;6.2;6.2;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.78;8;3.76;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.78;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
479;1/1/2026 15:27;#2401 000:01:06:43;0;8.9;8.9;105;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.78;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.78;3.75;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
480;1/1/2026 15:27;#2401 000:01:06:44;0;1.6;1.6;105.1;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
481;1/1/2026 15:27;#2401 000:01:06:45;0;0.5;0.5;105.1;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
482;1/1/2026 15:27;#2401 000:01:06:46;0;0.3;0.3;105.1;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
483;1/1/2026 15:27;#2401 000:01:06:47;0;0.3;0.3;105.1;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;6;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.78;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
484;1/1/2026 15:27;#2401 000:01:06:48;0;-4.2;-4.2;105.2;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.78;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
485;1/1/2026 15:27;#2401 000:01:06:49;0;-7.3;-7.3;105.2;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;8;3.77;26;25;28;30;21;2;27;2.3;3.1;22;65.9;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
486;1/1/2026 15:27;#2401 000:01:06:50;0;-6;-6;105.1;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;8;3.77;26;25;28;30;21;0;25;2;3.1;22;57.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
487;1/1/2026 15:27;#2401 000:01:06:51;0;-5;-5;105.1;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;8;3.77;26;25;28;30;21;0;25;2;3.1;22;57.9;0;3.75;29;2;;7;3.75;3.75;3.75;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
488;1/1/2026 15:27;#2401 000:01:06:52;0;-4;-4;105.1;72;64;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.75;27;3.74;3.75;3.81;8;3.78;26;25;28;30;21;0;26;1.7;3.1;22;48.8;0;3.75;29;2;;7;3.75;3.75;3.78;3.75;3.75;3.75;3.81;3.78;3.81;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75;3.75
