Time (s),1. Current A(RMS) (1),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
8.7012,0,,8.6814,0.5625,,8.701,0.0,,8.6815,0.0,,8.7012,0,,8.6813,0.0,,8.701,110.1875,,8.701,50,,8.7012,0.0,,8.6813,0.0,,8.6814,1.2734375,,8.6814,0.0,,8.6813,0.0,,8.6813,0.0,,
8.7213,0,,8.7014,-0.4375,,8.7211,0.0,,8.7015,0.0,,8.7213,0,,8.7013,0.0,,8.7211,110.1875,,8.7211,50,,8.7213,0.0,,8.7013,0.0,,8.7014,1.2890625,,8.7014,0.0,,8.7013,0.0,,8.7013,-0.25,,
8.7412,0,,8.7215,0.5625,,8.741,0.0,,8.7216,0.0,,8.7412,0,,8.7214,0.0,,8.741,110.1875,,8.741,50,,8.7412,0.0,,8.7214,0.0,,8.7215,1.30859375,,8.7215,0.0,,8.7214,0.0,,8.7214,-0.5625,,
8.7612,0,,8.7414,1.125,,8.7611,0.0,,8.7415,0.0,,8.7612,0,,8.7413,0.0,,8.7611,110.1875,,8.7611,50,,8.7612,0.0,,8.7413,0.0,,8.7414,1.2734375,,8.7414,0.0,,8.7413,0.0,,8.7413,0.0,,
8.7812,0,,8.7615,-1.5,,8.7811,0.0,,8.7616,0.0,,8.7812,0,,8.7614,0.0,,8.7811,110.125,,8.7811,50,,8.7812,0.0,,8.7614,0.0,,8.7615,1.26171875,,8.7615,0.0,,8.7614,0.0,,8.7614,0.0,,
8.8012,0,,8.7815,-0.4375,,8.8011,0.0,,8.7816,0.0,,8.8012,0,,8.7814,0.0,,8.8011,110.125,,8.8011,50,,8.8012,0.0,,8.7814,0.0,,8.7815,1.26171875,,8.7815,0.0,,8.7814,0.0,,8.7814,0.0,,
8.8211,0,,8.8015,-0.9375,,8.821,0.0,,8.8015,0.0,,8.8211,0,,8.8014,0.0,,8.821,110.1875,,8.821,50,,8.8211,0.0,,8.8014,0.0,,8.8015,1.2734375,,8.8015,0.0,,8.8014,0.0,,8.8014,-0.25,,
8.8404,0,,8.8214,0.5625,,8.8403,0.0,,8.8214,0.0,,8.8404,0,,8.8213,0.0,,8.8403,110.1875,,8.8403,50,,8.8404,0.0,,8.8213,0.0,,8.8214,1.28125,,8.8214,0.0,,8.8213,0.0,,8.8213,0.0,,
8.8604,0,,8.8407,1.125,,8.8603,0.0,,8.8407,0.0,,8.8604,0,,8.8405,0.0,,8.8603,110.25,,8.8603,50,,8.8604,0.0,,8.8405,0.0,,8.8407,1.28125,,8.8407,0.0,,8.8405,0.0,,8.8405,0.3125,,
8.8819,0,,8.8607,0.5625,,8.8818,0.0,,8.8607,0.0,,8.8819,0,,8.8605,0.0,,8.8818,110.1875,,8.8818,50,,8.8819,0.0,,8.8605,0.0,,8.8607,1.28125,,8.8607,0.0,,8.8605,0.0,,8.8605,0.0,,
8.9004,0,,8.8822,2.125,,8.9003,0.0,,8.8822,0.0,,8.9004,0,,8.882,0.0,,8.9003,110.125,,8.9003,50,,8.9004,0.0,,8.882,0.0,,8.8822,1.28125,,8.8822,0.0,,8.882,0.0,,8.882,-0.875,,
8.9205,0,,8.9007,-1.5,,8.9204,0.0,,8.9007,0.0,,8.9205,0,,8.9005,0.0,,8.9204,110.125,,8.9204,50,,8.9205,0.0,,8.9005,0.0,,8.9007,1.25390625,,8.9007,0.0,,8.9005,0.0,,8.9005,0.0625,,
8.9405,0,,8.9207,1.0625,,8.9404,0.0,,8.9208,0.0,,8.9405,0,,8.9206,0.0,,8.9404,110.125,,8.9404,50,,8.9405,0.0,,8.9206,0.0,,8.9207,1.2265625,,8.9207,0.0,,8.9206,0.0,,8.9206,0.3125,,
8.9604,0,,8.9408,-0.9375,,8.9603,0.0,,8.9409,0.0,,8.9604,0,,8.9407,0.0,,8.9603,110.1875,,8.9603,50,,8.9604,0.0,,8.9407,0.0,,8.9408,1.24609375,,8.9408,0.0,,8.9407,0.0,,8.9407,-0.25,,
8.9804,0,,8.9606,1.5625,,8.9803,0.0,,8.9607,0.0,,8.9804,0,,8.9605,0.0,,8.9803,110.1875,,8.9803,50,,8.9804,0.0,,8.9605,0.0,,8.9606,1.25390625,,8.9606,0.0,,8.9605,0.0,,8.9605,-0.1875,,
9.0005,0,,8.9806,0.0,,9.0004,0.0,,8.9807,0.0,,9.0005,0,,8.9805,0.0,,9.0004,110.1875,,9.0004,50,,9.0005,0.0,,8.9805,0.0,,8.9806,1.2890625,,8.9806,0.0,,8.9805,0.0,,8.9805,-0.75,,
9.0204,0,,9.0008,0.0,,9.0203,0.0,,9.0008,0.0,,9.0204,0,,9.0007,0.0,,9.0203,110.125,,9.0203,50,,9.0204,0.0,,9.0007,0.0,,9.0008,1.2890625,,9.0008,0.0,,9.0007,0.0,,9.0007,0.4375,,
9.0404,0,,9.0206,-1.0,,9.0402,0.0,,9.0207,0.0,,9.0404,0,,9.0205,0.0,,9.0402,110.0625,,9.0402,50,,9.0404,0.0,,9.0205,0.0,,9.0206,1.30859375,,9.0206,0.0,,9.0205,0.0,,9.0205,-0.1875,,
9.0605,0,,9.0406,-1.5,,9.0604,0.0,,9.0407,0.0,,9.0605,0,,9.0405,0.0,,9.0604,110.125,,9.0604,50,,9.0605,0.0,,9.0405,0.0,,9.0406,1.28125,,9.0406,0.0,,9.0405,0.0,,9.0405,0.125,,
9.0805,0,,9.0608,-0.5,,9.0804,0.0,,9.0608,0.0,,9.0805,0,,9.0606,0.0,,9.0804,110.125,,9.0804,50,,9.0805,0.0,,9.0606,0.0,,9.0608,1.2734375,,9.0608,0.0,,9.0606,0.0,,9.0606,0.125,,
9.1003,0,,9.0808,0.0,,9.1002,0.0,,9.0808,0.0,,9.1003,0,,9.0806,0.0,,9.1002,110.1875,,9.1002,50,,9.1003,0.0,,9.0806,0.0,,9.0808,1.2734375,,9.0808,0.0,,9.0806,0.0,,9.0806,1.0,,
9.1203,0,,9.1006,-1.0,,9.1202,0.0,,9.1007,0.0,,9.1203,0,,9.1005,0.0,,9.1202,110.125,,9.1202,50,,9.1203,0.0,,9.1005,0.0,,9.1006,1.25390625,,9.1006,0.0,,9.1005,0.0,,9.1005,-0.1875,,
9.1403,0,,9.1206,-1.5,,9.1402,0.0,,9.1207,0.0,,9.1403,0,,9.1205,0.0,,9.1402,110.0625,,9.1402,50,,9.1403,0.0,,9.1205,0.0,,9.1206,1.25390625,,9.1206,0.0,,9.1205,0.0,,9.1205,-0.125,,
9.1603,0,,9.1406,-0.5,,9.1602,0.0,,9.1407,0.0,,9.1603,0,,9.1405,0.0,,9.1602,110.125,,9.1602,50,,9.1603,0.0,,9.1405,0.0,,9.1406,1.23828125,,9.1406,0.0,,9.1405,0.0,,9.1405,0.125,,
9.1803,0,,9.1606,-1.5,,9.1802,0.0,,9.1606,0.0,,9.1803,0,,9.1605,0.0,,9.1802,110.125,,9.1802,50,,9.1803,0.0,,9.1605,0.0,,9.1606,1.23828125,,9.1606,0.0,,9.1605,0.0,,9.1605,0.125,,
9.2003,0,,9.1806,1.0625,,9.2002,0.0,,9.1806,0.0,,9.2003,0,,9.1804,0.0,,9.2002,110.125,,9.2002,50,,9.2003,0.0,,9.1804,0.0,,9.1806,1.25390625,,9.1806,0.0,,9.1804,0.0,,9.1804,-0.1875,,
9.2203,0,,9.2006,1.0625,,9.2202,0.0,,9.2006,0.0,,9.2203,0,,9.2004,0.0,,9.2202,110.125,,9.2202,50,,9.2203,0.0,,9.2004,0.0,,9.2006,1.28125,,9.2006,0.0,,9.2004,0.0,,9.2004,-0.1875,,
9.2403,0,,9.2206,1.5625,,9.2402,0.0,,9.2206,0.0,,9.2403,0,,9.2204,0.0,,9.2402,110.1875,,9.2402,50,,9.2403,0.0,,9.2204,0.0,,9.2206,1.28125,,9.2206,0.0,,9.2204,0.0,,9.2204,-0.5,,
9.2603,0,,9.2406,1.0625,,9.2602,0.0,,9.2406,0.0,,9.2603,0,,9.2405,0.0,,9.2602,110.125,,9.2602,50,,9.2603,0.0,,9.2405,0.0,,9.2406,1.24609375,,9.2406,0.0,,9.2405,0.0,,9.2405,0.4375,,
9.2803,0,,9.2606,0.0,,9.2802,0.0,,9.2606,0.0,,9.2803,0,,9.2604,0.0,,9.2802,110.0625,,9.2802,50,,9.2803,0.0,,9.2604,0.0,,9.2606,1.23828125,,9.2606,0.0,,9.2604,0.0,,9.2604,0.4375,,
9.3003,0,,9.2806,-0.5,,9.3002,0.0,,9.2806,0.0,,9.3003,0,,9.2804,0.0,,9.3002,110.1875,,9.3002,50,,9.3003,0.0,,9.2804,0.0,,9.2806,1.25390625,,9.2806,0.0,,9.2804,0.0,,9.2804,0.4375,,
9.3203,0,,9.3006,-0.5,,9.3202,0.0,,9.3006,0.0,,9.3203,0,,9.3004,0.0,,9.3202,110.1875,,9.3202,50,,9.3203,0.0,,9.3004,0.0,,9.3006,1.28125,,9.3006,0.0,,9.3004,0.0,,9.3004,-0.1875,,
9.3403,0,,9.3206,1.0625,,9.3402,0.0,,9.3206,0.0,,9.3403,0,,9.3204,0.0,,9.3402,110.125,,9.3402,50,,9.3403,0.0,,9.3204,0.0,,9.3206,1.24609375,,9.3206,0.0,,9.3204,0.0,,9.3204,-0.1875,,
9.3603,0,,9.3406,0.5,,9.3602,0.0,,9.3406,0.0,,9.3603,0,,9.3404,0.0,,9.3602,110.1875,,9.3602,50,,9.3603,0.0,,9.3404,0.0,,9.3406,1.25390625,,9.3406,0.0,,9.3404,0.0,,9.3404,0.125,,
9.3803,0,,9.3606,0.5,,9.3802,0.0,,9.3606,0.0,,9.3803,0,,9.3604,0.0,,9.3802,110.0625,,9.3802,50,,9.3803,0.0,,9.3604,0.0,,9.3606,1.26171875,,9.3606,0.0,,9.3604,0.0,,9.3604,0.4375,,
9.4003,0,,9.3805,1.0625,,9.4002,0.0,,9.3806,0.0,,9.4003,0,,9.3804,0.0,,9.4002,110.125,,9.4002,50,,9.4003,0.0,,9.3804,0.0,,9.3805,1.2734375,,9.3805,0.0,,9.3804,0.0,,9.3804,0.375,,
9.4204,0,,9.4006,-0.5,,9.4202,0.0,,9.4006,0.0,,9.4204,0,,9.4004,0.0,,9.4202,110.1875,,9.4202,50,,9.4204,0.0,,9.4004,0.0,,9.4006,1.26171875,,9.4006,0.0,,9.4004,0.0,,9.4004,0.125,,
9.4404,0,,9.4206,1.5625,,9.4402,0.0,,9.4207,0.0,,9.4404,0,,9.4205,0.0,,9.4402,110.125,,9.4402,50,,9.4404,0.0,,9.4205,0.0,,9.4206,1.26171875,,9.4206,0.0,,9.4205,0.0,,9.4205,0.125,,
9.4604,0,,9.4406,-0.5,,9.4602,0.0,,9.4407,0.0,,9.4604,0,,9.4405,0.0,,9.4602,110.125,,9.4602,50,,9.4604,0.0,,9.4405,0.0,,9.4406,1.28125,,9.4406,0.0,,9.4405,0.0,,9.4405,0.125,,
9.4804,0,,9.4606,1.0625,,9.4802,0.0,,9.4607,0.0,,9.4804,0,,9.4605,0.0,,9.4802,110.125,,9.4802,50,,9.4804,0.0,,9.4605,0.0,,9.4606,1.24609375,,9.4606,0.0,,9.4605,0.0,,9.4605,0.375,,
9.5004,0,,9.4806,1.0625,,9.5002,0.0,,9.4807,0.0,,9.5004,0,,9.4805,0.0,,9.5002,110.1875,,9.5002,50,,9.5004,0.0,,9.4805,0.0,,9.4806,1.23828125,,9.4806,0.0,,9.4805,0.0,,9.4805,-0.1875,,
9.5204,0,,9.5006,-1.0,,9.5202,0.0,,9.5007,0.0,,9.5204,0,,9.5005,0.0,,9.5202,110.125,,9.5202,50,,9.5204,0.0,,9.5005,0.0,,9.5006,1.23828125,,9.5006,0.0,,9.5005,0.0,,9.5005,-0.1875,,
9.5404,0,,9.5206,1.0625,,9.5402,0.0,,9.5207,0.0,,9.5404,0,,9.5205,0.0,,9.5402,110.1875,,9.5402,50,,9.5404,0.0,,9.5205,0.0,,9.5206,1.23828125,,9.5206,0.0,,9.5205,0.0,,9.5205,-0.1875,,
9.5603,0,,9.5406,2.0625,,9.5601,0.0,,9.5407,0.0,,9.5603,0,,9.5405,0.0,,9.5601,110.1875,,9.5601,50,,9.5603,0.0,,9.5405,0.0,,9.5406,1.2109375,,9.5406,0.0,,9.5405,0.0,,9.5405,-0.1875,,
9.5803,0,,9.5606,0.0,,9.5802,0.0,,9.5607,0.0,,9.5803,0,,9.5605,0.0,,9.5802,110.125,,9.5802,50,,9.5803,0.0,,9.5605,0.0,,9.5606,1.26171875,,9.5606,0.0,,9.5605,0.0,,9.5605,-0.1875,,
9.6003,0,,9.5806,0.5,,9.6002,0.0,,9.5807,0.0,,9.6003,0,,9.5805,0.0,,9.6002,110.125,,9.6002,50,,9.6003,0.0,,9.5805,0.0,,9.5806,1.2734375,,9.5806,0.0,,9.5805,0.0,,9.5805,0.125,,
9.6202,0,,9.6006,-1.5,,9.6201,0.0,,9.6007,0.0,,9.6202,0,,9.6005,0.0,,9.6201,110.1875,,9.6201,50,,9.6202,0.0,,9.6005,0.0,,9.6006,1.25390625,,9.6006,0.0,,9.6005,0.0,,9.6005,0.125,,
9.6403,0,,9.6205,0.5,,9.6401,0.0,,9.6206,0.0,,9.6403,0,,9.6204,0.0,,9.6401,110.125,,9.6401,50,,9.6403,0.0,,9.6204,0.0,,9.6205,1.25390625,,9.6205,0.0,,9.6204,0.0,,9.6204,0.125,,
9.6603,0,,9.6406,-1.0,,9.6601,0.0,,9.6406,0.0,,9.6603,0,,9.6405,0.0,,9.6601,110.125,,9.6601,50,,9.6603,0.0,,9.6405,0.0,,9.6406,1.26171875,,9.6406,0.0,,9.6405,0.0,,9.6405,-0.1875,,
