Time (s),1. Current A(RMS) (1),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
951.427,0,,951.4057,0.0,,951.4269,0.0,,951.4058,0.0,,951.427,0,,951.4056,0.0,,951.4269,111.1875,,951.4269,42,,951.427,0.0,,951.4056,0.0,,951.4057,1.2890625,,951.4057,0.0,,951.4056,0.0,,951.4056,0.0,,
951.447,0,,951.4272,-0.5,,951.4468,0.0,,951.4273,0.0,,951.447,0,,951.4271,0.0,,951.4468,111.125,,951.4468,42,,951.447,0.0,,951.4271,0.0,,951.4272,1.30859375,,951.4272,0.0,,951.4271,0.0,,951.4271,0.25,,
951.4655,0,,951.4472,0.0,,951.4654,0.0,,951.4473,0.0,,951.4655,0,,951.4471,0.0,,951.4654,111.1875,,951.4654,42,,951.4655,0.0,,951.4471,0.0,,951.4472,1.296875,,951.4472,0.0,,951.4471,0.0,,951.4471,0.0,,
951.4855,0,,951.4658,0.0,,951.4854,0.0,,951.4658,0.0,,951.4855,0,,951.4656,0.0,,951.4854,111.125,,951.4854,42,,951.4855,0.0,,951.4656,0.0,,951.4658,1.296875,,951.4658,0.0,,951.4656,0.0,,951.4656,0.0,,
951.507,0,,951.4857,0.5,,951.5069,0.0,,951.4858,0.0,,951.507,0,,951.4856,0.0,,951.5069,111.1875,,951.5069,42,,951.507,0.0,,951.4856,0.0,,951.4857,1.2890625,,951.4857,0.0,,951.4856,0.0,,951.4856,0.25,,
951.5255,0,,951.5072,1.0,,951.5254,0.0,,951.5073,0.0,,951.5255,0,,951.5071,0.0,,951.5254,111.1875,,951.5254,42,,951.5255,0.0,,951.5071,0.0,,951.5072,1.28125,,951.5072,0.0,,951.5071,0.0,,951.5071,1.75,,
951.547,0,,951.5257,1.0,,951.5469,0.0,,951.5258,0.0,,951.547,0,,951.5256,0.0,,951.5469,111.125,,951.5469,42,,951.547,0.0,,951.5256,0.0,,951.5257,1.28125,,951.5257,0.0,,951.5256,0.0,,951.5256,1.75,,
951.567,0,,951.5472,-0.5,,951.5668,0.0,,951.5473,0.0,,951.567,0,,951.5471,0.0,,951.5668,111.1875,,951.5668,42,,951.567,0.0,,951.5471,0.0,,951.5472,1.2890625,,951.5472,0.0,,951.5471,0.0,,951.5471,0.25,,
951.5869,0,,951.5672,0.5,,951.5869,0.0,,951.5673,0.0,,951.5869,0,,951.5671,0.0,,951.5869,111.1875,,951.5869,42,,951.5869,0.0,,951.5671,0.0,,951.5672,1.296875,,951.5672,0.0,,951.5671,0.0,,951.5671,-0.3125,,
951.6056,0,,951.5872,-1.0625,,951.6054,0.0,,951.5872,0.0,,951.6056,0,,951.5871,0.0,,951.6054,111.1875,,951.6054,42,,951.6056,0.0,,951.5871,0.0,,951.5872,1.30859375,,951.5872,0.0,,951.5871,0.0,,951.5871,-0.625,,
951.6271,0,,951.6059,-1.0625,,951.6269,0.0,,951.6059,0.0,,951.6271,0,,951.6057,0.0,,951.6269,111.1875,,951.6269,42,,951.6271,0.0,,951.6057,0.0,,951.6059,1.2734375,,951.6059,0.0,,951.6057,0.0,,951.6057,-0.625,,
951.647,0,,951.6273,1.0,,951.6468,0.0,,951.6274,0.0,,951.647,0,,951.6272,0.0,,951.6468,111.1875,,951.6468,42,,951.647,0.0,,951.6272,0.0,,951.6273,1.28125,,951.6273,0.0,,951.6272,0.0,,951.6272,1.125,,
951.6657,0,,951.6472,-0.5,,951.6656,0.0,,951.6473,0.0,,951.6657,0,,951.6471,0.0,,951.6656,111.25,,951.6656,42,,951.6657,0.0,,951.6471,0.0,,951.6472,1.296875,,951.6472,0.0,,951.6471,0.0,,951.6471,0.25,,
951.687,0,,951.666,-0.5,,951.6868,0.0,,951.666,0.0,,951.687,0,,951.6658,0.0,,951.6868,111.1875,,951.6868,42,,951.687,0.0,,951.6658,0.0,,951.666,1.28125,,951.666,0.0,,951.6658,0.0,,951.6658,0.25,,
951.7071,0,,951.6873,0.0,,951.707,0.0,,951.6873,0.0,,951.7071,0,,951.6871,0.0,,951.707,111.1875,,951.707,42,,951.7071,0.0,,951.6871,0.0,,951.6873,1.31640625,,951.6873,0.0,,951.6871,0.0,,951.6871,0.0,,
951.7257,0,,951.7074,-0.5625,,951.7255,0.0,,951.7074,0.0,,951.7257,0,,951.7072,0.0,,951.7255,111.1875,,951.7255,42,,951.7257,0.0,,951.7072,0.0,,951.7074,1.32421875,,951.7074,0.0,,951.7072,0.0,,951.7072,-0.3125,,
951.747,0,,951.7259,-0.5625,,951.7468,0.0,,951.726,0.0,,951.747,0,,951.7258,0.0,,951.7468,111.1875,,951.7468,42,,951.747,0.0,,951.7258,0.0,,951.7259,1.2734375,,951.7259,0.0,,951.7258,0.0,,951.7258,-0.3125,,
951.7657,0,,951.7472,0.375,,951.7655,0.0,,951.7473,0.0,,951.7657,0,,951.7471,0.0,,951.7655,111.25,,951.7655,42,,951.7657,0.0,,951.7471,0.0,,951.7472,1.28125,,951.7472,0.0,,951.7471,0.0,,951.7471,0.5625,,
951.7856,0,,951.7659,0.375,,951.7855,0.0,,951.766,0.0,,951.7856,0,,951.7658,0.0,,951.7855,111.25,,951.7855,42,,951.7856,0.0,,951.7658,0.0,,951.7659,1.2734375,,951.7659,0.0,,951.7658,0.0,,951.7658,0.5625,,
951.8056,0,,951.7859,-1.1875,,951.8055,0.0,,951.786,0.0,,951.8056,0,,951.7858,0.0,,951.8055,111.1875,,951.8055,42,,951.8056,0.0,,951.7858,0.0,,951.7859,1.296875,,951.7859,0.0,,951.7858,0.0,,951.7858,-0.875,,
951.8256,0,,951.8059,-0.6875,,951.8255,0.0,,951.8059,0.0,,951.8256,0,,951.8057,0.0,,951.8255,111.25,,951.8255,42,,951.8256,0.0,,951.8057,0.0,,951.8059,1.2890625,,951.8059,0.0,,951.8057,0.0,,951.8057,-0.625,,
951.8469,0,,951.8259,-1.1875,,951.8468,0.0,,951.826,0.0,,951.8469,0,,951.8258,0.0,,951.8468,111.1875,,951.8468,42,,951.8469,0.0,,951.8258,0.0,,951.8259,1.32421875,,951.8259,0.0,,951.8258,0.0,,951.8258,-2.6875,,
951.867,0,,951.8471,0.375,,951.8668,0.0,,951.8472,0.0,,951.867,0,,951.847,0.0,,951.8668,111.125,,951.8668,42,,951.867,0.0,,951.847,0.0,,951.8471,1.30859375,,951.8471,0.0,,951.847,0.0,,951.847,1.125,,
951.8869,0,,951.8672,-0.6875,,951.8868,0.0,,951.8673,0.0,,951.8869,0,,951.8671,0.0,,951.8868,111.1875,,951.8868,42,,951.8869,0.0,,951.8671,0.0,,951.8672,1.2890625,,951.8672,0.0,,951.8671,0.0,,951.8671,-0.625,,
951.9056,0,,951.8871,0.875,,951.9055,0.0,,951.8872,0.0,,951.9056,0,,951.887,0.0,,951.9055,111.125,,951.9055,42,,951.9056,0.0,,951.887,0.0,,951.8871,1.31640625,,951.8871,0.0,,951.887,0.0,,951.887,1.125,,
951.9256,0,,951.9058,0.875,,951.9255,0.0,,951.9059,0.0,,951.9256,0,,951.9058,0.0,,951.9255,111.1875,,951.9255,42,,951.9256,0.0,,951.9058,0.0,,951.9058,1.31640625,,951.9058,0.0,,951.9058,0.0,,951.9058,1.125,,
