Time (s),1. Current A(RMS) (1),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),0x0081_Unit_in_pre-operational  ,,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),1. Iq A (0.0625),,
482.2715,0,,482.2517,0.75,,482.2713,0.0,,482.2518,0.0,,482.2715,0,,482.2715,0.0,,,,,482.2713,108.9375,,482.2713,31,,482.2715,0.0,,482.2715,0.0,,,,,482.2517,1.30859375,,482.2517,0.0,,482.2715,0.0,,,,,482.2715,-1.375,,
482.2914,0,,482.2717,-0.875,,482.2913,0.0,,482.2717,0.0,,482.2914,0,,482.2915,0.0,,,,,482.2913,108.9375,,482.2913,31,,482.2914,0.0,,482.2915,0.0,,,,,482.2717,1.30859375,,482.2717,0.0,,482.2915,0.0,,,,,482.2915,-0.75,,
482.3114,0,,482.2917,-0.8125,,482.3113,0.0,,482.2917,0.0,,482.3114,0,,482.3115,0.0,,,,,482.3113,108.875,,482.3113,31,,482.3114,0.0,,482.3115,0.0,,,,,482.2917,1.34375,,482.2917,0.0,,482.3115,0.0,,,,,482.3115,0.375,,
482.3314,0,,482.3117,0.1875,,482.3313,0.0,,482.3117,0.0,,482.3314,0,,482.3315,0.0,,,,,482.3313,109.0,,482.3313,31,,482.3314,0.0,,482.3315,0.0,,,,,482.3117,1.30859375,,482.3117,0.0,,482.3315,0.0,,,,,482.3315,-0.1875,,
482.3514,0,,482.3317,0.1875,,482.3513,0.0,,482.3317,0.0,,482.3514,0,,482.3515,0.0,,,,,482.3513,108.9375,,482.3513,31,,482.3514,0.0,,482.3515,0.0,,,,,482.3317,1.296875,,482.3317,0.0,,482.3515,0.0,,,,,482.3515,0.125,,
482.3714,0,,482.3517,0.75,,482.3713,0.0,,482.3517,0.0,,482.3714,0,,482.3715,0.0,,,,,482.3713,108.9375,,482.3713,31,,482.3714,0.0,,482.3715,0.0,,,,,482.3517,1.32421875,,482.3517,0.0,,482.3715,0.0,,,,,482.3715,-1.0625,,
482.3915,0,,482.3717,-0.3125,,482.3913,0.0,,482.3717,0.0,,482.3915,0,,482.3916,0.0,,,,,482.3913,108.9375,,482.3913,31,,482.3915,0.0,,482.3916,0.0,,,,,482.3717,1.32421875,,482.3717,0.0,,482.3916,0.0,,,,,482.3916,-1.625,,
482.4114,0,,482.3917,-0.3125,,482.4113,0.0,,482.3918,0.0,,482.4114,0,,482.4115,0.0,,,,,482.4113,108.875,,482.4113,31,,482.4114,0.0,,482.4115,0.0,,,,,482.3917,1.30859375,,482.3917,0.0,,482.4115,0.0,,,,,482.4115,-0.75,,
482.4314,0,,482.4116,0.1875,,482.4313,0.0,,482.4117,0.0,,482.4314,0,,482.4315,0.0,,,,,482.4313,108.875,,482.4313,31,,482.4314,0.0,,482.4315,0.0,,,,,482.4116,1.30859375,,482.4116,0.0,,482.4315,0.0,,,,,482.4315,-0.75,,
482.4515,0,,482.4317,0.75,,482.4513,0.0,,482.4317,0.0,,482.4515,0,,482.4516,0.0,,,,,482.4513,108.875,,482.4513,31,,482.4515,0.0,,482.4516,0.0,,,,,482.4317,1.2734375,,482.4317,0.0,,482.4516,0.0,,,,,482.4516,-0.5,,
482.4715,0,,482.4517,0.25,,482.4713,0.0,,482.4518,0.0,,482.4715,0,,482.4716,0.0,,,,,482.4713,108.9375,,482.4713,31,,482.4715,0.0,,482.4716,0.0,,,,,482.4517,1.28125,,482.4517,0.0,,482.4716,0.0,,,,,482.4716,-0.75,,
482.4915,0,,482.4717,-0.25,,482.4913,0.0,,482.4718,0.0,,482.4915,0,,482.4916,0.0,,,,,482.4913,108.875,,482.4913,31,,482.4915,0.0,,482.4916,0.0,,,,,482.4717,1.30859375,,482.4717,0.0,,482.4916,0.0,,,,,482.4916,0.125,,
482.5115,0,,482.4918,0.25,,482.5113,0.0,,482.4918,0.0,,482.5115,0,,482.5116,0.0,,,,,482.5113,108.9375,,482.5113,31,,482.5115,0.0,,482.5116,0.0,,,,,482.4918,1.32421875,,482.4918,0.0,,482.5116,0.0,,,,,482.5116,-0.1875,,
482.5314,0,,482.5117,-0.25,,482.5313,0.0,,482.5118,0.0,,482.5314,0,,482.5315,0.0,,,,,482.5313,108.9375,,482.5313,31,,482.5314,0.0,,482.5315,0.0,,,,,482.5117,1.31640625,,482.5117,0.0,,482.5315,0.0,,,,,482.5315,-1.0625,,
482.5514,0,,482.5317,-0.75,,482.5513,0.0,,482.5317,0.0,,482.5514,0,,482.5515,0.0,,,,,482.5513,108.9375,,482.5513,31,,482.5514,0.0,,482.5515,0.0,,,,,482.5317,1.30859375,,482.5317,0.0,,482.5515,0.0,,,,,482.5515,0.125,,
482.5715,0,,482.5517,-0.75,,482.5713,0.0,,482.5517,0.0,,482.5715,0,,482.5716,0.0,,,,,482.5713,108.875,,482.5713,31,,482.5715,0.0,,482.5716,0.0,,,,,482.5517,1.296875,,482.5517,0.0,,482.5716,0.0,,,,,482.5716,-0.75,,
482.5915,0,,482.5717,-1.3125,,482.5913,0.0,,482.5718,0.0,,482.5915,0,,482.5916,0.0,,,,,482.5913,108.9375,,482.5913,31,,482.5915,0.0,,482.5916,0.0,,,,,482.5717,1.296875,,482.5717,0.0,,482.5916,0.0,,,,,482.5916,0.6875,,
482.6115,0,,482.5917,0.25,,482.6113,0.0,,482.5918,0.0,,482.6115,0,,482.6116,0.0,,,,,482.6113,108.9375,,482.6113,31,,482.6115,0.0,,482.6116,0.0,,,,,482.5917,1.296875,,482.5917,0.0,,482.6116,0.0,,,,,482.6116,-1.0,,
482.6315,0,,482.6117,0.25,,482.6313,0.0,,482.6118,0.0,,482.6315,0,,482.6316,0.0,,,,,482.6313,109.0,,482.6313,31,,482.6315,0.0,,482.6316,0.0,,,,,482.6117,1.30859375,,482.6117,0.0,,482.6316,0.0,,,,,482.6316,-0.75,,
482.6515,0,,482.6317,-0.25,,482.6513,0.0,,482.6318,0.0,,482.6515,0,,482.6516,0.0,,,,,482.6513,108.875,,482.6513,31,,482.6515,0.0,,482.6516,0.0,,,,,482.6317,1.31640625,,482.6317,0.0,,482.6516,0.0,,,,,482.6516,-1.625,,
482.6716,0,,482.6517,-0.25,,482.6714,0.0,,482.6518,0.0,,482.6716,0,,482.6717,0.0,,,,,482.6714,108.9375,,482.6714,31,,482.6716,0.0,,482.6717,0.0,,,,,482.6517,1.30859375,,482.6517,0.0,,482.6717,0.0,,,,,482.6717,-0.75,,
482.6915,0,,482.6718,-1.3125,,482.6913,0.0,,482.6719,0.0,,482.6915,0,,482.6916,0.0,,,,,482.6913,108.875,,482.6913,31,,482.6915,0.0,,482.6916,0.0,,,,,482.6718,1.31640625,,482.6718,0.0,,482.6916,0.0,,,,,482.6916,-1.375,,
482.7115,0,,482.6917,-0.75,,482.7113,0.0,,482.6918,0.0,,482.7115,0,,482.7116,0.0,,,,,482.7113,108.9375,,482.7113,31,,482.7115,0.0,,482.7116,0.0,,,,,482.6917,1.32421875,,482.6917,0.0,,482.7116,0.0,,,,,482.7116,-0.5,,
482.7314,0,,482.7117,-0.75,,482.7312,0.0,,482.7118,0.0,,482.7314,0,,482.7315,0.0,,,,,482.7312,108.9375,,482.7312,31,,482.7314,0.0,,482.7315,0.0,,,,,482.7117,1.2890625,,482.7117,0.0,,482.7315,0.0,,,,,482.7315,-1.9375,,
482.7514,0,,482.7317,-0.25,,482.7512,0.0,,482.7317,0.0,,482.7514,0,,482.7515,0.0,,,,,482.7512,108.875,,482.7512,31,,482.7514,0.0,,482.7515,0.0,,,,,482.7317,1.2890625,,482.7317,0.0,,482.7515,0.0,,,,,482.7515,-0.75,,
482.7714,0,,482.7517,-0.25,,482.7713,0.0,,482.7517,0.0,,482.7714,0,,482.7715,0.0,,,,,482.7713,108.9375,,482.7713,31,,482.7714,0.0,,482.7715,0.0,,,,,482.7517,1.33203125,,482.7517,0.0,,482.7715,0.0,,,,,482.7715,-0.5,,
482.7914,0,,482.7717,-0.75,,482.7912,0.0,,482.7717,0.0,,482.7914,0,,482.7915,0.0,,,,,482.7912,108.875,,482.7912,31,,482.7914,0.0,,482.7915,0.0,,,,,482.7717,1.296875,,482.7717,0.0,,482.7915,0.0,,,,,482.7915,-0.75,,
482.8115,0,,482.7917,-0.25,,482.8114,0.0,,482.7917,0.0,,482.8115,0,,482.8116,0.0,,,,,482.8114,108.875,,482.8114,31,,482.8115,0.0,,482.8116,0.0,,,,,482.7917,1.3515625,,482.7917,0.0,,482.8116,0.0,,,,,482.8116,-0.5,,
482.8314,0,,482.8117,-0.75,,482.8312,0.0,,482.8118,0.0,,482.8314,0,,482.8315,0.0,,,,,482.8312,108.875,,482.8312,31,,482.8314,0.0,,482.8315,0.0,,,,,482.8117,1.34375,,482.8117,0.0,,482.8315,0.0,,,,,482.8315,-1.0625,,
482.8514,0,,482.8316,-0.75,,482.8512,0.0,,482.8317,0.0,,482.8514,0,,482.8515,0.0,,,,,482.8512,108.875,,482.8512,31,,482.8514,0.0,,482.8515,0.0,,,,,482.8316,1.296875,,482.8316,0.0,,482.8515,0.0,,,,,482.8515,-1.9375,,
482.8714,0,,482.8516,-1.3125,,482.8712,0.0,,482.8517,0.0,,482.8714,0,,482.8715,0.0,,,,,482.8712,108.9375,,482.8712,31,,482.8714,0.0,,482.8715,0.0,,,,,482.8516,1.31640625,,482.8516,0.0,,482.8715,0.0,,,,,482.8715,-0.75,,
482.8914,0,,482.8716,-0.25,,482.8912,0.0,,482.8717,0.0,,482.8914,0,,482.8915,0.0,,,,,482.8912,108.9375,,482.8912,31,,482.8914,0.0,,482.8915,0.0,,,,,482.8716,1.28125,,482.8716,0.0,,482.8915,0.0,,,,,482.8915,0.6875,,
482.9115,0,,482.8916,-0.75,,482.9114,0.0,,482.8917,0.0,,482.9115,0,,482.9116,0.0,,,,,482.9114,109.0625,,482.9114,31,,482.9115,0.0,,482.9116,0.0,,,,,482.8916,1.28125,,482.8916,0.0,,482.9116,0.0,,,,,482.9116,2.4375,,
482.9314,0,,482.9117,1.3125,,482.9312,0.0,,482.9118,0.0,,482.9314,0,,482.9315,0.0,,,,,482.9312,109.0,,482.9312,31,,482.9314,0.0,,482.9315,0.0,,,,,482.9117,1.3515625,,482.9117,0.0,,482.9315,0.0,,,,,482.9315,1.5625,,
482.9515,0,,482.9316,0.8125,,482.9513,0.0,,482.9317,0.0,,482.9515,0,,482.9516,0.0,,,,,482.9513,108.9375,,482.9513,31,,482.9515,0.0,,482.9516,0.0,,,,,482.9316,1.3515625,,482.9316,0.0,,482.9516,0.0,,,,,482.9516,0.375,,
482.9715,0,,482.9517,-0.25,,482.9713,0.0,,482.9518,0.0,,482.9715,0,,482.9716,0.0,,,,,482.9713,109.0,,482.9713,31,,482.9715,0.0,,482.9716,0.0,,,,,482.9517,1.32421875,,482.9517,0.0,,482.9716,0.0,,,,,482.9716,1.5625,,
482.9915,0,,482.9717,0.8125,,482.9913,0.0,,482.9718,0.0,,482.9915,0,,482.9916,0.0,,,,,482.9913,109.0,,482.9913,31,,482.9915,0.0,,482.9916,0.0,,,,,482.9717,1.33203125,,482.9717,0.0,,482.9916,0.0,,,,,482.9916,1.5625,,
483.0114,0,,482.9917,0.75,,483.0112,0.0,,482.9918,0.0,,483.0114,0,,483.0115,0.0,,,,,483.0112,108.9375,,483.0112,31,,483.0114,0.0,,483.0115,0.0,,,,,482.9917,1.32421875,,482.9917,0.0,,483.0115,0.0,,,,,483.0115,0.6875,,
483.0313,0,,483.0116,0.25,,483.0311,0.0,,483.0117,0.0,,483.0313,0,,483.0315,0.0,,,,,483.0311,108.9375,,483.0311,31,,483.0313,0.0,,483.0315,0.0,,,,,483.0116,1.31640625,,483.0116,0.0,,483.0315,0.0,,,,,483.0315,1.0,,
483.0515,0,,483.0316,0.8125,,483.0513,0.0,,483.0316,0.0,,483.0515,0,,483.0516,0.0,,,,,483.0513,108.9375,,483.0513,31,,483.0515,0.0,,483.0516,0.0,,,,,483.0316,1.32421875,,483.0316,0.0,,483.0516,0.0,,,,,483.0516,1.0,,
483.0714,0,,483.0517,0.8125,,483.0713,0.0,,483.0518,0.0,,483.0714,0,,483.0715,0.0,,,,,483.0713,109.0,,483.0713,31,,483.0714,0.0,,483.0715,0.0,,,,,483.0517,1.34375,,483.0517,0.0,,483.0715,0.0,,,,,483.0715,0.6875,,
483.0914,0,,483.0717,0.25,,483.0913,0.0,,483.0718,0.0,,483.0914,0,,483.0915,0.0,,,,,483.0913,109.0,,483.0913,31,,483.0914,0.0,,483.0915,0.0,,,,,483.0717,1.33203125,,483.0717,0.0,,483.0915,0.0,,,,,483.0915,-0.5,,
483.1114,0,,483.0917,0.25,,483.1113,0.0,,483.0917,0.0,,483.1114,0,,483.1115,0.0,,,,,483.1113,108.9375,,483.1113,31,,483.1114,0.0,,483.1115,0.0,,,,,483.0917,1.2734375,,483.0917,0.0,,483.1115,0.0,,,,,483.1115,0.6875,,
483.1314,0,,483.1117,0.25,,483.1313,0.0,,483.1117,0.0,,483.1314,0,,483.1315,0.0,,,,,483.1313,109.0,,483.1313,31,,483.1314,0.0,,483.1315,0.0,,,,,483.1117,1.28125,,483.1117,0.0,,483.1315,0.0,,,,,483.1315,1.3125,,
483.1515,0,,483.1317,0.8125,,483.1513,0.0,,483.1317,0.0,,483.1515,0,,483.1516,0.0,,,,,483.1513,109.0,,483.1513,31,,483.1515,0.0,,483.1516,0.0,,,,,483.1317,1.30859375,,483.1317,0.0,,483.1516,0.0,,,,,483.1516,0.9375,,
483.1715,0,,483.1517,-0.25,,483.1713,0.0,,483.1518,0.0,,483.1715,0,,483.1716,0.0,,,,,483.1713,109.0,,483.1713,31,,483.1715,0.0,,483.1716,0.0,,,,,483.1517,1.30859375,,483.1517,0.0,,483.1716,0.0,,,,,483.1716,-0.75,,
483.1914,0,,483.1717,0.25,,483.1913,0.0,,483.1718,0.0,,483.1914,0,,483.1915,0.0,,,,,483.1913,109.0,,483.1913,31,,483.1914,0.0,,483.1915,0.0,,,,,483.1717,1.34375,,483.1717,0.0,,483.1915,0.0,,,,,483.1915,1.3125,,
483.2114,0,,483.1916,1.3125,,483.2113,0.0,,483.1917,0.0,,483.2114,0,,483.2115,0.0,,,,,483.2113,109.0,,483.2113,31,,483.2114,0.0,,483.2115,0.0,,,,,483.1916,1.33203125,,483.1916,0.0,,483.2115,0.0,,,,,483.2115,0.6875,,
483.2315,0,,483.2116,1.25,,483.2313,0.0,,483.2117,0.0,,483.2315,0,,483.2315,0.0,,,,,483.2313,108.9375,,483.2313,31,,483.2315,0.0,,483.2315,0.0,,,,,483.2116,1.296875,,483.2116,0.0,,483.2315,0.0,,,,,483.2315,0.375,,
483.2514,0,,483.2317,-0.25,,483.2513,0.0,,483.2317,0.0,,483.2514,0,,483.2515,0.0,,,,,483.2513,108.9375,,483.2513,31,,483.2514,0.0,,483.2515,0.0,,,,,483.2317,1.32421875,,483.2317,0.0,,483.2515,0.0,,,,,483.2515,0.375,,
483.2715,0,,483.2517,-0.25,,483.2713,0.0,,483.2517,0.0,,483.2715,0,,483.2716,0.0,,,,,483.2713,108.9375,,483.2713,31,,483.2715,0.0,,483.2716,0.0,,,,,483.2517,1.32421875,,483.2517,0.0,,483.2716,0.0,,,,,483.2716,0.6875,,
483.2914,0,,483.2718,0.25,,483.2913,0.0,,483.2718,0.0,,483.2914,0,,483.2915,0.0,,,,,483.2913,109.0,,483.2913,31,,483.2914,0.0,,483.2915,0.0,,,,,483.2718,1.28125,,483.2718,0.0,,483.2915,0.0,,,,,483.2915,1.0,,
483.3114,0,,483.2917,0.8125,,483.3113,0.0,,483.2917,0.0,,483.3114,0,,483.3115,0.0,,,,,483.3113,108.9375,,483.3113,31,,483.3114,0.0,,483.3115,0.0,,,,,483.2917,1.24609375,,483.2917,0.0,,483.3115,0.0,,,,,483.3115,1.0,,
483.3315,0,,483.3117,0.8125,,483.3313,0.0,,483.3117,0.0,,483.3315,0,,483.3316,0.0,,,,,483.3313,109.0,,483.3313,31,,483.3315,0.0,,483.3316,0.0,,,,,483.3117,1.33203125,,483.3117,0.0,,483.3316,0.0,,,,,483.3316,1.3125,,
483.3515,0,,483.3318,1.3125,,483.3513,0.0,,483.3318,0.0,,483.3515,0,,483.3516,0.0,,,,,483.3513,108.9375,,483.3513,31,,483.3515,0.0,,483.3516,0.0,,,,,483.3318,1.359375,,483.3318,0.0,,483.3516,0.0,,,,,483.3516,-0.1875,,
483.3714,0,,483.3518,-0.25,,483.3713,0.0,,483.3518,0.0,,483.3714,0,,483.3715,0.0,,,,,483.3713,109.0,,483.3713,31,,483.3714,0.0,,483.3715,0.0,,,,,483.3518,1.32421875,,483.3518,0.0,,483.3715,0.0,,,,,483.3715,1.875,,
483.3915,0,,483.3716,0.25,,483.3913,0.0,,483.3717,0.0,,483.3915,0,,483.3916,0.0,,,,,483.3913,108.9375,,483.3913,31,,483.3915,0.0,,483.3916,0.0,,,,,483.3716,1.32421875,,483.3716,0.0,,483.3916,0.0,,,,,483.3916,1.0,,
483.4114,0,,483.3917,0.8125,,483.4113,0.0,,483.3918,0.0,,483.4114,0,,483.4115,0.0,,,,,483.4113,109.0,,483.4113,31,,483.4114,0.0,,483.4115,0.0,,,,,483.3917,1.31640625,,483.3917,0.0,,483.4115,0.0,,,,,483.4115,1.25,,
483.4316,0,,483.4116,0.25,,483.4315,0.0,,483.4117,0.0,,483.4316,0,,483.4317,0.0,,,,,483.4315,108.9375,,483.4315,31,,483.4316,0.0,,483.4317,0.0,,,,,483.4116,1.30859375,,483.4116,0.0,,483.4317,0.0,,,,,483.4317,0.125,,
483.4515,0,,483.4318,-0.25,,483.4513,0.0,,483.4319,0.0,,483.4515,0,,497.0231,6.9375,,,,,483.4513,109.0,,483.4513,31,,483.4515,0.0,,497.0231,0.9375,,,,,483.4318,1.30859375,,483.4318,0.0,,497.0231,11.375,,,,,497.0231,10.25,,
497.023,10,,497.0032,-0.75,,497.0228,0.3125,,497.0032,5.300000000000001,,497.023,0,,497.0432,6.9375,,,,,497.0228,108.9375,,497.0228,31,,497.023,5.8125,,497.0432,0.9375,,,,,497.0032,1.47265625,,497.0032,0.0,,497.0432,11.4375,,,,,497.0432,10.1875,,
497.0431,10,,497.0232,0.8125,,497.043,0.3125,,497.0233,4.2,,497.0431,0,,497.0631,5.75,,,,,497.043,108.9375,,497.043,31,,497.0431,5.8125,,497.0631,0.9375,,,,,497.0232,1.47265625,,497.0232,-0.25,,497.0631,9.5,,,,,497.0631,10.5,,
497.0629,8,,497.0434,-1.8125,,497.0628,0.3125,,497.0434,4.2,,497.0629,0,,497.0833,5.875,,,,,497.0628,108.875,,497.0628,31,,497.0629,6.25,,497.0833,1.125,,,,,497.0434,1.484375,,497.0434,0.1875,,497.0833,9.6875,,,,,497.0833,9.625,,
497.0831,8,,497.0632,0.8125,,497.083,0.3125,,497.0633,4.5,,497.0831,0,,497.1031,6.5,,,,,497.083,108.9375,,497.083,31,,497.0831,7.375,,497.1031,0.9375,,,,,497.0632,1.51953125,,497.0632,-0.1875,,497.1031,10.6875,,,,,497.1031,9.3125,,
497.103,9,,497.0834,-0.75,,497.1028,0.3125,,497.0835,5.300000000000001,,497.103,0,,497.1317,7.875,,,,,497.1028,108.9375,,497.1028,31,,497.103,8.25,,497.1317,1.0,,,,,497.0834,1.54296875,,497.0834,0.1875,,497.1317,12.9375,,,,,497.1317,12.25,,
497.1316,10,,497.1033,-0.25,,497.1315,0.375,,497.1033,5.9,,497.1316,0,,497.1519,7.0625,,,,,497.1315,108.9375,,497.1315,31,,497.1316,6.8125,,497.1519,0.8125,,,,,497.1033,1.5,,497.1033,-0.0625,,497.1519,11.625,,,,,497.1519,12.5625,,
497.1517,11,,497.1319,0.8125,,497.1515,0.375,,497.1319,4.9,,497.1517,0,,497.163,7.0625,,,,,497.1515,108.9375,,497.1515,31,,497.1517,7.9375,,497.163,0.8125,,,,,497.1319,1.52734375,,497.1319,-0.0625,,497.163,11.625,,,,,497.163,12.5625,,
497.1629,11,,497.152,1.3125,,497.1628,0.375,,497.1521,5.7,,497.1629,0,,497.1832,7.8125,,,,,497.1628,108.9375,,497.1628,31,,497.1629,7.6875,,497.1832,0.875,,,,,497.152,1.4921875,,497.152,-0.25,,497.1832,12.875,,,,,497.1832,12.8125,,
497.1831,11,,497.1632,1.3125,,497.183,0.375,,497.1632,5.5,,497.1831,0,,497.2031,7.375,,,,,497.183,108.9375,,497.183,31,,497.1831,6.5625,,497.2031,0.8125,,,,,497.1632,1.4921875,,497.1632,-0.25,,497.2031,12.125,,,,,497.2031,13.4375,,
497.203,11,,497.1834,-1.25,,497.2028,0.375,,497.1834,4.7,,497.203,0,,497.2232,6.4375,,,,,497.2028,108.9375,,497.2028,31,,497.203,6.25,,497.2232,0.9375,,,,,497.1834,1.484375,,497.1834,0.0625,,497.2232,10.625,,,,,497.2232,11.125,,
497.2231,10,,497.2032,1.8125,,497.2229,0.375,,497.2033,4.5,,497.2231,0,,497.2432,6.4375,,,,,497.2229,109.0,,497.2229,31,,497.2231,7.125,,497.2432,0.875,,,,,497.2032,1.5078125,,497.2032,-0.4375,,497.2432,10.5625,,,,,497.2432,10.25,,
497.2431,10,,497.2233,0.8125,,497.243,0.375,,497.2234,5.1000000000000005,,497.2431,0,,497.2631,7.4375,,,,,497.243,109.0,,497.243,31,,497.2431,8.625,,497.2631,1.0625,,,,,497.2233,1.5546875,,497.2233,-0.375,,497.2631,12.25,,,,,497.2631,10.1875,,
497.263,8,,497.2433,0.25,,497.2628,0.375,,497.2434,6.2,,497.263,0,,497.2833,8.75,,,,,497.2628,109.0,,497.2628,31,,497.263,9.1875,,497.2833,1.0,,,,,497.2433,1.5703125,,497.2433,-0.25,,497.2833,14.375,,,,,497.2833,12.8125,,
497.2832,13,,497.2632,-1.8125,,497.283,0.375,,497.2633,6.6000000000000005,,497.2832,0,,497.3032,9.375,,,,,497.283,108.9375,,497.283,31,,497.2832,10.0625,,497.3032,1.0,,,,,497.2632,1.59765625,,497.2632,0.0,,497.3032,15.4375,,,,,497.3032,14.25,,
497.303,13,,497.2835,-2.3125,,497.3029,0.4375,,497.2835,7.2,,497.303,0,,497.3232,10.0,,,,,497.3029,108.875,,497.3029,31,,497.303,10.0625,,497.3232,1.1875,,,,,497.2835,1.59765625,,497.2835,0.1875,,497.3232,16.5,,,,,497.3232,14.5625,,
497.3231,13,,497.3033,-0.75,,497.323,0.4375,,497.3034,7.2,,497.3231,0,,497.3433,9.875,,,,,497.323,108.9375,,497.323,31,,497.3231,9.5,,497.3433,1.0625,,,,,497.3033,1.578125,,497.3033,0.0625,,497.3433,16.25,,,,,497.3433,14.5625,,
497.3432,16,,497.3233,0.8125,,497.343,0.5,,497.3234,6.800000000000001,,497.3432,0,,497.3632,9.4375,,,,,497.343,108.9375,,497.343,31,,497.3432,9.5,,497.3632,1.25,,,,,497.3233,1.578125,,497.3233,-0.1875,,497.3632,15.5625,,,,,497.3632,14.0,,
497.3631,15,,497.3434,-1.3125,,497.363,0.5,,497.3435,6.800000000000001,,497.3631,0,,497.3834,9.125,,,,,497.363,108.875,,497.363,31,,497.3631,8.25,,497.3834,1.0625,,,,,497.3434,1.54296875,,497.3434,0.1875,,497.3834,15.0625,,,,,497.3834,15.6875,,
497.3833,13,,497.3633,0.8125,,497.3831,0.5625,,497.3634,5.9,,497.3833,0,,497.4032,8.4375,,,,,497.3831,108.9375,,497.3831,31,,497.3833,9.1875,,497.4032,1.25,,,,,497.3633,1.5703125,,497.3633,-0.1875,,497.4032,13.875,,,,,497.4032,12.5,,
497.4031,11,,497.3835,-0.25,,497.403,0.5625,,497.3836,6.6000000000000005,,497.4031,0,,497.4232,9.0625,,,,,497.403,108.9375,,497.403,31,,497.4031,8.9375,,497.4232,1.0,,,,,497.3835,1.5625,,497.3835,0.0,,497.4232,14.9375,,,,,497.4232,14.875,,
497.4231,13,,497.4034,-2.3125,,497.4229,0.5625,,497.4034,6.4,,497.4231,0,,497.4432,8.8125,,,,,497.4229,108.875,,497.4229,31,,497.4231,8.625,,497.4432,1.3125,,,,,497.4034,1.5546875,,497.4034,0.125,,497.4432,14.5,,,,,497.4432,15.125,,
497.4431,13,,497.4234,-0.75,,497.4429,0.5625,,497.4234,6.2,,497.4431,0,,497.4619,8.5625,,,,,497.4429,108.875,,497.4429,31,,497.4431,8.625,,497.4619,1.0,,,,,497.4234,1.5546875,,497.4234,0.125,,497.4619,14.125,,,,,497.4619,14.5625,,
497.4618,13,,497.4433,-0.25,,497.4616,0.5625,,497.4434,6.2,,497.4618,0,,497.4833,8.5625,,,,,497.4616,108.875,,497.4616,31,,497.4618,8.625,,497.4833,1.0625,,,,,497.4433,1.5546875,,497.4433,0.1875,,497.4833,14.125,,,,,497.4833,14.3125,,
497.4832,13,,497.462,-1.25,,497.483,0.5625,,497.462,6.2,,497.4832,0,,497.5031,8.4375,,,,,497.483,108.9375,,497.483,31,,497.4832,7.9375,,497.5031,1.1875,,,,,497.462,1.53515625,,497.462,0.0625,,497.5031,13.875,,,,,497.5031,13.375,,
497.503,13,,497.4834,1.3125,,497.5028,0.5625,,497.4835,5.7,,497.503,0,,497.5231,7.875,,,,,497.5028,109.0,,497.5028,31,,497.503,7.9375,,497.5231,1.0625,,,,,497.4834,1.53515625,,497.4834,-0.25,,497.5231,13.0,,,,,497.5231,12.875,,
497.523,13,,497.5032,-1.25,,497.5229,0.5625,,497.5033,5.7,,497.523,0,,497.5433,7.8125,,,,,497.5229,108.9375,,497.5229,31,,497.523,7.6875,,497.5433,1.0625,,,,,497.5032,1.52734375,,497.5032,0.125,,497.5433,12.875,,,,,497.5433,12.5,,
497.5431,13,,497.5233,0.8125,,497.5429,0.5625,,497.5233,5.5,,497.5431,0,,497.5631,7.875,,,,,497.5429,108.9375,,497.5429,31,,497.5431,8.625,,497.5631,0.9375,,,,,497.5233,1.5546875,,497.5233,-0.25,,497.5631,12.9375,,,,,497.5631,11.375,,
497.563,10,,497.5434,-1.75,,497.5628,0.5625,,497.5435,6.2,,497.563,0,,497.5833,8.375,,,,,497.5628,108.875,,497.5628,31,,497.563,7.6875,,497.5833,1.0,,,,,497.5434,1.52734375,,497.5434,0.1875,,497.5833,13.75,,,,,497.5833,13.6875,,
497.5832,13,,497.5632,0.25,,497.5831,0.5625,,497.5633,5.5,,497.5832,0,,497.6031,7.875,,,,,497.5831,108.9375,,497.5831,31,,497.5832,8.625,,497.6031,1.0625,,,,,497.5632,1.5546875,,497.5632,-0.125,,497.6031,12.9375,,,,,497.6031,12.25,,
497.603,11,,497.5835,-0.75,,497.6029,0.5,,497.5835,6.2,,497.603,0,,497.6231,8.5625,,,,,497.6029,108.9375,,497.6029,31,,497.603,8.625,,497.6231,1.1875,,,,,497.5835,1.5546875,,497.5835,0.125,,497.6231,14.125,,,,,497.6231,11.125,,
497.623,13,,497.6032,-0.25,,497.6228,0.5,,497.6033,6.2,,497.623,0,,497.6418,8.5,,,,,497.6228,108.9375,,497.6228,31,,497.623,8.25,,497.6418,1.0625,,,,,497.6032,1.54296875,,497.6032,-0.0625,,497.6418,13.9375,,,,,497.6418,13.125,,
