Time (s),1. Current A(RMS) (1),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),0x0081_Unit_in_pre-operational  ,,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),1. Iq A (0.0625),,
497.6417,13,,497.6232,0.8125,,497.6416,0.5,,497.6233,5.9,,497.6417,0,,497.6631,8.5625,,,,,497.6416,108.9375,,497.6416,31,,497.6417,8.25,,497.6631,1.125,,,,,497.6232,1.58984375,,497.6232,-0.25,,497.6631,14.125,,,,,497.6631,14.875,,
497.663,14,,497.6419,1.3125,,497.6628,0.5,,497.642,5.9,,497.663,0,,497.6818,9.875,,,,,497.6628,109.0,,497.6628,31,,497.663,10.3125,,497.6818,1.25,,,,,497.6419,1.60546875,,497.6419,-0.4375,,497.6818,16.1875,,,,,497.6818,13.6875,,
497.6817,15,,497.6632,-0.75,,497.6816,0.5,,497.6633,7.4,,497.6817,0,,497.7031,9.9375,,,,,497.6816,108.9375,,497.6816,31,,497.6817,10.3125,,497.7031,1.0,,,,,497.6632,1.5625,,497.6632,-0.0625,,497.7031,16.3125,,,,,497.7031,14.875,,
497.703,16,,497.6819,-2.8125,,497.7029,0.5625,,497.682,7.4,,497.703,0,,497.7231,9.0625,,,,,497.7029,108.9375,,497.7029,31,,497.703,9.5,,497.7231,1.1875,,,,,497.6819,1.578125,,497.6819,0.3125,,497.7231,14.875,,,,,497.7231,13.6875,,
497.723,14,,497.7032,1.3125,,497.7229,0.5625,,497.7033,6.800000000000001,,497.723,0,,497.7433,9.375,,,,,497.7229,108.9375,,497.7229,31,,497.723,9.1875,,497.7433,1.0625,,,,,497.7032,1.5703125,,497.7032,-0.125,,497.7433,15.4375,,,,,497.7433,14.875,,
497.7432,15,,497.7232,2.3125,,497.743,0.5625,,497.7233,6.6000000000000005,,497.7432,0,,497.763,9.25,,,,,497.743,108.9375,,497.743,31,,497.7432,9.5,,497.763,1.125,,,,,497.7232,1.578125,,497.7232,-0.1875,,497.763,15.1875,,,,,497.763,13.9375,,
497.7629,14,,497.7434,1.3125,,497.7628,0.5625,,497.7435,6.800000000000001,,497.7629,0,,497.7832,9.3125,,,,,497.7628,109.0,,497.7628,31,,497.7629,8.9375,,497.7832,1.125,,,,,497.7434,1.5625,,497.7434,-0.3125,,497.7832,15.3125,,,,,497.7832,16.0,,
497.7831,15,,497.7632,-1.25,,497.7829,0.5625,,497.7633,6.4,,497.7831,0,,497.803,9.0625,,,,,497.7829,108.875,,497.7829,31,,497.7831,9.5,,497.803,1.125,,,,,497.7632,1.578125,,497.7632,0.0,,497.803,14.875,,,,,497.803,15.4375,,
497.8029,15,,497.7833,-0.75,,497.8028,0.5625,,497.7834,6.800000000000001,,497.8029,0,,497.823,9.375,,,,,497.8028,108.9375,,497.8028,31,,497.8029,9.1875,,497.823,1.125,,,,,497.7833,1.5703125,,497.7833,0.0625,,497.823,15.4375,,,,,497.823,14.625,,
497.8229,15,,497.8032,1.3125,,497.8228,0.5625,,497.8032,6.6000000000000005,,497.8229,0,,497.8432,9.0625,,,,,497.8228,108.9375,,497.8228,31,,497.8229,8.9375,,497.8432,1.25,,,,,497.8032,1.5625,,497.8032,-0.125,,497.8432,14.9375,,,,,497.8432,14.875,,
497.843,15,,497.8232,1.8125,,497.8428,0.625,,497.8232,6.4,,497.843,0,,497.8618,8.9375,,,,,497.8428,109.0,,497.8428,31,,497.843,9.1875,,497.8618,1.25,,,,,497.8232,1.5703125,,497.8232,-0.375,,497.8618,14.75,,,,,497.8618,15.6875,,
497.8616,13,,497.8433,0.25,,497.8615,0.625,,497.8434,6.6000000000000005,,497.8616,0,,497.8833,9.125,,,,,497.8615,108.9375,,497.8615,31,,497.8616,9.1875,,497.8833,1.1875,,,,,497.8433,1.5703125,,497.8433,-0.25,,497.8833,15.0625,,,,,497.8833,13.6875,,
497.8831,13,,497.8619,-0.25,,497.883,0.625,,497.8619,6.6000000000000005,,497.8831,0,,497.9031,9.25,,,,,497.883,109.0,,497.883,31,,497.8831,9.5,,497.9031,1.0625,,,,,497.8619,1.578125,,497.8619,-0.0625,,497.9031,15.1875,,,,,497.9031,14.25,,
497.9029,13,,497.8834,1.3125,,497.9028,0.625,,497.8835,6.800000000000001,,497.9029,0,,497.923,9.25,,,,,497.9028,109.0,,497.9028,31,,497.9029,8.625,,497.923,1.0625,,,,,497.8834,1.5546875,,497.8834,-0.25,,497.923,15.1875,,,,,497.923,15.125,,
497.9229,14,,497.9032,-0.25,,497.9228,0.625,,497.9033,6.2,,497.9229,0,,497.9432,8.5625,,,,,497.9228,108.875,,497.9228,31,,497.9229,8.625,,497.9432,1.3125,,,,,497.9032,1.5546875,,497.9032,-0.0625,,497.9432,14.125,,,,,497.9432,14.5625,,
497.9431,15,,497.9232,-1.3125,,497.943,0.625,,497.9232,6.2,,497.9431,0,,497.9617,8.6875,,,,,497.943,108.9375,,497.943,31,,497.9431,8.9375,,497.9617,1.1875,,,,,497.9232,1.5625,,497.9232,0.125,,497.9617,14.25,,,,,497.9617,14.5625,,
497.9616,14,,497.9434,1.8125,,497.9615,0.5625,,497.9434,6.4,,497.9616,0,,497.9832,8.875,,,,,497.9615,108.875,,497.9615,31,,497.9616,8.9375,,497.9832,1.0,,,,,497.9434,1.5703125,,497.9434,-0.0625,,497.9832,14.625,,,,,497.9832,12.875,,
497.9831,12,,497.9619,-1.3125,,497.983,0.5625,,497.9619,6.4,,497.9831,0,,498.003,9.0625,,,,,497.983,108.9375,,497.983,31,,497.9831,8.9375,,498.003,1.1875,,,,,497.9619,1.5625,,497.9619,0.1875,,498.003,14.9375,,,,,498.003,13.0625,,
498.0029,13,,497.9833,0.8125,,498.0027,0.5625,,497.9834,6.4,,498.0029,0,,498.0231,9.125,,,,,498.0027,108.9375,,498.0027,31,,498.0029,9.75,,498.0231,1.125,,,,,497.9833,1.58984375,,497.9833,-0.1875,,498.0231,14.9375,,,,,498.0231,13.6875,,
498.023,13,,498.0031,-1.75,,498.0228,0.5625,,498.0032,7.0,,498.023,0,,498.0432,9.8125,,,,,498.0228,108.9375,,498.0228,31,,498.023,10.0625,,498.0432,1.25,,,,,498.0031,1.59765625,,498.0031,0.3125,,498.0432,16.125,,,,,498.0432,13.375,,
498.0431,13,,498.0232,1.3125,,498.043,0.5625,,498.0233,7.2,,498.0431,0,,498.0631,10.3125,,,,,498.043,108.9375,,498.043,31,,498.0431,11.3125,,498.0631,1.1875,,,,,498.0232,1.6328125,,498.0232,-0.125,,498.0631,17.0,,,,,498.0631,15.125,,
498.063,15,,498.0433,-1.25,,498.0628,0.625,,498.0434,8.1,,498.063,0,,498.0832,11.1875,,,,,498.0628,108.9375,,498.0628,31,,498.063,11.0,,498.0832,1.1875,,,,,498.0433,1.625,,498.0433,0.25,,498.0832,18.4375,,,,,498.0832,17.1875,,
498.0831,16,,498.0632,-2.3125,,498.083,0.625,,498.0633,7.9,,498.0831,0,,498.1031,10.4375,,,,,498.083,108.875,,498.083,31,,498.0831,8.9375,,498.1031,1.0,,,,,498.0632,1.5625,,498.0632,0.25,,498.1031,17.1875,,,,,498.1031,18.375,,
498.103,17,,498.0834,-0.75,,498.1028,0.625,,498.0834,6.4,,498.103,0,,498.1231,8.9375,,,,,498.1028,108.875,,498.1028,31,,498.103,9.1875,,498.1231,0.875,,,,,498.0834,1.5703125,,498.0834,0.1875,,498.1231,14.75,,,,,498.1231,16.875,,
498.1229,15,,498.1032,1.3125,,498.1227,0.625,,498.1033,6.6000000000000005,,498.1229,0,,498.1417,9.3125,,,,,498.1227,108.9375,,498.1227,31,,498.1229,9.75,,498.1417,1.125,,,,,498.1032,1.58984375,,498.1032,0.0,,498.1417,15.25,,,,,498.1417,14.25,,
498.1416,15,,498.1232,-0.25,,498.1415,0.625,,498.1233,7.0,,498.1416,0,,498.1632,9.6875,,,,,498.1415,108.875,,498.1415,31,,498.1416,9.75,,498.1632,1.0,,,,,498.1232,1.60546875,,498.1232,0.0625,,498.1632,15.9375,,,,,498.1632,15.75,,
498.163,15,,498.1419,-1.8125,,498.1629,0.625,,498.1419,7.0,,498.163,0,,498.1832,10.25,,,,,498.1629,108.875,,498.1629,31,,498.163,10.3125,,498.1832,1.125,,,,,498.1419,1.60546875,,498.1419,0.375,,498.1832,16.875,,,,,498.1832,15.6875,,
498.1831,15,,498.1633,0.8125,,498.183,0.625,,498.1634,7.4,,498.1831,0,,498.2031,10.4375,,,,,498.183,108.9375,,498.183,31,,498.1831,11.0,,498.2031,1.125,,,,,498.1633,1.625,,498.1633,-0.125,,498.2031,17.1875,,,,,498.2031,16.0625,,
498.203,16,,498.1834,-1.3125,,498.2029,0.625,,498.1834,7.9,,498.203,0,,498.223,10.5625,,,,,498.2029,108.9375,,498.2029,31,,498.203,9.5,,498.223,1.25,,,,,498.1834,1.578125,,498.1834,0.25,,498.223,17.4375,,,,,498.223,16.0625,,
498.2229,16,,498.2033,1.3125,,498.2227,0.6875,,498.2033,6.800000000000001,,498.2229,0,,498.2417,9.375,,,,,498.2227,108.9375,,498.2227,31,,498.2229,9.1875,,498.2417,1.0,,,,,498.2033,1.5703125,,498.2033,-0.0625,,498.2417,15.4375,,,,,498.2417,16.5625,,
498.2416,15,,498.2232,1.3125,,498.2415,0.6875,,498.2232,6.6000000000000005,,498.2416,0,,498.2631,9.125,,,,,498.2415,108.9375,,498.2415,31,,498.2416,9.1875,,498.2631,1.25,,,,,498.2232,1.640625,,498.2232,-0.25,,498.2631,15.0625,,,,,498.2631,13.6875,,
498.263,15,,498.2418,-1.75,,498.2629,0.6875,,498.2419,6.6000000000000005,,498.263,0,,498.2832,11.4375,,,,,498.2629,108.9375,,498.2629,31,,498.263,11.3125,,498.2832,1.0625,,,,,498.2418,1.6328125,,498.2418,0.125,,498.2832,18.875,,,,,498.2832,17.1875,,
498.2831,15,,498.2633,-2.8125,,498.2829,0.6875,,498.2633,8.1,,498.2831,0,,498.3031,11.4375,,,,,498.2829,108.9375,,498.2829,31,,498.2831,11.875,,498.3031,1.125,,,,,498.2633,1.6484375,,498.2633,0.375,,498.3031,18.75,,,,,498.3031,18.0625,,
498.303,18,,498.2833,1.3125,,498.3029,0.6875,,498.2834,8.5,,498.303,0,,498.3231,11.625,,,,,498.3029,108.9375,,498.3029,31,,498.303,11.0,,498.3231,1.1875,,,,,498.2833,1.625,,498.2833,-0.1875,,498.3231,19.125,,,,,498.3231,18.3125,,
498.323,18,,498.3032,1.8125,,498.3229,0.6875,,498.3033,7.9,,498.323,0,,498.3433,10.75,,,,,498.3229,108.9375,,498.3229,31,,498.323,10.0625,,498.3433,1.25,,,,,498.3032,1.59765625,,498.3032,-0.375,,498.3433,17.625,,,,,498.3433,16.875,,
498.3432,17,,498.3233,-1.8125,,498.343,0.75,,498.3233,7.2,,498.3432,0,,498.3631,10.0625,,,,,498.343,108.875,,498.343,31,,498.3432,10.3125,,498.3631,1.0,,,,,498.3233,1.60546875,,498.3233,0.0625,,498.3631,16.625,,,,,498.3631,17.4375,,
498.363,15,,498.3434,0.8125,,498.3629,0.75,,498.3435,7.4,,498.363,0,,498.3832,10.4375,,,,,498.3629,108.9375,,498.3629,31,,498.363,11.0,,498.3832,1.3125,,,,,498.3434,1.625,,498.3434,-0.3125,,498.3832,17.1875,,,,,498.3832,15.125,,
498.383,16,,498.3632,-1.25,,498.3829,0.75,,498.3633,7.9,,498.383,0,,498.4031,11.1875,,,,,498.3829,108.9375,,498.3829,31,,498.383,11.875,,498.4031,1.25,,,,,498.3632,1.6484375,,498.3632,0.0625,,498.4031,18.375,,,,,498.4031,16.625,,
498.403,17,,498.3833,0.8125,,498.4028,0.75,,498.3833,8.5,,498.403,0,,498.4231,12.0,,,,,498.4028,108.9375,,498.4028,31,,498.403,12.4375,,498.4231,1.0625,,,,,498.3833,1.66796875,,498.3833,-0.25,,498.4231,19.6875,,,,,498.4231,19.1875,,
498.423,18,,498.4032,0.25,,498.4228,0.75,,498.4033,8.9,,498.423,0,,498.4433,12.25,,,,,498.4228,108.9375,,498.4228,31,,498.423,11.875,,498.4433,1.1875,,,,,498.4032,1.6484375,,498.4032,-0.3125,,498.4433,20.125,,,,,498.4433,19.5625,,
498.4432,18,,498.4232,-0.25,,498.4429,0.75,,498.4233,8.5,,498.4432,0,,498.4631,11.625,,,,,498.4429,108.9375,,498.4429,31,,498.4432,11.0,,498.4631,1.1875,,,,,498.4232,1.625,,498.4232,-0.125,,498.4631,19.125,,,,,498.4631,19.1875,,
498.4629,18,,498.4434,2.3125,,498.4628,0.75,,498.4435,7.9,,498.4629,0,,498.4817,10.8125,,,,,498.4628,108.9375,,498.4628,31,,498.4629,10.3125,,498.4817,1.375,,,,,498.4434,1.60546875,,498.4434,-0.4375,,498.4817,17.75,,,,,498.4817,16.25,,
498.4816,19,,498.4632,-1.3125,,498.4814,0.8125,,498.4633,7.4,,498.4816,0,,498.503,10.25,,,,,498.4814,108.875,,498.4814,31,,498.4816,10.3125,,498.503,1.0,,,,,498.4632,1.640625,,498.4632,-0.125,,498.503,16.875,,,,,498.503,17.75,,
498.5029,17,,498.4818,-2.3125,,498.5028,0.75,,498.4819,7.4,,498.5029,0,,498.5231,11.375,,,,,498.5028,108.875,,498.5028,31,,498.5029,11.0,,498.5231,1.0,,,,,498.4818,1.625,,498.4818,0.1875,,498.5231,18.6875,,,,,498.5231,18.625,,
498.5229,17,,498.5032,-0.75,,498.5228,0.75,,498.5032,7.9,,498.5229,0,,498.5416,10.625,,,,,498.5228,108.875,,498.5228,31,,498.5229,9.75,,498.5416,1.1875,,,,,498.5032,1.58984375,,498.5032,0.0625,,498.5416,17.5,,,,,498.5416,17.4375,,
498.5415,17,,498.5232,0.8125,,498.5414,0.75,,498.5233,7.0,,498.5415,0,,498.5631,9.6875,,,,,498.5414,108.9375,,498.5414,31,,498.5415,9.75,,498.5631,1.125,,,,,498.5232,1.58984375,,498.5232,0.0,,498.5631,15.9375,,,,,498.5631,16.0625,,
498.5629,16,,498.5418,-1.25,,498.5628,0.75,,498.5418,7.0,,498.5629,0,,498.5831,9.875,,,,,498.5628,108.9375,,498.5628,31,,498.5629,10.3125,,498.5831,1.0625,,,,,498.5418,1.60546875,,498.5418,0.125,,498.5831,16.1875,,,,,498.5831,16.0625,,
498.5829,14,,498.5632,1.3125,,498.5828,0.75,,498.5632,7.4,,498.5829,0,,498.603,10.25,,,,,498.5828,108.9375,,498.5828,31,,498.5829,10.3125,,498.603,0.9375,,,,,498.5632,1.60546875,,498.5632,-0.125,,498.603,16.875,,,,,498.603,17.4375,,
498.6029,15,,498.5832,1.3125,,498.6028,0.75,,498.5832,7.4,,498.6029,0,,498.6228,10.375,,,,,498.6028,109.0,,498.6028,31,,498.6029,10.625,,498.6228,1.125,,,,,498.5832,1.61328125,,498.5832,-0.3125,,498.6228,17.0,,,,,498.6228,16.3125,,
498.6227,16,,498.6032,-1.25,,498.6226,0.75,,498.6032,7.6000000000000005,,498.6227,0,,498.6432,10.5625,,,,,498.6226,108.9375,,498.6226,31,,498.6227,10.625,,498.6432,1.0,,,,,498.6032,1.61328125,,498.6032,0.0625,,498.6432,17.4375,,,,,498.6432,17.4375,,
498.6431,16,,498.623,0.8125,,498.6428,0.75,,498.623,7.6000000000000005,,498.6431,0,,498.663,10.5,,,,,498.6428,108.9375,,498.6428,31,,498.6431,10.3125,,498.663,0.9375,,,,,498.623,1.60546875,,498.623,-0.3125,,498.663,17.25,,,,,498.663,18.0625,,
498.6629,16,,498.6433,-0.25,,498.6628,0.75,,498.6434,7.4,,498.6629,0,,498.6832,10.1875,,,,,498.6628,108.9375,,498.6628,31,,498.6629,10.0625,,498.6832,1.25,,,,,498.6433,1.59765625,,498.6433,-0.0625,,498.6832,16.8125,,,,,498.6832,15.75,,
498.6831,15,,498.6631,-0.25,,498.6828,0.75,,498.6632,7.2,,498.6831,0,,498.7017,9.8125,,,,,498.6828,109.0,,498.6828,31,,498.6831,9.1875,,498.7017,1.0625,,,,,498.6631,1.5703125,,498.6631,0.0,,498.7017,16.125,,,,,498.7017,16.625,,
498.7015,16,,498.6833,1.8125,,498.7013,0.6875,,498.6834,6.6000000000000005,,498.7015,0,,498.7231,9.125,,,,,498.7013,109.0,,498.7013,31,,498.7015,9.1875,,498.7231,0.6875,,,,,498.6833,1.58984375,,498.6833,-0.375,,498.7231,15.0625,,,,,498.7231,17.75,,
498.7229,15,,498.7018,1.3125,,498.7228,0.6875,,498.7018,6.6000000000000005,,498.7229,0,,498.7433,10.1875,,,,,498.7228,109.0,,498.7228,31,,498.7229,11.5625,,498.7433,1.0625,,,,,498.7018,1.640625,,498.7018,-0.375,,498.7433,16.6875,,,,,498.7433,15.6875,,
498.7432,13,,498.7232,-0.75,,498.743,0.6875,,498.7233,8.3,,498.7432,0,,498.7632,11.625,,,,,498.743,109.0,,498.743,31,,498.7432,11.875,,498.7632,1.3125,,,,,498.7232,1.6484375,,498.7232,-0.125,,498.7632,19.0625,,,,,498.7632,16.3125,,
498.763,17,,498.7434,-0.25,,498.7628,0.6875,,498.7435,8.5,,498.763,0,,498.7833,11.6875,,,,,498.7628,109.0,,498.7628,31,,498.763,11.3125,,498.7833,1.1875,,,,,498.7434,1.6328125,,498.7434,-0.0625,,498.7833,19.25,,,,,498.7833,17.125,,
498.7832,16,,498.7633,0.8125,,498.783,0.6875,,498.7633,8.1,,498.7832,0,,498.8031,11.3125,,,,,498.783,109.0,,498.783,31,,498.7832,11.5625,,498.8031,1.3125,,,,,498.7633,1.640625,,498.7633,-0.3125,,498.8031,18.625,,,,,498.8031,17.1875,,
498.803,17,,498.7834,-1.75,,498.8028,0.75,,498.7835,8.3,,498.803,0,,498.8231,11.6875,,,,,498.8028,108.875,,498.8028,31,,498.803,12.25,,498.8231,1.125,,,,,498.7834,1.66015625,,498.7834,0.0,,498.8231,19.25,,,,,498.8231,18.625,,
498.823,20,,498.8033,1.3125,,498.8228,0.75,,498.8033,8.8,,498.823,0,,498.8433,12.5,,,,,498.8228,109.0,,498.8228,31,,498.823,13.375,,498.8433,1.3125,,,,,498.8033,1.6953125,,498.8033,-0.375,,498.8433,20.5625,,,,,498.8433,19.8125,,
498.8432,18,,498.8233,-0.25,,498.843,0.75,,498.8233,9.600000000000001,,498.8432,0,,498.8631,13.25,,,,,498.843,108.9375,,498.843,31,,498.8432,13.0,,498.8631,1.3125,,,,,498.8233,1.68359375,,498.8233,0.0,,498.8631,21.75,,,,,498.8631,20.125,,
498.863,20,,498.8434,-1.3125,,498.8628,0.8125,,498.8435,9.3,,498.863,0,,498.8835,12.5625,,,,,498.8628,108.9375,,498.8628,31,,498.863,11.3125,,498.8835,1.25,,,,,498.8434,1.6328125,,498.8434,0.0625,,498.8835,20.625,,,,,498.8835,20.6875,,
498.8833,20,,498.8633,1.3125,,498.8832,0.8125,,498.8633,8.1,,498.8833,0,,498.9032,11.0,,,,,498.8832,108.875,,498.8832,31,,498.8833,10.3125,,498.9032,1.125,,,,,498.8633,1.60546875,,498.8633,-0.3125,,498.9032,18.125,,,,,498.9032,18.9375,,
498.9031,19,,498.8836,0.25,,498.903,0.8125,,498.8836,7.4,,498.9031,0,,498.9232,10.5,,,,,498.903,108.9375,,498.903,31,,498.9031,11.3125,,498.9232,1.0625,,,,,498.8836,1.6328125,,498.8836,-0.25,,498.9232,17.3125,,,,,498.9232,17.75,,
498.9231,16,,498.9033,0.25,,498.923,0.8125,,498.9034,8.1,,498.9231,0,,498.9434,11.1875,,,,,498.923,108.8125,,498.923,31,,498.9231,11.0,,498.9434,0.9375,,,,,498.9033,1.625,,498.9033,-0.25,,498.9434,18.4375,,,,,498.9434,19.1875,,
498.9433,16,,498.9234,-1.8125,,498.9432,0.8125,,498.9234,7.9,,498.9433,0,,498.9632,10.75,,,,,498.9432,108.9375,,498.9432,31,,498.9433,10.0625,,498.9632,1.125,,,,,498.9234,1.59765625,,498.9234,0.1875,,498.9632,17.625,,,,,498.9632,17.5,,
498.9631,16,,498.9435,-0.25,,498.963,0.8125,,498.9436,7.2,,498.9631,0,,498.9834,9.875,,,,,498.963,108.875,,498.963,31,,498.9631,9.5,,498.9834,1.125,,,,,498.9435,1.578125,,498.9435,0.0625,,498.9834,16.25,,,,,498.9834,15.4375,,
498.9833,18,,498.9634,1.8125,,498.9832,0.8125,,498.9634,6.800000000000001,,498.9833,0,,499.0032,9.5,,,,,498.9832,108.9375,,498.9832,31,,498.9833,9.75,,499.0032,1.0,,,,,498.9634,1.58984375,,498.9634,-0.1875,,499.0032,15.6875,,,,,499.0032,17.1875,,
499.0031,14,,498.9835,0.25,,499.003,0.75,,498.9836,7.0,,499.0031,0,,499.0232,10.0,,,,,499.003,108.875,,499.003,31,,499.0031,11.0,,499.0232,1.0,,,,,498.9835,1.625,,498.9835,-0.1875,,499.0232,16.5,,,,,499.0232,15.6875,,
499.0231,15,,499.0033,-0.75,,499.0229,0.75,,499.0034,7.9,,499.0231,0,,499.0434,10.875,,,,,499.0229,108.9375,,499.0229,31,,499.0231,10.625,,499.0434,1.0,,,,,499.0033,1.61328125,,499.0033,0.0,,499.0434,17.875,,,,,499.0434,18.625,,
499.0433,16,,499.0233,-0.25,,499.0432,0.75,,499.0234,7.6000000000000005,,499.0433,0,,499.0632,10.8125,,,,,499.0432,108.875,,499.0432,31,,499.0433,11.5625,,499.0632,1.125,,,,,499.0233,1.640625,,499.0233,-0.0625,,499.0632,17.8125,,,,,499.0632,16.875,,
499.0631,16,,499.0435,-0.25,,499.0629,0.75,,499.0436,8.3,,499.0631,0,,499.0833,11.375,,,,,499.0629,108.9375,,499.0629,31,,499.0631,11.0,,499.0833,1.1875,,,,,499.0435,1.625,,499.0435,0.0,,499.0833,18.6875,,,,,499.0833,17.4375,,
499.0832,17,,499.0633,0.8125,,499.083,0.75,,499.0634,7.9,,499.0832,0,,499.1032,10.9375,,,,,499.083,108.9375,,499.083,31,,499.0832,11.0,,499.1032,1.0625,,,,,499.0633,1.625,,499.0633,-0.25,,499.1032,18.0,,,,,499.1032,18.0625,,
499.103,17,,499.0834,-1.25,,499.1029,0.75,,499.0835,7.9,,499.103,0,,499.1231,11.0625,,,,,499.1029,108.875,,499.1029,31,,499.103,11.3125,,499.1231,1.0625,,,,,499.0834,1.6328125,,499.0834,0.125,,499.1231,18.125,,,,,499.1231,17.75,,
499.1229,17,,499.1033,0.8125,,499.1227,0.75,,499.1034,8.1,,499.1229,0,,499.1434,11.25,,,,,499.1227,108.9375,,499.1227,31,,499.1229,11.3125,,499.1434,1.375,,,,,499.1033,1.6328125,,499.1033,-0.25,,499.1434,18.5625,,,,,499.1434,16.3125,,
499.1433,17,,499.1232,-1.8125,,499.1431,0.75,,499.1233,8.1,,499.1433,0,,499.1631,11.0,,,,,499.1431,108.875,,499.1431,31,,499.1433,10.3125,,499.1631,1.1875,,,,,499.1232,1.60546875,,499.1232,0.1875,,499.1631,18.125,,,,,499.1631,18.0625,,
499.163,18,,499.1435,-0.25,,499.1629,0.75,,499.1436,7.4,,499.163,0,,499.1834,10.25,,,,,499.1629,108.9375,,499.1629,31,,499.163,10.3125,,499.1834,0.9375,,,,,499.1435,1.60546875,,499.1435,0.25,,499.1834,16.875,,,,,499.1834,18.375,,
499.1832,17,,499.1633,-1.25,,499.1831,0.75,,499.1633,7.4,,499.1832,0,,499.203,10.4375,,,,,499.1831,108.9375,,499.1831,31,,499.1832,11.0,,499.203,1.0,,,,,499.1633,1.625,,499.1633,0.25,,499.203,17.1875,,,,,499.203,17.75,,
499.2029,16,,499.1835,1.3125,,499.2027,0.75,,499.1835,7.9,,499.2029,0,,499.2231,10.9375,,,,,499.2027,109.0,,499.2027,31,,499.2029,11.0,,499.2231,1.125,,,,,499.1835,1.625,,499.1835,-0.375,,499.2231,18.0,,,,,499.2231,17.1875,,
499.223,16,,499.2032,-0.25,,499.2229,0.75,,499.2032,7.9,,499.223,0,,499.2433,11.25,,,,,499.2229,108.9375,,499.2229,31,,499.223,12.25,,499.2433,1.3125,,,,,499.2032,1.66015625,,499.2032,-0.25,,499.2433,18.5625,,,,,499.2433,15.6875,,
499.2432,17,,499.2233,-0.75,,499.2431,0.75,,499.2233,8.8,,499.2432,0,,499.2631,12.0625,,,,,499.2431,109.0625,,499.2431,31,,499.2432,11.5625,,499.2631,0.9375,,,,,499.2233,1.640625,,499.2233,-0.0625,,499.2631,19.8125,,,,,499.2631,19.5,,
499.263,19,,499.2435,-1.3125,,499.2629,0.75,,499.2435,8.3,,499.263,0,,499.2833,11.4375,,,,,499.2629,109.0,,499.2629,31,,499.263,11.3125,,499.2833,1.0625,,,,,499.2435,1.6328125,,499.2435,-0.125,,499.2833,18.875,,,,,499.2833,19.25,,
499.2832,16,,499.2633,-0.75,,499.2831,0.75,,499.2633,8.1,,499.2832,0,,499.3031,11.0,,,,,499.2831,109.0,,499.2831,31,,499.2832,10.3125,,499.3031,0.875,,,,,499.2633,1.60546875,,499.2633,-0.125,,499.3031,18.125,,,,,499.3031,20.125,,
499.303,17,,499.2835,1.8125,,499.3029,0.75,,499.2835,7.4,,499.303,0,,499.3231,10.4375,,,,,499.3029,108.9375,,499.3029,31,,499.303,11.0,,499.3231,1.0,,,,,499.2835,1.625,,499.2835,-0.3125,,499.3231,17.1875,,,,,499.3231,18.0625,,
499.323,16,,499.3032,0.8125,,499.3229,0.75,,499.3033,7.9,,499.323,0,,499.3433,11.25,,,,,499.3229,109.0,,499.3229,31,,499.323,12.25,,499.3433,1.1875,,,,,499.3032,1.66015625,,499.3032,-0.5,,499.3433,18.5625,,,,,499.3433,16.875,,
499.3432,16,,499.3232,-0.25,,499.3431,0.75,,499.3233,8.8,,499.3432,0,,499.3631,12.0,,,,,499.3431,109.0,,499.3431,31,,499.3432,11.3125,,499.3631,1.125,,,,,499.3232,1.6328125,,499.3232,-0.1875,,499.3631,19.6875,,,,,499.3631,18.9375,,
499.363,17,,499.3434,-0.25,,499.3628,0.75,,499.3435,8.1,,499.363,0,,499.3833,11.125,,,,,499.3628,108.9375,,499.3628,31,,499.363,10.625,,499.3833,1.0625,,,,,499.3434,1.61328125,,499.3434,-0.125,,499.3833,18.25,,,,,499.3833,18.0625,,
499.3832,18,,499.3632,2.3125,,499.3831,0.8125,,499.3633,7.6000000000000005,,499.3832,0,,499.4031,10.875,,,,,499.3831,109.0625,,499.3831,31,,499.3832,11.875,,499.4031,1.1875,,,,,499.3632,1.6484375,,499.3632,-0.3125,,499.4031,17.9375,,,,,499.4031,16.875,,
499.403,17,,499.3834,-1.25,,499.4028,0.75,,499.3835,8.5,,499.403,0,,499.4231,12.125,,,,,499.4028,108.9375,,499.4028,31,,499.403,13.0,,499.4231,1.0625,,,,,499.3834,1.68359375,,499.3834,-0.0625,,499.4231,19.9375,,,,,499.4231,18.625,,
499.423,18,,499.4032,-0.75,,499.4229,0.75,,499.4033,9.3,,499.423,0,,499.4417,12.75,,,,,499.4229,108.875,,499.4229,31,,499.423,12.25,,499.4417,0.9375,,,,,499.4032,1.66015625,,499.4032,0.1875,,499.4417,21.0,,,,,499.4417,20.6875,,
