Time (s),1. Current A(RMS) (1),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
684.0522,0,,684.0524,-1.0,,684.072,0.0,,684.0525,0.0,,684.0522,0,,684.0523,0.0,,684.072,111.0,,684.072,28,,684.0522,0.0,,684.0523,0.0,,684.0524,1.26171875,,684.0524,0.0,,684.0523,0.0,,684.0523,-0.875,,
684.0722,0,,684.0724,-1.0,,684.092,0.0,,684.0725,0.0,,684.0722,0,,684.0723,0.0,,684.092,111.0625,,684.092,28,,684.0722,0.0,,684.0723,0.0,,684.0724,1.2734375,,684.0724,0.0,,684.0723,0.0,,684.0723,0.3125,,
684.0922,0,,684.0924,-0.5,,684.112,0.0,,684.0925,0.0,,684.0922,0,,684.0923,0.0,,684.112,111.0625,,684.112,28,,684.0922,0.0,,684.0923,0.0,,684.0924,1.26171875,,684.0924,0.0,,684.0923,0.0,,684.0923,-0.25,,
684.1122,0,,684.1124,-0.5,,684.132,0.0,,684.1125,0.0,,684.1122,0,,684.1123,0.0,,684.132,111.0,,684.132,28,,684.1122,0.0,,684.1123,0.0,,684.1124,1.28125,,684.1124,0.0,,684.1123,0.0,,684.1123,-0.5625,,
684.1322,0,,684.1324,-1.0,,684.152,0.0,,684.1325,0.0,,684.1322,0,,684.1323,0.0,,684.152,111.0,,684.152,28,,684.1322,0.0,,684.1323,0.0,,684.1324,1.30859375,,684.1324,0.0,,684.1323,0.0,,684.1323,-0.3125,,
684.1522,0,,684.1524,-1.5,,684.1721,0.0,,684.1525,0.0,,684.1522,0,,684.1523,0.0,,684.1721,111.0,,684.1721,28,,684.1522,0.0,,684.1523,0.0,,684.1524,1.296875,,684.1524,0.0,,684.1523,0.0,,684.1523,-2.3125,,
684.1722,0,,684.1725,-0.5,,684.1922,0.0,,684.1726,0.0,,684.1722,0,,684.1724,0.0,,684.1922,111.0625,,684.1922,28,,684.1722,0.0,,684.1724,0.0,,684.1725,1.30859375,,684.1725,0.0,,684.1724,0.0,,684.1724,-0.5625,,
684.1923,0,,684.1925,0.0625,,684.2121,0.0,,684.1925,0.0,,684.1923,0,,684.1923,0.0,,684.2121,111.0625,,684.2121,28,,684.1923,0.0,,684.1923,0.0,,684.1925,1.30859375,,684.1925,0.0,,684.1923,0.0,,684.1923,-0.25,,
684.2122,0,,684.2125,0.0625,,684.2322,0.0,,684.2126,0.0,,684.2122,0,,684.2124,0.0,,684.2322,111.0625,,684.2322,28,,684.2122,0.0,,684.2124,0.0,,684.2125,1.2734375,,684.2125,0.0,,684.2124,0.0,,684.2124,-0.25,,
684.2323,0,,684.2325,0.5625,,684.2521,0.0,,684.2326,0.0,,684.2323,0,,684.2324,0.0,,684.2521,111.0,,684.2521,28,,684.2323,0.0,,684.2324,0.0,,684.2325,1.26171875,,684.2325,0.0,,684.2324,0.0,,684.2324,0.0625,,
684.2522,0,,684.2525,-0.5,,684.2722,0.0,,684.2526,0.0,,684.2522,0,,684.2524,0.0,,684.2722,111.0,,684.2722,28,,684.2522,0.0,,684.2524,0.0,,684.2525,1.2890625,,684.2525,0.0,,684.2524,0.0,,684.2524,0.625,,
684.2723,0,,684.2725,0.0625,,684.2921,0.0,,684.2726,0.0,,684.2723,0,,684.2724,0.0,,684.2921,111.0625,,684.2921,28,,684.2723,0.0,,684.2724,0.0,,684.2725,1.31640625,,684.2725,0.0,,684.2724,0.0,,684.2724,-0.25,,
684.2922,0,,684.2925,-0.5,,684.3122,0.0,,684.2926,0.0,,684.2922,0,,684.2924,0.0,,684.3122,111.0625,,684.3122,28,,684.2922,0.0,,684.2924,0.0,,684.2925,1.30859375,,684.2925,0.0,,684.2924,0.0,,684.2924,-1.125,,
684.3123,0,,684.3125,0.0,,684.3321,0.0,,684.3126,0.0,,684.3123,0,,684.3124,0.0,,684.3321,110.9375,,684.3321,28,,684.3123,0.0,,684.3124,0.0,,684.3125,1.30859375,,684.3125,0.0,,684.3124,0.0,,684.3124,-0.875,,
684.3322,0,,684.3325,0.0,,684.3521,0.0,,684.3326,0.0,,684.3322,0,,684.3324,0.0,,684.3521,111.0,,684.3521,28,,684.3322,0.0,,684.3324,0.0,,684.3325,1.2734375,,684.3325,0.0,,684.3324,0.0,,684.3324,0.3125,,
684.3522,0,,684.3525,0.0,,684.3721,0.0,,684.3525,0.0,,684.3522,0,,684.3523,0.0,,684.3721,111.0,,684.3721,28,,684.3522,0.0,,684.3523,0.0,,684.3525,1.2890625,,684.3525,0.0,,684.3523,0.0,,684.3523,0.875,,
684.3722,0,,684.3725,1.0625,,684.3922,0.0,,684.3726,0.0,,684.3722,0,,684.3724,0.0,,684.3922,111.0,,684.3922,28,,684.3722,0.0,,684.3724,0.0,,684.3725,1.296875,,684.3725,0.0,,684.3724,0.0,,684.3724,1.5,,
684.3923,0,,684.3926,0.0,,684.4121,0.0,,684.3927,0.0,,684.3923,0,,684.3925,0.0,,684.4121,111.0,,684.4121,28,,684.3923,0.0,,684.3925,0.0,,684.3926,1.296875,,684.3926,0.0,,684.3925,0.0,,684.3925,0.3125,,
684.4124,0,,684.4126,0.5,,684.4321,0.0,,684.4127,0.0,,684.4124,0,,684.4125,0.0,,684.4321,111.0625,,684.4321,28,,684.4124,0.0,,684.4125,0.0,,684.4126,1.296875,,684.4126,0.0,,684.4125,0.0,,684.4125,1.1875,,
684.4323,0,,684.4326,1.0625,,684.4521,0.0,,684.4327,0.0,,684.4323,0,,684.4325,0.0,,684.4521,111.0,,684.4521,28,,684.4323,0.0,,684.4325,0.0,,684.4326,1.28125,,684.4326,0.0,,684.4325,0.0,,684.4325,0.9375,,
684.4523,0,,684.4526,0.0,,684.4721,0.0,,684.4526,0.0,,684.4523,0,,684.4524,0.0,,684.4721,111.0625,,684.4721,28,,684.4523,0.0,,684.4524,0.0,,684.4526,1.30859375,,684.4526,0.0,,684.4524,0.0,,684.4524,0.3125,,
684.4723,0,,684.4726,0.0,,684.4923,0.0,,684.4727,0.0,,684.4723,0,,684.4725,0.0,,684.4923,111.0,,684.4923,28,,684.4723,0.0,,684.4725,0.0,,684.4726,1.296875,,684.4726,0.0,,684.4725,0.0,,684.4725,-0.875,,
684.4924,0,,684.4927,0.0,,684.5123,0.0,,684.4928,0.0,,684.4924,0,,684.4926,0.0,,684.5123,111.0625,,684.5123,28,,684.4924,0.0,,684.4926,0.0,,684.4927,1.28125,,684.4927,0.0,,684.4926,0.0,,684.4926,-1.125,,
684.5124,0,,684.5127,-1.0,,684.5323,0.0,,684.5127,0.0,,684.5124,0,,684.5125,0.0,,684.5323,111.0,,684.5323,28,,684.5124,0.0,,684.5125,0.0,,684.5127,1.2734375,,684.5127,0.0,,684.5125,0.0,,684.5125,-0.875,,
684.5324,0,,684.5327,-0.5,,684.5523,0.0,,684.5328,0.0,,684.5324,0,,684.5326,0.0,,684.5523,111.0,,684.5523,28,,684.5324,0.0,,684.5326,0.0,,684.5327,1.28125,,684.5327,0.0,,684.5326,0.0,,684.5326,-1.125,,
684.5524,0,,684.5527,0.5625,,684.5722,0.0,,684.5527,0.0,,684.5524,0,,684.5525,0.0,,684.5722,111.0,,684.5722,28,,684.5524,0.0,,684.5525,0.0,,684.5527,1.26171875,,684.5527,0.0,,684.5525,0.0,,684.5525,0.0625,,
684.5724,0,,684.5726,0.0625,,684.5923,0.0,,684.5727,0.0,,684.5724,0,,684.5725,0.0,,684.5923,111.0,,684.5923,28,,684.5724,0.0,,684.5725,0.0,,684.5726,1.28125,,684.5726,0.0,,684.5725,0.0,,684.5725,-0.3125,,
684.5924,0,,684.5927,0.0,,684.6122,0.0,,684.5927,0.0,,684.5924,0,,684.5925,0.0,,684.6122,111.0,,684.6122,28,,684.5924,0.0,,684.5925,0.0,,684.5927,1.26171875,,684.5927,0.0,,684.5925,0.0,,684.5925,-0.875,,
684.6124,0,,684.6126,0.0,,684.6323,0.0,,684.6127,0.0,,684.6124,0,,684.6125,0.0,,684.6323,111.0,,684.6323,28,,684.6124,0.0,,684.6125,0.0,,684.6126,1.26171875,,684.6126,0.0,,684.6125,0.0,,684.6125,0.875,,
684.6325,0,,684.6327,-1.0,,684.6522,0.0,,684.6327,0.0,,684.6325,0,,684.6325,0.0,,684.6522,111.0,,684.6522,28,,684.6325,0.0,,684.6325,0.0,,684.6327,1.24609375,,684.6327,0.0,,684.6325,0.0,,684.6325,-1.4375,,
684.6524,0,,684.6526,0.0,,684.672,0.0,,684.6527,0.0,,684.6524,0,,684.6525,0.0,,684.672,111.0,,684.672,28,,684.6524,0.0,,684.6525,0.0,,684.6526,1.28125,,684.6526,0.0,,684.6525,0.0,,684.6525,0.3125,,
684.6723,0,,684.6725,-1.0,,684.6921,0.0,,684.6726,0.0,,684.6723,0,,684.6724,0.0,,684.6921,111.0625,,684.6921,28,,684.6723,0.0,,684.6724,0.0,,684.6725,1.2890625,,684.6725,0.0,,684.6724,0.0,,684.6724,0.3125,,
684.6922,0,,684.6925,-0.5,,684.7122,0.0,,684.6926,0.0,,684.6922,0,,684.6924,0.0,,684.7122,111.0625,,684.7122,28,,684.6922,0.0,,684.6924,0.0,,684.6925,1.24609375,,684.6925,0.0,,684.6924,0.0,,684.6924,0.0,,
684.7123,0,,684.7127,-0.5,,684.7322,0.0,,684.7127,0.0,,684.7123,0,,684.7125,0.0,,684.7322,111.0,,684.7322,28,,684.7123,0.0,,684.7125,0.0,,684.7127,1.28125,,684.7127,0.0,,684.7125,0.0,,684.7125,-0.25,,
684.7324,0,,684.7326,0.5,,684.7522,0.0,,684.7327,0.0,,684.7324,0,,684.7325,0.0,,684.7522,111.0625,,684.7522,28,,684.7324,0.0,,684.7325,0.0,,684.7326,1.31640625,,684.7326,0.0,,684.7325,0.0,,684.7325,0.625,,
684.7523,0,,684.7526,-0.5,,684.7722,0.0,,684.7527,0.0,,684.7523,0,,684.7525,0.0,,684.7722,111.0,,684.7722,28,,684.7523,0.0,,684.7525,0.0,,684.7526,1.296875,,684.7526,0.0,,684.7525,0.0,,684.7525,-1.125,,
684.7724,0,,684.7726,0.0,,684.7922,0.0,,684.7727,0.0,,684.7724,0,,684.7725,0.0,,684.7922,111.0,,684.7922,28,,684.7724,0.0,,684.7725,0.0,,684.7726,1.24609375,,684.7726,0.0,,684.7725,0.0,,684.7725,0.0625,,
684.7923,0,,684.7926,-0.4375,,684.8122,0.0,,684.7927,0.0,,684.7923,0,,684.7925,0.0,,684.8122,111.0625,,684.8122,28,,684.7923,0.0,,684.7925,0.0,,684.7926,1.2734375,,684.7926,0.0,,684.7925,0.0,,684.7925,0.0,,
684.8123,0,,684.8126,-2.0,,684.8322,0.0,,684.8126,0.0,,684.8123,0,,684.8124,0.0,,684.8322,111.0625,,684.8322,28,,684.8123,0.0,,684.8124,0.0,,684.8126,1.31640625,,684.8126,0.0,,684.8124,0.0,,684.8124,-2.0625,,
684.8323,0,,684.8326,-0.4375,,684.852,0.0,,684.8327,0.0,,684.8323,0,,684.8325,0.0,,684.852,111.0625,,684.852,28,,684.8323,0.0,,684.8325,0.0,,684.8326,1.31640625,,684.8326,0.0,,684.8325,0.0,,684.8325,-0.5625,,
684.8522,0,,684.8525,-0.9375,,684.8722,0.0,,684.8526,0.0,,684.8522,0,,684.8524,0.0,,684.8722,111.0625,,684.8722,28,,684.8522,0.0,,684.8524,0.0,,684.8525,1.2890625,,684.8525,0.0,,684.8524,0.0,,684.8524,-0.875,,
684.8723,0,,684.8725,-0.4375,,684.8922,0.0,,684.8726,0.0,,684.8723,0,,684.8724,0.0,,684.8922,111.0625,,684.8922,28,,684.8723,0.0,,684.8724,0.0,,684.8725,1.2890625,,684.8725,0.0,,684.8724,0.0,,684.8724,-0.5625,,
684.8923,0,,684.8926,-0.9375,,684.9122,0.0,,684.8926,0.0,,684.8923,0,,684.8924,0.0,,684.9122,111.0625,,684.9122,28,,684.8923,0.0,,684.8924,0.0,,684.8926,1.31640625,,684.8926,0.0,,684.8924,0.0,,684.8924,-0.3125,,
684.9123,0,,684.9126,-0.9375,,684.932,0.0,,684.9127,0.0,,684.9123,0,,684.9125,0.0,,684.932,111.0625,,684.932,28,,684.9123,0.0,,684.9125,0.0,,684.9126,1.2890625,,684.9126,0.0,,684.9125,0.0,,684.9125,-2.0625,,
684.9322,0,,684.9324,0.625,,684.9522,0.0,,684.9325,0.0,,684.9322,0,,684.9323,0.0,,684.9522,111.0,,684.9522,28,,684.9322,0.0,,684.9323,0.0,,684.9324,1.28125,,684.9324,0.0,,684.9323,0.0,,684.9323,1.75,,
