Time (s),1. Current A(RMS) (1),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
302.2032,0,,302.2036,-1.125,,302.2032,0.0,,302.1836,0.0,,302.2032,0,,302.2034,0.0,,302.2032,111.0,,302.2032,29,,302.2032,0.0,,302.2034,0.0,,302.2036,1.2734375,,302.2036,0.0,,302.2034,0.0,,302.2034,-1.25,,
302.2234,0,,302.2236,-0.5625,,302.2232,0.0,,302.2036,0.0,,302.2234,0,,302.2234,0.0,,302.2232,111.0625,,302.2232,29,,302.2234,0.0,,302.2234,0.0,,302.2236,1.2890625,,302.2236,0.0,,302.2234,0.0,,302.2234,0.5,,
302.2434,0,,302.2436,-1.125,,302.243,0.0,,302.2236,0.0,,302.2434,0,,302.2434,0.0,,302.243,111.0,,302.243,29,,302.2434,0.0,,302.2434,0.0,,302.2436,1.32421875,,302.2436,0.0,,302.2434,0.0,,302.2434,-1.25,,
302.2634,0,,302.2636,-0.0625,,302.263,0.0,,302.2436,0.0,,302.2634,0,,302.2634,0.0,,302.263,111.0,,302.263,29,,302.2634,0.0,,302.2634,0.0,,302.2636,1.2890625,,302.2636,0.0,,302.2634,0.0,,302.2634,-0.0625,,
302.2832,0,,302.2836,-0.0625,,302.2832,0.0,,302.2636,0.0,,302.2832,0,,302.2834,0.0,,302.2832,111.0625,,302.2832,29,,302.2832,0.0,,302.2834,0.0,,302.2836,1.26171875,,302.2836,0.0,,302.2834,0.0,,302.2834,-0.9375,,
302.3034,0,,302.3034,-0.0625,,302.3032,0.0,,302.2836,0.0,,302.3034,0,,302.3034,0.0,,302.3032,111.0625,,302.3032,29,,302.3034,0.0,,302.3034,0.0,,302.3034,1.2734375,,302.3034,0.0,,302.3034,0.0,,302.3034,0.5,,
302.3234,0,,302.3236,0.9375,,302.323,0.0,,302.3036,0.0,,302.3234,0,,302.3234,0.0,,302.323,111.0625,,302.323,29,,302.3234,0.0,,302.3234,0.0,,302.3236,1.2734375,,302.3236,0.0,,302.3234,0.0,,302.3234,1.6875,,
302.3434,0,,302.3436,-0.0625,,302.343,0.0,,302.3236,0.0,,302.3434,0,,302.3434,0.0,,302.343,111.0,,302.343,29,,302.3434,0.0,,302.3434,0.0,,302.3436,1.26171875,,302.3436,0.0,,302.3434,0.0,,302.3434,-1.25,,
302.3632,0,,302.3636,-0.0625,,302.363,0.0,,302.3436,0.0,,302.3632,0,,302.3634,0.0,,302.363,111.0,,302.363,29,,302.3632,0.0,,302.3634,0.0,,302.3636,1.25390625,,302.3636,0.0,,302.3634,0.0,,302.3634,-0.6875,,
302.3832,0,,302.3834,-0.0625,,302.3832,0.0,,302.3636,0.0,,302.3832,0,,302.3834,0.0,,302.3832,111.0,,302.3832,29,,302.3832,0.0,,302.3834,0.0,,302.3834,1.23828125,,302.3834,0.0,,302.3834,0.0,,302.3834,-0.0625,,
302.4034,0,,302.4034,-0.5625,,302.403,0.0,,302.3836,0.0,,302.4034,0,,302.4034,0.0,,302.403,111.0,,302.403,29,,302.4034,0.0,,302.4034,0.0,,302.4034,1.24609375,,302.4034,0.0,,302.4034,0.0,,302.4034,-0.375,,
302.4234,0,,302.4236,-0.5625,,302.4232,0.0,,302.4036,0.0,,302.4234,0,,302.4234,0.0,,302.4232,111.0625,,302.4232,29,,302.4234,0.0,,302.4234,0.0,,302.4236,1.2890625,,302.4236,0.0,,302.4234,0.0,,302.4234,-0.9375,,
302.4434,0,,302.4436,-1.125,,302.4432,0.0,,302.4236,0.0,,302.4434,0,,302.4436,0.0,,302.4432,111.0,,302.4432,29,,302.4434,0.0,,302.4436,0.0,,302.4436,1.2734375,,302.4436,0.0,,302.4436,0.0,,302.4436,-3.0,,
302.4634,0,,302.4636,-0.0625,,302.4632,0.0,,302.4436,0.0,,302.4634,0,,302.4634,0.0,,302.4632,111.0,,302.4632,29,,302.4634,0.0,,302.4634,0.0,,302.4636,1.26171875,,302.4636,0.0,,302.4634,0.0,,302.4634,-0.0625,,
302.4834,0,,302.4836,-1.125,,302.4832,0.0,,302.4636,0.0,,302.4834,0,,302.4834,0.0,,302.4832,111.0,,302.4832,29,,302.4834,0.0,,302.4834,0.0,,302.4836,1.31640625,,302.4836,0.0,,302.4834,0.0,,302.4834,-1.875,,
302.5034,0,,302.5036,-0.5625,,302.5032,0.0,,302.4838,0.0,,302.5034,0,,302.5034,0.0,,302.5032,111.0625,,302.5032,29,,302.5034,0.0,,302.5034,0.0,,302.5036,1.296875,,302.5036,0.0,,302.5034,0.0,,302.5034,-0.375,,
302.5234,0,,302.5236,0.4375,,302.5232,0.0,,302.5036,0.0,,302.5234,0,,302.5236,0.0,,302.5232,111.0,,302.5232,29,,302.5234,0.0,,302.5236,0.0,,302.5236,1.30859375,,302.5236,0.0,,302.5236,0.0,,302.5236,0.1875,,
302.5434,0,,302.5436,-0.5625,,302.5432,0.0,,302.5236,0.0,,302.5434,0,,302.5434,0.0,,302.5432,111.0625,,302.5432,29,,302.5434,0.0,,302.5434,0.0,,302.5436,1.31640625,,302.5436,0.0,,302.5434,0.0,,302.5434,-0.9375,,
302.5634,0,,302.5636,-0.5625,,302.5632,0.0,,302.5438,0.0,,302.5634,0,,302.5634,0.0,,302.5632,111.0625,,302.5632,29,,302.5634,0.0,,302.5634,0.0,,302.5636,1.296875,,302.5636,0.0,,302.5634,0.0,,302.5634,-2.125,,
302.5834,0,,302.5836,-0.0625,,302.5834,0.0,,302.5638,0.0,,302.5834,0,,302.5836,0.0,,302.5834,111.0625,,302.5834,29,,302.5834,0.0,,302.5836,0.0,,302.5836,1.30859375,,302.5836,0.0,,302.5836,0.0,,302.5836,-1.8125,,
302.6036,0,,302.6038,-1.125,,302.6032,0.0,,302.5836,0.0,,302.6036,0,,302.6036,0.0,,302.6032,111.0,,302.6032,29,,302.6036,0.0,,302.6036,0.0,,302.6038,1.30859375,,302.6038,0.0,,302.6036,0.0,,302.6036,-1.25,,
302.6234,0,,302.6236,-1.125,,302.6232,0.0,,302.6038,0.0,,302.6234,0,,302.6234,0.0,,302.6232,111.0,,302.6232,29,,302.6234,0.0,,302.6234,0.0,,302.6236,1.31640625,,302.6236,0.0,,302.6234,0.0,,302.6234,-1.875,,
302.6434,0,,302.6438,-1.125,,302.6432,0.0,,302.6236,0.0,,302.6434,0,,302.6436,0.0,,302.6432,111.125,,302.6432,29,,302.6434,0.0,,302.6436,0.0,,302.6438,1.33203125,,302.6438,0.0,,302.6436,0.0,,302.6436,-0.6875,,
302.6634,0,,302.6636,0.4375,,302.6632,0.0,,302.6438,0.0,,302.6634,0,,302.6634,0.0,,302.6632,111.0,,302.6632,29,,302.6634,0.0,,302.6634,0.0,,302.6636,1.2890625,,302.6636,0.0,,302.6634,0.0,,302.6634,-0.375,,
302.6836,0,,302.6838,-1.125,,302.6834,0.0,,302.6636,0.0,,302.6836,0,,302.6838,0.0,,302.6834,110.9375,,302.6834,29,,302.6836,0.0,,302.6838,0.0,,302.6838,1.28125,,302.6838,0.0,,302.6838,0.0,,302.6838,-0.6875,,
302.7036,0,,302.7038,0.4375,,302.7034,0.0,,302.684,0.0,,302.7036,0,,302.7038,0.0,,302.7034,111.0,,302.7034,29,,302.7036,0.0,,302.7038,0.0,,302.7038,1.24609375,,302.7038,0.0,,302.7038,0.0,,302.7038,0.1875,,
302.7238,0,,302.724,-0.5625,,302.7234,0.0,,302.704,0.0,,302.7238,0,,302.7238,0.0,,302.7234,110.9375,,302.7234,29,,302.7238,0.0,,302.7238,0.0,,302.724,1.2890625,,302.724,0.0,,302.7238,0.0,,302.7238,-0.9375,,
302.7436,0,,302.744,-0.5625,,302.7434,0.0,,302.724,0.0,,302.7436,0,,302.7438,0.0,,302.7434,111.0,,302.7434,29,,302.7436,0.0,,302.7438,0.0,,302.744,1.296875,,302.744,0.0,,302.7438,0.0,,302.7438,-0.9375,,
302.7636,0,,302.764,-0.5625,,302.7634,0.0,,302.744,0.0,,302.7636,0,,302.7638,0.0,,302.7634,111.0,,302.7634,29,,302.7636,0.0,,302.7638,0.0,,302.764,1.26171875,,302.764,0.0,,302.7638,0.0,,302.7638,0.1875,,
302.7838,0,,302.7838,-1.125,,302.7836,0.0,,302.764,0.0,,302.7838,0,,302.7838,0.0,,302.7836,111.0,,302.7836,29,,302.7838,0.0,,302.7838,0.0,,302.7838,1.2734375,,302.7838,0.0,,302.7838,0.0,,302.7838,-1.25,,
