Time (s),1. Current A(RMS) (1),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),0x0081_Unit_in_pre-operational  ,,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),1. Iq A (0.0625),,
539.9542,0,,539.9744,-0.1875,,539.9541,0.0,,539.9545,0.0,,539.9542,0,,539.9943,0.0,,,,,539.9541,109.0,,539.9541,31,,539.9542,0.0,,539.9943,0.0,,,,,539.9744,1.32421875,,539.9744,0.0,,539.9943,0.0,,,,,539.9943,0.9375,,
539.9742,0,,539.9945,0.8125,,539.9741,0.0,,539.9745,0.0,,539.9742,0,,540.0143,0.0,,,,,539.9741,108.9375,,539.9741,31,,539.9742,0.0,,540.0143,0.0,,,,,539.9945,1.33203125,,539.9945,0.0,,540.0143,0.0,,,,,540.0143,-0.75,,
539.9942,0,,540.0144,-0.1875,,539.9941,0.0,,539.9945,0.0,,539.9942,0,,540.0342,0.0,,,,,539.9941,108.9375,,539.9941,31,,539.9942,0.0,,540.0342,0.0,,,,,540.0144,1.32421875,,540.0144,0.0,,540.0342,0.0,,,,,540.0342,-0.1875,,
540.0142,0,,540.0343,-0.1875,,540.014,0.0,,540.0145,0.0,,540.0142,0,,540.0543,0.0,,,,,540.014,108.875,,540.014,31,,540.0142,0.0,,540.0543,0.0,,,,,540.0343,1.33203125,,540.0343,0.0,,540.0543,0.0,,,,,540.0543,1.5625,,
540.0341,0,,540.0544,0.8125,,540.0339,0.0,,540.0344,0.0,,540.0341,0,,540.0743,0.0,,,,,540.0339,108.9375,,540.0339,31,,540.0341,0.0,,540.0743,-0.375,,,,,540.0544,1.32421875,,540.0544,0.0,,540.0743,0.0,,,,,540.0743,2.125,,
540.0542,0,,540.0745,1.375,,540.054,0.0,,540.0545,0.0,,540.0542,0,,540.0943,1.0,,,,,540.054,108.9375,,540.054,31,,540.0542,0.0,,540.0943,-0.375,,,,,540.0745,1.296875,,540.0745,-0.3125,,540.0943,1.6875,,,,,540.0943,1.5625,,
540.0742,0,,540.0944,0.8125,,540.0741,0.0,,540.0745,0.8,,540.0742,0,,540.1143,0.75,,,,,540.0741,109.0,,540.0741,31,,540.0742,1.0625,,540.1143,-0.8125,,,,,540.0944,1.26171875,,540.0944,-0.3125,,540.1143,1.3125,,,,,540.1143,4.4375,,
540.0942,0,,540.1144,1.875,,540.094,0.0,,540.0945,0.6000000000000001,,540.0942,0,,540.1344,0.0,,,,,540.094,108.9375,,540.094,31,,540.0942,0.8125,,540.1344,-0.5,,,,,540.1144,1.25390625,,540.1144,-0.5,,540.1344,0.0,,,,,540.1344,0.6875,,
540.1142,0,,540.1345,-0.75,,540.1141,0.0,,540.1145,0.0,,540.1142,0,,540.1543,0.0,,,,,540.1141,109.0,,540.1141,31,,540.1142,0.0,,540.1543,-0.1875,,,,,540.1345,1.28125,,540.1345,-0.125,,540.1543,0.0,,,,,540.1543,-1.375,,
540.1342,0,,540.1545,-0.1875,,540.1341,0.0,,540.1346,0.0,,540.1342,0,,540.1743,0.0,,,,,540.1341,108.9375,,540.1341,31,,540.1342,0.0,,540.1743,-0.4375,,,,,540.1545,1.2734375,,540.1545,-0.25,,540.1743,0.0,,,,,540.1743,0.625,,
540.1542,0,,540.1744,-1.75,,540.1541,0.0,,540.1545,0.0,,540.1542,0,,540.1943,0.0,,,,,540.1541,109.0,,540.1541,31,,540.1542,0.0,,540.1943,-0.5625,,,,,540.1744,1.25390625,,540.1744,0.0,,540.1943,0.0,,,,,540.1943,1.5,,
540.1742,0,,540.1945,-0.1875,,540.174,0.0,,540.1745,0.0,,540.1742,0,,540.2143,0.0,,,,,540.174,109.0,,540.174,31,,540.1742,0.0,,540.2143,-0.4375,,,,,540.1945,1.23828125,,540.1945,-0.3125,,540.2143,0.0,,,,,540.2143,0.125,,
540.1942,0,,540.2144,1.3125,,540.1941,0.0,,540.1945,0.0,,540.1942,0,,540.2344,0.0,,,,,540.1941,109.0,,540.1941,31,,540.1942,0.0,,540.2344,-0.0625,,,,,540.2144,1.28125,,540.2144,-0.5625,,540.2344,0.0,,,,,540.2344,-1.9375,,
540.2142,0,,540.2345,-0.1875,,540.214,0.0,,540.2145,0.0,,540.2142,0,,540.2544,0.0,,,,,540.214,109.0,,540.214,31,,540.2142,0.0,,540.2544,-0.0625,,,,,540.2345,1.2734375,,540.2345,-0.3125,,540.2544,0.0,,,,,540.2544,-1.6875,,
540.2343,0,,540.2546,-1.75,,540.2341,0.0,,540.2346,0.0,,540.2343,0,,540.2744,0.0,,,,,540.2341,108.9375,,540.2341,31,,540.2343,0.0,,540.2744,-0.0625,,,,,540.2546,1.26171875,,540.2546,0.0,,540.2744,0.0,,,,,540.2744,-1.625,,
540.2543,0,,540.2745,-0.75,,540.254,0.0,,540.2546,0.0,,540.2543,0,,540.2944,0.0,,,,,540.254,108.9375,,540.254,31,,540.2543,0.0,,540.2944,-0.5,,,,,540.2745,1.26171875,,540.2745,-0.1875,,540.2944,0.0,,,,,540.2944,1.1875,,
540.2743,0,,540.2945,-1.75,,540.2741,0.0,,540.2746,0.0,,540.2743,0,,540.3143,0.0,,,,,540.2741,108.9375,,540.2741,31,,540.2743,0.0,,540.3143,0.0625,,,,,540.2945,1.2734375,,540.2945,0.0625,,540.3143,0.0,,,,,540.3143,-2.25,,
540.2943,0,,540.3144,-0.75,,540.294,0.0,,540.2946,0.0,,540.2943,0,,540.3345,0.0,,,,,540.294,109.0,,540.294,31,,540.2943,0.0,,540.3345,-0.0625,,,,,540.3144,1.21875,,540.3144,-0.0625,,540.3345,0.0,,,,,540.3345,-0.75,,
540.3141,0,,540.3346,-0.1875,,540.314,0.0,,540.3145,0.0,,540.3141,0,,540.3545,0.0,,,,,540.314,108.9375,,540.314,31,,540.3141,0.0,,540.3545,-0.375,,,,,540.3346,1.2109375,,540.3346,-0.25,,540.3545,0.0,,,,,540.3545,2.125,,
540.3344,0,,540.3546,-0.1875,,540.3342,0.0,,540.3347,0.0,,540.3344,0,,540.3745,0.0,,,,,540.3342,109.0,,540.3342,31,,540.3344,0.0,,540.3745,-0.4375,,,,,540.3546,1.26171875,,540.3546,-0.1875,,540.3745,0.0,,,,,540.3745,1.25,,
540.3543,0,,540.3746,-0.6875,,540.3542,0.0,,540.3547,0.0,,540.3543,0,,540.3945,0.0,,,,,540.3542,108.9375,,540.3542,31,,540.3543,0.0,,540.3945,-0.4375,,,,,540.3746,1.26171875,,540.3746,0.0,,540.3945,0.0,,,,,540.3945,-1.375,,
540.3744,0,,540.3946,0.8125,,540.3742,0.0,,540.3747,0.0,,540.3744,0,,540.4145,0.0,,,,,540.3742,109.0,,540.3742,31,,540.3744,0.0,,540.4145,-0.4375,,,,,540.3946,1.2734375,,540.3946,-0.375,,540.4145,0.0,,,,,540.4145,0.0625,,
540.3943,0,,540.4146,-0.6875,,540.3942,0.0,,540.3947,0.0,,540.3943,0,,540.4345,0.0,,,,,540.3942,108.9375,,540.3942,31,,540.3943,0.0,,540.4345,0.0625,,,,,540.4146,1.28125,,540.4146,-0.1875,,540.4345,0.0,,,,,540.4345,-3.125,,
540.4144,0,,540.4346,-2.3125,,540.4142,0.0,,540.4147,0.0,,540.4144,0,,540.4545,0.0,,,,,540.4142,109.0,,540.4142,31,,540.4144,0.0,,540.4545,-0.25,,,,,540.4346,1.28125,,540.4346,0.0,,540.4545,0.0,,,,,540.4545,0.0625,,
540.4343,0,,540.4546,-1.75,,540.4342,0.0,,540.4347,0.0,,540.4343,0,,540.4745,0.0,,,,,540.4342,108.9375,,540.4342,31,,540.4343,0.0,,540.4745,-0.3125,,,,,540.4546,1.25390625,,540.4546,0.0,,540.4745,0.0,,,,,540.4745,-0.75,,
540.4544,0,,540.4746,0.8125,,540.4542,0.0,,540.4547,0.0,,540.4544,0,,540.4944,0.0,,,,,540.4542,108.9375,,540.4542,31,,540.4544,0.0,,540.4944,-0.125,,,,,540.4746,1.26171875,,540.4746,-0.3125,,540.4944,0.0,,,,,540.4944,-1.375,,
540.4743,0,,540.4946,-0.1875,,540.4742,0.0,,540.4747,0.0,,540.4743,0,,540.5144,0.0,,,,,540.4742,109.0,,540.4742,31,,540.4743,0.0,,540.5144,-0.375,,,,,540.4946,1.2734375,,540.4946,-0.25,,540.5144,0.0,,,,,540.5144,2.125,,
540.4943,0,,540.5145,-0.1875,,540.4942,0.0,,540.4946,0.0,,540.4943,0,,540.5344,0.0,,,,,540.4942,108.9375,,540.4942,31,,540.4943,0.0,,540.5344,-0.125,,,,,540.5145,1.26171875,,540.5145,-0.25,,540.5344,0.0,,,,,540.5344,-0.5,,
540.5143,0,,540.5346,0.3125,,540.5142,0.0,,540.5147,0.0,,540.5143,0,,540.5545,0.0,,,,,540.5142,109.0,,540.5142,31,,540.5143,0.0,,540.5545,0.25,,,,,540.5346,1.26171875,,540.5346,-0.3125,,540.5545,0.0,,,,,540.5545,-2.25,,
540.5343,0,,540.5546,-1.75,,540.5342,0.0,,540.5346,0.0,,540.5343,0,,540.5744,0.0,,,,,540.5342,108.9375,,540.5342,31,,540.5343,0.0,,540.5744,-0.1875,,,,,540.5546,1.2265625,,540.5546,0.0625,,540.5744,0.0,,,,,540.5744,0.6875,,
540.5543,0,,540.5746,2.375,,540.5542,0.0,,540.5547,0.0,,540.5543,0,,540.5944,0.0,,,,,540.5542,108.9375,,540.5542,31,,540.5543,0.0,,540.5944,-0.125,,,,,540.5746,1.23828125,,540.5746,-0.4375,,540.5944,0.0,,,,,540.5944,1.8125,,
540.5743,0,,540.5945,0.3125,,540.5742,0.0,,540.5746,0.0,,540.5743,0,,540.6144,0.0,,,,,540.5742,108.9375,,540.5742,31,,540.5743,0.0,,540.6144,0.0,,,,,540.5945,1.25390625,,540.5945,-0.25,,540.6144,0.0,,,,,540.6144,0.375,,
540.5943,0,,540.6144,-0.1875,,540.5941,0.0,,540.5946,0.0,,540.5943,0,,540.6343,0.0,,,,,540.5941,108.9375,,540.5941,31,,540.5943,0.0,,540.6343,0.0,,,,,540.6144,1.25390625,,540.6144,0.0,,540.6343,0.0,,,,,540.6343,0.9375,,
540.6142,0,,540.6345,0.3125,,540.614,0.0,,540.6146,0.0,,540.6142,0,,540.6544,0.0,,,,,540.614,108.9375,,540.614,31,,540.6142,0.0,,540.6544,0.0,,,,,540.6345,1.26171875,,540.6345,0.0,,540.6544,0.0,,,,,540.6544,0.375,,
540.6342,0,,540.6546,0.8125,,540.6339,0.0,,540.6345,0.0,,540.6342,0,,540.6745,0.0,,,,,540.6339,109.0,,540.6339,31,,540.6342,0.0,,540.6745,0.0,,,,,540.6546,1.28125,,540.6546,0.0,,540.6745,0.0,,,,,540.6745,0.9375,,
540.6543,0,,540.6745,0.8125,,540.6542,0.0,,540.6546,0.0,,540.6543,0,,540.6944,0.0,,,,,540.6542,108.9375,,540.6542,31,,540.6543,0.0,,540.6944,0.0,,,,,540.6745,1.2734375,,540.6745,0.0,,540.6944,0.0,,,,,540.6944,-1.0625,,
540.6743,0,,540.6946,-0.75,,540.6741,0.0,,540.6746,0.0,,540.6743,0,,540.7143,0.0,,,,,540.6741,108.9375,,540.6741,31,,540.6743,0.0,,540.7143,0.0,,,,,540.6946,1.25390625,,540.6946,0.0,,540.7143,0.0,,,,,540.7143,-0.1875,,
540.6943,0,,540.7144,-0.1875,,540.6942,0.0,,540.6946,0.0,,540.6943,0,,540.7344,0.0,,,,,540.6942,108.875,,540.6942,31,,540.6943,0.0,,540.7344,0.0,,,,,540.7144,1.28125,,540.7144,0.0,,540.7344,0.0,,,,,540.7344,-0.1875,,
540.7142,0,,540.7345,0.8125,,540.7139,0.0,,540.7145,0.0,,540.7142,0,,540.7543,0.0,,,,,540.7139,108.875,,540.7139,31,,540.7142,0.0,,540.7543,0.0,,,,,540.7345,1.30859375,,540.7345,0.0,,540.7543,0.0,,,,,540.7543,1.5625,,
540.7342,0,,540.7544,1.875,,540.7341,0.0,,540.7346,0.0,,540.7342,0,,540.7744,0.0,,,,,540.7341,108.875,,540.7341,31,,540.7342,0.0,,540.7744,-0.375,,,,,540.7544,1.296875,,540.7544,0.0,,540.7744,0.0,,,,,540.7744,2.125,,
540.7541,0,,540.7745,1.875,,540.7539,0.0,,540.7545,0.0,,540.7541,0,,540.7943,0.1875,,,,,540.7539,109.0,,540.7539,31,,540.7541,0.0,,540.7943,0.1875,,,,,540.7745,1.30859375,,540.7745,-0.3125,,540.7943,0.375,,,,,540.7943,-2.5625,,
540.7742,0,,540.7944,-1.25,,540.7741,0.0,,540.7746,0.2,,540.7742,0,,540.8144,0.0,,,,,540.7741,109.0,,540.7741,31,,540.7742,0.25,,540.8144,-0.3125,,,,,540.7944,1.296875,,540.7944,0.0625,,540.8144,0.0,,,,,540.8144,1.1875,,
540.7941,0,,540.8145,-1.75,,540.7939,0.0,,540.7945,0.0,,540.7941,0,,540.8343,0.1875,,,,,540.7939,108.875,,540.7939,31,,540.7941,0.0,,540.8343,-0.125,,,,,540.8145,1.296875,,540.8145,0.125,,540.8343,0.375,,,,,540.8343,0.6875,,
540.8142,0,,540.8344,2.375,,540.8141,0.0,,540.8146,0.2,,540.8142,0,,540.8544,0.0,,,,,540.8141,108.875,,540.8141,31,,540.8142,0.25,,540.8544,-0.4375,,,,,540.8344,1.25390625,,540.8344,-0.4375,,540.8544,0.0,,,,,540.8544,2.125,,
540.8341,0,,540.8545,-0.1875,,540.8339,0.0,,540.8345,0.0,,540.8341,0,,540.8743,0.0,,,,,540.8339,108.9375,,540.8339,31,,540.8341,0.0,,540.8743,-0.4375,,,,,540.8545,1.2265625,,540.8545,-0.0625,,540.8743,0.0,,,,,540.8743,1.3125,,
540.8542,0,,540.8745,3.4375,,540.8541,0.0,,540.8546,0.0,,540.8542,0,,540.8943,0.0,,,,,540.8541,108.9375,,540.8541,31,,540.8542,0.0,,540.8943,-0.625,,,,,540.8745,1.2734375,,540.8745,-0.6875,,540.8943,0.0,,,,,540.8943,1.8125,,
540.8743,0,,540.8944,0.3125,,540.8741,0.0,,540.8746,0.0,,540.8743,0,,540.9143,0.0,,,,,540.8741,109.0,,540.8741,31,,540.8743,0.0,,540.9143,0.125,,,,,540.8944,1.26171875,,540.8944,-0.375,,540.9143,0.0,,,,,540.9143,-2.5625,,
540.8942,0,,540.9145,-2.3125,,540.894,0.0,,540.8945,0.0,,540.8942,0,,540.9344,0.0,,,,,540.894,109.0,,540.894,31,,540.8942,0.0,,540.9344,0.125,,,,,540.9145,1.25390625,,540.9145,0.125,,540.9344,0.0,,,,,540.9344,-1.6875,,
540.9142,0,,540.9346,-1.75,,540.9141,0.0,,540.9145,0.0,,540.9142,0,,540.9543,0.0,,,,,540.9141,108.9375,,540.9141,31,,540.9142,0.0,,540.9543,-0.5625,,,,,540.9346,1.25390625,,540.9346,0.0,,540.9543,0.0,,,,,540.9543,3.625,,
540.9343,0,,540.9545,2.375,,540.9341,0.0,,540.9346,0.0,,540.9343,0,,540.9745,0.0,,,,,540.9341,108.9375,,540.9341,31,,540.9343,0.0,,540.9745,0.0625,,,,,540.9545,1.2734375,,540.9545,-0.5,,540.9745,0.0,,,,,540.9745,-1.9375,,
540.9542,0,,540.9746,-1.25,,540.9541,0.0,,540.9545,0.0,,540.9542,0,,540.9944,0.0,,,,,540.9541,109.0,,540.9541,31,,540.9542,0.0,,540.9944,0.25,,,,,540.9746,1.26171875,,540.9746,0.0625,,540.9944,0.0,,,,,540.9944,-1.625,,
540.9744,0,,540.9945,0.3125,,540.9742,0.0,,540.9747,0.0,,540.9744,0,,541.0144,0.0,,,,,540.9742,108.9375,,540.9742,31,,540.9744,0.0,,541.0144,0.5625,,,,,540.9945,1.23828125,,540.9945,0.0,,541.0144,0.0,,,,,541.0144,-2.8125,,
540.9943,0,,541.0146,-0.75,,540.9941,0.0,,540.9946,0.0,,540.9943,0,,541.0345,0.0,,,,,540.9941,108.9375,,540.9941,31,,540.9943,0.0,,541.0345,-0.25,,,,,541.0146,1.21875,,541.0146,0.1875,,541.0345,0.0,,,,,541.0345,2.125,,
541.0143,0,,541.0347,1.875,,541.0141,0.0,,541.0146,0.0,,541.0143,0,,541.0545,0.0,,,,,541.0141,108.9375,,541.0141,31,,541.0143,0.0,,541.0545,-0.3125,,,,,541.0347,1.203125,,541.0347,-0.25,,541.0545,0.0,,,,,541.0545,1.25,,
541.0344,0,,541.0546,0.3125,,541.0343,0.0,,541.0347,0.0,,541.0344,0,,541.0744,0.0,,,,,541.0343,108.9375,,541.0343,31,,541.0344,0.0,,541.0744,-0.0625,,,,,541.0546,1.21875,,541.0546,-0.1875,,541.0744,0.0,,,,,541.0744,-0.75,,
541.0544,0,,541.0745,-0.1875,,541.0542,0.0,,541.0547,0.0,,541.0544,0,,541.0945,0.0,,,,,541.0542,109.0,,541.0542,31,,541.0544,0.0,,541.0945,-0.1875,,,,,541.0745,1.24609375,,541.0745,-0.0625,,541.0945,0.0,,,,,541.0945,-0.5,,
541.0743,0,,541.0946,1.3125,,541.0741,0.0,,541.0746,0.0,,541.0743,0,,541.1145,0.0,,,,,541.0741,108.9375,,541.0741,31,,541.0743,0.0,,541.1145,-0.1875,,,,,541.0946,1.24609375,,541.0946,-0.375,,541.1145,0.0,,,,,541.1145,-0.25,,
541.0944,0,,541.1146,-2.25,,541.0942,0.0,,541.0947,0.0,,541.0944,0,,541.1345,0.0,,,,,541.0942,109.0,,541.0942,31,,541.0944,0.0,,541.1345,0.125,,,,,541.1146,1.2734375,,541.1146,-0.0625,,541.1345,0.0,,,,,541.1345,-1.9375,,
541.1143,0,,541.1346,-1.25,,541.1142,0.0,,541.1147,0.0,,541.1143,0,,541.1545,0.0,,,,,541.1142,108.9375,,541.1142,31,,541.1143,0.0,,541.1545,-0.3125,,,,,541.1346,1.2734375,,541.1346,0.0,,541.1545,0.0,,,,,541.1545,0.9375,,
541.1344,0,,541.1547,0.8125,,541.1342,0.0,,541.1347,0.0,,541.1344,0,,541.1745,0.0,,,,,541.1342,108.9375,,541.1342,31,,541.1344,0.0,,541.1745,0.0,,,,,541.1547,1.296875,,541.1547,-0.25,,541.1745,0.0,,,,,541.1745,-1.625,,
541.1544,0,,541.1746,-0.75,,541.1543,0.0,,541.1547,0.0,,541.1544,0,,541.1945,0.0,,,,,541.1543,108.9375,,541.1543,31,,541.1544,0.0,,541.1945,0.375,,,,,541.1746,1.26171875,,541.1746,0.0,,541.1945,0.0,,,,,541.1945,-1.625,,
541.1744,0,,541.1946,-0.75,,541.1742,0.0,,541.1747,0.0,,541.1744,0,,541.2145,0.0,,,,,541.1742,108.875,,541.1742,31,,541.1744,0.0,,541.2145,0.1875,,,,,541.1946,1.25390625,,541.1946,0.0625,,541.2145,0.0,,,,,541.2145,-2.5625,,
541.1943,0,,541.2146,-1.25,,541.1942,0.0,,541.1947,0.0,,541.1943,0,,541.2345,0.0,,,,,541.1942,108.9375,,541.1942,31,,541.1943,0.0,,541.2345,0.125,,,,,541.2146,1.25390625,,541.2146,0.1875,,541.2345,0.0,,,,,541.2345,-0.1875,,
541.2144,0,,541.2346,0.8125,,541.2142,0.0,,541.2147,0.0,,541.2144,0,,541.2545,0.0,,,,,541.2142,108.875,,541.2142,31,,541.2144,0.0,,541.2545,-0.1875,,,,,541.2346,1.26171875,,541.2346,-0.0625,,541.2545,0.0,,,,,541.2545,2.0625,,
541.2343,0,,541.2546,-1.25,,541.2342,0.0,,541.2347,0.0,,541.2343,0,,541.2745,0.0,,,,,541.2342,108.875,,541.2342,31,,541.2343,0.0,,541.2745,0.25,,,,,541.2546,1.26171875,,541.2546,0.1875,,541.2745,0.0,,,,,541.2745,-1.625,,
541.2544,0,,541.2746,-0.75,,541.2542,0.0,,541.2547,0.0,,541.2544,0,,541.2945,0.0,,,,,541.2542,108.9375,,541.2542,31,,541.2544,0.0,,541.2945,0.0625,,,,,541.2746,1.28125,,541.2746,0.125,,541.2945,0.0,,,,,541.2945,1.1875,,
541.2744,0,,541.2946,-1.75,,541.2742,0.0,,541.2747,0.0,,541.2744,0,,541.3145,0.0,,,,,541.2742,108.875,,541.2742,31,,541.2744,0.0,,541.3145,-0.0625,,,,,541.2946,1.2734375,,541.2946,0.375,,541.3145,0.0,,,,,541.3145,-0.1875,,
541.2944,0,,541.3146,1.875,,541.2942,0.0,,541.2947,0.0,,541.2944,0,,541.3346,0.0,,,,,541.2942,108.9375,,541.2942,31,,541.2944,0.0,,541.3346,0.0,,,,,541.3146,1.2734375,,541.3146,-0.25,,541.3346,0.0,,,,,541.3346,-0.1875,,
541.3143,0,,541.3347,0.3125,,541.3142,0.0,,541.3147,0.0,,541.3143,0,,541.3544,0.0,,,,,541.3142,108.9375,,541.3142,31,,541.3143,0.0,,541.3544,0.0,,,,,541.3347,1.2734375,,541.3347,0.0,,541.3544,0.0,,,,,541.3544,0.6875,,
541.3344,0,,541.3545,-0.75,,541.3342,0.0,,541.3347,0.0,,541.3344,0,,541.3744,0.0,,,,,541.3342,108.9375,,541.3342,31,,541.3344,0.0,,541.3744,0.0,,,,,541.3545,1.2890625,,541.3545,0.0,,541.3744,0.0,,,,,541.3744,1.8125,,
541.3543,0,,541.3746,0.3125,,541.3541,0.0,,541.3546,0.0,,541.3543,0,,541.3945,0.0,,,,,541.3541,108.9375,,541.3541,31,,541.3543,0.0,,541.3945,0.0,,,,,541.3746,1.296875,,541.3746,0.0,,541.3945,0.0,,,,,541.3945,-1.375,,
541.3744,0,,541.3945,-1.25,,541.3742,0.0,,541.3747,0.0,,541.3744,0,,541.4145,0.0,,,,,541.3742,108.9375,,541.3742,31,,541.3744,0.0,,541.4145,0.0,,,,,541.3945,1.28125,,541.3945,0.0,,541.4145,0.0,,,,,541.4145,0.375,,
541.3943,0,,541.4146,0.8125,,541.3942,0.0,,541.3947,0.0,,541.3943,0,,541.4345,0.0,,,,,541.3942,108.875,,541.3942,31,,541.3943,0.0,,541.4345,0.0,,,,,541.4146,1.25390625,,541.4146,0.0,,541.4345,0.0,,,,,541.4345,0.375,,
541.4144,0,,541.4346,-0.75,,541.4142,0.0,,541.4147,0.0,,541.4144,0,,541.4544,0.0,,,,,541.4142,108.875,,541.4142,31,,541.4144,0.0,,541.4544,0.0,,,,,541.4346,1.28125,,541.4346,0.0,,541.4544,0.0,,,,,541.4544,1.8125,,
541.4343,0,,541.4546,0.8125,,541.4342,0.0,,541.4347,0.0,,541.4343,0,,541.4744,0.0,,,,,541.4342,108.875,,541.4342,31,,541.4343,0.0,,541.4744,0.0,,,,,541.4546,1.28125,,541.4546,0.0,,541.4744,0.0,,,,,541.4744,-0.75,,
541.4543,0,,541.4745,-0.1875,,541.4542,0.0,,541.4546,0.0,,541.4543,0,,541.4944,0.0,,,,,541.4542,108.9375,,541.4542,31,,541.4543,0.0,,541.4944,0.0,,,,,541.4745,1.2734375,,541.4745,0.0,,541.4944,0.0,,,,,541.4944,-0.1875,,
541.4743,0,,541.4946,-0.1875,,541.4742,0.0,,541.4747,0.0,,541.4743,0,,541.5145,0.0,,,,,541.4742,108.875,,541.4742,31,,541.4743,0.0,,541.5145,0.0,,,,,541.4946,1.2734375,,541.4946,0.0,,541.5145,0.0,,,,,541.5145,0.375,,
541.4943,0,,541.5146,0.3125,,541.4942,0.0,,541.4946,0.0,,541.4943,0,,541.5344,0.0,,,,,541.4942,108.875,,541.4942,31,,541.4943,0.0,,541.5344,0.0,,,,,541.5146,1.2734375,,541.5146,0.0,,541.5344,0.0,,,,,541.5344,0.375,,
541.5143,0,,541.5346,0.8125,,541.5141,0.0,,541.5147,0.0,,541.5143,0,,541.5544,0.0,,,,,541.5141,108.875,,541.5141,31,,541.5143,0.0,,541.5544,0.0,,,,,541.5346,1.296875,,541.5346,0.0,,541.5544,0.0,,,,,541.5544,0.0625,,
541.5343,0,,541.5545,-0.6875,,541.5342,0.0,,541.5346,0.0,,541.5343,0,,541.5744,0.0,,,,,541.5342,108.9375,,541.5342,31,,541.5343,0.0,,541.5744,0.0,,,,,541.5545,1.31640625,,541.5545,0.0,,541.5744,0.0,,,,,541.5744,-0.5,,
541.5543,0,,541.5745,1.3125,,541.5541,0.0,,541.5546,0.0,,541.5543,0,,541.5944,0.0,,,,,541.5541,108.9375,,541.5541,31,,541.5543,0.0,,541.5944,0.1875,,,,,541.5745,1.31640625,,541.5745,0.0,,541.5944,0.0,,,,,541.5944,-1.375,,
541.5743,0,,541.5945,-1.25,,541.5741,0.0,,541.5746,0.0,,541.5743,0,,541.6144,0.4375,,,,,541.5741,109.0,,541.5741,31,,541.5743,0.0,,541.6144,0.0625,,,,,541.5945,1.3515625,,541.5945,0.125,,541.6144,0.8125,,,,,541.6144,-0.75,,
541.5943,0,,541.6144,1.3125,,541.5941,0.0,,541.5946,0.4,,541.5943,0,,541.6343,0.4375,,,,,541.5941,108.875,,541.5941,31,,541.5943,0.5,,541.6343,-0.0625,,,,,541.6144,1.3515625,,541.6144,-0.1875,,541.6343,0.8125,,,,,541.6343,0.6875,,
541.6142,0,,541.6345,2.375,,541.6141,0.0,,541.6146,0.4,,541.6142,0,,541.6544,1.75,,,,,541.6141,108.9375,,541.6141,31,,541.6142,0.5,,541.6544,0.0625,,,,,541.6345,1.33203125,,541.6345,-0.4375,,541.6544,2.9375,,,,,541.6544,2.125,,
541.6342,0,,541.6545,-0.1875,,541.6341,0.0,,541.6345,1.3,,541.6342,0,,541.6743,1.75,,,,,541.6341,109.0,,541.6341,31,,541.6342,1.8125,,541.6743,-0.0625,,,,,541.6545,1.34375,,541.6545,-0.125,,541.6743,2.9375,,,,,541.6743,1.8125,,
541.6542,0,,541.6745,0.3125,,541.6541,0.0,,541.6546,1.3,,541.6542,0,,541.6944,1.0,,,,,541.6541,108.9375,,541.6541,31,,541.6542,1.8125,,541.6944,0.0625,,,,,541.6745,1.3515625,,541.6745,0.125,,541.6944,1.6875,,,,,541.6944,1.25,,
541.6742,0,,541.6945,-0.6875,,541.6741,0.0,,541.6745,0.8,,541.6742,0,,541.7143,1.4375,,,,,541.6741,108.9375,,541.6741,31,,541.6742,1.0625,,541.7143,0.1875,,,,,541.6945,1.3671875,,541.6945,0.25,,541.7143,2.4375,,,,,541.7143,0.6875,,
541.6942,0,,541.7145,0.3125,,541.6941,0.0,,541.6946,1.1,,541.6942,0,,541.7344,1.75,,,,,541.6941,108.8125,,541.6941,31,,541.6942,1.5,,541.7344,-0.1875,,,,,541.7145,1.33203125,,541.7145,0.0,,541.7344,2.9375,,,,,541.7344,3.875,,
541.7142,0,,541.7345,-0.1875,,541.7141,0.0,,541.7145,1.3,,541.7142,0,,541.7543,2.3125,,,,,541.7141,108.9375,,541.7141,31,,541.7142,1.8125,,541.7543,0.125,,,,,541.7345,1.3671875,,541.7345,0.0,,541.7543,3.875,,,,,541.7543,3.0,,
541.7342,0,,541.7545,0.3125,,541.7341,0.0,,541.7346,1.7000000000000002,,541.7342,0,,541.7744,1.0,,,,,541.7341,108.875,,541.7341,31,,541.7342,2.375,,541.7744,0.1875,,,,,541.7545,1.34375,,541.7545,0.0,,541.7744,1.6875,,,,,541.7744,1.8125,,
