Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
1791.6402,4,,1791.6406,0.0,,1791.6406,-0.25,,1791.6402,0.75,,1791.6406,3.8000000000000003,,1791.6402,164,,1791.6404,4.375,,1791.6402,108.5,,1791.6402,35,,1791.6402,5.3125,,1791.6404,6.6875,,1791.6406,2.046875,,1791.6406,0.1875,,1791.6404,3.9375,,1791.6404,4.3125,,
1791.6602,0,,1791.6606,0.0,,1791.6606,0.625,,1791.6602,0.75,,1791.6606,3.5,,1791.6602,164,,1791.6604,5.0625,,1791.6602,108.5625,,1791.6602,35,,1791.6602,4.875,,1791.6604,6.625,,1791.6606,2.02734375,,1791.6606,0.25,,1791.6604,4.5625,,1791.6604,5.375,,
1791.6802,4,,1791.6804,0.0,,1791.6804,-1.125,,1791.68,0.75,,1791.6804,3.4000000000000004,,1791.6802,164,,1791.6804,4.9375,,1791.68,108.4375,,1791.68,35,,1791.6802,4.75,,1791.6804,6.8125,,1791.6804,2.046875,,1791.6804,0.0625,,1791.6804,4.4375,,1791.6804,3.9375,,
1791.7004,0,,1791.7004,0.0,,1791.7004,0.5625,,1791.7002,0.75,,1791.7006,3.5,,1791.7004,164,,1791.7004,4.75,,1791.7002,108.5,,1791.7002,35,,1791.7004,4.875,,1791.7004,6.8125,,1791.7004,2.08203125,,1791.7004,0.1875,,1791.7004,4.25,,1791.7004,4.375,,
1791.7202,4,,1791.7204,0.0,,1791.7204,0.375,,1791.7198,0.75,,1791.7206,3.7,,1791.7202,164,,1791.7202,4.8125,,1791.7198,108.4375,,1791.7198,35,,1791.7202,5.125,,1791.7202,6.8125,,1791.7204,2.0546875,,1791.7204,0.1875,,1791.7202,4.3125,,1791.7202,4.8125,,
1791.7402,6,,1791.7406,0.0,,1791.7406,0.8125,,1791.7402,0.75,,1791.7406,3.5,,1791.7402,165,,1791.7404,5.0,,1791.7402,108.4375,,1791.7402,35,,1791.7402,4.875,,1791.7404,6.8125,,1791.7406,2.0546875,,1791.7406,0.0625,,1791.7404,4.5,,1791.7404,4.5625,,
1791.7602,4,,1791.7604,0.0,,1791.7604,-2.6875,,1791.76,0.8125,,1791.7604,3.5,,1791.7602,165,,1791.7602,4.875,,1791.76,108.4375,,1791.76,35,,1791.7602,4.875,,1791.7602,6.9375,,1791.7604,2.046875,,1791.7604,0.25,,1791.7602,4.4375,,1791.7602,3.8125,,
1791.7802,4,,1791.7804,0.0,,1791.7804,-0.9375,,1791.78,0.8125,,1791.7804,3.5,,1791.7802,166,,1791.7804,4.8125,,1791.78,108.4375,,1791.78,35,,1791.7802,4.875,,1791.7804,6.875,,1791.7804,2.0,,1791.7804,0.3125,,1791.7804,4.375,,1791.7804,4.3125,,
1791.8002,0,,1791.8004,0.0,,1791.8004,0.375,,1791.8002,0.8125,,1791.8006,3.2,,1791.8002,166,,1791.8002,4.8125,,1791.8002,108.4375,,1791.8002,35,,1791.8002,4.4375,,1791.8002,7.0625,,1791.8004,2.03515625,,1791.8004,0.125,,1791.8002,4.375,,1791.8002,3.0625,,
1791.8202,0,,1791.8204,0.0,,1791.8204,0.625,,1791.8198,0.8125,,1791.8206,3.4000000000000004,,1791.8202,167,,1791.8202,4.5,,1791.8198,108.5,,1791.8198,35,,1791.8202,4.75,,1791.8202,7.0,,1791.8204,2.02734375,,1791.8204,0.125,,1791.8202,4.0625,,1791.8202,3.75,,
1791.8402,0,,1791.8404,0.0,,1791.8404,0.375,,1791.84,0.8125,,1791.8404,3.4000000000000004,,1791.8402,168,,1791.8404,4.625,,1791.84,108.4375,,1791.84,35,,1791.8402,4.75,,1791.8404,7.0,,1791.8404,1.984375,,1791.8404,0.125,,1791.8404,4.1875,,1791.8404,3.5,,
1791.8602,0,,1791.8604,0.0,,1791.8604,-1.8125,,1791.86,0.8125,,1791.8604,3.1,,1791.8602,168,,1791.8604,4.6875,,1791.86,108.4375,,1791.86,35,,1791.8602,4.3125,,1791.8604,6.875,,1791.8604,1.9921875,,1791.8604,0.3125,,1791.8604,4.25,,1791.8604,4.75,,
1791.8802,4,,1791.8804,0.0,,1791.8804,1.0,,1791.88,0.8125,,1791.8806,3.1,,1791.8802,168,,1791.8802,4.375,,1791.88,108.4375,,1791.88,35,,1791.8802,4.3125,,1791.8802,6.9375,,1791.8804,1.9921875,,1791.8804,-0.0625,,1791.8802,3.9375,,1791.8802,4.25,,
1791.9002,0,,1791.9004,0.0,,1791.9004,0.0,,1791.8998,0.8125,,1791.9004,3.1,,1791.9002,168,,1791.9002,4.25,,1791.8998,108.4375,,1791.8998,35,,1791.9002,4.3125,,1791.9002,7.0,,1791.9004,2.01953125,,1791.9004,0.1875,,1791.9002,3.875,,1791.9002,3.375,,
1791.9202,4,,1791.9204,0.0,,1791.9204,0.625,,1791.92,0.8125,,1791.9204,3.3000000000000003,,1791.9202,168,,1791.9204,4.25,,1791.92,108.4375,,1791.92,35,,1791.9202,4.5625,,1791.9204,6.75,,1791.9204,2.046875,,1791.9204,0.125,,1791.9204,3.875,,1791.9204,5.875,,
1791.9402,0,,1791.9404,0.0,,1791.9404,-1.0,,1791.94,0.8125,,1791.9404,3.5,,1791.9402,168,,1791.9404,4.4375,,1791.94,108.4375,,1791.94,35,,1791.9402,4.875,,1791.9404,6.875,,1791.9404,2.046875,,1791.9404,0.1875,,1791.9404,4.0,,1791.9404,4.875,,
1791.9602,0,,1791.9602,0.0,,1791.9602,-0.6875,,1791.9598,0.8125,,1791.9604,3.5,,1791.9602,168,,1791.9602,4.75,,1791.9598,108.4375,,1791.9598,35,,1791.9602,4.875,,1791.9602,6.8125,,1791.9602,2.046875,,1791.9602,0.25,,1791.9602,4.3125,,1791.9602,5.4375,,
1791.9802,0,,1791.9804,0.0,,1791.9804,-0.875,,1791.98,0.8125,,1791.9806,3.5,,1791.9802,168,,1791.9802,4.8125,,1791.98,108.5,,1791.98,35,,1791.9802,4.875,,1791.9802,6.875,,1791.9804,2.0625,,1791.9804,0.125,,1791.9802,4.375,,1791.9802,4.125,,
1792.0,4,,1792.0004,0.0,,1792.0004,-0.625,,1791.9998,0.8125,,1792.0004,3.6,,1792.0,168,,1792.0002,4.8125,,1791.9998,108.5,,1791.9998,35,,1792.0,5.0,,1792.0002,6.9375,,1792.0004,2.0546875,,1792.0004,0.3125,,1792.0002,4.375,,1792.0002,4.1875,,
1792.0202,0,,1792.0204,0.0,,1792.0204,-1.5,,1792.02,0.8125,,1792.0204,3.5,,1792.0202,168,,1792.0204,4.9375,,1792.02,108.375,,1792.02,35,,1792.0202,4.875,,1792.0204,7.0,,1792.0204,2.02734375,,1792.0204,0.3125,,1792.0204,4.4375,,1792.0204,3.3125,,
1792.0402,0,,1792.0404,0.0,,1792.0404,-0.4375,,1792.04,0.8125,,1792.0406,3.4000000000000004,,1792.0402,168,,1792.0402,4.875,,1792.04,108.4375,,1792.04,35,,1792.0402,4.75,,1792.0402,7.0,,1792.0404,2.02734375,,1792.0404,0.25,,1792.0402,4.375,,1792.0402,3.875,,
1792.0602,4,,1792.0606,0.0,,1792.0606,-0.375,,1792.06,0.8125,,1792.0606,3.4000000000000004,,1792.0602,169,,1792.0604,4.75,,1792.06,108.4375,,1792.06,35,,1792.0602,4.75,,1792.0604,7.0625,,1792.0606,2.0546875,,1792.0606,0.25,,1792.0604,4.25,,1792.0604,3.5,,
1792.0802,0,,1792.0804,0.0,,1792.0804,-0.0625,,1792.08,0.8125,,1792.0806,3.5,,1792.0802,169,,1792.0804,4.6875,,1792.08,108.4375,,1792.08,35,,1792.0802,4.875,,1792.0804,7.0625,,1792.0804,2.02734375,,1792.0804,0.1875,,1792.0804,4.25,,1792.0804,3.25,,
1792.1002,0,,1792.1004,0.0,,1792.1004,-2.125,,1792.1,0.8125,,1792.1004,3.4000000000000004,,1792.1002,169,,1792.1004,4.8125,,1792.1,108.5,,1792.1,35,,1792.1002,4.75,,1792.1004,7.0,,1792.1004,2.0546875,,1792.1004,0.375,,1792.1004,4.3125,,1792.1004,4.3125,,
1792.1202,4,,1792.1206,0.0,,1792.1206,0.6875,,1792.12,0.8125,,1792.1206,3.5,,1792.1202,170,,1792.1204,4.75,,1792.12,108.5,,1792.12,35,,1792.1202,4.875,,1792.1204,7.0625,,1792.1206,2.046875,,1792.1206,0.1875,,1792.1204,4.25,,1792.1204,4.875,,
1792.1402,0,,1792.1404,0.0,,1792.1404,0.875,,1792.14,0.8125,,1792.1406,3.5,,1792.1402,170,,1792.1402,4.8125,,1792.14,108.4375,,1792.14,35,,1792.1402,4.875,,1792.1402,7.0625,,1792.1404,2.03515625,,1792.1404,0.0625,,1792.1402,4.3125,,1792.1402,4.0625,,
1792.16,0,,1792.1604,0.0,,1792.1604,0.0,,1792.16,0.8125,,1792.1604,3.4000000000000004,,1792.16,170,,1792.1602,4.8125,,1792.16,108.4375,,1792.16,35,,1792.16,4.75,,1792.1602,7.25,,1792.1604,2.03515625,,1792.1604,0.125,,1792.1602,4.375,,1792.1602,2.25,,
1792.1802,0,,1792.1804,0.0,,1792.1804,-0.1875,,1792.18,0.8125,,1792.1806,3.4000000000000004,,1792.1802,171,,1792.1804,4.75,,1792.18,108.4375,,1792.18,35,,1792.1802,4.75,,1792.1804,6.9375,,1792.1804,2.01171875,,1792.1804,0.1875,,1792.1804,4.25,,1792.1804,5.8125,,
1792.2002,6,,1792.2004,0.0,,1792.2004,-0.5,,1792.2,0.8125,,1792.2006,3.3000000000000003,,1792.2002,171,,1792.2002,4.6875,,1792.2,108.4375,,1792.2,35,,1792.2002,4.5625,,1792.2002,7.0,,1792.2004,2.01953125,,1792.2004,0.1875,,1792.2002,4.25,,1792.2002,4.25,,
1792.2204,0,,1792.2206,0.0,,1792.2206,1.25,,1792.2202,0.8125,,1792.2206,3.3000000000000003,,1792.2204,171,,1792.2204,4.5625,,1792.2202,108.5,,1792.2202,35,,1792.2204,4.5625,,1792.2204,7.0625,,1792.2206,2.0546875,,1792.2206,0.1875,,1792.2204,4.125,,1792.2204,4.1875,,
1792.2404,0,,1792.2406,0.0,,1792.2406,-1.25,,1792.2402,0.8125,,1792.2406,3.5,,1792.2404,172,,1792.2404,4.5,,1792.2402,108.4375,,1792.2402,35,,1792.2404,4.875,,1792.2404,7.125,,1792.2406,2.08984375,,1792.2406,0.125,,1792.2404,4.0625,,1792.2404,4.0625,,
1792.2604,4,,1792.2606,0.0,,1792.2606,-2.8125,,1792.2602,0.8125,,1792.2606,3.8000000000000003,,1792.2604,172,,1792.2604,4.75,,1792.2602,108.4375,,1792.2602,35,,1792.2604,5.3125,,1792.2604,7.125,,1792.2606,2.046875,,1792.2606,0.375,,1792.2604,4.3125,,1792.2604,3.8125,,
1792.2802,4,,1792.2806,0.0,,1792.2806,-0.6875,,1792.2802,0.8125,,1792.2806,3.5,,1792.2802,171,,1792.2804,5.1875,,1792.2802,108.4375,,1792.2802,35,,1792.2802,4.875,,1792.2804,7.0625,,1792.2806,2.01171875,,1792.2806,0.1875,,1792.2804,4.6875,,1792.2804,4.6875,,
1792.3002,4,,1792.3006,0.0,,1792.3006,0.125,,1792.3002,0.8125,,1792.3006,3.3000000000000003,,1792.3002,172,,1792.3004,5.0625,,1792.3002,108.4375,,1792.3002,35,,1792.3002,4.5625,,1792.3004,7.0,,1792.3006,2.02734375,,1792.3006,0.125,,1792.3004,4.5625,,1792.3004,5.375,,
1792.3204,4,,1792.3204,0.0,,1792.3204,0.25,,1792.3202,0.8125,,1792.3206,3.4000000000000004,,1792.3204,172,,1792.3204,4.625,,1792.3202,108.4375,,1792.3202,35,,1792.3204,4.75,,1792.3204,7.1875,,1792.3204,2.02734375,,1792.3204,0.125,,1792.3204,4.125,,1792.3204,2.9375,,
1792.3404,0,,1792.3406,0.0,,1792.3406,-1.0625,,1792.3402,0.875,,1792.3406,3.4000000000000004,,1792.3404,172,,1792.3404,4.625,,1792.3402,108.5,,1792.3402,35,,1792.3404,4.75,,1792.3404,6.875,,1792.3406,2.0546875,,1792.3406,0.25,,1792.3404,4.125,,1792.3404,6.125,,
1792.3602,0,,1792.3606,0.0,,1792.3606,2.3125,,1792.3602,0.875,,1792.3606,3.5,,1792.3602,172,,1792.3604,4.6875,,1792.3602,108.5,,1792.3602,35,,1792.3602,4.875,,1792.3604,7.25,,1792.3606,2.02734375,,1792.3606,-0.0625,,1792.3604,4.25,,1792.3604,2.5,,
1792.3802,4,,1792.3806,0.0,,1792.3806,1.8125,,1792.3802,0.875,,1792.3806,3.4000000000000004,,1792.3802,172,,1792.3804,4.8125,,1792.3802,108.4375,,1792.3802,35,,1792.3802,4.75,,1792.3804,7.0625,,1792.3806,2.02734375,,1792.3806,0.0,,1792.3804,4.3125,,1792.3804,4.625,,
1792.4002,0,,1792.4004,0.0,,1792.4004,0.5,,1792.4,0.875,,1792.4006,3.4000000000000004,,1792.4002,172,,1792.4004,4.75,,1792.4,108.4375,,1792.4,35,,1792.4002,4.75,,1792.4004,7.1875,,1792.4004,2.01953125,,1792.4004,0.125,,1792.4004,4.25,,1792.4004,3.375,,
1792.4204,4,,1792.4206,0.0,,1792.4206,0.0,,1792.4202,0.875,,1792.4206,3.3000000000000003,,1792.4204,173,,1792.4204,4.6875,,1792.4202,108.4375,,1792.4202,35,,1792.4204,4.5625,,1792.4204,7.0625,,1792.4206,2.01953125,,1792.4206,0.0625,,1792.4204,4.25,,1792.4204,4.8125,,
1792.4402,0,,1792.4406,0.0,,1792.4406,-0.25,,1792.4402,0.875,,1792.4406,3.3000000000000003,,1792.4402,173,,1792.4404,4.625,,1792.4402,108.4375,,1792.4402,35,,1792.4402,4.5625,,1792.4404,7.25,,1792.4406,2.02734375,,1792.4406,0.1875,,1792.4404,4.125,,1792.4404,3.0,,
1792.4602,4,,1792.4606,0.0,,1792.4606,-0.1875,,1792.4602,0.8125,,1792.4606,3.4000000000000004,,1792.4602,174,,1792.4604,4.5,,1792.4602,108.4375,,1792.4602,35,,1792.4602,4.75,,1792.4604,7.1875,,1792.4606,2.01171875,,1792.4606,0.1875,,1792.4604,4.0625,,1792.4604,4.3125,,
1792.4802,0,,1792.4804,0.0,,1792.4804,0.4375,,1792.48,0.8125,,1792.4806,3.3000000000000003,,1792.4802,174,,1792.4804,4.625,,1792.48,108.4375,,1792.48,35,,1792.4802,4.5625,,1792.4804,7.1875,,1792.4804,2.046875,,1792.4804,0.125,,1792.4804,4.125,,1792.4804,4.1875,,
1792.5002,4,,1792.5004,0.0,,1792.5004,0.25,,1792.5,0.8125,,1792.5006,3.5,,1792.5002,174,,1792.5004,4.5625,,1792.5,108.4375,,1792.5,35,,1792.5002,4.875,,1792.5004,7.0625,,1792.5004,2.03515625,,1792.5004,0.125,,1792.5004,4.125,,1792.5004,5.8125,,
1792.5202,4,,1792.5204,0.0,,1792.5204,-1.5625,,1792.5202,0.8125,,1792.5206,3.4000000000000004,,1792.5202,175,,1792.5204,4.6875,,1792.5202,108.4375,,1792.5202,35,,1792.5202,4.75,,1792.5204,7.125,,1792.5204,2.0,,1792.5204,0.3125,,1792.5204,4.25,,1792.5204,5.625,,
1792.5402,4,,1792.5406,0.0,,1792.5406,-1.5,,1792.5402,0.875,,1792.5406,3.2,,1792.5402,175,,1792.5404,4.75,,1792.5402,108.375,,1792.5402,35,,1792.5402,4.4375,,1792.5404,7.25,,1792.5406,2.01953125,,1792.5406,0.25,,1792.5404,4.3125,,1792.5404,4.8125,,
1792.5602,4,,1792.5604,0.0,,1792.5604,-0.9375,,1792.56,0.875,,1792.5604,3.3000000000000003,,1792.5602,176,,1792.5604,4.5625,,1792.56,108.4375,,1792.56,35,,1792.5602,4.5625,,1792.5604,7.3125,,1792.5604,2.02734375,,1792.5604,0.25,,1792.5604,4.125,,1792.5604,4.0625,,
1792.5802,4,,1792.5804,0.0,,1792.5804,-0.25,,1792.58,0.875,,1792.5806,3.4000000000000004,,1792.5802,176,,1792.5804,4.5,,1792.58,108.4375,,1792.58,35,,1792.5802,4.75,,1792.5804,7.3125,,1792.5804,2.01953125,,1792.5804,0.1875,,1792.5804,4.0625,,1792.5804,3.625,,
1792.6002,0,,1792.6004,0.0,,1792.6004,-0.8125,,1792.6,0.875,,1792.6006,3.3000000000000003,,1792.6002,176,,1792.6002,4.625,,1792.6,108.4375,,1792.6,35,,1792.6002,4.5625,,1792.6002,7.25,,1792.6004,2.02734375,,1792.6004,0.25,,1792.6002,4.125,,1792.6002,4.0625,,
1792.6202,0,,1792.6206,0.0,,1792.6206,0.4375,,1792.6202,0.875,,1792.6206,3.4000000000000004,,1792.6202,176,,1792.6204,4.625,,1792.6202,108.4375,,1792.6202,35,,1792.6202,4.75,,1792.6204,7.125,,1792.6206,2.0,,1792.6206,0.125,,1792.6204,4.125,,1792.6204,4.1875,,
1792.6402,4,,1792.6404,0.0,,1792.6404,0.4375,,1792.64,0.875,,1792.6404,3.2,,1792.6402,176,,1792.6404,4.625,,1792.64,108.4375,,1792.64,35,,1792.6402,4.4375,,1792.6404,7.125,,1792.6404,2.02734375,,1792.6404,0.0625,,1792.6404,4.125,,1792.6404,5.125,,
1792.6602,0,,1792.6604,0.0,,1792.6604,-0.1875,,1792.66,0.875,,1792.6604,3.4000000000000004,,1792.6602,176,,1792.6604,4.5,,1792.66,108.4375,,1792.66,35,,1792.6602,4.75,,1792.6604,7.4375,,1792.6604,2.046875,,1792.6604,0.1875,,1792.6604,4.0625,,1792.6604,1.75,,
1792.6802,6,,1792.6804,0.0,,1792.6804,-0.4375,,1792.68,0.875,,1792.6806,3.5,,1792.6802,176,,1792.6802,4.625,,1792.68,108.4375,,1792.68,35,,1792.6802,4.875,,1792.6802,7.0,,1792.6804,2.01171875,,1792.6804,0.25,,1792.6802,4.1875,,1792.6802,6.4375,,
