Time (s),0x0082_Supply_critical  ,,Time (s),2. Iq A (0.0625),,Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),1. Id A (0.0625),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Id A (0.0625),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),2. Velocity RPM (1),,Time (s),0x0081_IO_can't_initialise  ,,Time (s),2. Torque % of peak (0.1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),2. Target Iq A (0.0625),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),2. Current A(RMS) (1),,Time (s),2. Target Id A (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Uq V (0.0625),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),2. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),2. Torque actual value Nm (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),2. Throttle Input Voltage V (0.00390625),,Time (s),2. statusword  (1),,Time (s),1. Ud V (0.0625),,Time (s),1. controlword - right motor  (1),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),2. Ud V (0.0625),,Time (s),1. Iq A (0.0625),,
,,,1193.0068,-1.6875,,1193.0004,0,,1193.0007,0.0,,1193.0,0.0,,1193.0007,-2.75,,1193.0,800,,1193.0069,0.625,,1193.0066,103.0,,1193.0002,0.0,,1193.0067,0.0,,1193.0004,0,,1193.0005,0.0,,1193.0064,0,,,,,1193.0064,0.0,,1193.0064,1079,,1193.0,800,,1193.0068,0.0,,1193.0,527,,1193.0064,0.0,,1193.0,0.0,,1193.0067,0,,1193.0069,0.0,,1193.0002,103.0625,,1193.0002,23,,1193.0066,24,,1193.0005,0.0,,1193.0004,0.0,,,,,1193.0068,0.0,,1193.0066,0.0,,1193.0064,0,,1193.0068,0.0,,1193.0007,1.28125,,1193.0069,0.0,,1193.0064,1079,,1193.0007,0.0,,1193.0,527,,1193.0005,0.0,,,,,1193.0069,0.0,,1193.0005,-0.6875,,
,,,1193.0268,-1.125,,1193.0204,0,,1193.0206,0.0,,1193.0201,0.0,,1193.0206,-0.1875,,1193.0201,800,,1193.0269,-0.875,,1193.0265,102.9375,,1193.0203,0.0,,1193.0267,0.0,,1193.0204,0,,1193.0205,0.0,,1193.0265,0,,,,,1193.0265,0.0,,1193.0265,1079,,1193.0201,800,,1193.0268,0.0,,1193.0201,527,,1193.0265,0.0,,1193.0201,0.0,,1193.0267,0,,1193.0269,0.0,,1193.0203,103.125,,1193.0203,23,,1193.0265,24,,1193.0205,0.0,,1193.0204,0.0,,,,,1193.0268,0.0,,1193.0265,0.0,,1193.0265,0,,1193.0268,0.0,,1193.0206,1.28125,,1193.0269,0.0,,1193.0265,1079,,1193.0206,0.0,,1193.0201,527,,1193.0205,0.0,,,,,1193.0269,0.0,,1193.0205,0.1875,,
,,,1193.0468,0.375,,1193.0405,0,,1193.0407,0.0,,1193.0402,0.0,,1193.0407,-1.75,,1193.0402,800,,1193.0469,0.6875,,1193.0465,103.0,,1193.0404,0.0,,1193.0466,0.0,,1193.0405,0,,1193.0406,0.0,,1193.0465,0,,,,,1193.0465,0.0,,1193.0465,1079,,1193.0402,800,,1193.0468,0.0,,1193.0402,527,,1193.0465,0.0,,1193.0402,0.0,,1193.0466,0,,1193.0469,0.0,,1193.0404,103.125,,1193.0404,23,,1193.0465,24,,1193.0406,0.0,,1193.0405,0.0,,,,,1193.0468,0.0,,1193.0465,0.0,,1193.0465,0,,1193.0468,0.0,,1193.0407,1.296875,,1193.0469,0.0,,1193.0465,1079,,1193.0407,0.0,,1193.0402,527,,1193.0406,0.0,,,,,1193.0469,0.0,,1193.0406,-0.0625,,
,,,1193.0669,-0.8125,,1193.0605,0,,1193.0607,0.0,,1193.0602,0.0,,1193.0607,-1.25,,1193.0602,800,,1193.067,-0.375,,1193.0666,103.0,,1193.0603,0.0,,1193.0667,0.0,,1193.0605,0,,1193.0606,0.0,,1193.0665,0,,,,,1193.0665,0.0,,1193.0665,1079,,1193.0602,800,,1193.0669,0.0,,1193.0602,527,,1193.0665,0.0,,1193.0602,0.0,,1193.0667,0,,1193.067,0.0,,1193.0603,103.125,,1193.0603,23,,1193.0666,24,,1193.0606,0.0,,1193.0605,0.0,,,,,1193.0669,0.0,,1193.0666,0.0,,1193.0665,0,,1193.0669,0.0,,1193.0607,1.28125,,1193.067,0.0,,1193.0665,1079,,1193.0607,0.0,,1193.0602,527,,1193.0606,0.0,,,,,1193.067,0.0,,1193.0606,0.25,,
,,,1193.0868,1.25,,1193.0804,0,,1193.0807,0.0,,1193.0802,0.0,,1193.0807,-2.75,,1193.0802,800,,1193.0869,1.1875,,1193.0866,103.0625,,1193.0803,0.0,,1193.0867,0.0,,1193.0804,0,,1193.0805,0.0,,1193.0864,0,,,,,1193.0864,0.0,,1193.0864,1079,,1193.0802,800,,1193.0868,0.0,,1193.0802,527,,1193.0864,0.0,,1193.0802,0.0,,1193.0867,0,,1193.0869,0.0,,1193.0803,103.125,,1193.0803,23,,1193.0866,24,,1193.0805,0.0,,1193.0804,0.0,,,,,1193.0868,0.0,,1193.0866,0.0,,1193.0864,0,,1193.0868,0.0,,1193.0807,1.2890625,,1193.0869,0.0,,1193.0864,1079,,1193.0807,0.0,,1193.0802,527,,1193.0805,0.0,,,,,1193.0869,0.0,,1193.0805,-0.0625,,
,,,1193.1068,1.5625,,1193.1005,0,,1193.1006,0.0,,1193.1003,0.0,,1193.1006,-2.75,,1193.1003,800,,1193.1069,0.125,,1193.1065,103.0,,1193.1004,0.0,,1193.1067,0.0,,1193.1005,0,,1193.1006,0.0,,1193.1064,0,,,,,1193.1064,0.0,,1193.1064,1079,,1193.1003,800,,1193.1068,0.0,,1193.1003,527,,1193.1064,0.0,,1193.1003,0.0,,1193.1067,0,,1193.1069,0.0,,1193.1004,103.0625,,1193.1004,23,,1193.1065,24,,1193.1006,0.0,,1193.1005,0.0,,,,,1193.1068,0.0,,1193.1065,0.0,,1193.1064,0,,1193.1068,0.0,,1193.1006,1.2734375,,1193.1069,0.0,,1193.1064,1079,,1193.1006,0.0,,1193.1003,527,,1193.1006,0.0,,,,,1193.1069,0.0,,1193.1006,-0.0625,,
,,,1193.1268,0.375,,1193.1205,0,,1193.1207,0.0,,1193.1202,0.0,,1193.1207,-0.1875,,1193.1202,800,,1193.1269,0.6875,,1193.1265,103.0,,1193.1204,0.0,,1193.1266,0.0,,1193.1205,0,,1193.1206,0.0,,1193.1264,0,,,,,1193.1264,0.0,,1193.1264,1079,,1193.1202,800,,1193.1268,0.0,,1193.1202,527,,1193.1264,0.0,,1193.1202,0.0,,1193.1266,0,,1193.1269,0.0,,1193.1204,103.0625,,1193.1204,23,,1193.1265,24,,1193.1206,0.0,,1193.1205,0.0,,,,,1193.1268,0.0,,1193.1265,0.0,,1193.1264,0,,1193.1268,0.0,,1193.1207,1.2890625,,1193.1269,0.0,,1193.1264,1079,,1193.1207,0.0,,1193.1202,527,,1193.1206,0.0,,,,,1193.1269,0.0,,1193.1206,0.25,,
,,,1193.1469,-0.1875,,1193.1405,0,,1193.1407,0.0,,1193.1403,0.0,,1193.1407,-0.75,,1193.1403,800,,1193.147,-0.375,,1193.1466,103.0,,1193.1403,0.0,,1193.1467,0.0,,1193.1405,0,,1193.1406,0.0,,1193.1465,0,,,,,1193.1465,0.0,,1193.1465,1079,,1193.1403,800,,1193.1469,0.0,,1193.1403,527,,1193.1465,0.0,,1193.1403,0.0,,1193.1467,0,,1193.147,0.0,,1193.1403,103.0625,,1193.1403,23,,1193.1466,24,,1193.1406,0.0,,1193.1405,0.0,,,,,1193.1469,0.0,,1193.1466,0.0,,1193.1465,0,,1193.1469,0.0,,1193.1407,1.23828125,,1193.147,0.0,,1193.1465,1079,,1193.1407,0.0,,1193.1403,527,,1193.1406,0.0,,,,,1193.147,0.0,,1193.1406,-0.0625,,
,,,1193.1668,0.0625,,1193.1604,0,,1193.1607,0.0,,1193.1602,0.0,,1193.1607,-0.75,,1193.1602,800,,1193.1669,0.125,,1193.1666,103.0,,1193.1603,0.0,,1193.1667,0.0,,1193.1604,0,,1193.1605,0.0,,1193.1664,0,,,,,1193.1664,0.0,,1193.1664,1079,,1193.1602,800,,1193.1668,0.0,,1193.1602,527,,1193.1664,0.0,,1193.1602,0.0,,1193.1667,0,,1193.1669,0.0,,1193.1603,103.125,,1193.1603,23,,1193.1666,24,,1193.1605,0.0,,1193.1604,0.0,,,,,1193.1668,0.0,,1193.1666,0.0,,1193.1664,0,,1193.1668,0.0,,1193.1607,1.25390625,,1193.1669,0.0,,1193.1664,1079,,1193.1607,0.0,,1193.1602,527,,1193.1605,0.0,,,,,1193.1669,0.0,,1193.1605,0.5,,
,,,1193.1868,-0.1875,,1193.1804,0,,1193.1806,0.0,,1193.1803,0.0,,1193.1806,-0.1875,,1193.1803,800,,1193.1869,-0.375,,1193.1865,103.0,,1193.1803,0.0,,1193.1867,0.0,,1193.1804,0,,1193.1805,0.0,,1193.1864,0,,,,,1193.1864,0.0,,1193.1864,1079,,1193.1803,800,,1193.1868,0.0,,1193.1803,527,,1193.1864,0.0,,1193.1803,0.0,,1193.1867,0,,1193.1869,0.0,,1193.1803,103.125,,1193.1803,23,,1193.1865,24,,1193.1805,0.0,,1193.1804,0.0,,,,,1193.1868,0.0,,1193.1865,0.0,,1193.1864,0,,1193.1868,0.0,,1193.1806,1.296875,,1193.1869,0.0,,1193.1864,1079,,1193.1806,0.0,,1193.1803,527,,1193.1805,0.0,,,,,1193.1869,0.0,,1193.1805,0.1875,,
,,,1193.2068,-1.6875,,1193.2005,0,,1193.2007,0.0,,1193.2002,0.0,,1193.2007,2.375,,1193.2002,800,,1193.2069,-0.875,,1193.2065,102.9375,,1193.2004,0.0,,1193.2066,0.0,,1193.2005,0,,1193.2006,0.0,,1193.2064,0,,,,,1193.2064,0.0,,1193.2064,1079,,1193.2002,800,,1193.2068,0.0,,1193.2002,527,,1193.2064,0.0,,1193.2002,0.0,,1193.2066,0,,1193.2069,0.0,,1193.2004,103.1875,,1193.2004,23,,1193.2065,24,,1193.2006,0.0,,1193.2005,0.0,,,,,1193.2068,0.0,,1193.2065,0.0,,1193.2064,0,,1193.2068,0.0,,1193.2007,1.32421875,,1193.2069,0.0,,1193.2064,1079,,1193.2007,0.0,,1193.2002,527,,1193.2006,0.0,,,,,1193.2069,0.0,,1193.2006,-0.125,,
,,,1193.2267,-0.8125,,1193.2205,0,,1193.2207,0.0,,1193.2202,0.0,,1193.2207,-2.25,,1193.2202,800,,1193.2269,-0.375,,1193.2265,102.9375,,1193.2203,0.0,,1193.2266,0.0,,1193.2205,0,,1193.2206,0.0,,1193.2265,0,,,,,1193.2265,0.0,,1193.2265,1079,,1193.2202,800,,1193.2267,0.0,,1193.2202,527,,1193.2265,0.0,,1193.2202,0.0,,1193.2266,0,,1193.2269,0.0,,1193.2203,103.0625,,1193.2203,23,,1193.2265,24,,1193.2206,0.0,,1193.2205,0.0,,,,,1193.2267,0.0,,1193.2265,0.0,,1193.2265,0,,1193.2267,0.0,,1193.2207,1.30859375,,1193.2269,0.0,,1193.2265,1079,,1193.2207,0.0,,1193.2202,527,,1193.2206,0.0,,,,,1193.2269,0.0,,1193.2206,-0.375,,
,,,1193.2468,0.0625,,1193.2404,0,,1193.2407,0.0,,1193.2403,0.0,,1193.2407,-0.1875,,1193.2403,800,,1193.2469,0.625,,1193.2466,103.0,,1193.2403,0.0,,1193.2467,0.0,,1193.2404,0,,1193.2405,0.0,,1193.2464,0,,,,,1193.2464,0.0,,1193.2464,1079,,1193.2403,800,,1193.2468,0.0,,1193.2403,527,,1193.2464,0.0,,1193.2403,0.0,,1193.2467,0,,1193.2469,0.0,,1193.2403,103.0625,,1193.2403,23,,1193.2466,24,,1193.2405,0.0,,1193.2404,0.0,,,,,1193.2468,0.0,,1193.2466,0.0,,1193.2464,0,,1193.2468,0.0,,1193.2407,1.2890625,,1193.2469,0.0,,1193.2464,1079,,1193.2407,0.0,,1193.2403,527,,1193.2405,0.0,,,,,1193.2469,0.0,,1193.2405,-0.375,,
,,,1193.2668,0.0625,,1193.2605,0,,1193.2606,0.0,,1193.2603,0.0,,1193.2606,0.3125,,1193.2603,800,,1193.2669,0.125,,1193.2665,103.0,,1193.2604,0.0,,1193.2667,0.0,,1193.2605,0,,1193.2605,0.0,,1193.2664,0,,,,,1193.2664,0.0,,1193.2664,1079,,1193.2603,800,,1193.2668,0.0,,1193.2603,527,,1193.2664,0.0,,1193.2603,0.0,,1193.2667,0,,1193.2669,0.0,,1193.2604,103.125,,1193.2604,23,,1193.2665,24,,1193.2605,0.0,,1193.2605,0.0,,,,,1193.2668,0.0,,1193.2665,0.0,,1193.2664,0,,1193.2668,0.0,,1193.2606,1.2890625,,1193.2669,0.0,,1193.2664,1079,,1193.2606,0.0,,1193.2603,527,,1193.2605,0.0,,,,,1193.2669,0.0,,1193.2605,0.5,,
,,,1193.2868,-0.5,,1193.2805,0,,1193.2807,0.0,,1193.2802,0.0,,1193.2807,-0.75,,1193.2802,800,,1193.2869,0.125,,1193.2865,102.9375,,1193.2804,0.0,,1193.2866,0.0,,1193.2805,0,,1193.2806,0.0,,1193.2864,0,,,,,1193.2864,0.0,,1193.2864,1079,,1193.2802,800,,1193.2868,0.0,,1193.2802,527,,1193.2864,0.0,,1193.2802,0.0,,1193.2866,0,,1193.2869,0.0,,1193.2804,103.125,,1193.2804,23,,1193.2865,24,,1193.2806,0.0,,1193.2805,0.0,,,,,1193.2868,0.0,,1193.2865,0.0,,1193.2864,0,,1193.2868,0.0,,1193.2807,1.296875,,1193.2869,0.0,,1193.2864,1079,,1193.2807,0.0,,1193.2802,527,,1193.2806,0.0,,,,,1193.2869,0.0,,1193.2806,0.5,,
,,,1193.3067,0.6875,,1193.3006,0,,1193.3008,0.0,,1193.3002,0.0,,1193.3008,0.3125,,1193.3002,800,,1193.3069,1.1875,,1193.3065,103.0,,1193.3005,0.0,,1193.3066,0.0,,1193.3006,0,,1193.3007,0.0,,1193.3063,0,,,,,1193.3063,0.0,,1193.3063,1079,,1193.3002,800,,1193.3067,0.0,,1193.3002,527,,1193.3063,0.0,,1193.3002,0.0,,1193.3066,0,,1193.3069,0.0,,1193.3005,103.0625,,1193.3005,23,,1193.3065,24,,1193.3007,0.0,,1193.3006,0.0,,,,,1193.3067,0.0,,1193.3065,0.0,,1193.3063,0,,1193.3067,0.0,,1193.3008,1.31640625,,1193.3069,0.0,,1193.3063,1079,,1193.3008,0.0,,1193.3002,527,,1193.3007,0.0,,,,,1193.3069,0.0,,1193.3007,-0.125,,
,,,1193.3267,-1.375,,1193.3205,0,,1193.3208,0.0,,1193.3203,0.0,,1193.3208,0.8125,,1193.3203,800,,1193.3268,-0.375,,1193.3264,102.9375,,1193.3204,0.0,,1193.3266,0.0,,1193.3205,0,,1193.3207,0.0,,1193.3264,0,,,,,1193.3264,0.0,,1193.3264,1079,,1193.3203,800,,1193.3267,0.0,,1193.3203,527,,1193.3264,0.0,,1193.3203,0.0,,1193.3266,0,,1193.3268,0.0,,1193.3204,103.0625,,1193.3204,23,,1193.3264,24,,1193.3207,0.0,,1193.3205,0.0,,,,,1193.3267,0.0,,1193.3264,0.0,,1193.3264,0,,1193.3267,0.0,,1193.3208,1.2734375,,1193.3268,0.0,,1193.3264,1079,,1193.3208,0.0,,1193.3203,527,,1193.3207,0.0,,,,,1193.3268,0.0,,1193.3207,0.1875,,
,,,1193.3467,-2.3125,,1193.3405,0,,1193.3408,0.0,,1193.3403,0.0,,1193.3408,0.8125,,1193.3403,800,,1193.3468,-0.9375,,1193.3465,103.0,,1193.3404,0.0,,1193.3467,0.0,,1193.3405,0,,1193.3406,0.0,,1193.3464,0,,,,,1193.3464,0.0,,1193.3464,1079,,1193.3403,800,,1193.3467,0.0,,1193.3403,527,,1193.3464,0.0,,1193.3403,0.0,,1193.3467,0,,1193.3468,0.0,,1193.3404,103.125,,1193.3404,23,,1193.3465,24,,1193.3406,0.0,,1193.3405,0.0,,,,,1193.3467,0.0,,1193.3465,0.0,,1193.3464,0,,1193.3467,0.0,,1193.3408,1.26171875,,1193.3468,0.0,,1193.3464,1079,,1193.3408,0.0,,1193.3403,527,,1193.3406,0.0,,,,,1193.3468,0.0,,1193.3406,0.1875,,
,,,1193.3668,1.5625,,1193.3605,0,,1193.3607,0.0,,1193.3602,0.0,,1193.3607,0.8125,,1193.3602,800,,1193.3669,0.125,,1193.3665,103.0,,1193.3604,0.0,,1193.3666,0.0,,1193.3605,0,,1193.3606,0.0,,1193.3664,0,,,,,1193.3664,0.0,,1193.3664,1079,,1193.3602,800,,1193.3668,0.0,,1193.3602,527,,1193.3664,0.0,,1193.3602,0.0,,1193.3666,0,,1193.3669,0.0,,1193.3604,103.125,,1193.3604,23,,1193.3665,24,,1193.3606,0.0,,1193.3605,0.0,,,,,1193.3668,0.0,,1193.3665,0.0,,1193.3664,0,,1193.3668,0.0,,1193.3607,1.30859375,,1193.3669,0.0,,1193.3664,1079,,1193.3607,0.0,,1193.3602,527,,1193.3606,0.0,,,,,1193.3669,0.0,,1193.3606,-0.375,,
,,,1193.3867,0.375,,1193.3807,0,,1193.381,0.0,,1193.3805,0.0,,1193.381,-1.25,,1193.3805,800,,1193.3869,-0.375,,1193.3865,103.0,,1193.3806,0.0,,1193.3866,0.0,,1193.3807,0,,1193.3808,0.0,,1193.3863,0,,,,,1193.3863,0.0,,1193.3863,1079,,1193.3805,800,,1193.3867,0.0,,1193.3805,527,,1193.3863,0.0,,1193.3805,0.0,,1193.3866,0,,1193.3869,0.0,,1193.3806,103.125,,1193.3806,23,,1193.3865,24,,1193.3808,0.0,,1193.3807,0.0,,,,,1193.3867,0.0,,1193.3865,0.0,,1193.3863,0,,1193.3867,0.0,,1193.381,1.32421875,,1193.3869,0.0,,1193.3863,1079,,1193.381,0.0,,1193.3805,527,,1193.3808,0.0,,,,,1193.3869,0.0,,1193.3808,0.25,,
,,,1193.4067,0.9375,,1193.4005,0,,1193.4008,0.0,,1193.4002,0.0,,1193.4008,0.8125,,1193.4002,800,,1193.4068,0.6875,,1193.4064,103.0,,1193.4004,0.0,,1193.4066,0.0,,1193.4005,0,,1193.4007,0.0,,1193.4063,0,,,,,1193.4063,0.0,,1193.4063,1079,,1193.4002,800,,1193.4067,0.0,,1193.4002,527,,1193.4063,0.0,,1193.4002,0.0,,1193.4066,0,,1193.4068,0.0,,1193.4004,103.125,,1193.4004,23,,1193.4064,24,,1193.4007,0.0,,1193.4005,0.0,,,,,1193.4067,0.0,,1193.4064,0.0,,1193.4063,0,,1193.4067,0.0,,1193.4008,1.32421875,,1193.4068,0.0,,1193.4063,1079,,1193.4008,0.0,,1193.4002,527,,1193.4007,0.0,,,,,1193.4068,0.0,,1193.4007,0.1875,,
,,,1193.4267,0.6875,,1193.4205,0,,1193.4208,0.0,,1193.4203,0.0,,1193.4208,1.875,,1193.4203,800,,1193.4268,1.1875,,1193.4264,103.0625,,1193.4204,0.0,,1193.4265,0.0,,1193.4205,0,,1193.4206,0.0,,1193.4264,0,,,,,1193.4264,0.0,,1193.4264,1079,,1193.4203,800,,1193.4267,0.0,,1193.4203,527,,1193.4264,0.0,,1193.4203,0.0,,1193.4265,0,,1193.4268,0.0,,1193.4204,103.125,,1193.4204,23,,1193.4264,24,,1193.4206,0.0,,1193.4205,0.0,,,,,1193.4267,0.0,,1193.4264,0.0,,1193.4264,0,,1193.4267,0.0,,1193.4208,1.30859375,,1193.4268,0.0,,1193.4264,1079,,1193.4208,0.0,,1193.4203,527,,1193.4206,0.0,,,,,1193.4268,0.0,,1193.4206,-0.375,,
,,,1193.4468,-1.125,,1193.4405,0,,1193.4407,0.0,,1193.4402,0.0,,1193.4407,0.3125,,1193.4402,800,,1193.4469,0.125,,1193.4465,103.0,,1193.4404,0.0,,1193.4466,0.0,,1193.4405,0,,1193.4406,0.0,,1193.4464,0,,,,,1193.4464,0.0,,1193.4464,1079,,1193.4402,800,,1193.4468,0.0,,1193.4402,527,,1193.4464,0.0,,1193.4402,0.0,,1193.4466,0,,1193.4469,0.0,,1193.4404,103.125,,1193.4404,23,,1193.4465,24,,1193.4406,0.0,,1193.4405,0.0,,,,,1193.4468,0.0,,1193.4465,0.0,,1193.4464,0,,1193.4468,0.0,,1193.4407,1.296875,,1193.4469,0.0,,1193.4464,1079,,1193.4407,0.0,,1193.4402,527,,1193.4406,0.0,,,,,1193.4469,0.0,,1193.4406,-0.6875,,
,,,1193.4667,0.0625,,1193.4605,0,,1193.4607,0.0,,1193.4602,0.0,,1193.4607,-1.75,,1193.4602,800,,1193.4669,1.1875,,1193.4665,103.0625,,1193.4605,0.0,,1193.4666,0.0,,1193.4605,0,,1193.4606,0.0,,1193.4663,0,,,,,1193.4663,0.0,,1193.4663,1079,,1193.4602,800,,1193.4667,0.0,,1193.4602,527,,1193.4663,0.0,,1193.4602,0.0,,1193.4666,0,,1193.4669,0.0,,1193.4605,103.0625,,1193.4605,23,,1193.4665,24,,1193.4606,0.0,,1193.4605,0.0,,,,,1193.4667,0.0,,1193.4665,0.0,,1193.4663,0,,1193.4667,0.0,,1193.4607,1.30859375,,1193.4669,0.0,,1193.4663,1079,,1193.4607,0.0,,1193.4602,527,,1193.4606,0.0,,,,,1193.4669,0.0,,1193.4606,-0.6875,,
,,,1193.4867,0.375,,1193.4804,0,,1193.4807,0.0,,1193.4802,0.0,,1193.4807,0.8125,,1193.4802,800,,1193.4868,0.6875,,1193.4864,103.0,,1193.4803,0.0,,1193.4866,0.0,,1193.4804,0,,1193.4805,0.0,,1193.4863,0,,,,,1193.4863,0.0,,1193.4863,1079,,1193.4802,800,,1193.4867,0.0,,1193.4802,527,,1193.4863,0.0,,1193.4802,0.0,,1193.4866,0,,1193.4868,0.0,,1193.4803,103.1875,,1193.4803,23,,1193.4864,24,,1193.4805,0.0,,1193.4804,0.0,,,,,1193.4867,0.0,,1193.4864,0.0,,1193.4863,0,,1193.4867,0.0,,1193.4807,1.30859375,,1193.4868,0.0,,1193.4863,1079,,1193.4807,0.0,,1193.4802,527,,1193.4805,0.0,,,,,1193.4868,0.0,,1193.4805,0.1875,,
,,,1193.5067,1.25,,1193.5005,0,,1193.5008,0.0,,1193.5001,0.0,,1193.5008,0.3125,,1193.5001,800,,1193.5068,0.6875,,1193.5064,103.0,,1193.5004,0.0,,1193.5065,0.0,,1193.5005,0,,1193.5006,0.0,,1193.5063,0,,,,,1193.5063,0.0,,1193.5063,1079,,1193.5001,800,,1193.5067,0.0,,1193.5001,527,,1193.5063,0.0,,1193.5001,0.0,,1193.5065,0,,1193.5068,0.0,,1193.5004,103.125,,1193.5004,23,,1193.5064,24,,1193.5006,0.0,,1193.5005,0.0,,,,,1193.5067,0.0,,1193.5064,0.0,,1193.5063,0,,1193.5067,0.0,,1193.5008,1.31640625,,1193.5068,0.0,,1193.5063,1079,,1193.5008,0.0,,1193.5001,527,,1193.5006,0.0,,,,,1193.5068,0.0,,1193.5006,-0.125,,
,,,1193.5266,0.0625,,1193.5205,0,,1193.5207,0.0,,1193.5202,0.0,,1193.5207,-0.1875,,1193.5202,800,,1193.5268,0.625,,1193.5264,103.0625,,1193.5204,0.0,,1193.5265,0.0,,1193.5205,0,,1193.5206,0.0,,1193.5264,0,,,,,1193.5264,0.0,,1193.5264,1079,,1193.5202,800,,1193.5266,0.0,,1193.5202,527,,1193.5264,0.0,,1193.5202,0.0,,1193.5265,0,,1193.5268,0.0,,1193.5204,103.0625,,1193.5204,23,,1193.5264,24,,1193.5206,0.0,,1193.5205,0.0,,,,,1193.5266,0.0,,1193.5264,0.0,,1193.5264,0,,1193.5266,0.0,,1193.5207,1.28125,,1193.5268,0.0,,1193.5264,1079,,1193.5207,0.0,,1193.5202,527,,1193.5206,0.0,,,,,1193.5268,0.0,,1193.5206,0.8125,,
,,,1193.5467,-1.125,,1193.5405,0,,1193.5407,0.0,,1193.5402,0.0,,1193.5407,-1.75,,1193.5402,800,,1193.5469,-0.9375,,1193.5465,103.0,,1193.5403,0.0,,1193.5466,0.0,,1193.5405,0,,1193.5406,0.0,,1193.5463,0,,,,,1193.5463,0.0,,1193.5463,1079,,1193.5402,800,,1193.5467,0.0,,1193.5402,527,,1193.5463,0.0,,1193.5402,0.0,,1193.5466,0,,1193.5469,0.0,,1193.5403,103.0625,,1193.5403,23,,1193.5465,24,,1193.5406,0.0,,1193.5405,0.0,,,,,1193.5467,0.0,,1193.5465,0.0,,1193.5463,0,,1193.5467,0.0,,1193.5407,1.25390625,,1193.5469,0.0,,1193.5463,1079,,1193.5407,0.0,,1193.5402,527,,1193.5406,0.0,,,,,1193.5469,0.0,,1193.5406,-0.0625,,
,,,1193.5667,1.875,,1193.5604,0,,1193.5607,0.0,,1193.5602,0.0,,1193.5607,-1.75,,1193.5602,800,,1193.5668,1.1875,,1193.5664,103.0,,1193.5603,0.0,,1193.5666,0.0,,1193.5604,0,,1193.5605,0.0,,1193.5663,0,,,,,1193.5663,0.0,,1193.5663,1079,,1193.5602,800,,1193.5667,0.0,,1193.5602,527,,1193.5663,0.0,,1193.5602,0.0,,1193.5666,0,,1193.5668,0.0,,1193.5603,103.0625,,1193.5603,23,,1193.5664,24,,1193.5605,0.0,,1193.5604,0.0,,,,,1193.5667,0.0,,1193.5664,0.0,,1193.5663,0,,1193.5667,0.0,,1193.5607,1.26171875,,1193.5668,0.0,,1193.5663,1079,,1193.5607,0.0,,1193.5602,527,,1193.5605,0.0,,,,,1193.5668,0.0,,1193.5605,-0.6875,,
,,,1193.5867,0.9375,,1193.5805,0,,1193.5808,0.0,,1193.5801,0.0,,1193.5808,-1.25,,1193.5801,800,,1193.5868,-0.375,,1193.5864,103.0,,1193.5804,0.0,,1193.5865,0.0,,1193.5805,0,,1193.5806,0.0,,1193.5863,0,,,,,1193.5863,0.0,,1193.5863,1079,,1193.5801,800,,1193.5867,0.0,,1193.5801,527,,1193.5863,0.0,,1193.5801,0.0,,1193.5865,0,,1193.5868,0.0,,1193.5804,103.125,,1193.5804,23,,1193.5864,24,,1193.5806,0.0,,1193.5805,0.0,,,,,1193.5867,0.0,,1193.5864,0.0,,1193.5863,0,,1193.5867,0.0,,1193.5808,1.28125,,1193.5868,0.0,,1193.5863,1079,,1193.5808,0.0,,1193.5801,527,,1193.5806,0.0,,,,,1193.5868,0.0,,1193.5806,-0.375,,
