type,time,latitude,longitude,altitude (m),speed (km/h),course,slope (%),distance (km),distance_interval (m),color,opacity,width,name,desc,activity
T,2022-02-27 16:08:56,-33.601354330,-70.522035270,776.4,0.9,1.1,,0.000,,#0000ff,1.00,4,27 feb. 2022 1:08:54 p. m.,<table cellspacing="0" cellpadding="2" border="1" style="border-collapse:collapse"><tr><td><b>comment</b></td><td></td></tr><tr><td><b>activity</b></td><td>0</td></tr></table>,0
T,2022-02-27 16:09:02,-33.601350580,-70.522156230,776.3,6.7,2.8,-1.6,0.011,11.23,,,,,,
T,2022-02-27 16:09:06,-33.601371370,-70.522265300,776.1,9.3,3.1,-1.9,0.022,10.38,,,,,,
T,2022-02-27 16:11:07,-33.601390800,-70.522354780,775.9,0.3,3.3,-2.1,0.030,8.58,,,,,,
T,2022-02-27 16:13:08,-33.601398680,-70.522363400,775.9,0.0,3.6,-2.4,0.031,1.18,,,,,,
T,2022-02-27 16:15:09,-33.601387750,-70.522365780,775.9,0.0,1.7,1.5,0.033,1.23,,,,,,
T,2022-02-27 16:17:10,-33.601387750,-70.522365780,775.9,0.0,3.2,,0.033,0.00,,,,,,
T,2022-02-27 16:19:11,-33.601387750,-70.522365780,775.9,0.0,2.1,,0.033,0.00,,,,,,
T,2022-02-27 16:21:12,-33.601387750,-70.522365780,775.9,0.0,5.6,,0.033,0.00,,,,,,
T,2022-02-27 16:21:32,-33.601377470,-70.522474650,775.7,1.8,4.7,-1.5,0.043,10.17,,,,,,
T,2022-02-27 16:21:36,-33.601385930,-70.522599420,775.7,10.5,4.7,-0.1,0.054,11.62,,,,,,
T,2022-02-27 16:21:39,-33.601401870,-70.522762170,775.7,18.3,4.5,-0.1,0.070,15.21,,,,,,
T,2022-02-27 16:21:41,-33.601412350,-70.522888170,775.7,21.2,4.7,-0.3,0.081,11.75,,,,,,
T,2022-02-27 16:21:44,-33.601434080,-70.523047370,775.5,18.0,4.6,-1.0,0.096,14.97,,,,,,
T,2022-02-27 16:21:47,-33.601435500,-70.523214400,775.5,18.6,4.8,-0.1,0.112,15.50,,,,,,
T,2022-02-27 16:21:49,-33.601413170,-70.523349030,775.7,22.9,5.0,1.6,0.125,12.74,,,,,,
T,2022-02-27 16:21:51,-33.601391450,-70.523466800,775.7,20.1,4.8,-0.0,0.136,11.19,,,,,,
T,2022-02-27 16:21:53,-33.601344180,-70.523590880,776.0,22.8,4.9,2.2,0.148,12.65,,,,,,
T,2022-02-27 16:21:55,-33.601316920,-70.523712930,776.1,21.1,4.9,0.6,0.160,11.72,,,,,,
T,2022-02-27 16:21:57,-33.601303970,-70.523843130,776.0,21.9,4.8,-0.8,0.172,12.17,,,,,,
T,2022-02-27 16:21:59,-33.601295300,-70.523964730,775.8,20.4,4.7,-1.1,0.184,11.33,,,,,,
T,2022-02-27 16:22:01,-33.601294200,-70.524096680,775.6,22.0,4.7,-1.9,0.196,12.25,,,,,,
T,2022-02-27 16:22:03,-33.601291370,-70.524238620,775.5,23.7,4.6,-0.6,0.209,13.18,,,,,,
T,2022-02-27 16:22:05,-33.601286220,-70.524385850,775.6,24.6,4.7,0.8,0.223,13.68,,,,,,
T,2022-02-27 16:22:07,-33.601292170,-70.524536100,775.6,25.1,4.7,-0.3,0.237,13.96,,,,,,
T,2022-02-27 16:22:09,-33.601298750,-70.524691030,775.5,25.9,4.7,-0.4,0.251,14.40,,,,,,
T,2022-02-27 16:22:11,-33.601302070,-70.524840450,775.5,25.0,4.7,-0.1,0.265,13.87,,,,,,
T,2022-02-27 16:22:13,-33.601304800,-70.525003580,775.5,27.3,4.7,-0.1,0.280,15.14,,,,,,
T,2022-02-27 16:22:15,-33.601315670,-70.525157370,775.0,25.8,4.7,-3.5,0.294,14.32,,,,,,
T,2022-02-27 16:22:17,-33.601318520,-70.525326250,774.6,28.2,4.7,-2.5,0.310,15.68,,,,,,
T,2022-02-27 16:22:19,-33.601328800,-70.525490700,774.1,27.6,4.7,-3.2,0.325,15.31,,,,,,
T,2022-02-27 16:22:21,-33.601333870,-70.525666330,773.7,29.4,4.7,-2.5,0.342,16.31,,,,,,
T,2022-02-27 16:22:23,-33.601336800,-70.525861700,773.4,32.6,4.7,-1.7,0.360,18.14,,,,,,
T,2022-02-27 16:22:25,-33.601344320,-70.526038830,773.6,29.6,4.6,1.3,0.376,16.46,,,,,,
T,2022-02-27 16:22:27,-33.601382430,-70.526215720,773.5,30.5,4.4,-0.7,0.393,16.95,,,,,,
T,2022-02-27 16:22:29,-33.601436520,-70.526373880,773.3,28.5,4.2,-1.5,0.409,15.86,,,,,,
T,2022-02-27 16:22:31,-33.601523330,-70.526516480,772.8,29.5,3.9,-2.9,0.426,16.37,,,,,,
T,2022-02-27 16:22:33,-33.601643730,-70.526608620,772.0,28.5,3.7,-5.0,0.441,15.86,,,,,,
T,2022-02-27 16:22:35,-33.601788450,-70.526669820,771.9,30.6,3.3,-0.8,0.458,17.03,,,,,,
T,2022-02-27 16:22:37,-33.601943050,-70.526667430,771.7,30.9,3.1,-1.1,0.476,17.15,,,,,,
T,2022-02-27 16:22:39,-33.602077880,-70.526627670,771.5,27.7,2.7,-1.1,0.491,15.40,,,,,,
T,2022-02-27 16:22:41,-33.602184400,-70.526505880,771.5,29.4,2.3,0.1,0.507,16.35,,,,,,
T,2022-02-27 16:22:43,-33.602268030,-70.526358920,771.8,29.7,2.1,1.5,0.524,16.50,,,,,,
T,2022-02-27 16:22:45,-33.602323450,-70.526232750,772.1,23.8,1.9,2.6,0.537,13.23,,,,,,
T,2022-02-27 16:22:47,-33.602338320,-70.526075370,772.5,26.5,1.6,2.6,0.552,14.70,,,,,,
T,2022-02-27 16:22:49,-33.602329350,-70.525929600,772.8,24.4,1.5,2.0,0.565,13.57,,,,,,
T,2022-02-27 16:22:51,-33.602313300,-70.525782750,772.7,24.7,1.5,-0.2,0.579,13.75,,,,,,
T,2022-02-27 16:22:53,-33.602296370,-70.525625000,772.2,26.6,1.5,-3.6,0.594,14.76,,,,,,
T,2022-02-27 16:22:55,-33.602281870,-70.525444670,771.7,30.3,1.4,-3.3,0.611,16.81,,,,,,
T,2022-02-27 16:22:57,-33.602262280,-70.525262980,771.1,30.6,1.5,-3.2,0.628,17.00,,,,,,
T,2022-02-27 16:22:59,-33.602251100,-70.525048480,770.5,35.9,1.5,-2.9,0.648,19.95,,,,,,
T,2022-02-27 16:23:01,-33.602241870,-70.524845520,770.4,34.0,1.6,-0.8,0.666,18.87,,,,,,
T,2022-02-27 16:23:03,-33.602250920,-70.524640050,770.4,34.4,1.6,-0.0,0.686,19.10,,,,,,
T,2022-02-27 16:23:05,-33.602282450,-70.524460920,770.3,30.6,1.8,-0.1,0.703,16.99,,,,,,
T,2022-02-27 16:23:07,-33.602351400,-70.524299730,770.3,30.2,2.0,-0.5,0.719,16.80,,,,,,
T,2022-02-27 16:23:09,-33.602436830,-70.524162820,770.1,28.5,2.2,-1.1,0.735,15.85,,,,,,
T,2022-02-27 16:23:11,-33.602544600,-70.524044270,770.7,29.2,2.4,3.8,0.751,16.25,,,,,,
T,2022-02-27 16:23:13,-33.602659920,-70.523923280,772.1,30.6,2.5,8.4,0.768,17.02,,,,,,
T,2022-02-27 16:23:15,-33.602774570,-70.523817770,773.4,28.9,2.5,7.7,0.784,16.05,,,,,,
T,2022-02-27 16:23:17,-33.602907070,-70.523730700,774.6,30.2,2.6,7.5,0.801,16.77,,,,,,
T,2022-02-27 16:23:19,-33.603050980,-70.523649050,775.8,31.8,2.7,6.9,0.819,17.67,,,,,,
T,2022-02-27 16:23:21,-33.603208800,-70.523552820,777.0,35.4,2.6,5.7,0.839,19.65,,,,,,
T,2022-02-27 16:23:23,-33.603348900,-70.523443280,777.5,33.4,2.5,2.7,0.857,18.57,,,,,,
T,2022-02-27 16:23:25,-33.603474670,-70.523312230,776.2,33.3,2.4,-6.6,0.876,18.51,,,,,,
T,2022-02-27 16:23:27,-33.603571380,-70.523162880,775.1,31.5,2.2,-6.3,0.893,17.53,,,,,,
T,2022-02-27 16:23:29,-33.603648800,-70.523007380,774.0,30.2,2.0,-6.6,0.910,16.79,,,,,,
T,2022-02-27 16:23:31,-33.603702650,-70.522839730,772.9,30.0,1.9,-6.5,0.927,16.67,,,,,,
T,2022-02-27 16:23:33,-33.603734580,-70.522648000,771.8,32.7,1.8,-6.1,0.945,18.14,,,,,,
T,2022-02-27 16:23:35,-33.603744580,-70.522465200,771.0,30.6,1.5,-4.6,0.962,17.00,,,,,,
T,2022-02-27 16:23:37,-33.603720220,-70.522289550,771.2,29.7,1.4,1.0,0.978,16.52,,,,,,
T,2022-02-27 16:23:39,-33.603686880,-70.522111030,771.4,30.6,1.3,1.1,0.995,16.98,,,,,,
T,2022-02-27 16:23:41,-33.603648930,-70.521935180,771.6,30.3,1.1,1.1,1.012,16.85,,,,,,
T,2022-02-27 16:23:43,-33.603578300,-70.521776720,771.9,30.0,1.0,1.9,1.029,16.66,,,,,,
T,2022-02-27 16:23:45,-33.603476750,-70.521653850,772.4,28.9,0.8,3.3,1.045,16.03,,,,,,
T,2022-02-27 16:23:47,-33.603363650,-70.521542320,773.9,29.3,0.7,9.0,1.061,16.26,,,,,,
T,2022-02-27 16:23:49,-33.603245730,-70.521429900,774.9,30.1,0.8,6.0,1.078,16.73,,,,,,
T,2022-02-27 16:23:51,-33.603131220,-70.521311080,775.6,30.3,0.8,4.2,1.095,16.82,,,,,,
T,2022-02-27 16:23:53,-33.603026380,-70.521189600,776.2,29.2,0.7,3.6,1.111,16.20,,,,,,
T,2022-02-27 16:23:55,-33.602909920,-70.521070200,776.6,30.6,0.7,2.3,1.128,17.02,,,,,,
T,2022-02-27 16:23:57,-33.602790080,-70.520946180,776.8,31.6,0.7,1.4,1.145,17.58,,,,,,
T,2022-02-27 16:23:59,-33.602668070,-70.520814870,776.9,32.8,0.7,0.5,1.164,18.21,,,,,,
T,2022-02-27 16:24:01,-33.602551880,-70.520695600,776.9,30.6,0.7,0.1,1.181,16.99,,,,,,
T,2022-02-27 16:24:03,-33.602438630,-70.520568700,777.4,31.0,0.8,2.7,1.198,17.22,,,,,,
T,2022-02-27 16:24:05,-33.602325620,-70.520439900,778.1,31.2,0.8,4.3,1.215,17.32,,,,,,
T,2022-02-27 16:24:07,-33.602212720,-70.520299000,778.8,32.6,0.8,3.9,1.233,18.11,,,,,,
T,2022-02-27 16:24:09,-33.602121050,-70.520164070,779.4,29.0,0.9,3.6,1.249,16.13,,,,,,
T,2022-02-27 16:24:11,-33.602029150,-70.520030670,779.9,28.9,1.0,3.1,1.265,16.04,,,,,,
T,2022-02-27 16:24:13,-33.601951320,-70.519888450,780.1,28.4,1.1,1.5,1.281,15.77,,,,,,
T,2022-02-27 16:24:15,-33.601884320,-70.519735130,780.2,28.9,1.1,0.7,1.297,16.05,,,,,,
T,2022-02-27 16:24:17,-33.601828570,-70.519577220,780.3,28.6,1.0,0.3,1.313,15.91,,,,,,
T,2022-02-27 16:24:19,-33.601747530,-70.519453600,780.2,26.2,0.7,-0.7,1.328,14.58,,,,,,
T,2022-02-27 16:24:21,-33.601644220,-70.519377200,780.1,24.3,0.3,-0.8,1.341,13.48,,,,,,
T,2022-02-27 16:24:23,-33.601516680,-70.519348650,780.5,25.9,0.0,3.2,1.356,14.39,,,,,,
T,2022-02-27 16:24:25,-33.601379150,-70.519382500,781.0,28.0,5.9,3.2,1.371,15.57,,,,,,
T,2022-02-27 16:24:27,-33.601256750,-70.519491330,781.5,30.5,5.4,2.6,1.388,16.92,,,,,,
T,2022-02-27 16:24:29,-33.601176350,-70.519665150,781.8,33.2,5.0,1.6,1.407,18.43,,,,,,
T,2022-02-27 16:24:31,-33.601167420,-70.519861280,781.8,32.8,4.8,0.2,1.425,18.23,,,,,,
T,2022-02-27 16:24:32,-33.601179750,-70.519968170,781.8,36.1,4.7,-0.4,1.435,10.01,,,,,,
T,2022-02-27 16:24:33,-33.601189280,-70.520076870,781.5,36.5,4.7,-2.2,1.445,10.14,,,,,,
T,2022-02-27 16:24:35,-33.601202180,-70.520302850,780.9,37.8,4.7,-2.8,1.466,21.02,,,,,,
T,2022-02-27 16:24:36,-33.601207550,-70.520427920,780.6,41.8,4.7,-2.7,1.478,11.62,,,,,,
T,2022-02-27 16:24:37,-33.601212680,-70.520556380,780.3,43.0,4.7,-2.7,1.490,11.94,,,,,,
T,2022-02-27 16:24:38,-33.601215950,-70.520703670,779.9,49.2,4.7,-2.7,1.503,13.68,,,,,,
T,2022-02-27 16:24:39,-33.601223420,-70.520853630,779.5,50.2,4.7,-2.9,1.517,13.94,,,,,,
T,2022-02-27 16:24:40,-33.601221130,-70.521016100,779.0,54.3,4.7,-3.3,1.532,15.08,,,,,,
T,2022-02-27 16:24:41,-33.601219850,-70.521184150,778.5,56.2,4.7,-3.4,1.548,15.60,,,,,,
T,2022-02-27 16:24:42,-33.601219220,-70.521348920,778.0,55.1,4.7,-3.4,1.563,15.29,,,,,,
T,2022-02-27 16:24:43,-33.601224630,-70.521524520,777.4,58.7,4.7,-3.4,1.579,16.31,,,,,,
T,2022-02-27 16:24:44,-33.601215650,-70.521695600,777.0,57.3,4.7,-3.0,1.595,15.91,,,,,,
T,2022-02-27 16:24:45,-33.601215580,-70.521847550,776.8,50.8,4.7,-1.2,1.609,14.10,,,,,,
T,2022-02-27 16:24:46,-33.601226780,-70.522002470,776.6,52.0,4.7,-1.3,1.624,14.43,,,,,,
T,2022-02-27 16:24:47,-33.601228070,-70.522150730,776.5,49.5,4.7,-1.2,1.638,13.76,,,,,,
T,2022-02-27 16:24:48,-33.601218100,-70.522323380,776.3,57.8,4.7,-1.1,1.654,16.06,,,,,,
T,2022-02-27 16:24:49,-33.601222070,-70.522495980,776.1,57.7,4.7,-1.2,1.670,16.03,,,,,,
T,2022-02-27 16:24:50,-33.601232670,-70.522645150,776.3,50.0,4.7,1.8,1.684,13.89,,,,,,
T,2022-02-27 16:24:51,-33.601240620,-70.522792570,776.6,49.4,4.7,1.8,1.697,13.71,,,,,,
T,2022-02-27 16:24:52,-33.601241020,-70.522941270,776.9,49.7,4.7,2.0,1.711,13.80,,,,,,
T,2022-02-27 16:24:53,-33.601242250,-70.523076320,777.1,45.1,4.7,2.0,1.724,12.54,,,,,,
T,2022-02-27 16:24:54,-33.601244080,-70.523213480,777.3,45.8,4.7,1.9,1.736,12.73,,,,,,
T,2022-02-27 16:24:55,-33.601250630,-70.523339570,777.5,42.2,4.7,1.2,1.748,11.73,,,,,,
T,2022-02-27 16:24:56,-33.601260580,-70.523472280,777.1,44.5,4.6,-2.8,1.761,12.37,,,,,,
T,2022-02-27 16:24:57,-33.601276000,-70.523607580,776.7,45.6,4.7,-3.3,1.773,12.67,,,,,,
T,2022-02-27 16:24:58,-33.601284580,-70.523746070,776.4,46.4,4.7,-2.7,1.786,12.89,,,,,,
T,2022-02-27 16:24:59,-33.601284770,-70.523875370,776.1,43.2,4.7,-2.0,1.798,12.00,,,,,,
T,2022-02-27 16:25:00,-33.601289450,-70.524000680,775.8,41.9,4.7,-2.5,1.810,11.64,,,,,,
T,2022-02-27 16:25:01,-33.601293220,-70.524130250,775.5,43.3,4.7,-2.4,1.822,12.03,,,,,,
T,2022-02-27 16:25:02,-33.601292620,-70.524256470,775.5,42.2,4.7,-0.3,1.833,11.72,,,,,,
T,2022-02-27 16:25:03,-33.601297380,-70.524381200,775.5,41.7,4.7,-0.2,1.845,11.59,,,,,,
T,2022-02-27 16:25:04,-33.601293730,-70.524504900,775.6,41.4,4.7,0.7,1.857,11.49,,,,,,
T,2022-02-27 16:25:05,-33.601287520,-70.524640420,775.7,45.3,4.7,1.1,1.869,12.60,,,,,,
T,2022-02-27 16:25:06,-33.601285480,-70.524774130,775.8,44.7,4.6,0.6,1.882,12.41,,,,,,
T,2022-02-27 16:25:07,-33.601290620,-70.524892930,775.7,39.7,4.7,-0.4,1.893,11.04,,,,,,
T,2022-02-27 16:25:08,-33.601298170,-70.525016280,775.6,41.3,4.7,-1.2,1.904,11.48,,,,,,
T,2022-02-27 16:25:09,-33.601300120,-70.525143950,775.3,42.7,4.7,-2.6,1.916,11.85,,,,,,
T,2022-02-27 16:25:10,-33.601300950,-70.525271850,775.0,42.7,4.7,-2.4,1.928,11.87,,,,,,
T,2022-02-27 16:25:11,-33.601306800,-70.525394530,774.7,41.1,4.7,-3.1,1.939,11.40,,,,,,
T,2022-02-27 16:25:12,-33.601313920,-70.525517230,774.3,41.1,4.7,-3.2,1.951,11.42,,,,,,
T,2022-02-27 16:25:13,-33.601317970,-70.525649230,774.0,44.1,4.7,-2.7,1.963,12.26,,,,,,
T,2022-02-27 16:25:14,-33.601322670,-70.525779070,773.6,43.4,4.7,-2.7,1.975,12.06,,,,,,
T,2022-02-27 16:25:15,-33.601330080,-70.525917370,773.6,46.3,4.7,-0.5,1.988,12.86,,,,,,
T,2022-02-27 16:25:16,-33.601346730,-70.526051350,773.6,45.3,4.5,0.2,2.000,12.57,,,,,,
T,2022-02-27 16:25:17,-33.601368880,-70.526181650,773.6,44.4,4.4,-0.2,2.013,12.34,,,,,,
T,2022-02-27 16:25:18,-33.601407850,-70.526308480,773.4,45.1,4.3,-1.3,2.025,12.54,,,,,,
T,2022-02-27 16:25:19,-33.601463300,-70.526424170,773.1,44.5,4.2,-2.4,2.038,12.37,,,,,,
T,2022-02-27 16:25:20,-33.601523870,-70.526531780,772.8,43.3,4.0,-2.4,2.050,12.04,,,,,,
T,2022-02-27 16:25:21,-33.601607350,-70.526619180,772.3,44.3,3.8,-3.9,2.062,12.31,,,,,,
T,2022-02-27 16:25:22,-33.601704400,-70.526686180,772.0,44.8,3.6,-3.1,2.074,12.43,,,,,,
T,2022-02-27 16:25:23,-33.601806620,-70.526731930,771.9,43.6,3.5,-0.8,2.087,12.11,,,,,,
T,2022-02-27 16:25:24,-33.601918170,-70.526754220,771.8,45.2,3.2,-0.8,2.099,12.54,,,,,,
T,2022-02-27 16:25:25,-33.602022230,-70.526727780,771.6,42.5,3.1,-1.1,2.111,11.80,,,,,,
T,2022-02-27 16:25:26,-33.602116270,-70.526675280,771.5,41.4,2.8,-1.4,2.122,11.51,,,,,,
T,2022-02-27 16:25:27,-33.602195050,-70.526604400,771.4,39.4,2.6,-0.4,2.133,10.94,,,,,,
T,2022-02-27 16:25:28,-33.602266700,-70.526510180,771.5,42.5,2.5,0.9,2.145,11.82,,,,,,
T,2022-02-27 16:25:29,-33.602333730,-70.526406830,771.8,43.7,2.2,1.9,2.157,12.14,,,,,,
T,2022-02-27 16:25:30,-33.602380620,-70.526303120,772.1,39.4,2.0,2.9,2.168,10.94,,,,,,
T,2022-02-27 16:25:31,-33.602411320,-70.526188170,772.5,40.3,1.9,3.4,2.179,11.20,,,,,,
T,2022-02-27 16:25:32,-33.602415600,-70.526071370,772.8,39.1,1.9,3.2,2.190,10.85,,,,,,
T,2022-02-27 16:25:33,-33.602400680,-70.525941320,773.1,43.9,1.7,2.4,2.202,12.18,,,,,,
T,2022-02-27 16:25:34,-33.602370850,-70.525813220,773.2,44.4,1.5,0.5,2.215,12.34,,,,,,
T,2022-02-27 16:25:35,-33.602346350,-70.525685020,772.6,43.9,1.4,-4.3,2.227,12.20,,,,,,
T,2022-02-27 16:25:36,-33.602325750,-70.525564220,772.2,41.2,1.4,-4.0,2.238,11.44,,,,,,
T,2022-02-27 16:25:37,-33.602312920,-70.525457500,771.8,36.0,1.5,-3.6,2.248,10.01,,,,,,
T,2022-02-27 16:25:38,-33.602306880,-70.525347500,771.5,36.8,1.4,-3.2,2.259,10.23,,,,,,
T,2022-02-27 16:25:39,-33.602295050,-70.525232270,771.1,38.8,1.4,-3.3,2.269,10.78,,,,,,
T,2022-02-27 16:25:40,-33.602284900,-70.525110230,770.8,41.0,1.4,-3.2,2.281,11.38,,,,,,
T,2022-02-27 16:25:41,-33.602272050,-70.525002980,770.5,36.2,1.4,-3.2,2.291,10.06,,,,,,
T,2022-02-27 16:25:42,-33.602256920,-70.524890900,770.4,37.9,1.5,-0.6,2.301,10.54,,,,,,
T,2022-02-27 16:25:43,-33.602246580,-70.524779530,770.4,37.4,1.5,-0.3,2.312,10.40,,,,,,
T,2022-02-27 16:25:44,-33.602241800,-70.524665450,770.4,38.2,1.6,-0.2,2.322,10.60,,,,,,
T,2022-02-27 16:25:45,-33.602242180,-70.524547970,770.3,39.3,1.7,-0.1,2.333,10.90,,,,,,
T,2022-02-27 16:25:46,-33.602266330,-70.524427420,770.3,41.4,1.8,-0.1,2.345,11.50,,,,,,
T,2022-02-27 16:25:47,-33.602294500,-70.524317620,770.3,38.4,2.0,-0.3,2.355,10.66,,,,,,
T,2022-02-27 16:25:48,-33.602334630,-70.524219600,770.2,36.5,2.1,-0.7,2.366,10.13,,,,,,
T,2022-02-27 16:25:49,-33.602392330,-70.524129150,770.2,38.0,2.3,-0.4,2.376,10.56,,,,,,
T,2022-02-27 16:25:50,-33.602462970,-70.524057220,770.2,37.1,2.4,0.0,2.386,10.29,,,,,,
T,2022-02-27 16:25:51,-33.602542000,-70.523979330,770.7,40.9,2.5,4.8,2.398,11.36,,,,,,
T,2022-02-27 16:25:52,-33.602639180,-70.523915170,771.9,44.3,2.5,9.5,2.410,12.31,,,,,,
T,2022-02-27 16:25:53,-33.602726330,-70.523859670,772.9,39.4,2.6,8.8,2.421,10.95,,,,,,
T,2022-02-27 16:25:54,-33.602812050,-70.523805900,773.7,38.7,2.6,8.2,2.432,10.74,,,,,,
T,2022-02-27 16:25:55,-33.602897930,-70.523753900,774.6,38.4,2.6,7.7,2.442,10.68,,,,,,
T,2022-02-27 16:25:56,-33.602976480,-70.523690250,775.2,37.9,2.5,6.3,2.453,10.53,,,,,,
T,2022-02-27 16:25:57,-33.603059020,-70.523621230,775.8,40.2,2.6,5.5,2.464,11.17,,,,,,
T,2022-02-27 16:25:58,-33.603144800,-70.523555500,776.4,40.7,2.5,5.0,2.475,11.30,,,,,,
T,2022-02-27 16:25:59,-33.603225550,-70.523491720,776.9,38.6,2.6,4.2,2.486,10.74,,,,,,
T,2022-02-27 16:26:00,-33.603317780,-70.523433780,777.4,41.6,2.6,4.3,2.498,11.56,,,,,,
T,2022-02-27 16:26:01,-33.603402930,-70.523364380,776.8,41.2,2.5,-4.7,2.509,11.43,,,,,,
T,2022-02-27 16:26:02,-33.603483470,-70.523286420,776.1,41.4,2.5,-6.4,2.521,11.50,,,,,,
T,2022-02-27 16:26:03,-33.603556920,-70.523206700,775.4,39.6,2.4,-6.4,2.532,11.01,,,,,,
T,2022-02-27 16:26:04,-33.603622120,-70.523114670,774.6,40.3,2.3,-6.6,2.543,11.19,,,,,,
T,2022-02-27 16:26:05,-33.603678050,-70.523004820,773.8,43.0,2.1,-6.8,2.555,11.93,,,,,,
T,2022-02-27 16:26:06,-33.603724220,-70.522892070,773.0,41.9,2.0,-6.9,2.566,11.65,,,,,,
T,2022-02-27 16:26:07,-33.603759500,-70.522772020,772.2,42.5,1.9,-6.7,2.578,11.81,,,,,,
T,2022-02-27 16:26:08,-33.603786570,-70.522644320,771.4,44.0,1.7,-6.5,2.591,12.23,,,,,,
T,2022-02-27 16:26:09,-33.603794380,-70.522511750,770.7,44.4,1.6,-5.7,2.603,12.33,,,,,,
T,2022-02-27 16:26:10,-33.603793480,-70.522373500,770.7,46.2,1.5,-0.3,2.616,12.83,,,,,,
T,2022-02-27 16:26:11,-33.603773280,-70.522233080,770.9,47.6,1.4,1.1,2.629,13.22,,,,,,
T,2022-02-27 16:26:12,-33.603748870,-70.522102770,771.0,44.6,1.3,1.3,2.641,12.39,,,,,,
T,2022-02-27 16:26:13,-33.603716030,-70.521971230,771.2,45.9,1.2,1.5,2.654,12.74,,,,,,
T,2022-02-27 16:26:14,-33.603667870,-70.521856830,771.4,42.8,1.1,2.1,2.666,11.89,,,,,,
T,2022-02-27 16:26:15,-33.603608280,-70.521757280,771.7,40.9,1.0,2.4,2.677,11.36,,,,,,
T,2022-02-27 16:26:16,-33.603541800,-70.521666230,772.0,40.4,0.9,2.5,2.689,11.22,,,,,,
T,2022-02-27 16:26:17,-33.603461200,-70.521583650,773.0,42.4,0.8,8.5,2.700,11.78,,,,,,
T,2022-02-27 16:26:18,-33.603370530,-70.521504880,774.1,44.8,0.7,9.1,2.713,12.43,,,,,,
T,2022-02-27 16:26:19,-33.603283180,-70.521417750,775.0,45.4,0.7,7.0,2.725,12.62,,,,,,
T,2022-02-27 16:26:20,-33.603203530,-70.521331180,775.6,43.0,0.7,4.6,2.737,11.94,,,,,,
T,2022-02-27 16:26:21,-33.603122230,-70.521256830,775.9,40.9,0.7,3.3,2.749,11.35,,,,,,
T,2022-02-27 16:26:22,-33.603040130,-70.521181780,776.3,41.3,0.7,2.7,2.760,11.46,,,,,,
T,2022-02-27 16:26:23,-33.602960780,-70.521107250,776.5,40.3,0.7,2.2,2.771,11.19,,,,,,
T,2022-02-27 16:26:24,-33.602884120,-70.521028770,776.7,40.3,0.7,1.9,2.782,11.20,,,,,,
T,2022-02-27 16:26:25,-33.602805230,-70.520942950,776.9,42.6,0.7,1.4,2.794,11.83,,,,,,
T,2022-02-27 16:26:26,-33.602726220,-70.520851120,777.0,44.0,0.7,1.0,2.807,12.22,,,,,,
T,2022-02-27 16:26:27,-33.602643800,-70.520768170,777.0,43.0,0.7,0.0,2.819,11.95,,,,,,
T,2022-02-27 16:26:28,-33.602558820,-70.520684930,777.0,43.9,0.7,-0.1,2.831,12.19,,,,,,
T,2022-02-27 16:26:29,-33.602476450,-70.520600280,777.2,43.4,0.7,1.4,2.843,12.05,,,,,,
T,2022-02-27 16:26:30,-33.602400200,-70.520513330,777.7,42.1,0.8,4.5,2.854,11.69,,,,,,
T,2022-02-27 16:26:31,-33.602326250,-70.520419870,778.2,43.0,0.8,4.3,2.866,11.94,,,,,,
T,2022-02-27 16:26:32,-33.602249350,-70.520329630,778.7,43.0,0.8,3.9,2.878,11.95,,,,,,
T,2022-02-27 16:26:33,-33.602183630,-70.520242820,779.1,39.1,0.9,3.7,2.889,10.87,,,,,,
T,2022-02-27 16:26:34,-33.602114380,-70.520135630,779.5,45.2,0.9,3.5,2.902,12.57,,,,,,
T,2022-02-27 16:26:35,-33.602040880,-70.520042330,779.9,42.8,0.9,3.0,2.914,11.89,,,,,,
T,2022-02-27 16:26:36,-33.601978880,-70.519945320,780.1,40.8,1.0,2.0,2.925,11.33,,,,,,
T,2022-02-27 16:26:37,-33.601921250,-70.519834980,780.2,43.5,1.0,0.9,2.937,12.07,,,,,,
T,2022-02-27 16:26:38,-33.601868020,-70.519713450,780.2,45.8,1.1,0.5,2.950,12.73,,,,,,
T,2022-02-27 16:26:39,-33.601821100,-70.519606220,780.3,40.4,1.1,0.1,2.961,11.23,,,,,,
T,2022-02-27 16:26:40,-33.601768750,-70.519513830,780.2,37.3,0.9,-0.5,2.971,10.36,,,,,,
T,2022-02-27 16:26:42,-33.601657050,-70.519395650,780.0,29.8,0.5,-1.1,2.988,16.55,,,,,,
T,2022-02-27 16:26:44,-33.601507550,-70.519330780,780.6,31.8,0.2,3.0,3.006,17.64,,,,,,
T,2022-02-27 16:26:46,-33.601352780,-70.519333050,781.1,30.9,6.1,3.2,3.023,17.17,,,,,,
T,2022-02-27 16:26:48,-33.601212320,-70.519404420,781.6,30.5,5.6,3.0,3.040,16.93,,,,,,
T,2022-02-27 16:26:50,-33.601142530,-70.519559520,781.9,29.4,5.1,1.5,3.056,16.34,,,,,,
T,2022-02-27 16:26:52,-33.601131530,-70.519745730,781.9,31.2,4.8,0.2,3.073,17.33,,,,,,
T,2022-02-27 16:26:54,-33.601139880,-70.519948070,781.9,33.8,4.7,-0.2,3.092,18.80,,,,,,
