type,time,latitude,longitude,altitude (m),speed (km/h),course,slope (%),distance (km),distance_interval (m),color,opacity,width,name,desc,activity
T,2022-02-27 16:56:40,-33.602921570,-70.521008170,777.0,44.2,0.7,2.0,26.373,12.27,,,,,,
T,2022-02-27 16:56:41,-33.602834880,-70.520926650,777.1,44.0,0.7,1.0,26.385,12.24,,,,,,
T,2022-02-27 16:56:42,-33.602745050,-70.520839730,777.1,46.2,0.7,0.4,26.398,12.82,,,,,,
T,2022-02-27 16:56:43,-33.602653770,-70.520747970,777.1,47.6,0.7,0.0,26.411,13.23,,,,,,
T,2022-02-27 16:56:44,-33.602560730,-70.520655870,777.1,48.2,0.7,-0.0,26.425,13.40,,,,,,
T,2022-02-27 16:56:45,-33.602466150,-70.520555400,777.4,50.5,0.7,1.7,26.439,14.04,,,,,,
T,2022-02-27 16:56:46,-33.602373780,-70.520457130,778.0,49.4,0.7,4.3,26.452,13.72,,,,,,
T,2022-02-27 16:56:47,-33.602286030,-70.520362770,778.5,47.1,0.8,3.9,26.466,13.09,,,,,,
T,2022-02-27 16:56:48,-33.602207080,-70.520258520,779.0,47.0,0.8,3.8,26.479,13.05,,,,,,
T,2022-02-27 16:56:49,-33.602137630,-70.520148200,779.4,46.1,0.9,3.6,26.491,12.81,,,,,,
T,2022-02-27 16:56:50,-33.602070820,-70.520049430,779.8,42.4,0.9,3.2,26.503,11.79,,,,,,
T,2022-02-27 16:56:51,-33.602007530,-70.519950400,780.1,41.6,1.0,2.2,26.515,11.57,,,,,,
T,2022-02-27 16:56:52,-33.601955000,-70.519843080,780.2,41.5,1.0,1.1,26.526,11.54,,,,,,
T,2022-02-27 16:56:53,-33.601906580,-70.519746880,780.3,37.5,1.1,0.6,26.537,10.42,,,,,,
T,2022-02-27 16:56:54,-33.601858700,-70.519652100,780.3,37.0,1.1,0.3,26.547,10.28,,,,,,
T,2022-02-27 16:56:55,-33.601816320,-70.519543680,780.3,40.0,1.1,0.1,26.558,11.11,,,,,,
T,2022-02-27 16:56:56,-33.601773580,-70.519448480,780.3,36.1,1.1,-0.4,26.568,10.03,,,,,,
T,2022-02-27 16:56:58,-33.601666580,-70.519291850,780.0,33.8,0.8,-1.4,26.587,18.77,,,,,,
T,2022-02-27 16:57:00,-33.601492580,-70.519233130,780.6,36.1,0.2,3.1,26.607,20.05,,,,,,
T,2022-02-27 16:57:01,-33.601387120,-70.519245270,781.0,42.3,0.1,3.2,26.619,11.75,,,,,,
T,2022-02-27 16:57:02,-33.601281320,-70.519271180,781.4,43.1,6.2,3.2,26.631,11.98,,,,,,
T,2022-02-27 16:57:03,-33.601182220,-70.519319630,781.7,42.8,6.0,3.0,26.643,11.88,,,,,,
T,2022-02-27 16:57:04,-33.601085800,-70.519442100,782.1,56.2,5.7,2.2,26.658,15.61,,,,,,
T,2022-02-27 16:57:05,-33.601015680,-70.519572530,782.3,51.8,5.4,1.8,26.673,14.39,,,,,,
T,2022-02-27 16:57:06,-33.601025750,-70.519738100,782.3,55.5,5.1,-0.2,26.688,15.41,,,,,,
T,2022-02-27 16:57:07,-33.601007100,-70.519941600,782.4,68.4,5.0,0.4,26.707,19.00,,,,,,
T,2022-02-27 16:57:08,-33.600987970,-70.520114700,782.2,58.3,4.8,-1.3,26.723,16.21,,,,,,
T,2022-02-27 16:57:09,-33.601013730,-70.520301050,781.6,63.1,4.7,-3.1,26.741,17.53,,,,,,
T,2022-02-27 16:57:10,-33.601043630,-70.520481450,781.1,61.4,4.7,-3.2,26.758,17.07,,,,,,
T,2022-02-27 16:57:11,-33.601056420,-70.520661550,780.6,60.4,4.7,-2.8,26.775,16.78,,,,,,
T,2022-02-27 16:57:12,-33.601083180,-70.520853300,780.0,65.0,4.7,-3.2,26.793,18.04,,,,,,
T,2022-02-27 16:57:13,-33.601107130,-70.521058970,779.2,69.4,4.7,-4.3,26.812,19.27,,,,,,
T,2022-02-27 16:57:14,-33.601130350,-70.521254730,778.4,66.1,4.7,-4.1,26.830,18.35,,,,,,
T,2022-02-27 16:57:15,-33.601132400,-70.521445000,777.8,63.6,4.7,-3.8,26.848,17.66,,,,,,
T,2022-02-27 16:57:16,-33.601143930,-70.521623380,777.1,59.8,4.7,-3.8,26.864,16.61,,,,,,
T,2022-02-27 16:57:17,-33.601161770,-70.521830180,776.8,69.5,4.7,-1.6,26.884,19.30,,,,,,
T,2022-02-27 16:57:18,-33.601174580,-70.522017820,776.7,62.9,4.7,-1.1,26.901,17.47,,,,,,
T,2022-02-27 16:57:19,-33.601175050,-70.522191420,776.5,58.0,4.7,-1.1,26.917,16.11,,,,,,
T,2022-02-27 16:57:20,-33.601196270,-70.522416080,776.2,75.5,4.7,-1.3,26.938,20.98,,,,,,
T,2022-02-27 16:57:21,-33.601218130,-70.522619680,776.3,68.6,4.7,0.6,26.957,19.05,,,,,,
T,2022-02-27 16:57:22,-33.601213920,-70.522802300,776.7,61.0,4.7,2.4,26.974,16.96,,,,,,
T,2022-02-27 16:57:23,-33.601212980,-70.523012950,777.2,70.4,4.7,2.4,26.994,19.55,,,,,,
T,2022-02-27 16:57:24,-33.601238520,-70.523245870,777.5,78.5,4.7,1.2,27.016,21.80,,,,,,
T,2022-02-27 16:57:25,-33.601252700,-70.523488180,777.2,81.2,4.7,-1.2,27.038,22.54,,,,,,
T,2022-02-27 16:57:26,-33.601258880,-70.523702130,776.7,71.5,4.7,-2.3,27.058,19.87,,,,,,
T,2022-02-27 16:57:27,-33.601248420,-70.523904830,776.5,67.9,4.7,-1.3,27.077,18.85,,,,,,
T,2022-02-27 16:57:28,-33.601267720,-70.524136820,775.8,77.9,4.7,-3.0,27.099,21.64,,,,,,
T,2022-02-27 16:57:29,-33.601288030,-70.524382430,775.6,82.5,4.7,-1.0,27.122,22.91,,,,,,
T,2022-02-27 16:57:30,-33.601301450,-70.524607620,775.5,75.4,4.7,-0.6,27.142,20.95,,,,,,
T,2022-02-27 16:57:31,-33.601314880,-70.524819020,775.3,70.8,4.7,-0.9,27.162,19.68,,,,,,
T,2022-02-27 16:57:32,-33.601309900,-70.525022380,775.4,68.0,4.7,0.4,27.181,18.88,,,,,,
T,2022-02-27 16:57:33,-33.601316700,-70.525222370,774.9,66.9,4.7,-2.8,27.200,18.58,,,,,,
T,2022-02-27 16:57:34,-33.601324400,-70.525404680,774.4,61.0,4.7,-2.9,27.217,16.94,,,,,,
T,2022-02-27 16:57:35,-33.601332570,-70.525600770,773.9,65.6,4.7,-2.8,27.235,18.22,,,,,,
T,2022-02-27 16:57:36,-33.601350200,-70.525769880,773.3,56.9,4.7,-3.6,27.251,15.82,,,,,,
T,2022-02-27 16:57:37,-33.601367830,-70.525981370,773.2,71.0,4.6,-0.4,27.270,19.73,,,,,,
T,2022-02-27 16:57:38,-33.601399820,-70.526156330,773.2,59.8,4.5,-0.2,27.287,16.62,,,,,,
T,2022-02-27 16:57:39,-33.601429130,-70.526265950,773.1,38.5,4.4,-0.8,27.298,10.68,,,,,,
T,2022-02-27 16:57:40,-33.601495470,-70.526432980,772.8,61.8,4.2,-1.6,27.315,17.16,,,,,,
T,2022-02-27 16:57:41,-33.601577400,-70.526584880,772.5,60.4,4.1,-2.0,27.332,16.77,,,,,,
T,2022-02-27 16:57:42,-33.601685180,-70.526675830,772.0,52.7,3.7,-3.5,27.346,14.63,,,,,,
T,2022-02-27 16:57:43,-33.601811630,-70.526712050,771.8,51.9,3.5,-0.9,27.361,14.42,,,,,,
T,2022-02-27 16:57:44,-33.601936200,-70.526719770,771.7,49.8,3.2,-0.9,27.374,13.84,,,,,,
T,2022-02-27 16:57:45,-33.602060870,-70.526719900,771.6,49.8,3.2,-0.9,27.388,13.83,,,,,,
T,2022-02-27 16:57:46,-33.602174770,-70.526702070,771.4,45.9,2.6,-1.1,27.401,12.74,,,,,,
T,2022-02-27 16:57:47,-33.602244880,-70.526560220,771.5,55.0,2.3,0.1,27.416,15.29,,,,,,
T,2022-02-27 16:57:48,-33.602297600,-70.526403630,771.7,56.4,2.1,1.8,27.432,15.67,,,,,,
T,2022-02-27 16:57:49,-33.602352800,-70.526268800,772.1,50.2,2.0,2.7,27.446,13.93,,,,,,
T,2022-02-27 16:57:50,-33.602414600,-70.526081800,772.8,67.2,1.7,3.6,27.465,18.66,,,,,,
T,2022-02-27 16:57:51,-33.602419830,-70.525936030,773.2,48.8,1.6,3.3,27.478,13.54,,,,,,
T,2022-02-27 16:57:52,-33.602379200,-70.525783370,773.1,53.5,1.6,-0.7,27.493,14.87,,,,,,
T,2022-02-27 16:57:53,-33.602355550,-70.525660630,772.6,42.1,1.5,-4.3,27.505,11.69,,,,,,
T,2022-02-27 16:57:54,-33.602338270,-70.525531780,772.2,43.6,1.5,-3.8,27.517,12.11,,,,,,
T,2022-02-27 16:57:55,-33.602331030,-70.525406320,771.8,42.0,1.4,-3.4,27.528,11.67,,,,,,
T,2022-02-27 16:57:56,-33.602311570,-70.525281830,771.3,42.3,1.4,-3.6,27.540,11.75,,,,,,
T,2022-02-27 16:57:57,-33.602294580,-70.525149880,770.9,44.6,1.4,-3.4,27.553,12.39,,,,,,
T,2022-02-27 16:57:58,-33.602284550,-70.525023350,770.5,42.5,1.4,-3.1,27.564,11.80,,,,,,
T,2022-02-27 16:57:59,-33.602269870,-70.524896600,770.4,42.8,1.5,-1.0,27.576,11.88,,,,,,
T,2022-02-27 16:58:00,-33.602265100,-70.524766870,770.4,43.4,1.5,-0.3,27.588,12.05,,,,,,
T,2022-02-27 16:58:01,-33.602256230,-70.524634030,770.4,44.5,1.6,-0.3,27.601,12.37,,,,,,
T,2022-02-27 16:58:02,-33.602264780,-70.524504130,770.3,43.5,1.8,-0.1,27.613,12.09,,,,,,
T,2022-02-27 16:58:03,-33.602290080,-70.524371450,770.3,45.5,1.9,-0.3,27.625,12.63,,,,,,
T,2022-02-27 16:58:04,-33.602340130,-70.524252030,770.2,44.6,2.0,-0.6,27.638,12.40,,,,,,
T,2022-02-27 16:58:05,-33.602408450,-70.524142400,770.1,45.7,2.2,-0.7,27.650,12.69,,,,,,
T,2022-02-27 16:58:06,-33.602484180,-70.524041780,770.2,45.2,2.4,0.2,27.663,12.56,,,,,,
T,2022-02-27 16:58:07,-33.602594730,-70.523957400,771.4,52.4,2.5,8.2,27.678,14.55,,,,,,
T,2022-02-27 16:58:08,-33.602699680,-70.523879400,772.6,49.3,2.5,8.8,27.691,13.71,,,,,,
T,2022-02-27 16:58:09,-33.602798130,-70.523797970,773.6,47.8,2.6,7.7,27.705,13.28,,,,,,
T,2022-02-27 16:58:10,-33.602903500,-70.523720620,774.6,49.4,2.6,7.1,27.718,13.72,,,,,,
T,2022-02-27 16:58:11,-33.603007380,-70.523651380,775.4,47.5,2.6,6.6,27.731,13.19,,,,,,
T,2022-02-27 16:58:12,-33.603111250,-70.523582420,776.2,47.4,2.6,5.8,27.745,13.18,,,,,,
T,2022-02-27 16:58:13,-33.603217320,-70.523506100,776.9,49.4,2.6,4.7,27.758,13.73,,,,,,
T,2022-02-27 16:58:14,-33.603322850,-70.523439930,777.4,47.6,2.6,4.4,27.772,13.22,,,,,,
T,2022-02-27 16:58:15,-33.603420170,-70.523369300,776.8,45.5,2.5,-5.2,27.784,12.63,,,,,,
T,2022-02-27 16:58:16,-33.603511000,-70.523301950,776.0,42.7,2.5,-6.3,27.796,11.86,,,,,,
T,2022-02-27 16:58:17,-33.603601470,-70.523215720,775.2,46.2,2.4,-6.4,27.809,12.84,,,,,,
T,2022-02-27 16:58:18,-33.603689700,-70.523120780,774.3,47.4,2.3,-6.8,27.822,13.17,,,,,,
T,2022-02-27 16:58:19,-33.603759530,-70.523002170,773.4,48.5,2.1,-7.1,27.836,13.46,,,,,,
T,2022-02-27 16:58:20,-33.603797820,-70.522875300,772.5,45.1,2.0,-6.8,27.848,12.52,,,,,,
T,2022-02-27 16:58:21,-33.603819220,-70.522738030,771.7,46.7,1.9,-6.3,27.861,12.96,,,,,,
T,2022-02-27 16:58:22,-33.603831130,-70.522588600,770.9,50.2,1.8,-6.0,27.875,13.93,,,,,,
T,2022-02-27 16:58:23,-33.603834230,-70.522439850,770.4,49.7,1.6,-3.3,27.889,13.81,,,,,,
T,2022-02-27 16:58:24,-33.603816830,-70.522293650,770.6,49.3,1.5,1.1,27.902,13.71,,,,,,
T,2022-02-27 16:58:25,-33.603797270,-70.522158150,770.7,45.9,1.4,1.2,27.915,12.76,,,,,,
T,2022-02-27 16:58:26,-33.603761070,-70.522029200,770.9,45.4,1.3,1.8,27.928,12.62,,,,,,
T,2022-02-27 16:58:27,-33.603707200,-70.521904820,771.2,46.8,1.2,2.3,27.941,13.00,,,,,,
T,2022-02-27 16:58:28,-33.603644330,-70.521790250,771.5,45.8,1.1,2.4,27.954,12.72,,,,,,
T,2022-02-27 16:58:29,-33.603571300,-70.521685120,771.9,45.7,0.9,2.5,27.966,12.68,,,,,,
T,2022-02-27 16:58:30,-33.603490700,-70.521588980,772.8,45.5,0.8,7.5,27.979,12.63,,,,,,
T,2022-02-27 16:58:31,-33.603407000,-70.521499020,774.0,44.9,0.7,9.3,27.991,12.49,,,,,,
T,2022-02-27 16:58:32,-33.603309250,-70.521415870,775.1,47.9,0.7,8.3,28.005,13.31,,,,,,
T,2022-02-27 16:58:33,-33.603222370,-70.521339570,775.5,43.1,0.7,3.9,28.017,11.96,,,,,,
T,2022-02-27 16:58:34,-33.603132970,-70.521264280,775.9,43.7,0.7,3.1,28.029,12.13,,,,,,
T,2022-02-27 16:58:35,-33.603047730,-70.521178570,776.3,44.5,0.7,3.1,28.041,12.36,,,,,,
T,2022-02-27 16:58:36,-33.602962730,-70.521086220,776.6,45.9,0.7,2.7,28.054,12.74,,,,,,
T,2022-02-27 16:58:37,-33.602870320,-70.520993420,776.9,48.2,0.7,1.7,28.067,13.39,,,,,,
T,2022-02-27 16:58:38,-33.602769800,-70.520903420,776.9,50.2,0.6,0.5,28.081,13.93,,,,,,
T,2022-02-27 16:58:39,-33.602669530,-70.520818350,776.9,49.1,0.6,-0.4,28.095,13.64,,,,,,
T,2022-02-27 16:58:40,-33.602571000,-70.520736070,776.8,48.0,0.7,-0.6,28.108,13.33,,,,,,
T,2022-02-27 16:58:41,-33.602468930,-70.520645880,777.0,50.7,0.7,1.1,28.122,14.08,,,,,,
T,2022-02-27 16:58:42,-33.602369320,-70.520546400,777.6,51.8,0.7,4.3,28.137,14.40,,,,,,
T,2022-02-27 16:58:43,-33.602276180,-70.520440350,778.2,51.4,0.8,4.1,28.151,14.27,,,,,,
T,2022-02-27 16:58:44,-33.602184230,-70.520323000,778.7,53.7,0.8,3.8,28.166,14.92,,,,,,
T,2022-02-27 16:58:45,-33.602102570,-70.520206480,779.2,50.8,0.9,3.6,28.180,14.11,,,,,,
T,2022-02-27 16:58:46,-33.602035320,-70.520084170,779.7,48.9,1.0,3.4,28.194,13.58,,,,,,
T,2022-02-27 16:58:47,-33.601979300,-70.519962550,780.1,46.4,1.0,2.7,28.206,12.89,,,,,,
T,2022-02-27 16:58:48,-33.601920200,-70.519839750,780.2,47.3,1.1,1.0,28.220,13.15,,,,,,
T,2022-02-27 16:58:49,-33.601870370,-70.519719920,780.2,44.7,1.1,0.6,28.232,12.42,,,,,,
T,2022-02-27 16:58:50,-33.601822630,-70.519598120,780.3,44.9,1.0,0.2,28.244,12.48,,,,,,
T,2022-02-27 16:58:51,-33.601760330,-70.519491070,780.2,43.6,1.0,-0.5,28.257,12.10,,,,,,
T,2022-02-27 16:58:52,-33.601687930,-70.519396780,780.1,42.8,0.8,-1.3,28.268,11.88,,,,,,
T,2022-02-27 16:58:53,-33.601606730,-70.519323700,780.2,40.6,0.5,1.4,28.280,11.27,,,,,,
T,2022-02-27 16:58:54,-33.601509600,-70.519279580,780.6,41.5,0.3,3.0,28.291,11.53,,,,,,
T,2022-02-27 16:58:55,-33.601395400,-70.519256320,781.0,46.3,0.0,3.2,28.304,12.85,,,,,,
T,2022-02-27 16:58:56,-33.601287580,-70.519279030,781.4,43.7,6.0,3.2,28.316,12.14,,,,,,
T,2022-02-27 16:58:57,-33.601190950,-70.519330020,781.7,42.2,6.0,3.0,28.328,11.72,,,,,,
T,2022-02-27 16:58:58,-33.601091500,-70.519390680,782.1,44.6,5.7,2.9,28.340,12.38,,,,,,
T,2022-02-27 16:58:59,-33.601021750,-70.519525120,782.3,52.9,5.4,1.7,28.355,14.68,,,,,,
T,2022-02-27 16:59:00,-33.600996700,-70.519660200,782.4,46.2,5.1,0.7,28.368,12.84,,,,,,
T,2022-02-27 16:59:01,-33.601002120,-70.519825600,782.4,55.3,5.1,-0.1,28.383,15.36,,,,,,
T,2022-02-27 16:59:02,-33.601010180,-70.519985880,782.4,53.7,4.8,-0.2,28.398,14.90,,,,,,
T,2022-02-27 16:59:03,-33.601026520,-70.520159420,781.9,58.4,4.7,-2.7,28.414,16.21,,,,,,
T,2022-02-27 16:59:04,-33.601037030,-70.520324270,781.5,55.2,4.7,-2.8,28.430,15.34,,,,,,
T,2022-02-27 16:59:05,-33.601052950,-70.520499850,781.0,59.0,4.7,-2.9,28.446,16.39,,,,,,
T,2022-02-27 16:59:06,-33.601067520,-70.520683130,780.5,61.5,4.7,-2.9,28.463,17.09,,,,,,
T,2022-02-27 16:59:07,-33.601071480,-70.520864880,780.0,60.7,4.7,-2.9,28.480,16.87,,,,,,
T,2022-02-27 16:59:08,-33.601097070,-70.521097900,779.1,78.5,4.7,-4.3,28.502,21.81,,,,,,
T,2022-02-27 16:59:09,-33.601110300,-70.521287480,778.4,63.6,4.7,-4.1,28.520,17.66,,,,,,
T,2022-02-27 16:59:10,-33.601144920,-70.521481870,777.6,66.4,4.7,-3.9,28.538,18.45,,,,,,
T,2022-02-27 16:59:11,-33.601155270,-70.521688070,777.0,69.0,4.7,-3.4,28.557,19.17,,,,,,
T,2022-02-27 16:59:12,-33.601151400,-70.521874380,776.8,62.3,4.7,-1.0,28.574,17.30,,,,,,
T,2022-02-27 16:59:13,-33.601155720,-70.522071620,776.6,65.9,4.7,-1.0,28.593,18.31,,,,,,
T,2022-02-27 16:59:14,-33.601181800,-70.522300230,776.4,77.1,4.7,-1.2,28.614,21.41,,,,,,
T,2022-02-27 16:59:15,-33.601187970,-70.522487580,776.2,62.6,4.6,-1.2,28.632,17.40,,,,,,
T,2022-02-27 16:59:16,-33.601183950,-70.522696820,776.6,69.9,4.7,2.5,28.651,19.43,,,,,,
T,2022-02-27 16:59:17,-33.601197100,-70.522896670,777.1,67.0,4.6,2.2,28.670,18.61,,,,,,
T,2022-02-27 16:59:18,-33.601221480,-70.523122180,777.4,76.0,4.6,1.5,28.691,21.10,,,,,,
T,2022-02-27 16:59:19,-33.601246750,-70.523356050,777.5,78.8,4.7,0.6,28.713,21.89,,,,,,
T,2022-02-27 16:59:20,-33.601258680,-70.523578720,777.0,74.6,4.7,-2.6,28.733,20.71,,,,,,
T,2022-02-27 16:59:21,-33.601274350,-70.523811900,776.4,78.2,4.7,-2.8,28.755,21.71,,,,,,
T,2022-02-27 16:59:22,-33.601274000,-70.524019770,776.0,69.5,4.7,-2.0,28.774,19.29,,,,,,
T,2022-02-27 16:59:23,-33.601292330,-70.524234030,775.5,72.0,4.7,-2.3,28.794,19.99,,,,,,
T,2022-02-27 16:59:24,-33.601289070,-70.524440650,775.6,69.1,4.7,0.6,28.813,19.18,,,,,,
T,2022-02-27 16:59:25,-33.601305620,-70.524668150,775.4,76.3,4.7,-0.9,28.835,21.19,,,,,,
T,2022-02-27 16:59:26,-33.601317220,-70.524881000,775.3,71.3,4.7,-0.8,28.854,19.80,,,,,,
T,2022-02-27 16:59:27,-33.601322350,-70.525071520,775.1,63.7,4.7,-1.2,28.872,17.69,,,,,,
T,2022-02-27 16:59:28,-33.601320900,-70.525336450,774.6,88.5,4.7,-2.0,28.897,24.59,,,,,,
T,2022-02-27 16:59:29,-33.601321220,-70.525525730,774.2,63.2,4.7,-2.2,28.914,17.57,,,,,,
T,2022-02-27 16:59:30,-33.601329670,-70.525717730,773.7,64.2,4.7,-2.8,28.932,17.84,,,,,,
T,2022-02-27 16:59:32,-33.601359020,-70.525989720,773.3,45.8,4.6,-1.3,28.958,25.45,,,,,,
T,2022-02-27 16:59:33,-33.601396080,-70.526168480,773.3,61.5,4.5,-0.5,28.975,17.09,,,,,,
T,2022-02-27 16:59:34,-33.601458300,-70.526310520,772.9,53.6,4.4,-2.4,28.990,14.88,,,,,,
T,2022-02-27 16:59:35,-33.601508520,-70.526448170,772.7,50.2,4.2,-1.1,29.004,13.94,,,,,,
T,2022-02-27 16:59:36,-33.601581130,-70.526629480,772.6,67.2,3.8,-0.7,29.022,18.66,,,,,,
T,2022-02-27 16:59:37,-33.601682650,-70.526721380,772.0,50.9,3.6,-4.4,29.036,14.13,,,,,,
T,2022-02-27 16:59:38,-33.601803480,-70.526760870,771.9,50.0,3.4,-0.8,29.050,13.89,,,,,,
T,2022-02-27 16:59:39,-33.601936920,-70.526775950,771.8,53.5,3.1,-0.8,29.065,14.87,,,,,,
T,2022-02-27 16:59:40,-33.602069350,-70.526747100,771.6,53.8,2.9,-1.0,29.080,14.93,,,,,,
T,2022-02-27 16:59:41,-33.602183020,-70.526671250,771.4,52.0,2.7,-1.5,29.094,14.44,,,,,,
T,2022-02-27 16:59:42,-33.602279600,-70.526577680,771.4,49.6,2.5,0.2,29.108,13.79,,,,,,
T,2022-02-27 16:59:43,-33.602355980,-70.526455830,771.7,50.9,2.5,1.8,29.122,14.13,,,,,,
T,2022-02-27 16:59:44,-33.602423450,-70.526355100,772.0,43.1,2.5,2.8,29.134,11.98,,,,,,
T,2022-02-27 16:59:45,-33.602467380,-70.526219480,772.5,48.6,2.2,3.8,29.148,13.50,,,,,,
T,2022-02-27 16:59:46,-33.602506620,-70.526043500,773.3,60.9,2.0,4.3,29.165,16.90,,,,,,
T,2022-02-27 16:59:47,-33.602523670,-70.525883270,773.9,54.0,2.0,4.0,29.180,14.99,,,,,,
T,2022-02-27 16:59:48,-33.602500520,-70.525723750,773.6,54.1,1.8,-1.6,29.195,15.03,,,,,,
T,2022-02-27 16:59:49,-33.602499500,-70.525579820,773.1,48.1,1.6,-3.9,29.208,13.36,,,,,,
T,2022-02-27 16:59:50,-33.602464000,-70.525432050,772.4,51.4,1.4,-4.8,29.222,14.27,,,,,,
T,2022-02-27 16:59:51,-33.602420750,-70.525274270,771.7,55.5,1.4,-4.5,29.238,15.41,,,,,,
T,2022-02-27 16:59:52,-33.602369720,-70.525112300,771.0,57.8,1.4,-4.2,29.254,16.06,,,,,,
T,2022-02-27 16:59:53,-33.602330650,-70.524960220,770.6,53.2,1.5,-3.1,29.269,14.77,,,,,,
T,2022-02-27 16:59:54,-33.602296930,-70.524814020,770.5,50.7,1.5,-0.9,29.283,14.08,,,,,,
T,2022-02-27 16:59:55,-33.602284530,-70.524668120,770.4,49.0,1.6,-0.4,29.296,13.61,,,,,,
T,2022-02-27 16:59:56,-33.602286580,-70.524528730,770.4,46.6,1.7,-0.3,29.309,12.94,,,,,,
T,2022-02-27 16:59:57,-33.602300380,-70.524386670,770.3,47.8,1.7,-0.3,29.323,13.27,,,,,,
T,2022-02-27 16:59:58,-33.602322750,-70.524247130,770.2,47.5,1.9,-0.5,29.336,13.19,,,,,,
T,2022-02-27 16:59:59,-33.602381100,-70.524125030,770.2,47.0,2.1,-0.4,29.349,13.05,,,,,,
T,2022-02-27 17:00:00,-33.602462330,-70.524017430,770.2,48.4,2.3,0.2,29.362,13.45,,,,,,
T,2022-02-27 17:00:01,-33.602551950,-70.523926970,770.9,46.8,2.4,5.0,29.375,13.01,,,,,,
T,2022-02-27 17:00:02,-33.602654200,-70.523838280,772.1,50.4,2.5,8.4,29.389,14.01,,,,,,
T,2022-02-27 17:00:03,-33.602753900,-70.523758770,773.1,47.9,2.5,7.7,29.403,13.29,,,,,,
T,2022-02-27 17:00:04,-33.602855180,-70.523680270,774.0,48.2,2.6,7.0,29.416,13.39,,,,,,
T,2022-02-27 17:00:05,-33.602961650,-70.523614370,774.9,47.9,2.7,6.7,29.429,13.30,,,,,,
T,2022-02-27 17:00:06,-33.603086680,-70.523556170,775.9,53.6,2.6,6.6,29.444,14.88,,,,,,
T,2022-02-27 17:00:07,-33.603200970,-70.523484380,776.6,51.6,2.6,5.1,29.458,14.32,,,,,,
T,2022-02-27 17:00:08,-33.603314630,-70.523415700,777.2,50.9,2.6,4.4,29.473,14.13,,,,,,
T,2022-02-27 17:00:09,-33.603415370,-70.523324880,776.6,50.4,2.5,-4.8,29.487,14.00,,,,,,
T,2022-02-27 17:00:10,-33.603502630,-70.523223130,775.7,48.7,2.5,-6.2,29.500,13.52,,,,,,
T,2022-02-27 17:00:11,-33.603594870,-70.523129970,774.9,48.2,2.4,-6.6,29.513,13.40,,,,,,
T,2022-02-27 17:00:12,-33.603679530,-70.523028950,773.9,47.8,2.2,-6.9,29.527,13.27,,,,,,
T,2022-02-27 17:00:13,-33.603759230,-70.522900900,772.9,53.3,2.2,-7.2,29.542,14.81,,,,,,
T,2022-02-27 17:00:14,-33.603821330,-70.522770500,771.8,50.1,2.0,-7.4,29.555,13.93,,,,,,
T,2022-02-27 17:00:15,-33.603855800,-70.522627520,770.9,49.7,1.9,-6.9,29.569,13.81,,,,,,
T,2022-02-27 17:00:16,-33.603868200,-70.522474950,770.2,51.2,1.8,-5.1,29.583,14.23,,,,,,
T,2022-02-27 17:00:17,-33.603874100,-70.522325650,770.2,49.9,1.8,0.1,29.597,13.87,,,,,,
T,2022-02-27 17:00:18,-33.603858530,-70.522184800,770.3,47.5,1.6,1.1,29.611,13.19,,,,,,
T,2022-02-27 17:00:19,-33.603828270,-70.522043680,770.5,48.7,1.4,1.6,29.624,13.52,,,,,,
T,2022-02-27 17:00:20,-33.603774670,-70.521900350,770.9,52.5,1.2,2.2,29.639,14.57,,,,,,
T,2022-02-27 17:00:21,-33.603694250,-70.521759250,771.3,57.0,1.1,2.6,29.654,15.84,,,,,,
T,2022-02-27 17:00:22,-33.603613620,-70.521622750,771.9,55.8,1.0,4.2,29.670,15.51,,,,,,
T,2022-02-27 17:00:23,-33.603523500,-70.521493870,773.3,56.1,0.9,8.8,29.686,15.59,,,,,,
T,2022-02-27 17:00:24,-33.603415430,-70.521396580,774.7,54.0,0.7,9.4,29.701,15.01,,,,,,
T,2022-02-27 17:00:25,-33.603301980,-70.521305700,776.0,54.5,0.7,8.3,29.716,15.15,,,,,,
T,2022-02-27 17:00:26,-33.603179480,-70.521230130,776.3,55.0,0.7,2.0,29.731,15.29,,,,,,
T,2022-02-27 17:00:27,-33.603076230,-70.521152180,776.6,48.8,0.7,2.1,29.745,13.55,,,,,,
T,2022-02-27 17:00:28,-33.602968920,-70.521054680,776.9,53.8,0.7,2.0,29.760,14.95,,,,,,
T,2022-02-27 17:00:29,-33.602857850,-70.520949820,777.1,56.5,0.7,1.3,29.775,15.70,,,,,,
T,2022-02-27 17:00:30,-33.602752780,-70.520834830,777.2,56.9,0.7,0.9,29.791,15.80,,,,,,
T,2022-02-27 17:00:31,-33.602644780,-70.520720470,777.2,57.6,0.7,0.2,29.807,16.00,,,,,,
T,2022-02-27 17:00:32,-33.602544530,-70.520614830,777.3,53.4,0.7,0.2,29.822,14.82,,,,,,
T,2022-02-27 17:00:33,-33.602445870,-70.520516080,777.6,51.4,0.7,2.4,29.836,14.27,,,,,,
T,2022-02-27 17:00:34,-33.602351850,-70.520414120,778.2,50.7,0.8,4.2,29.850,14.08,,,,,,
T,2022-02-27 17:00:35,-33.602255950,-70.520305600,778.7,52.7,0.8,3.8,29.865,14.65,,,,,,
T,2022-02-27 17:00:36,-33.602169820,-70.520200970,779.2,49.0,0.8,3.5,29.878,13.62,,,,,,
