latitude;longitude;altitude (m);distance (km)
-33.6033;-70.5214;775.5;19.522
-33.6032;-70.5213;775.9;19.535
-33.6031;-70.5212;776.3;19.548
-33.603;-70.5211;776.5;19.562
-33.6029;-70.521;776.7;19.575
-33.6028;-70.521;776.9;19.588
-33.6027;-70.5209;777.0;19.602
-33.6026;-70.5208;777.0;19.617
-33.6025;-70.5207;777.0;19.632
-33.6024;-70.5206;777.4;19.646
-33.6023;-70.5204;778.1;19.662
-33.6022;-70.5203;778.7;19.676
-33.6022;-70.5202;779.2;19.689
-33.6021;-70.5201;779.6;19.702
-33.602;-70.52;780.0;19.716
-33.6019;-70.5199;780.2;19.73
-33.6019;-70.5197;780.2;19.743
-33.6018;-70.5196;780.3;19.756
-33.6018;-70.5195;780.2;19.767
-33.6017;-70.5194;780.1;19.777
-33.6017;-70.5194;780.0;19.787
-33.6016;-70.5193;780.3;19.799
-33.6015;-70.5193;780.7;19.809
-33.6014;-70.5192;781.0;19.821
-33.6013;-70.5193;781.4;19.831
-33.6011;-70.5194;781.9;19.854
-33.6011;-70.5196;782.1;19.867
-33.6011;-70.5197;782.2;19.88
-33.6011;-70.5198;782.2;19.894
-33.6011;-70.52;782.2;19.906
-33.6011;-70.5201;781.8;19.921
-33.6011;-70.5203;781.4;19.936
-33.6011;-70.5205;780.9;19.953
-33.6011;-70.5206;780.4;19.969
-33.6011;-70.5208;779.9;19.986
-33.6012;-70.521;779.1;20.007
-33.6012;-70.5213;778.3;20.026
-33.6012;-70.5214;777.7;20.044
-33.6012;-70.5216;777.1;20.061
-33.6012;-70.5218;776.8;20.079
-33.6012;-70.522;776.6;20.097
-33.6012;-70.5222;776.3;20.116
-33.6013;-70.5224;776.1;20.135
-33.6013;-70.5226;776.2;20.154
-33.6013;-70.5229;776.5;20.175
-33.6013;-70.5231;776.8;20.196
-33.6013;-70.5233;777.1;20.216
-33.6013;-70.5235;776.9;20.235
-33.6013;-70.5237;776.3;20.253
-33.6013;-70.5239;775.9;20.274
-33.6013;-70.5241;775.4;20.294
-33.6013;-70.5244;775.3;20.315
-33.6013;-70.5246;775.3;20.335
-33.6013;-70.5248;775.2;20.353
-33.6013;-70.525;775.0;20.375
-33.6013;-70.5252;774.5;20.394
-33.6014;-70.5254;774.0;20.41
-33.6014;-70.5256;773.4;20.426
-33.6014;-70.5257;773.2;20.44
-33.6014;-70.5259;773.1;20.454
-33.6014;-70.526;773.3;20.469
-33.6014;-70.5261;773.1;20.481
-33.6014;-70.5263;773.1;20.499
-33.6015;-70.5265;772.7;20.515
-33.6016;-70.5265;772.0;20.529
-33.6018;-70.5267;771.9;20.547
-33.6019;-70.5267;771.7;20.561
-33.602;-70.5267;771.6;20.577
-33.6022;-70.5267;771.4;20.595
-33.6023;-70.5266;771.4;20.61
-33.6024;-70.5265;771.7;20.626
-33.6025;-70.5263;772.2;20.642
-33.6025;-70.5262;772.8;20.658
-33.6025;-70.526;773.4;20.674
-33.6025;-70.5258;773.8;20.689
-33.6025;-70.5256;773.0;20.707
-33.6024;-70.5255;772.5;20.719
-33.6024;-70.5253;771.8;20.735
-33.6024;-70.5252;771.3;20.749
-33.6023;-70.5251;770.8;20.762
-33.6023;-70.5249;770.5;20.777
-33.6023;-70.5247;770.4;20.792
-33.6023;-70.5246;770.4;20.807
-33.6023;-70.5244;770.3;20.822
-33.6023;-70.5243;770.3;20.837
-33.6024;-70.5241;770.1;20.853
-33.6025;-70.5241;770.2;20.865
-33.6026;-70.524;771.6;20.88
-33.6027;-70.5239;772.8;20.894
-33.6028;-70.5238;773.8;20.908
-33.6029;-70.5237;774.9;20.924
-33.603;-70.5236;775.6;20.939
-33.6031;-70.5235;776.1;20.952
-33.6032;-70.5234;776.7;20.966
-33.6034;-70.5234;777.0;20.98
-33.6034;-70.5233;776.2;20.993
-33.6035;-70.5231;775.3;21.008
-33.6036;-70.523;774.5;21.019
-33.6037;-70.5229;773.6;21.032
-33.6037;-70.5228;772.7;21.045
-33.6038;-70.5227;771.8;21.058
-33.6038;-70.5225;771.0;21.071
-33.6038;-70.5224;770.8;21.085
-33.6038;-70.5222;770.8;21.099
-33.6038;-70.5221;771.0;21.113
-33.6037;-70.5219;771.2;21.127
-33.6037;-70.5218;771.5;21.142
-33.6036;-70.5217;771.9;21.158
-33.6035;-70.5216;773.1;21.172
-33.6034;-70.5215;774.5;21.187
-33.6032;-70.5213;775.6;21.206
-33.6031;-70.5213;775.9;21.22
-33.603;-70.5212;776.2;21.232
-33.6029;-70.5211;776.5;21.247
-33.6028;-70.521;776.8;21.264
-33.6027;-70.5209;776.7;21.276
-33.6026;-70.5208;776.6;21.291
-33.6025;-70.5207;776.6;21.306
-33.6024;-70.5206;777.2;21.321
-33.6023;-70.5205;777.9;21.336
-33.6022;-70.5204;778.4;21.35
-33.6021;-70.5203;779.0;21.365
-33.602;-70.5202;779.5;21.38
-33.602;-70.52;779.9;21.393
-33.6019;-70.5199;780.1;21.406
-33.6019;-70.5198;780.2;21.419
-33.6018;-70.5197;780.2;21.431
-33.6017;-70.5195;780.1;21.451
-33.6016;-70.5193;780.3;21.471
-33.6014;-70.5193;780.9;21.491
-33.6013;-70.5193;781.3;21.502
-33.6012;-70.5193;781.6;21.513
-33.6011;-70.5195;782.0;21.531
-33.6011;-70.5197;782.1;21.552
-33.6011;-70.5199;782.0;21.575
-33.6011;-70.5201;781.7;21.587
-33.6012;-70.5202;781.4;21.598
-33.6012;-70.5203;781.1;21.608
-33.6012;-70.5204;780.8;21.619
-33.6012;-70.5205;780.4;21.631
-33.6012;-70.5207;780.2;21.641
-33.6012;-70.5208;779.8;21.653
-33.6012;-70.5209;779.5;21.663
-33.6012;-70.521;779.1;21.674
-33.6012;-70.5211;778.7;21.684
-33.6012;-70.5212;778.4;21.695
-33.6012;-70.5213;778.0;21.705
-33.6013;-70.5216;777.3;21.725
-33.6013;-70.5217;777.0;21.735
-33.6012;-70.5218;776.9;21.746
-33.6012;-70.522;776.6;21.766
-33.6012;-70.5221;776.5;21.777
-33.6013;-70.5222;776.3;21.788
-33.6013;-70.5223;776.2;21.798
-33.6013;-70.5225;776.0;21.809
-33.6013;-70.5226;776.1;21.821
-33.6013;-70.5227;776.2;21.832
-33.6013;-70.5228;776.4;21.845
-33.6013;-70.523;776.5;21.857
-33.6013;-70.5231;776.7;21.869
-33.6013;-70.5233;776.8;21.883
-33.6013;-70.5234;776.7;21.896
-33.6013;-70.5235;776.5;21.91
-33.6013;-70.5237;776.3;21.923
-33.6013;-70.5238;776.0;21.936
-33.6013;-70.524;775.7;21.95
-33.6013;-70.5241;775.4;21.963
-33.6013;-70.5243;775.2;21.977
-33.6013;-70.5244;775.0;21.991
-33.6013;-70.5246;775.0;22.005
-33.6013;-70.5247;775.0;22.02
-33.6013;-70.5249;774.9;22.034
-33.6013;-70.525;774.9;22.047
-33.6013;-70.5252;774.6;22.06
-33.6013;-70.5253;774.2;22.074
-33.6013;-70.5255;774.0;22.088
-33.6013;-70.5256;773.7;22.102
-33.6013;-70.5258;773.4;22.116
-33.6013;-70.5259;773.4;22.129
-33.6013;-70.5261;773.7;22.143
-33.6014;-70.5262;773.8;22.156
-33.6014;-70.5263;773.8;22.171
-33.6014;-70.5265;773.7;22.185
-33.6015;-70.5266;773.4;22.2
-33.6016;-70.5267;772.7;22.214
-33.6017;-70.5268;772.0;22.228
-33.6018;-70.5269;771.9;22.242
-33.6019;-70.5269;771.8;22.256
-33.602;-70.5268;771.7;22.27
-33.6022;-70.5267;771.4;22.287
-33.6023;-70.5266;771.4;22.301
-33.6024;-70.5265;771.7;22.318
-33.6024;-70.5263;772.2;22.335
-33.6025;-70.5261;772.8;22.351
-33.6025;-70.526;773.4;22.364
-33.6025;-70.5258;773.8;22.378
-33.6025;-70.5257;773.3;22.391
-33.6024;-70.5256;772.6;22.405
-33.6024;-70.5254;772.0;22.42
-33.6024;-70.5253;771.5;22.434
-33.6023;-70.5251;770.9;22.448
-33.6023;-70.525;770.5;22.462
-33.6023;-70.5248;770.4;22.477
-33.6023;-70.5247;770.4;22.491
-33.6023;-70.5245;770.4;22.505
-33.6023;-70.5244;770.3;22.519
-33.6024;-70.5242;770.2;22.533
-33.6024;-70.5241;770.1;22.546
-33.6025;-70.524;770.7;22.56
-33.6026;-70.5239;772.0;22.575
-33.6028;-70.5238;773.2;22.59
-33.6029;-70.5238;774.4;22.604
-33.603;-70.5237;775.4;22.619
-33.6031;-70.5236;776.1;22.633
-33.6032;-70.5235;776.8;22.646
-33.6033;-70.5234;777.4;22.66
-33.6034;-70.5234;776.9;22.673
-33.6035;-70.5233;776.0;22.686
-33.6036;-70.5232;775.2;22.699
-33.6037;-70.5231;774.4;22.711
-33.6037;-70.523;773.5;22.723
-33.6038;-70.5229;772.7;22.735
-33.6038;-70.5228;772.0;22.746
-33.6038;-70.5227;771.2;22.759
-33.6038;-70.5225;770.5;22.771
-33.6038;-70.5224;770.4;22.783
-33.6038;-70.5223;770.6;22.796
-33.6038;-70.5221;770.8;22.809
-33.6037;-70.522;771.0;22.822
-33.6037;-70.5218;771.3;22.836
-33.6036;-70.5217;771.7;22.852
-33.6035;-70.5216;772.6;22.866
-33.6034;-70.5215;773.8;22.879
-33.6034;-70.5214;775.0;22.891
-33.6033;-70.5213;775.8;22.903
-33.6032;-70.5212;776.3;22.916
-33.6031;-70.5211;776.6;22.93
-33.603;-70.5211;776.9;22.943
-33.6029;-70.521;777.0;22.959
-33.6028;-70.5209;777.1;22.973
-33.6027;-70.5208;777.0;22.988
-33.6026;-70.5207;777.1;23.001
-33.6025;-70.5206;777.2;23.015
-33.6024;-70.5205;777.9;23.029
-33.6023;-70.5204;778.5;23.044
-33.6022;-70.5202;779.0;23.058
-33.6021;-70.5201;779.6;23.074
-33.602;-70.52;780.0;23.088
-33.602;-70.5199;780.2;23.102
-33.6019;-70.5197;780.3;23.116
-33.6019;-70.5196;780.3;23.128
-33.6018;-70.5195;780.3;23.14
-33.6017;-70.5194;780.2;23.152
-33.6017;-70.5193;780.0;23.163
-33.6016;-70.5193;780.3;23.173
-33.6015;-70.5193;780.6;23.184
-33.6014;-70.5193;781.0;23.195
-33.6013;-70.5193;781.3;23.207
-33.6012;-70.5194;781.7;23.219
-33.6011;-70.5195;781.9;23.229
-33.6011;-70.5196;782.0;23.24
-33.6011;-70.5197;782.0;23.253
-33.6011;-70.5199;782.0;23.266
-33.6011;-70.52;782.0;23.278
-33.6011;-70.5201;781.6;23.291
-33.6012;-70.5203;781.1;23.304
-33.6012;-70.5204;780.7;23.317
-33.6012;-70.5205;780.4;23.33
-33.6012;-70.5207;780.0;23.343
-33.6012;-70.5208;779.6;23.357
-33.6012;-70.521;779.1;23.371
-33.6012;-70.5211;778.7;23.384
-33.6012;-70.5213;778.2;23.397
-33.6012;-70.5214;777.8;23.41
-33.6012;-70.5215;777.4;23.423
-33.6012;-70.5217;777.0;23.435
-33.6013;-70.5218;776.8;23.449
-33.6013;-70.522;776.6;23.462
-33.6013;-70.5221;776.4;23.476
-33.6013;-70.5223;776.3;23.489
-33.6013;-70.5224;776.1;23.503
-33.6013;-70.5225;776.0;23.516
-33.6013;-70.5227;776.3;23.53
-33.6013;-70.5228;776.5;23.542
-33.6013;-70.523;776.7;23.556
-33.6013;-70.5231;776.9;23.569
-33.6013;-70.5233;777.0;23.583
-33.6013;-70.5234;776.9;23.598
-33.6013;-70.5236;776.6;23.612
-33.6013;-70.5237;776.2;23.626
-33.6013;-70.5239;775.8;23.64
-33.6013;-70.524;775.5;23.655
-33.6013;-70.5242;775.2;23.669
-33.6013;-70.5244;775.2;23.684
-33.6013;-70.5245;775.2;23.699
-33.6013;-70.5247;775.2;23.714
-33.6013;-70.5248;775.1;23.728
-33.6013;-70.525;775.0;23.742
-33.6013;-70.5251;774.8;23.755
-33.6013;-70.5253;774.5;23.769
-33.6013;-70.5254;774.0;23.783
-33.6014;-70.5256;773.6;23.796
-33.6014;-70.5257;773.3;23.81
-33.6014;-70.5259;773.0;23.823
-33.6014;-70.526;773.2;23.837
-33.6014;-70.5262;773.3;23.851
-33.6014;-70.5263;773.4;23.865
-33.6014;-70.5264;773.3;23.878
-33.6015;-70.5266;773.1;23.892
-33.6016;-70.5267;772.7;23.905
-33.6017;-70.5268;772.0;23.919
-33.6018;-70.5269;771.9;23.934
-33.6019;-70.5269;771.9;23.946
-33.602;-70.5269;771.8;23.96
-33.6021;-70.5268;771.7;23.975
-33.6022;-70.5267;771.4;23.99
-33.6023;-70.5266;771.4;24.006
-33.6024;-70.5265;771.7;24.02
-33.6024;-70.5263;772.2;24.035
-33.6025;-70.5261;772.7;24.05
-33.6025;-70.526;773.4;24.067
-33.6024;-70.5258;773.6;24.08
-33.6024;-70.5257;772.9;24.093
-33.6024;-70.5256;772.4;24.106
-33.6023;-70.5254;771.8;24.119
-33.6023;-70.5253;771.3;24.132
-33.6023;-70.5252;770.9;24.144
-33.6023;-70.5251;770.6;24.155
-33.6023;-70.5249;770.4;24.166
-33.6022;-70.5248;770.4;24.178
-33.6022;-70.5247;770.3;24.19
-33.6022;-70.5246;770.3;24.202
-33.6022;-70.5244;770.3;24.214
-33.6022;-70.5243;770.3;24.226
-33.6023;-70.5242;770.3;24.238
-33.6024;-70.5241;770.3;24.25
-33.6024;-70.524;770.3;24.262
-33.6025;-70.5239;770.6;24.275
-33.6026;-70.5238;771.8;24.288
-33.6027;-70.5238;773.0;24.303
-33.6029;-70.5237;774.0;24.316
-33.603;-70.5236;774.9;24.328
-33.6031;-70.5236;775.7;24.34
-33.6031;-70.5235;776.2;24.352
-33.6032;-70.5234;776.7;24.364
-33.6033;-70.5234;777.1;24.377
-33.6034;-70.5233;776.5;24.389
-33.6035;-70.5232;775.7;24.4
-33.6036;-70.5231;774.9;24.413
-33.6036;-70.523;774.1;24.425
-33.6037;-70.5229;773.3;24.436
-33.6037;-70.5228;772.5;24.448
-33.6038;-70.5227;771.7;24.46
-33.6038;-70.5226;770.9;24.472
-33.6038;-70.5224;770.5;24.482
-33.6038;-70.5223;770.6;24.494
-33.6038;-70.5222;770.8;24.505
-33.6037;-70.5221;771.0;24.517
-33.6037;-70.522;771.3;24.528
-33.6037;-70.5219;771.5;24.539
-33.6036;-70.5218;771.8;24.55
-33.6035;-70.5217;772.1;24.561
-33.6035;-70.5216;772.9;24.573
-33.6034;-70.5215;774.0;24.585
-33.6033;-70.5214;774.9;24.596
-33.6032;-70.5214;775.4;24.607
-33.6031;-70.5213;775.8;24.619
-33.6031;-70.5212;776.2;24.63
-33.603;-70.5211;776.6;24.642
-33.6029;-70.521;776.8;24.653
-33.6028;-70.521;776.9;24.664
-33.6028;-70.5209;777.0;24.674
-33.6027;-70.5208;777.1;24.685
-33.6026;-70.5207;777.1;24.696
-33.6026;-70.5207;777.1;24.706
-33.6024;-70.5205;777.7;24.726
-33.6023;-70.5204;778.1;24.737
-33.6023;-70.5204;778.5;24.748
-33.6022;-70.5203;778.9;24.76
-33.6021;-70.5201;779.6;24.779
-33.602;-70.52;780.0;24.796
-33.6019;-70.5198;780.2;24.814
-33.6019;-70.5196;780.3;24.834
-33.6018;-70.5195;780.3;24.844
-33.6018;-70.5194;780.2;24.855
-33.6017;-70.5193;780.1;24.866
-33.6016;-70.5193;780.2;24.877
-33.6015;-70.5192;780.5;24.887
-33.6013;-70.5192;781.2;24.906
-33.6013;-70.5192;781.5;24.918
-33.6012;-70.5193;781.8;24.93
-33.6011;-70.5194;781.9;24.941
-33.6011;-70.5196;782.1;24.957
-33.6011;-70.5198;782.0;24.973
-33.6011;-70.5199;782.0;24.987
-33.6011;-70.5201;781.8;25.001
-33.6012;-70.5202;781.3;25.015
-33.6012;-70.5203;780.9;25.027
-33.6012;-70.5205;780.5;25.041
-33.6012;-70.5206;780.1;25.054
-33.6012;-70.5208;779.8;25.067
-33.6012;-70.5209;779.4;25.08
-33.6012;-70.521;778.9;25.093
-33.6012;-70.5212;778.5;25.106
-33.6012;-70.5213;778.0;25.12
-33.6012;-70.5215;777.5;25.134
-33.6012;-70.5216;777.1;25.149
-33.6012;-70.5218;776.9;25.162
-33.6012;-70.5219;776.7;25.176
-33.6012;-70.5221;776.5;25.19
-33.6012;-70.5222;776.3;25.204
-33.6012;-70.5224;776.1;25.218
-33.6013;-70.5225;776.1;25.232
-33.6013;-70.5227;776.3;25.246
-33.6013;-70.523;776.7;25.275
-33.6013;-70.5232;776.9;25.291
-33.6013;-70.5235;776.6;25.32
-33.6013;-70.5236;776.1;25.334
-33.6013;-70.524;775.8;25.366
-33.6013;-70.5243;775.3;25.398
-33.6013;-70.5245;775.4;25.413
-33.6013;-70.5247;775.5;25.429
-33.6013;-70.5248;775.4;25.444
-33.6013;-70.525;775.5;25.461
-33.6013;-70.5252;775.2;25.477
-33.6013;-70.5253;774.9;25.491
-33.6013;-70.5255;774.4;25.506
-33.6013;-70.5256;773.9;25.519
-33.6013;-70.5258;773.5;25.534
-33.6013;-70.5259;773.4;25.548
-33.6014;-70.5261;773.6;25.563
-33.6014;-70.5262;773.6;25.577
-33.6014;-70.5264;773.3;25.589
-33.6015;-70.5265;773.0;25.603
-33.6016;-70.5266;772.6;25.617
-33.6017;-70.5267;772.1;25.63
-33.6018;-70.5268;771.9;25.644
-33.6019;-70.5268;771.8;25.658
-33.602;-70.5268;771.8;25.671
-33.6021;-70.5268;771.6;25.685
-33.6022;-70.5267;771.4;25.699
-33.6023;-70.5266;771.4;25.715
-33.6024;-70.5265;771.7;25.73
-33.6025;-70.5264;772.1;25.743
-33.6025;-70.5262;772.7;25.757
-33.6026;-70.5261;773.2;25.77
-33.6025;-70.5259;773.6;25.784
-33.6025;-70.5258;773.9;25.798
-33.6025;-70.5257;773.1;25.811
-33.6024;-70.5255;772.3;25.827
-33.6024;-70.5254;771.7;25.841
-33.6023;-70.5252;771.2;25.855
-33.6023;-70.5251;770.8;25.867
-33.6023;-70.525;770.5;25.879
-33.6023;-70.5248;770.4;25.891
-33.6023;-70.5247;770.4;25.904
-33.6023;-70.5246;770.4;25.916
-33.6023;-70.5244;770.3;25.929
-33.6023;-70.5243;770.3;25.941
-33.6024;-70.5242;770.2;25.953
-33.6025;-70.5241;770.1;25.965
-33.6025;-70.524;770.7;25.978
-33.6026;-70.5239;771.8;25.99
-33.6027;-70.5238;772.9;26.004
-33.6028;-70.5238;774.0;26.017
-33.603;-70.5237;775.0;26.032
-33.6031;-70.5236;775.9;26.046
-33.6032;-70.5236;776.7;26.06
-33.6033;-70.5235;777.5;26.074
-33.6034;-70.5234;777.1;26.088
-33.6035;-70.5234;776.3;26.101
-33.6036;-70.5233;775.4;26.114
-33.6037;-70.5232;774.6;26.126
-33.6037;-70.523;773.7;26.14
-33.6038;-70.5229;772.8;26.153
-33.6038;-70.5228;771.9;26.166
-33.6039;-70.5226;771.0;26.179
-33.6039;-70.5225;770.2;26.192
-33.6039;-70.5224;770.3;26.205
-33.6038;-70.5222;770.5;26.219
-33.6038;-70.5221;770.8;26.234
-33.6037;-70.5219;771.1;26.25
-33.6036;-70.5218;771.6;26.266
-33.6036;-70.5217;772.0;26.28
-33.6035;-70.5215;773.3;26.295
-33.6034;-70.5214;774.6;26.308
-33.6033;-70.5214;775.5;26.322
-33.6032;-70.5213;776.1;26.336
-33.6031;-70.5212;776.5;26.348
-33.603;-70.5211;776.7;26.361
-33.6029;-70.521;777.0;26.373
-33.6028;-70.5209;777.1;26.385
-33.6027;-70.5208;777.1;26.398
-33.6027;-70.5207;777.1;26.411
-33.6026;-70.5207;777.1;26.425
-33.6025;-70.5206;777.4;26.439
-33.6024;-70.5205;778.0;26.452
-33.6023;-70.5204;778.5;26.466
-33.6022;-70.5203;779.0;26.479
-33.6021;-70.5201;779.4;26.491
-33.6021;-70.52;779.8;26.503
-33.602;-70.52;780.1;26.515
-33.602;-70.5198;780.2;26.526
-33.6019;-70.5197;780.3;26.537
-33.6019;-70.5197;780.3;26.547
-33.6018;-70.5195;780.3;26.558
-33.6018;-70.5194;780.3;26.568
-33.6017;-70.5193;780.0;26.587
-33.6015;-70.5192;780.6;26.607
-33.6014;-70.5192;781.0;26.619
-33.6013;-70.5193;781.4;26.631
-33.6012;-70.5193;781.7;26.643
-33.6011;-70.5194;782.1;26.658
-33.601;-70.5196;782.3;26.673
-33.601;-70.5197;782.3;26.688
-33.601;-70.5199;782.4;26.707
-33.601;-70.5201;782.2;26.723
-33.601;-70.5203;781.6;26.741
-33.601;-70.5205;781.1;26.758
-33.6011;-70.5207;780.6;26.775
-33.6011;-70.5209;780.0;26.793
-33.6011;-70.5211;779.2;26.812
-33.6011;-70.5213;778.4;26.83
-33.6011;-70.5214;777.8;26.848
-33.6011;-70.5216;777.1;26.864
-33.6012;-70.5218;776.8;26.884
-33.6012;-70.522;776.7;26.901
-33.6012;-70.5222;776.5;26.917
-33.6012;-70.5224;776.2;26.938
-33.6012;-70.5226;776.3;26.957
-33.6012;-70.5228;776.7;26.974
-33.6012;-70.523;777.2;26.994
-33.6012;-70.5232;777.5;27.016
-33.6013;-70.5235;777.2;27.038
-33.6013;-70.5237;776.7;27.058
-33.6012;-70.5239;776.5;27.077
-33.6013;-70.5241;775.8;27.099
-33.6013;-70.5244;775.6;27.122
-33.6013;-70.5246;775.5;27.142
-33.6013;-70.5248;775.3;27.162
-33.6013;-70.525;775.4;27.181
-33.6013;-70.5252;774.9;27.2
-33.6013;-70.5254;774.4;27.217
-33.6013;-70.5256;773.9;27.235
-33.6014;-70.5258;773.3;27.251
-33.6014;-70.526;773.2;27.27
-33.6014;-70.5262;773.2;27.287
-33.6014;-70.5263;773.1;27.298
-33.6015;-70.5264;772.8;27.315
-33.6016;-70.5266;772.5;27.332
-33.6017;-70.5267;772.0;27.346
-33.6018;-70.5267;771.8;27.361
-33.6019;-70.5267;771.7;27.374
-33.6021;-70.5267;771.6;27.388
-33.6022;-70.5267;771.4;27.401
-33.6022;-70.5266;771.5;27.416
-33.6023;-70.5264;771.7;27.432
-33.6024;-70.5263;772.1;27.446
-33.6024;-70.5261;772.8;27.465
-33.6024;-70.5259;773.2;27.478
-33.6024;-70.5258;773.1;27.493
-33.6024;-70.5257;772.6;27.505
-33.6023;-70.5255;772.2;27.517
-33.6023;-70.5254;771.8;27.528
-33.6023;-70.5253;771.3;27.54
-33.6023;-70.5251;770.9;27.553
-33.6023;-70.525;770.5;27.564
-33.6023;-70.5249;770.4;27.576
-33.6023;-70.5248;770.4;27.588
-33.6023;-70.5246;770.4;27.601
-33.6023;-70.5245;770.3;27.613
-33.6023;-70.5244;770.3;27.625
-33.6023;-70.5243;770.2;27.638
-33.6024;-70.5241;770.1;27.65
-33.6025;-70.524;770.2;27.663
-33.6026;-70.524;771.4;27.678
-33.6027;-70.5239;772.6;27.691
-33.6028;-70.5238;773.6;27.705
-33.6029;-70.5237;774.6;27.718
-33.603;-70.5237;775.4;27.731
-33.6031;-70.5236;776.2;27.745
-33.6032;-70.5235;776.9;27.758
-33.6033;-70.5234;777.4;27.772
-33.6034;-70.5234;776.8;27.784
-33.6035;-70.5233;776.0;27.796
-33.6036;-70.5232;775.2;27.809
-33.6037;-70.5231;774.3;27.822
-33.6038;-70.523;773.4;27.836
-33.6038;-70.5229;772.5;27.848
-33.6038;-70.5227;771.7;27.861
-33.6038;-70.5226;770.9;27.875
-33.6038;-70.5224;770.4;27.889
-33.6038;-70.5223;770.6;27.902
-33.6038;-70.5222;770.7;27.915
-33.6038;-70.522;770.9;27.928
-33.6037;-70.5219;771.2;27.941
-33.6036;-70.5218;771.5;27.954
-33.6036;-70.5217;771.9;27.966
-33.6035;-70.5216;772.8;27.979
-33.6034;-70.5215;774.0;27.991
-33.6033;-70.5214;775.1;28.005
-33.6032;-70.5213;775.5;28.017
-33.6031;-70.5213;775.9;28.029
-33.603;-70.5212;776.3;28.041
-33.603;-70.5211;776.6;28.054
-33.6029;-70.521;776.9;28.067
-33.6028;-70.5209;776.9;28.081
-33.6027;-70.5208;776.9;28.095
-33.6026;-70.5207;776.8;28.108
-33.6025;-70.5206;777.0;28.122
-33.6024;-70.5205;777.6;28.137
-33.6023;-70.5204;778.2;28.151
-33.6022;-70.5203;778.7;28.166
-33.6021;-70.5202;779.2;28.18
-33.602;-70.5201;779.7;28.194
-33.602;-70.52;780.1;28.206
-33.6019;-70.5198;780.2;28.22
-33.6019;-70.5197;780.2;28.232
-33.6018;-70.5196;780.3;28.244
-33.6018;-70.5195;780.2;28.257
-33.6017;-70.5194;780.1;28.268
-33.6016;-70.5193;780.2;28.28
-33.6015;-70.5193;780.6;28.291
-33.6014;-70.5193;781.0;28.304
-33.6013;-70.5193;781.4;28.316
-33.6012;-70.5193;781.7;28.328
-33.6011;-70.5194;782.1;28.34
-33.601;-70.5195;782.3;28.355
-33.601;-70.5197;782.4;28.368
-33.601;-70.5198;782.4;28.383
-33.601;-70.52;782.4;28.398
-33.601;-70.5202;781.9;28.414
-33.601;-70.5203;781.5;28.43
-33.6011;-70.5205;781.0;28.446
-33.6011;-70.5207;780.5;28.463
-33.6011;-70.5209;780.0;28.48
-33.6011;-70.5211;779.1;28.502
-33.6011;-70.5213;778.4;28.52
-33.6011;-70.5215;777.6;28.538
-33.6012;-70.5217;777.0;28.557
-33.6012;-70.5219;776.8;28.574
-33.6012;-70.5221;776.6;28.593
-33.6012;-70.5223;776.4;28.614
-33.6012;-70.5225;776.2;28.632
-33.6012;-70.5227;776.6;28.651
-33.6012;-70.5229;777.1;28.67
-33.6012;-70.5231;777.4;28.691
-33.6012;-70.5234;777.5;28.713
-33.6013;-70.5236;777.0;28.733
-33.6013;-70.5238;776.4;28.755
-33.6013;-70.524;776.0;28.774
-33.6013;-70.5242;775.5;28.794
-33.6013;-70.5244;775.6;28.813
-33.6013;-70.5247;775.4;28.835
-33.6013;-70.5249;775.3;28.854
-33.6013;-70.5251;775.1;28.872
-33.6013;-70.5253;774.6;28.897
-33.6013;-70.5255;774.2;28.914
-33.6013;-70.5257;773.7;28.932
-33.6014;-70.526;773.3;28.958
-33.6014;-70.5262;773.3;28.975
-33.6015;-70.5263;772.9;28.99
-33.6015;-70.5264;772.7;29.004
-33.6016;-70.5266;772.6;29.022
-33.6017;-70.5267;772.0;29.036
-33.6018;-70.5268;771.9;29.05
-33.6019;-70.5268;771.8;29.065
-33.6021;-70.5267;771.6;29.08
-33.6022;-70.5267;771.4;29.094
-33.6023;-70.5266;771.4;29.108
-33.6024;-70.5265;771.7;29.122
-33.6024;-70.5264;772.0;29.134
-33.6025;-70.5262;772.5;29.148
-33.6025;-70.526;773.3;29.165
-33.6025;-70.5259;773.9;29.18
-33.6025;-70.5257;773.6;29.195
-33.6025;-70.5256;773.1;29.208
-33.6025;-70.5254;772.4;29.222
-33.6024;-70.5253;771.7;29.238
-33.6024;-70.5251;771.0;29.254
-33.6023;-70.525;770.6;29.269
-33.6023;-70.5248;770.5;29.283
-33.6023;-70.5247;770.4;29.296
-33.6023;-70.5245;770.4;29.309
-33.6023;-70.5244;770.3;29.323
-33.6023;-70.5242;770.2;29.336
-33.6024;-70.5241;770.2;29.349
-33.6025;-70.524;770.2;29.362
-33.6026;-70.5239;770.9;29.375
-33.6027;-70.5238;772.1;29.389
-33.6028;-70.5238;773.1;29.403
-33.6029;-70.5237;774.0;29.416
-33.603;-70.5236;774.9;29.429
-33.6031;-70.5236;775.9;29.444
-33.6032;-70.5235;776.6;29.458
-33.6033;-70.5234;777.2;29.473
-33.6034;-70.5233;776.6;29.487
-33.6035;-70.5232;775.7;29.5
-33.6036;-70.5231;774.9;29.513
-33.6037;-70.523;773.9;29.527
-33.6038;-70.5229;772.9;29.542
-33.6038;-70.5228;771.8;29.555
-33.6039;-70.5226;770.9;29.569
-33.6039;-70.5225;770.2;29.583
