latitude;longitude;altitude (m);distance (km)
-33.6036;-70.5231;775.1;9.161
-33.6036;-70.523;774.2;9.173
-33.6037;-70.5229;773.4;9.186
-33.6037;-70.5228;772.5;9.199
-33.6038;-70.5227;771.7;9.211
-33.6038;-70.5225;770.9;9.223
-33.6038;-70.5224;770.8;9.236
-33.6038;-70.5223;770.8;9.248
-33.6037;-70.5221;771.0;9.262
-33.6037;-70.522;771.2;9.275
-33.6037;-70.5219;771.5;9.288
-33.6036;-70.5217;771.8;9.302
-33.6035;-70.5216;772.4;9.314
-33.6034;-70.5215;773.6;9.328
-33.6033;-70.5214;774.9;9.342
-33.6032;-70.5213;775.6;9.356
-33.6031;-70.5212;776.1;9.37
-33.6031;-70.5211;776.6;9.383
-33.603;-70.521;776.9;9.397
-33.6029;-70.521;777.1;9.41
-33.6028;-70.5209;777.2;9.423
-33.6027;-70.5208;777.2;9.437
-33.6026;-70.5207;777.1;9.45
-33.6025;-70.5206;777.2;9.463
-33.6024;-70.5205;777.7;9.475
-33.6023;-70.5204;778.2;9.488
-33.6023;-70.5203;778.7;9.5
-33.6022;-70.5202;779.1;9.511
-33.6021;-70.5201;779.5;9.522
-33.602;-70.52;779.8;9.534
-33.602;-70.52;780.1;9.545
-33.6019;-70.5199;780.2;9.556
-33.6019;-70.5198;780.2;9.567
-33.6018;-70.5197;780.2;9.577
-33.6017;-70.5195;780.2;9.597
-33.6016;-70.5193;780.1;9.615
-33.6015;-70.5193;780.6;9.631
-33.6013;-70.5194;781.2;9.651
-33.6012;-70.5194;781.5;9.662
-33.6012;-70.5195;781.7;9.672
-33.6012;-70.5196;781.8;9.684
-33.6011;-70.5198;781.9;9.697
-33.6011;-70.5199;781.9;9.711
-33.6012;-70.5201;781.7;9.726
-33.6012;-70.5202;781.2;9.741
-33.6012;-70.5204;780.8;9.756
-33.6012;-70.5206;780.4;9.771
-33.6012;-70.5207;779.9;9.787
-33.6012;-70.5209;779.4;9.802
-33.6012;-70.5211;778.9;9.818
-33.6012;-70.5213;778.3;9.836
-33.6012;-70.5214;777.7;9.852
-33.6012;-70.5216;777.2;9.869
-33.6012;-70.5218;776.9;9.885
-33.6012;-70.5219;776.7;9.9
-33.6012;-70.5221;776.4;9.918
-33.6012;-70.5224;776.2;9.938
-33.6013;-70.5226;776.1;9.957
-33.6013;-70.5228;776.4;9.976
-33.6013;-70.523;776.7;9.995
-33.6013;-70.5232;776.9;10.013
-33.6013;-70.5234;777.1;10.033
-33.6013;-70.5236;776.7;10.053
-33.6013;-70.5238;776.3;10.072
-33.6013;-70.524;775.8;10.092
-33.6013;-70.5242;775.4;10.113
-33.6013;-70.5245;775.3;10.133
-33.6013;-70.5247;775.3;10.151
-33.6013;-70.5248;775.3;10.169
-33.6013;-70.525;775.1;10.185
-33.6013;-70.5252;774.7;10.204
-33.6013;-70.5254;774.2;10.221
-33.6013;-70.5256;773.8;10.235
-33.6014;-70.5257;773.3;10.247
-33.6014;-70.5259;773.0;10.263
-33.6014;-70.526;773.1;10.278
-33.6014;-70.5262;773.0;10.292
-33.6015;-70.5263;772.9;10.306
-33.6015;-70.5264;772.7;10.319
-33.6016;-70.5266;772.3;10.333
-33.6017;-70.5266;771.8;10.347
-33.6018;-70.5267;771.8;10.359
-33.6019;-70.5267;771.7;10.372
-33.602;-70.5267;771.6;10.384
-33.6021;-70.5267;771.5;10.396
-33.6022;-70.5266;771.4;10.408
-33.6023;-70.5265;771.5;10.42
-33.6024;-70.5264;771.7;10.434
-33.6024;-70.5263;772.2;10.448
-33.6024;-70.5261;772.6;10.461
-33.6024;-70.526;773.1;10.474
-33.6024;-70.5259;773.4;10.488
-33.6024;-70.5257;773.0;10.501
-33.6024;-70.5256;772.4;10.514
-33.6023;-70.5255;771.9;10.527
-33.6023;-70.5253;771.4;10.539
-33.6023;-70.5252;771.0;10.552
-33.6023;-70.5251;770.6;10.564
-33.6023;-70.5249;770.4;10.577
-33.6022;-70.5248;770.4;10.589
-33.6022;-70.5246;770.4;10.603
-33.6023;-70.5245;770.3;10.617
-33.6023;-70.5243;770.3;10.63
-33.6023;-70.5242;770.2;10.642
-33.6024;-70.5241;770.2;10.654
-33.6025;-70.524;770.2;10.666
-33.6026;-70.524;771.1;10.679
-33.6027;-70.5239;772.2;10.692
-33.6028;-70.5238;773.3;10.704
-33.6029;-70.5237;774.2;10.717
-33.603;-70.5237;775.0;10.73
-33.6031;-70.5236;775.8;10.743
-33.6032;-70.5235;776.4;10.755
-33.6033;-70.5235;777.0;10.768
-33.6034;-70.5234;777.1;10.781
-33.6034;-70.5233;776.3;10.793
-33.6035;-70.5232;775.6;10.806
-33.6036;-70.5231;774.8;10.818
-33.6036;-70.523;773.9;10.831
-33.6037;-70.5228;773.1;10.843
-33.6037;-70.5227;772.3;10.855
-33.6037;-70.5226;771.5;10.867
-33.6038;-70.5225;771.0;10.879
-33.6038;-70.5223;771.0;10.892
-33.6037;-70.5222;771.1;10.904
-33.6037;-70.5221;771.2;10.916
-33.6037;-70.522;771.4;10.928
-33.6036;-70.5218;771.7;10.94
-33.6036;-70.5217;772.0;10.953
-33.6035;-70.5216;772.5;10.965
-33.6034;-70.5216;773.7;10.978
-33.6033;-70.5215;774.6;10.99
-33.6032;-70.5214;775.2;11.003
-33.6031;-70.5213;775.7;11.015
-33.603;-70.5212;776.2;11.029
-33.603;-70.5211;776.6;11.043
-33.6029;-70.521;776.9;11.056
-33.6028;-70.5209;777.0;11.07
-33.6027;-70.5208;777.0;11.083
-33.6026;-70.5207;777.1;11.096
-33.6025;-70.5206;777.1;11.109
-33.6024;-70.5205;777.6;11.121
-33.6023;-70.5204;778.1;11.134
-33.6022;-70.5204;778.6;11.146
-33.6022;-70.5203;779.0;11.159
-33.6021;-70.5202;779.4;11.171
-33.602;-70.5201;779.8;11.182
-33.602;-70.52;780.1;11.193
-33.6019;-70.5199;780.2;11.205
-33.6019;-70.5197;780.2;11.218
-33.6018;-70.5196;780.2;11.228
-33.6018;-70.5195;780.2;11.239
-33.6017;-70.5194;780.0;11.257
-33.6015;-70.5193;780.5;11.276
-33.6014;-70.5193;781.1;11.294
-33.6013;-70.5193;781.5;11.306
-33.6012;-70.5194;781.8;11.318
-33.6011;-70.5195;782.0;11.331
-33.6011;-70.5197;782.1;11.344
-33.6011;-70.5198;782.2;11.358
-33.6011;-70.52;782.1;11.373
-33.6011;-70.5201;781.7;11.387
-33.6011;-70.5203;781.2;11.402
-33.6011;-70.5204;780.8;11.416
-33.6012;-70.5206;780.4;11.431
-33.6012;-70.5208;780.0;11.446
-33.6012;-70.5209;779.5;11.462
-33.6012;-70.5211;778.9;11.478
-33.6012;-70.5213;778.3;11.495
-33.6012;-70.5215;777.7;11.511
-33.6012;-70.5216;777.1;11.528
-33.6012;-70.5218;776.8;11.547
-33.6012;-70.5221;776.6;11.566
-33.6012;-70.5222;776.4;11.583
-33.6012;-70.5224;776.2;11.599
-33.6012;-70.5226;776.2;11.617
-33.6013;-70.5228;776.5;11.637
-33.6013;-70.523;776.8;11.657
-33.6013;-70.5232;777.1;11.678
-33.6013;-70.5234;777.0;11.696
-33.6013;-70.5237;776.6;11.721
-33.6013;-70.5239;775.9;11.742
-33.6013;-70.5241;775.6;11.762
-33.6013;-70.5244;775.7;11.783
-33.6013;-70.5246;775.5;11.805
-33.6013;-70.5248;775.5;11.824
-33.6013;-70.525;775.5;11.84
-33.6013;-70.5252;774.9;11.856
-33.6013;-70.5254;774.6;11.873
-33.6013;-70.5255;774.3;11.889
-33.6013;-70.5257;773.9;11.904
-33.6014;-70.5259;773.2;11.921
-33.6014;-70.526;773.2;11.936
-33.6014;-70.5262;773.3;11.952
-33.6014;-70.5263;773.2;11.966
-33.6015;-70.5265;772.8;11.979
-33.6016;-70.5266;772.5;11.994
-33.6017;-70.5267;772.0;12.007
-33.6018;-70.5267;771.9;12.021
-33.6019;-70.5267;771.7;12.035
-33.602;-70.5267;771.6;12.048
-33.6021;-70.5267;771.4;12.061
-33.6022;-70.5266;771.4;12.074
-33.6023;-70.5265;771.6;12.088
-33.6024;-70.5264;771.9;12.102
-33.6025;-70.5262;772.5;12.116
-33.6025;-70.5261;773.0;12.129
-33.6025;-70.5259;773.7;12.146
-33.6025;-70.5258;773.8;12.161
-33.6025;-70.5256;773.3;12.174
-33.6025;-70.5255;772.7;12.187
-33.6025;-70.5254;772.2;12.2
-33.6024;-70.5252;771.5;12.214
-33.6024;-70.5251;771.0;12.228
-33.6024;-70.5249;770.6;12.241
-33.6023;-70.5248;770.5;12.255
-33.6023;-70.5246;770.4;12.268
-33.6023;-70.5245;770.4;12.282
-33.6024;-70.5244;770.3;12.295
-33.6024;-70.5242;770.2;12.307
-33.6024;-70.5241;770.2;12.32
-33.6025;-70.524;770.2;12.333
-33.6026;-70.5239;771.3;12.346
-33.6027;-70.5238;772.3;12.358
-33.6028;-70.5237;773.4;12.371
-33.6029;-70.5237;774.3;12.384
-33.603;-70.5236;775.3;12.398
-33.6031;-70.5235;776.1;12.413
-33.6032;-70.5235;776.9;12.428
-33.6034;-70.5234;777.1;12.443
-33.6035;-70.5233;776.2;12.458
-33.6036;-70.5232;775.3;12.472
-33.6036;-70.5231;774.4;12.486
-33.6037;-70.5229;773.4;12.5
-33.6038;-70.5228;772.4;12.514
-33.6038;-70.5227;771.5;12.527
-33.6038;-70.5225;770.6;12.541
-33.6038;-70.5224;770.4;12.554
-33.6038;-70.5222;770.5;12.568
-33.6038;-70.5221;770.6;12.583
-33.6038;-70.5219;770.9;12.597
-33.6037;-70.5218;771.2;12.611
-33.6036;-70.5217;771.6;12.624
-33.6036;-70.5216;772.4;12.637
-33.6034;-70.5215;773.7;12.652
-33.6033;-70.5214;775.0;12.666
-33.6032;-70.5213;775.5;12.681
-33.6031;-70.5213;775.9;12.694
-33.603;-70.5212;776.4;12.708
-33.6029;-70.5211;776.6;12.721
-33.6028;-70.521;776.7;12.734
-33.6027;-70.5209;776.8;12.747
-33.6026;-70.5208;776.8;12.762
-33.6025;-70.5207;776.9;12.776
-33.6025;-70.5206;777.2;12.79
-33.6024;-70.5205;777.8;12.804
-33.6023;-70.5204;778.4;12.818
-33.6022;-70.5203;779.0;12.833
-33.6021;-70.5201;779.5;12.847
-33.602;-70.52;780.0;12.862
-33.602;-70.5199;780.2;12.876
-33.6019;-70.5197;780.3;12.89
-33.6019;-70.5196;780.3;12.902
-33.6018;-70.5195;780.3;12.914
-33.6018;-70.5194;780.2;12.924
-33.6017;-70.5193;780.0;12.943
-33.6016;-70.5193;780.4;12.953
-33.6015;-70.5193;780.7;12.964
-33.6014;-70.5193;781.1;12.976
-33.6013;-70.5194;781.5;12.989
-33.6012;-70.5194;781.8;13.001
-33.6011;-70.5196;782.1;13.016
-33.6011;-70.5197;782.2;13.029
-33.601;-70.5199;782.3;13.048
-33.6011;-70.5201;782.0;13.064
-33.6011;-70.5202;781.5;13.081
-33.6011;-70.5204;781.0;13.098
-33.6011;-70.5206;780.5;13.115
-33.6011;-70.5208;780.0;13.134
-33.6012;-70.521;779.3;13.151
-33.6012;-70.5212;778.5;13.172
-33.6012;-70.5214;777.8;13.191
-33.6012;-70.5216;777.3;13.206
-33.6012;-70.5218;776.9;13.224
-33.6012;-70.522;776.7;13.242
-33.6012;-70.5221;776.5;13.259
-33.6012;-70.5223;776.2;13.278
-33.6013;-70.5226;776.1;13.298
-33.6013;-70.5228;776.4;13.316
-33.6013;-70.523;776.6;13.336
-33.6013;-70.5232;776.9;13.356
-33.6013;-70.5234;776.7;13.377
-33.6013;-70.5236;776.3;13.398
-33.6013;-70.5239;775.9;13.42
-33.6013;-70.5241;775.4;13.442
-33.6013;-70.5243;775.3;13.46
-33.6013;-70.5246;775.2;13.483
-33.6013;-70.5248;774.9;13.503
-33.6013;-70.525;774.8;13.52
-33.6013;-70.5251;774.6;13.538
-33.6013;-70.5254;774.2;13.557
-33.6013;-70.5255;773.8;13.575
-33.6014;-70.5257;773.3;13.593
-33.6014;-70.5259;773.0;13.606
-33.6014;-70.526;773.1;13.62
-33.6014;-70.5262;773.3;13.636
-33.6014;-70.5263;773.3;13.65
-33.6015;-70.5265;772.9;13.664
-33.6016;-70.5266;772.5;13.677
-33.6017;-70.5267;771.9;13.691
-33.6018;-70.5267;771.9;13.703
-33.6019;-70.5267;771.7;13.719
-33.6021;-70.5267;771.6;13.732
-33.6022;-70.5267;771.5;13.745
-33.6023;-70.5267;771.3;13.76
-33.6024;-70.5266;771.4;13.775
-33.6025;-70.5264;771.8;13.79
-33.6026;-70.5263;772.4;13.806
-33.6026;-70.5262;773.0;13.82
-33.6026;-70.526;773.6;13.835
-33.6026;-70.5258;774.1;13.852
-33.6025;-70.5256;773.5;13.87
-33.6025;-70.5255;772.8;13.886
-33.6025;-70.5253;772.0;13.902
-33.6024;-70.5251;771.2;13.92
-33.6024;-70.5249;770.7;13.938
-33.6023;-70.5248;770.5;13.955
-33.6023;-70.5246;770.4;13.971
-33.6023;-70.5244;770.3;13.986
-33.6023;-70.5243;770.2;14.001
-33.6024;-70.5241;770.2;14.015
-33.6025;-70.524;770.2;14.029
-33.6026;-70.5239;771.4;14.045
-33.6027;-70.5238;772.4;14.059
-33.6028;-70.5237;773.7;14.075
-33.6029;-70.5237;774.9;14.091
-33.6031;-70.5236;775.8;14.106
-33.6032;-70.5235;776.5;14.12
-33.6033;-70.5234;777.2;14.134
-33.6034;-70.5234;776.9;14.148
-33.6035;-70.5233;776.0;14.162
-33.6036;-70.5232;775.1;14.176
-33.6037;-70.5231;774.2;14.189
-33.6037;-70.523;773.3;14.202
-33.6038;-70.5228;772.3;14.215
-33.6038;-70.5227;771.3;14.229
-33.6039;-70.5226;770.4;14.242
-33.6039;-70.5224;769.9;14.255
-33.6039;-70.5223;770.0;14.269
-33.6039;-70.5221;770.3;14.282
-33.6038;-70.522;770.5;14.295
-33.6038;-70.5219;770.8;14.308
-33.6037;-70.5218;771.2;14.321
-33.6036;-70.5217;771.6;14.335
-33.6035;-70.5216;772.7;14.348
-33.6034;-70.5215;773.9;14.361
-33.6034;-70.5214;775.3;14.375
-33.6033;-70.5213;775.9;14.388
-33.6032;-70.5212;776.4;14.402
-33.6031;-70.5211;776.8;14.414
-33.603;-70.521;777.1;14.427
-33.6029;-70.5209;777.3;14.44
-33.6028;-70.5209;777.3;14.452
-33.6027;-70.5208;777.3;14.465
-33.6026;-70.5207;777.3;14.478
-33.6025;-70.5206;777.3;14.491
-33.6024;-70.5205;777.6;14.504
-33.6024;-70.5204;778.1;14.516
-33.6023;-70.5203;778.6;14.529
-33.6022;-70.5202;779.1;14.543
-33.6021;-70.5201;779.5;14.556
-33.602;-70.52;779.9;14.57
-33.602;-70.5199;780.1;14.583
-33.6019;-70.5198;780.2;14.596
-33.6019;-70.5197;780.3;14.607
-33.6018;-70.5196;780.3;14.618
-33.6018;-70.5195;780.2;14.628
-33.6017;-70.5194;780.1;14.639
-33.6016;-70.5193;780.1;14.651
-33.6016;-70.5192;780.4;14.661
-33.6014;-70.5192;781.0;14.679
-33.6013;-70.5193;781.3;14.689
-33.6012;-70.5193;781.6;14.701
-33.6011;-70.5194;781.9;14.713
-33.6011;-70.5195;782.0;14.725
-33.6011;-70.5197;782.0;14.736
-33.6011;-70.5198;781.9;14.748
-33.6012;-70.5199;781.9;14.76
-33.6012;-70.5201;781.7;14.773
-33.6012;-70.5202;781.3;14.786
-33.6012;-70.5203;781.0;14.799
-33.6012;-70.5205;780.7;14.811
-33.6012;-70.5206;780.4;14.823
-33.6012;-70.5207;780.0;14.834
-33.6012;-70.5208;779.7;14.846
-33.6012;-70.521;779.3;14.858
-33.6012;-70.5211;778.9;14.869
-33.6012;-70.5212;778.5;14.88
-33.6012;-70.5213;778.1;14.891
-33.6012;-70.5214;777.7;14.901
-33.6012;-70.5215;777.4;14.911
-33.6012;-70.5217;777.0;14.921
-33.6012;-70.5219;776.8;14.94
-33.6012;-70.5221;776.6;14.959
-33.6012;-70.5222;776.4;14.975
-33.6012;-70.5224;776.2;14.99
-33.6012;-70.5225;776.1;15.002
-33.6012;-70.5226;776.3;15.012
-33.6012;-70.5228;776.5;15.024
-33.6013;-70.5229;776.6;15.035
-33.6013;-70.523;776.8;15.05
-33.6013;-70.5233;777.0;15.07
-33.6013;-70.5234;776.9;15.081
-33.6013;-70.5235;776.6;15.091
-33.6013;-70.5236;776.4;15.101
-33.6013;-70.5237;776.2;15.112
-33.6013;-70.5238;776.1;15.123
-33.6013;-70.5239;775.9;15.135
-33.6013;-70.5241;775.6;15.147
-33.6013;-70.5242;775.4;15.158
-33.6013;-70.5243;775.4;15.171
-33.6013;-70.5245;775.5;15.183
-33.6013;-70.5246;775.4;15.197
-33.6013;-70.5248;775.2;15.21
-33.6013;-70.5249;775.2;15.225
-33.6013;-70.5251;775.0;15.239
-33.6013;-70.5252;774.6;15.253
-33.6013;-70.5254;774.3;15.266
-33.6013;-70.5255;773.8;15.28
-33.6014;-70.5257;773.4;15.295
-33.6014;-70.5258;772.9;15.31
-33.6014;-70.526;773.0;15.322
-33.6014;-70.5261;773.2;15.335
-33.6014;-70.5262;773.2;15.348
-33.6014;-70.5264;773.1;15.36
-33.6015;-70.5265;772.9;15.373
-33.6016;-70.5266;772.5;15.386
-33.6017;-70.5267;772.0;15.399
-33.6018;-70.5267;771.9;15.412
-33.6019;-70.5268;771.8;15.424
-33.602;-70.5268;771.7;15.438
-33.6021;-70.5267;771.5;15.452
-33.6022;-70.5267;771.4;15.465
-33.6024;-70.5267;771.2;15.48
-33.6025;-70.5266;771.4;15.497
-33.6026;-70.5264;772.1;15.514
-33.6027;-70.5263;772.8;15.534
-33.6026;-70.526;773.6;15.558
-33.6026;-70.5258;774.1;15.576
-33.6025;-70.5256;773.1;15.598
-33.6024;-70.5254;772.2;15.617
-33.6023;-70.5253;771.4;15.634
-33.6023;-70.5251;770.9;15.649
-33.6023;-70.525;770.5;15.663
-33.6023;-70.5248;770.4;15.677
-33.6023;-70.5247;770.4;15.692
-33.6023;-70.5245;770.3;15.706
-33.6023;-70.5243;770.3;15.721
-33.6024;-70.5242;770.2;15.734
-33.6024;-70.5241;770.2;15.747
-33.6025;-70.524;770.2;15.76
-33.6026;-70.5239;771.3;15.773
-33.6027;-70.5238;772.4;15.787
-33.6028;-70.5237;773.5;15.802
-33.6029;-70.5237;774.7;15.817
-33.603;-70.5236;775.6;15.831
-33.6032;-70.5235;776.5;15.846
-33.6033;-70.5235;777.2;15.86
-33.6034;-70.5234;777.1;15.872
-33.6035;-70.5233;776.3;15.886
-33.6035;-70.5232;775.4;15.899
-33.6036;-70.5231;774.5;15.913
-33.6037;-70.523;773.7;15.925
-33.6037;-70.5229;772.8;15.938
-33.6038;-70.5227;771.9;15.951
-33.6038;-70.5226;771.0;15.965
-33.6038;-70.5224;770.5;15.979
-33.6038;-70.5223;770.7;15.994
-33.6038;-70.5221;770.8;16.009
-33.6037;-70.522;771.0;16.023
-33.6037;-70.5218;771.3;16.037
-33.6036;-70.5217;771.6;16.051
-33.6036;-70.5216;772.5;16.065
-33.6035;-70.5215;773.6;16.078
-33.6034;-70.5214;774.9;16.091
-33.6033;-70.5213;775.6;16.106
-33.6031;-70.5212;776.1;16.12
-33.603;-70.5212;776.3;16.133
-33.6029;-70.5211;776.6;16.147
-33.6029;-70.521;776.8;16.16
-33.6028;-70.5209;776.9;16.173
-33.6027;-70.5208;776.9;16.187
-33.6026;-70.5207;777.0;16.201
-33.6025;-70.5206;777.1;16.214
-33.6024;-70.5205;777.7;16.228
-33.6023;-70.5204;778.3;16.242
-33.6022;-70.5203;778.8;16.256
-33.6021;-70.5202;779.4;16.271
-33.6021;-70.52;779.8;16.285
-33.602;-70.5199;780.1;16.297
-33.6019;-70.5198;780.2;16.309
-33.6019;-70.5197;780.3;16.322
-33.6019;-70.5196;780.3;16.334
-33.6018;-70.5195;780.3;16.346
-33.6018;-70.5194;780.2;16.357
-33.6017;-70.5193;780.1;16.367
-33.6016;-70.5192;780.2;16.378
-33.6015;-70.5192;780.6;16.39
-33.6014;-70.5193;781.0;16.402
-33.6013;-70.5193;781.4;16.413
-33.6012;-70.5193;781.8;16.427
-33.6011;-70.5194;782.1;16.44
-33.601;-70.5195;782.3;16.451
-33.601;-70.5197;782.4;16.472
-33.601;-70.5199;782.3;16.489
-33.6011;-70.5201;781.9;16.507
-33.6011;-70.5203;781.3;16.527
-33.6011;-70.5205;780.7;16.545
-33.6012;-70.5207;780.1;16.564
-33.6012;-70.5209;779.6;16.58
-33.6012;-70.5211;779.0;16.596
-33.6012;-70.5213;778.3;16.615
-33.6012;-70.5215;777.7;16.633
-33.6012;-70.5216;777.1;16.65
-33.6012;-70.5218;776.8;16.669
-33.6012;-70.522;776.6;16.687
-33.6012;-70.5222;776.4;16.704
-33.6012;-70.5224;776.2;16.72
-33.6012;-70.5226;776.3;16.741
-33.6012;-70.5228;776.8;16.761
-33.6012;-70.5231;777.1;16.782
-33.6013;-70.5233;777.4;16.802
-33.6013;-70.5235;777.1;16.824
-33.6013;-70.5237;776.7;16.845
-33.6013;-70.524;776.0;16.867
-33.6013;-70.5242;775.6;16.885
-33.6013;-70.5244;775.6;16.908
-33.6013;-70.5246;775.5;16.927
-33.6013;-70.5248;775.3;16.946
-33.6013;-70.5251;775.2;16.968
-33.6013;-70.5253;774.6;16.987
-33.6013;-70.5255;774.0;17.005
-33.6013;-70.5256;773.9;17.02
-33.6013;-70.5258;773.4;17.035
-33.6014;-70.526;773.2;17.051
-33.6014;-70.5261;773.3;17.067
-33.6014;-70.5263;773.2;17.081
-33.6015;-70.5264;773.1;17.099
-33.6016;-70.5266;772.7;17.114
-33.6017;-70.5267;772.1;17.129
-33.6018;-70.5267;771.9;17.141
-33.6019;-70.5268;771.8;17.153
-33.602;-70.5268;771.7;17.172
-33.6022;-70.5267;771.4;17.19
-33.6023;-70.5266;771.4;17.202
-33.6023;-70.5265;771.6;17.219
-33.6024;-70.5263;772.2;17.237
-33.6025;-70.5261;772.9;17.253
-33.6025;-70.526;773.2;17.266
-33.6023;-70.5258;772.9;17.287
-33.6023;-70.5257;772.2;17.301
-33.6022;-70.5256;771.7;17.314
-33.6022;-70.5254;771.3;17.329
-33.6022;-70.5252;770.8;17.343
-33.6022;-70.5251;770.4;17.359
-33.6022;-70.5249;770.2;17.374
-33.6022;-70.5248;770.2;17.388
-33.6022;-70.5246;770.3;17.403
-33.6022;-70.5245;770.3;17.418
-33.6022;-70.5243;770.3;17.432
-33.6023;-70.5242;770.3;17.446
-33.6023;-70.524;770.4;17.461
-33.6024;-70.5239;770.4;17.475
-33.6026;-70.5238;771.1;17.492
-33.6027;-70.5238;772.5;17.509
-33.6028;-70.5237;773.8;17.525
-33.603;-70.5236;775.1;17.542
-33.6031;-70.5236;776.3;17.559
-33.6033;-70.5235;777.1;17.575
-33.6034;-70.5234;777.3;17.589
-33.6035;-70.5233;776.1;17.607
-33.6036;-70.5232;775.1;17.622
-33.6036;-70.523;774.1;17.638
-33.6037;-70.5229;773.1;17.653
-33.6037;-70.5227;772.0;17.669
-33.6038;-70.5226;771.0;17.683
-33.6038;-70.5224;770.8;17.698
-33.6038;-70.5223;770.8;17.712
-33.6038;-70.5221;770.9;17.728
-33.6037;-70.5219;771.2;17.742
-33.6036;-70.5218;771.7;17.761
-33.6035;-70.5217;772.2;17.777
-33.6034;-70.5215;773.5;17.791
-33.6033;-70.5214;774.8;17.803
-33.6032;-70.5213;775.5;17.822
-33.6031;-70.5212;776.2;17.838
-33.603;-70.5211;776.5;17.853
-33.6029;-70.521;776.8;17.871
-33.6027;-70.5209;777.0;17.889
-33.6026;-70.5208;776.8;17.906
-33.6025;-70.5207;776.9;17.923
-33.6024;-70.5205;777.5;17.937
-33.6023;-70.5204;778.1;17.95
-33.6022;-70.5203;778.7;17.965
-33.6021;-70.5202;779.2;17.981
-33.6021;-70.5201;779.7;17.995
-33.602;-70.52;780.0;18.008
-33.6019;-70.5199;780.2;18.02
-33.6019;-70.5197;780.3;18.034
-33.6019;-70.5196;780.3;18.044
-33.6018;-70.5195;780.3;18.056
-33.6017;-70.5194;780.2;18.067
-33.6017;-70.5193;780.0;18.078
-33.6016;-70.5192;780.2;18.089
-33.6015;-70.5192;780.5;18.1
-33.6013;-70.5192;781.2;18.119
-33.6012;-70.5193;781.6;18.132
-33.6011;-70.5193;781.9;18.144
-33.6011;-70.5194;782.1;18.157
-33.601;-70.5195;782.3;18.167
-33.601;-70.5197;782.4;18.18
-33.601;-70.5198;782.4;18.194
-33.601;-70.52;782.4;18.207
-33.601;-70.5202;781.9;18.225
-33.601;-70.5204;781.4;18.243
-33.6011;-70.5205;780.9;18.26
-33.6011;-70.5207;780.3;18.279
-33.6011;-70.521;779.4;18.301
-33.6012;-70.5212;778.6;18.322
-33.6012;-70.5214;777.9;18.341
-33.6012;-70.5216;777.3;18.357
-33.6012;-70.5218;776.9;18.375
-33.6012;-70.5219;776.7;18.392
-33.6012;-70.5222;776.4;18.412
-33.6013;-70.5224;776.1;18.432
-33.6013;-70.5226;776.0;18.453
-33.6013;-70.5228;776.2;18.472
-33.6013;-70.523;776.4;18.493
-33.6013;-70.5232;776.6;18.513
-33.6013;-70.5234;776.9;18.533
-33.6013;-70.5237;776.5;18.553
-33.6013;-70.5239;776.2;18.573
-33.6013;-70.5241;775.8;18.592
-33.6013;-70.5243;775.5;18.616
-33.6013;-70.5246;775.4;18.636
-33.6013;-70.5248;775.2;18.654
-33.6013;-70.525;775.2;18.673
-33.6013;-70.5252;774.9;18.691
-33.6013;-70.5253;774.7;18.709
-33.6013;-70.5255;774.1;18.727
-33.6013;-70.5257;773.8;18.742
-33.6013;-70.5259;773.6;18.757
-33.6014;-70.526;773.5;18.773
-33.6014;-70.5262;773.3;18.788
-33.6015;-70.5264;773.0;18.806
-33.6015;-70.5265;772.5;18.819
-33.6017;-70.5266;771.8;18.836
-33.6018;-70.5267;771.8;18.855
-33.6019;-70.5267;771.7;18.869
-33.602;-70.5267;771.6;18.882
-33.6022;-70.5267;771.4;18.895
-33.6023;-70.5266;771.4;18.91
-33.6024;-70.5265;771.6;18.923
-33.6024;-70.5264;772.0;18.938
-33.6025;-70.5263;772.5;18.951
-33.6026;-70.5261;773.1;18.967
-33.6025;-70.5259;773.7;18.985
-33.6025;-70.5257;773.6;19.001
-33.6024;-70.5255;772.4;19.022
-33.6024;-70.5254;771.7;19.04
-33.6023;-70.5252;771.2;19.054
-33.6023;-70.525;770.7;19.069
-33.6023;-70.5249;770.4;19.083
-33.6023;-70.5247;770.4;19.097
-33.6023;-70.5246;770.4;19.11
-33.6023;-70.5245;770.3;19.123
-33.6023;-70.5243;770.3;19.137
-33.6023;-70.5242;770.2;19.151
-33.6023;-70.524;770.4;19.164
-33.6024;-70.5239;770.4;19.178
-33.6025;-70.5238;770.6;19.193
-33.6026;-70.5237;772.0;19.208
-33.6028;-70.5237;773.4;19.225
-33.6029;-70.5236;774.6;19.242
-33.6031;-70.5235;775.6;19.257
-33.6032;-70.5235;776.4;19.272
-33.6033;-70.5234;776.9;19.286
-33.6034;-70.5233;776.6;19.302
-33.6035;-70.5232;775.7;19.317
-33.6036;-70.5231;774.8;19.331
-33.6037;-70.523;773.8;19.345
-33.6038;-70.5229;772.8;19.358
-33.6038;-70.5228;772.0;19.372
-33.6038;-70.5226;771.1;19.385
-33.6038;-70.5225;770.4;19.399
-33.6038;-70.5223;770.5;19.412
-33.6038;-70.5222;770.6;19.426
-33.6038;-70.5221;770.9;19.44
-33.6037;-70.5219;771.2;19.453
-33.6037;-70.5218;771.5;19.468
-33.6036;-70.5217;771.9;19.482
-33.6035;-70.5215;773.1;19.496
-33.6034;-70.5214;774.3;19.508
