Time (s),2. Iq A (0.0625),,Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),1. Id A (0.0625),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Id A (0.0625),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),2. Velocity RPM (1),,Time (s),2. Torque % of peak (0.1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),0x0081_Unit_in_pre-operational  ,,Time (s),2. Target Iq A (0.0625),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),2. Current A(RMS) (1),,Time (s),2. Target Id A (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Uq V (0.0625),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),2. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),2. Torque actual value Nm (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),2. Throttle Input Voltage V (0.00390625),,Time (s),2. statusword  (1),,Time (s),1. Ud V (0.0625),,Time (s),1. controlword - right motor  (1),,Time (s),1. Target Iq A (0.0625),,Time (s),2. Ud V (0.0625),,Time (s),1. Iq A (0.0625),,
879.4423,0.0,,879.4408,0,,879.4411,0.0,,879.4406,0.0,,879.4411,-0.375,,879.4406,650,,879.4424,-0.3125,,879.442,106.0,,879.4407,0.0,,879.4422,0.0,,879.4408,0,,879.4409,0.0,,879.4419,0,,879.4419,0.0,,879.4419,1079,,879.4406,650,,0.0,0,,879.4423,0.0,,879.4406,1039,,879.4419,0.0,,879.4406,0.0,,879.4422,0,,879.4424,0.0,,879.4407,106.0,,879.4407,28,,879.442,28,,879.4409,0.0,,879.4408,0.0,,879.4423,0.0,,879.442,0.0,,879.4419,0,,879.4423,0.0,,879.4411,1.34375,,879.4424,0.0,,879.4419,1079,,879.4411,0.0,,879.4406,1039,,879.4409,0.0,,879.4424,0.0,,879.4409,-1.0,,
879.4623,1.0625,,879.4609,0,,879.4612,0.0,,879.4607,0.0,,879.4612,0.0,,879.4607,650,,879.4624,1.1875,,879.462,105.9375,,879.4608,0.0,,879.4621,0.0,,879.4609,0,,879.461,0.0,,879.4619,0,,879.4619,0.0,,879.4619,1079,,879.4607,650,,284.653,"0x4681 (0x00 0x00 0x00)",,879.4623,0.0,,879.4607,1039,,879.4619,0.0,,879.4607,0.0,,879.4621,0,,879.4624,0.0,,879.4608,106.0625,,879.4608,28,,879.462,28,,879.461,0.0,,879.4609,0.0,,879.4623,0.0,,879.462,0.0,,879.4619,0,,879.4623,0.0,,879.4612,1.34375,,879.4624,0.0,,879.4619,1079,,879.4612,0.0,,879.4607,1039,,879.461,0.0,,879.4624,0.0,,879.461,0.0,,
879.4822,-0.625,,879.4808,0,,879.4811,0.0,,879.4806,0.0,,879.4811,0.125,,879.4806,650,,879.4823,-1.3125,,879.482,105.875,,879.4807,0.0,,879.4821,0.0,,879.4808,0,,879.4809,0.0,,879.4819,0,,879.4819,0.0,,879.4819,1079,,879.4806,650,,284.653,0,,879.4822,0.0,,879.4806,1039,,879.4819,0.0,,879.4806,0.0,,879.4821,0,,879.4823,0.0,,879.4807,106.0625,,879.4807,28,,879.482,28,,879.4809,0.0,,879.4808,0.0,,879.4822,0.0,,879.482,0.0,,879.4819,0,,879.4822,0.0,,879.4811,1.32421875,,879.4823,0.0,,879.4819,1079,,879.4811,0.0,,879.4806,1039,,879.4809,0.0,,879.4823,0.0,,879.4809,-0.625,,
879.5023,-0.25,,879.5008,0,,879.501,0.0,,879.5006,0.0,,879.501,-0.9375,,879.5006,650,,879.5024,-0.6875,,879.502,105.9375,,879.5007,0.0,,879.5021,0.0,,879.5008,0,,879.5009,0.0,,879.5019,0,,879.5019,0.0,,879.5019,1079,,879.5006,650,,284.653,1,,879.5023,0.0,,879.5006,1039,,879.5019,0.0,,879.5006,0.0,,879.5021,0,,879.5024,0.0,,879.5007,106.0625,,879.5007,28,,879.502,28,,879.5009,0.0,,879.5008,0.0,,879.5023,0.0,,879.502,0.0,,879.5019,0,,879.5023,0.0,,879.501,1.33203125,,879.5024,0.0,,879.5019,1079,,879.501,0.0,,879.5006,1039,,879.5009,0.0,,879.5024,0.0,,879.5009,-0.75,,
879.5223,-0.0625,,879.5209,0,,879.5211,0.0,,879.5206,0.0,,879.5211,-0.8125,,879.5206,650,,879.5224,-0.1875,,879.522,105.9375,,879.5207,0.0,,879.5222,0.0,,879.5209,0,,879.521,0.0,,879.5219,0,,879.5219,0.0,,879.5219,1079,,879.5206,650,,824.6595,1,,879.5223,0.0,,879.5206,1039,,879.5219,0.0,,879.5206,0.0,,879.5222,0,,879.5224,0.0,,879.5207,106.0625,,879.5207,28,,879.522,28,,879.521,0.0,,879.5209,0.0,,879.5223,0.0,,879.522,0.0,,879.5219,0,,879.5223,0.0,,879.5211,1.3515625,,879.5224,0.0,,879.5219,1079,,879.5211,0.0,,879.5206,1039,,879.521,0.0,,879.5224,0.0,,879.521,-1.375,,
879.5423,-0.9375,,879.5408,0,,879.5411,0.0,,879.5406,0.0,,879.5411,0.0,,879.5406,650,,879.5424,-0.75,,879.542,105.9375,,879.5407,0.0,,879.5421,0.0,,879.5408,0,,879.541,0.0,,879.5419,0,,879.5419,0.0,,879.5419,1079,,879.5406,650,,824.6595,0,,879.5423,0.0,,879.5406,1039,,879.5419,0.0,,879.5406,0.0,,879.5421,0,,879.5424,0.0,,879.5407,106.0625,,879.5407,28,,879.542,28,,879.541,0.0,,879.5408,0.0,,879.5423,0.0,,879.542,0.0,,879.5419,0,,879.5423,0.0,,879.5411,1.32421875,,879.5424,0.0,,879.5419,1079,,879.5411,0.0,,879.5406,1039,,879.541,0.0,,879.5424,0.0,,879.541,0.0,,
879.5623,0.3125,,879.5609,0,,879.5611,0.0,,879.5606,0.0,,879.5611,0.375,,879.5606,650,,879.5624,0.25,,879.562,105.9375,,879.5607,0.0,,879.5622,0.0,,879.5609,0,,879.561,0.0,,879.5619,0,,879.5619,0.0,,879.5619,1079,,879.5606,650,,928.9237,0,,879.5623,0.0,,879.5606,1039,,879.5619,0.0,,879.5606,0.0,,879.5622,0,,879.5624,0.0,,879.5607,106.125,,879.5607,28,,879.562,28,,879.561,0.0,,879.5609,0.0,,879.5623,0.0,,879.562,0.0,,879.5619,0,,879.5623,0.0,,879.5611,1.3515625,,879.5624,0.0,,879.5619,1079,,879.5611,0.0,,879.5606,1039,,879.561,0.0,,879.5624,0.0,,879.561,0.875,,
879.5823,0.125,,879.5808,0,,879.581,0.0,,879.5806,0.0,,879.581,-0.375,,879.5806,650,,879.5824,0.8125,,879.5821,105.9375,,879.5807,0.0,,879.5822,0.0,,879.5808,0,,879.5809,0.0,,879.5819,0,,879.5819,0.0,,879.5819,1079,,879.5806,650,,1066.9959,0,,879.5823,0.0,,879.5806,1039,,879.5819,0.0,,879.5806,0.0,,879.5822,0,,879.5824,0.0,,879.5807,106.0625,,879.5807,28,,879.5821,28,,879.5809,0.0,,879.5808,0.0,,879.5823,0.0,,879.5821,0.0,,879.5819,0,,879.5823,0.0,,879.581,1.33203125,,879.5824,0.0,,879.5819,1079,,879.581,0.0,,879.5806,1039,,879.5809,0.0,,879.5824,0.0,,879.5809,-1.0,,
879.6023,0.3125,,879.6008,0,,879.6011,0.0,,879.6006,0.0,,879.6011,-0.25,,879.6006,650,,879.6024,0.25,,879.602,105.9375,,879.6007,0.0,,879.6022,0.0,,879.6008,0,,879.6009,0.0,,879.6019,0,,879.6019,0.0,,879.6019,1079,,879.6006,650,,,,,879.6023,0.0,,879.6006,1039,,879.6019,0.0,,879.6006,0.0,,879.6022,0,,879.6024,0.0,,879.6007,106.0625,,879.6007,28,,879.602,28,,879.6009,0.0,,879.6008,0.0,,879.6023,0.0,,879.602,0.0,,879.6019,0,,879.6023,0.0,,879.6011,1.28125,,879.6024,0.0,,879.6019,1079,,879.6011,0.0,,879.6006,1039,,879.6009,0.0,,879.6024,0.0,,879.6009,1.6875,,
879.6224,-0.125,,879.6211,0,,879.6213,0.0,,879.6208,0.0,,879.6213,-0.375,,879.6208,650,,879.6225,1.375,,879.6221,105.9375,,879.621,0.0,,879.6223,0.0,,879.6211,0,,879.6212,0.0,,879.6221,0,,879.6221,0.0,,879.6221,1079,,879.6208,650,,,,,879.6224,0.0,,879.6208,1039,,879.6221,0.0,,879.6208,0.0,,879.6223,0,,879.6225,0.0,,879.621,106.0,,879.621,28,,879.6221,28,,879.6212,0.0,,879.6211,0.0,,879.6224,0.0,,879.6221,0.0,,879.6221,0,,879.6224,0.0,,879.6213,1.2734375,,879.6225,0.0,,879.6221,1079,,879.6213,0.0,,879.6208,1039,,879.6212,0.0,,879.6225,0.0,,879.6212,-1.0,,
879.6424,-0.4375,,879.6408,0,,879.6411,0.0,,879.6406,0.0,,879.6411,-0.8125,,879.6406,650,,879.6425,-0.6875,,879.6422,105.9375,,879.6407,0.0,,879.6423,0.0,,879.6408,0,,879.6409,0.0,,879.6421,0,,879.6421,0.0,,879.6421,1079,,879.6406,650,,,,,879.6424,0.0,,879.6406,1039,,879.6421,0.0,,879.6406,0.0,,879.6423,0,,879.6425,0.0,,879.6407,106.0625,,879.6407,28,,879.6422,28,,879.6409,0.0,,879.6408,0.0,,879.6424,0.0,,879.6422,0.0,,879.6421,0,,879.6424,0.0,,879.6411,1.296875,,879.6425,0.0,,879.6421,1079,,879.6411,0.0,,879.6406,1039,,879.6409,0.0,,879.6425,0.0,,879.6409,-1.375,,
879.6624,0.3125,,879.6611,0,,879.6614,0.0,,879.6608,0.0,,879.6614,1.375,,879.6608,650,,879.6626,0.25,,879.6621,105.875,,879.661,0.0,,879.6623,0.0,,879.6611,0,,879.6612,0.0,,879.6621,0,,879.6621,0.0,,879.6621,1079,,879.6608,650,,,,,879.6624,0.0,,879.6608,1039,,879.6621,0.0,,879.6608,0.0,,879.6623,0,,879.6626,0.0,,879.661,106.125,,879.661,28,,879.6621,28,,879.6612,0.0,,879.6611,0.0,,879.6624,0.0,,879.6621,0.0,,879.6621,0,,879.6624,0.0,,879.6614,1.32421875,,879.6626,0.0,,879.6621,1079,,879.6614,0.0,,879.6608,1039,,879.6612,0.0,,879.6626,0.0,,879.6612,1.875,,
879.6824,0.125,,879.6808,0,,879.6811,0.0,,879.6806,0.0,,879.6811,-0.125,,879.6806,650,,879.6825,0.8125,,879.6822,105.9375,,879.6807,0.0,,879.6823,0.0,,879.6808,0,,879.6809,0.0,,879.682,0,,879.682,0.0,,879.682,1079,,879.6806,650,,,,,879.6824,0.0,,879.6806,1039,,879.682,0.0,,879.6806,0.0,,879.6823,0,,879.6825,0.0,,879.6807,106.125,,879.6807,28,,879.6822,28,,879.6809,0.0,,879.6808,0.0,,879.6824,0.0,,879.6822,0.0,,879.682,0,,879.6824,0.0,,879.6811,1.2734375,,879.6825,0.0,,879.682,1079,,879.6811,0.0,,879.6806,1039,,879.6809,0.0,,879.6825,0.0,,879.6809,0.5,,
879.7024,0.3125,,879.7008,0,,879.701,0.0,,879.7006,0.0,,879.701,0.375,,879.7006,650,,879.7025,0.25,,879.7021,105.9375,,879.7007,0.0,,879.7023,0.0,,879.7008,0,,879.7009,0.0,,879.7021,0,,879.7021,0.0,,879.7021,1079,,879.7006,650,,,,,879.7024,0.0,,879.7006,1039,,879.7021,0.0,,879.7006,0.0,,879.7023,0,,879.7025,0.0,,879.7007,106.0625,,879.7007,28,,879.7021,28,,879.7009,0.0,,879.7008,0.0,,879.7024,0.0,,879.7021,0.0,,879.7021,0,,879.7024,0.0,,879.701,1.28125,,879.7025,0.0,,879.7021,1079,,879.701,0.0,,879.7006,1039,,879.7009,0.0,,879.7025,0.0,,879.7009,0.875,,
879.7224,0.125,,879.7211,0,,879.7213,0.0,,879.7208,0.0,,879.7213,-0.4375,,879.7208,650,,879.7225,0.8125,,879.7222,105.9375,,879.721,0.0,,879.7223,0.0,,879.7211,0,,879.7212,0.0,,879.722,0,,879.722,0.0,,879.722,1079,,879.7208,650,,,,,879.7224,0.0,,879.7208,1039,,879.722,0.0,,879.7208,0.0,,879.7223,0,,879.7225,0.0,,879.721,106.0625,,879.721,28,,879.7222,28,,879.7212,0.0,,879.7211,0.0,,879.7224,0.0,,879.7222,0.0,,879.722,0,,879.7224,0.0,,879.7213,1.296875,,879.7225,0.0,,879.722,1079,,879.7213,0.0,,879.7208,1039,,879.7212,0.0,,879.7225,0.0,,879.7212,-0.375,,
879.7424,0.3125,,879.7409,0,,879.7412,0.0,,879.7406,0.0,,879.7412,0.375,,879.7406,650,,879.7425,0.25,,879.7421,105.9375,,879.7408,0.0,,879.7423,0.0,,879.7409,0,,879.741,0.0,,879.7421,0,,879.7421,0.0,,879.7421,1079,,879.7406,650,,,,,879.7424,0.0,,879.7406,1039,,879.7421,0.0,,879.7406,0.0,,879.7423,0,,879.7425,0.0,,879.7408,106.0625,,879.7408,28,,879.7421,28,,879.741,0.0,,879.7409,0.0,,879.7424,0.0,,879.7421,0.0,,879.7421,0,,879.7424,0.0,,879.7412,1.33203125,,879.7425,0.0,,879.7421,1079,,879.7412,0.0,,879.7406,1039,,879.741,0.0,,879.7425,0.0,,879.741,0.875,,
879.7624,-0.125,,879.7612,0,,879.7615,0.0,,879.761,0.0,,879.7615,-0.375,,879.761,650,,879.7625,1.375,,879.7622,106.0,,879.7611,0.0,,879.7623,0.0,,879.7612,0,,879.7613,0.0,,879.762,0,,879.762,0.0,,879.762,1079,,879.761,650,,,,,879.7624,0.0,,879.761,1039,,879.762,0.0,,879.761,0.0,,879.7623,0,,879.7625,0.0,,879.7611,106.0625,,879.7611,28,,879.7622,28,,879.7613,0.0,,879.7612,0.0,,879.7624,0.0,,879.7622,0.0,,879.762,0,,879.7624,0.0,,879.7615,1.34375,,879.7625,0.0,,879.762,1079,,879.7615,0.0,,879.761,1039,,879.7613,0.0,,879.7625,0.0,,879.7613,-1.0,,
879.7824,0.8125,,879.781,0,,879.7812,0.0,,879.7808,0.0,,879.7812,-0.125,,879.7808,650,,879.7825,3.3125,,879.7821,105.9375,,879.7808,0.0,,879.7823,0.0,,879.781,0,,879.7811,0.0,,879.7821,0,,879.7821,0.0,,879.7821,1079,,879.7808,650,,,,,879.7824,0.0,,879.7808,1039,,879.7821,0.0,,879.7808,0.0,,879.7823,0,,879.7825,0.0,,879.7808,106.0625,,879.7808,28,,879.7821,28,,879.7811,0.0,,879.781,0.0,,879.7824,0.0,,879.7821,0.0,,879.7821,0,,879.7824,0.0,,879.7812,1.32421875,,879.7825,0.0,,879.7821,1079,,879.7812,0.0,,879.7808,1039,,879.7811,0.0,,879.7825,0.0,,879.7811,0.5,,
879.8023,-0.0625,,879.801,0,,879.8013,0.0,,879.8007,0.0,,879.8013,0.9375,,879.8007,650,,879.8025,-0.1875,,879.8021,105.9375,,879.8009,0.0,,879.8022,0.0,,879.801,0,,879.8011,0.0,,879.802,0,,879.802,0.0,,879.802,1079,,879.8007,650,,,,,879.8023,0.0,,879.8007,1039,,879.802,0.0,,879.8007,0.0,,879.8022,0,,879.8025,0.0,,879.8009,106.0625,,879.8009,28,,879.8021,28,,879.8011,0.0,,879.801,0.0,,879.8023,0.0,,879.8021,0.0,,879.802,0,,879.8023,0.0,,879.8013,1.34375,,879.8025,0.0,,879.802,1079,,879.8013,0.0,,879.8007,1039,,879.8011,0.0,,879.8025,0.0,,879.8011,0.6875,,
879.8224,-0.4375,,879.8212,0,,879.8214,0.0,,879.821,0.0,,879.8214,0.375,,879.821,650,,879.8225,-0.6875,,879.8221,105.9375,,879.8211,0.0,,879.8223,0.0,,879.8212,0,,879.8213,0.0,,879.822,0,,879.822,0.0,,879.822,1079,,879.821,650,,,,,879.8224,0.0,,879.821,1039,,879.822,0.0,,879.821,0.0,,879.8223,0,,879.8225,0.0,,879.8211,106.125,,879.8211,28,,879.8221,28,,879.8213,0.0,,879.8212,0.0,,879.8224,0.0,,879.8221,0.0,,879.822,0,,879.8224,0.0,,879.8214,1.34375,,879.8225,0.0,,879.822,1079,,879.8214,0.0,,879.821,1039,,879.8213,0.0,,879.8225,0.0,,879.8213,0.875,,
879.8423,0.0625,,879.841,0,,879.8413,0.0,,879.8407,0.0,,879.8413,-0.1875,,879.8407,650,,879.8425,2.4375,,879.8421,106.0,,879.8409,0.0,,879.8422,0.0,,879.841,0,,879.8411,0.0,,879.842,0,,879.842,0.0,,879.842,1079,,879.8407,650,,,,,879.8423,0.0,,879.8407,1039,,879.842,0.0,,879.8407,0.0,,879.8422,0,,879.8425,0.0,,879.8409,106.0625,,879.8409,28,,879.8421,28,,879.8411,0.0,,879.841,0.0,,879.8423,0.0,,879.8421,0.0,,879.842,0,,879.8423,0.0,,879.8413,1.34375,,879.8425,0.0,,879.842,1079,,879.8413,0.0,,879.8407,1039,,879.8411,0.0,,879.8425,0.0,,879.8411,1.125,,
879.8624,0.3125,,879.8612,0,,879.8615,0.0,,879.861,0.0,,879.8615,0.4375,,879.861,650,,879.8625,0.25,,879.8621,106.0,,879.8611,0.0,,879.8623,0.0,,879.8612,0,,879.8614,0.0,,879.862,0,,879.862,0.0,,879.862,1079,,879.861,650,,,,,879.8624,0.0,,879.861,1039,,879.862,0.0,,879.861,0.0,,879.8623,0,,879.8625,0.0,,879.8611,106.0625,,879.8611,28,,879.8621,28,,879.8614,0.0,,879.8612,0.0,,879.8624,0.0,,879.8621,0.0,,879.862,0,,879.8624,0.0,,879.8615,1.34375,,879.8625,0.0,,879.862,1079,,879.8615,0.0,,879.861,1039,,879.8614,0.0,,879.8625,0.0,,879.8614,0.3125,,
879.8823,0.5,,879.881,0,,879.8813,0.0,,879.8807,0.0,,879.8813,-0.1875,,879.8807,650,,879.8825,1.25,,879.8821,105.9375,,879.8809,0.0,,879.8822,0.0,,879.881,0,,879.8811,0.0,,879.882,0,,879.882,0.0,,879.882,1079,,879.8807,650,,,,,879.8823,0.0,,879.8807,1039,,879.882,0.0,,879.8807,0.0,,879.8822,0,,879.8825,0.0,,879.8809,106.0,,879.8809,28,,879.8821,28,,879.8811,0.0,,879.881,0.0,,879.8823,0.0,,879.8821,0.0,,879.882,0,,879.8823,0.0,,879.8813,1.34375,,879.8825,0.0,,879.882,1079,,879.8813,0.0,,879.8807,1039,,879.8811,0.0,,879.8825,0.0,,879.8811,-2.125,,
879.9023,0.125,,879.901,0,,879.9012,0.0,,879.9007,0.0,,879.9012,0.0,,879.9007,650,,879.9024,-0.75,,879.9021,105.9375,,879.9008,0.0,,879.9022,0.0,,879.901,0,,879.9011,0.0,,879.902,0,,879.902,0.0,,879.902,1079,,879.9007,650,,,,,879.9023,0.0,,879.9007,1039,,879.902,0.0,,879.9007,0.0,,879.9022,0,,879.9024,0.0,,879.9008,105.9375,,879.9008,28,,879.9021,28,,879.9011,0.0,,879.901,0.0,,879.9023,0.0,,879.9021,0.0,,879.902,0,,879.9023,0.0,,879.9012,1.32421875,,879.9024,0.0,,879.902,1079,,879.9012,0.0,,879.9007,1039,,879.9011,0.0,,879.9024,0.0,,879.9011,0.0,,
879.9223,0.625,,879.9212,0,,879.9214,0.0,,879.9209,0.0,,879.9214,0.125,,879.9209,650,,879.9225,-1.875,,879.9221,105.875,,879.9211,0.0,,879.9222,0.0,,879.9212,0,,879.9213,0.0,,879.922,0,,879.922,0.0,,879.922,1079,,879.9209,650,,,,,879.9223,0.0,,879.9209,1039,,879.922,0.0,,879.9209,0.0,,879.9222,0,,879.9225,0.0,,879.9211,106.0625,,879.9211,28,,879.9221,28,,879.9213,0.0,,879.9212,0.0,,879.9223,0.0,,879.9221,0.0,,879.922,0,,879.9223,0.0,,879.9214,1.32421875,,879.9225,0.0,,879.922,1079,,879.9214,0.0,,879.9209,1039,,879.9213,0.0,,879.9225,0.0,,879.9213,1.25,,
879.9423,0.125,,879.9408,0,,879.9411,0.0,,879.9405,0.0,,879.9411,-0.4375,,879.9405,650,,879.9424,-0.75,,879.9421,105.9375,,879.9407,0.0,,879.9422,0.0,,879.9408,0,,879.941,0.0,,879.942,0,,879.942,0.0,,879.942,1079,,879.9405,650,,,,,879.9423,0.0,,879.9405,1039,,879.942,0.0,,879.9405,0.0,,879.9422,0,,879.9424,0.0,,879.9407,106.0625,,879.9407,28,,879.9421,28,,879.941,0.0,,879.9408,0.0,,879.9423,0.0,,879.9421,0.0,,879.942,0,,879.9423,0.0,,879.9411,1.34375,,879.9424,0.0,,879.942,1079,,879.9411,0.0,,879.9405,1039,,879.941,0.0,,879.9424,0.0,,879.941,-0.375,,
879.9623,-0.875,,879.9612,0,,879.9615,0.0,,879.961,0.0,,879.9615,0.1875,,879.961,650,,879.9625,0.4375,,879.9621,105.9375,,879.9611,0.0,,879.9622,0.0,,879.9612,0,,879.9613,0.0,,879.962,0,,879.962,0.0,,879.962,1079,,879.961,650,,,,,879.9623,0.0,,879.961,1039,,879.962,0.0,,879.961,0.0,,879.9622,0,,879.9625,0.0,,879.9611,106.0,,879.9611,28,,879.9621,28,,879.9613,0.0,,879.9612,0.0,,879.9623,0.0,,879.9621,0.0,,879.962,0,,879.9623,0.0,,879.9615,1.39453125,,879.9625,0.0,,879.962,1079,,879.9615,0.0,,879.961,1039,,879.9613,0.0,,879.9625,0.0,,879.9613,-1.1875,,
879.9823,0.125,,879.981,0,,879.9812,0.0,,879.9808,0.0,,879.9812,-0.375,,879.9808,650,,879.9824,0.8125,,879.9821,105.9375,,879.9808,0.0,,879.9822,0.0,,879.981,0,,879.9811,0.0,,879.982,0,,879.982,0.0,,879.982,1079,,879.9808,650,,,,,879.9823,0.0,,879.9808,1039,,879.982,0.0,,879.9808,0.0,,879.9822,0,,879.9824,0.0,,879.9808,106.0,,879.9808,28,,879.9821,28,,879.9811,0.0,,879.981,0.0,,879.9823,0.0,,879.9821,0.0,,879.982,0,,879.9823,0.0,,879.9812,1.39453125,,879.9824,0.0,,879.982,1079,,879.9812,0.0,,879.9808,1039,,879.9811,0.0,,879.9824,0.0,,879.9811,-1.0,,
880.0023,-0.25,,880.0009,0,,880.0012,0.0,,880.0007,0.0,,880.0012,-0.125,,880.0007,650,,880.0024,0.375,,880.002,105.9375,,880.0008,0.0,,880.0022,0.0,,880.0009,0,,880.0011,0.0,,880.002,0,,880.002,0.0,,880.002,1079,,880.0007,650,,,,,880.0023,0.0,,880.0007,1039,,880.002,0.0,,880.0007,0.0,,880.0022,0,,880.0024,0.0,,880.0008,106.0625,,880.0008,28,,880.002,28,,880.0011,0.0,,880.0009,0.0,,880.0023,0.0,,880.002,0.0,,880.002,0,,880.0023,0.0,,880.0012,1.4375,,880.0024,0.0,,880.002,1079,,880.0012,0.0,,880.0007,1039,,880.0011,0.0,,880.0024,0.0,,880.0011,-1.3125,,
880.0223,0.125,,880.0212,0,,880.0214,0.0,,880.0209,0.0,,880.0214,-0.0625,,880.0209,650,,880.0224,0.8125,,880.0221,105.9375,,880.021,0.0,,880.0222,0.0,,880.0212,0,,880.0213,0.0,,880.0219,0,,880.0219,0.0,,880.0219,1079,,880.0209,650,,,,,880.0223,0.0,,880.0209,1039,,880.0219,0.0,,880.0209,0.0,,880.0222,0,,880.0224,0.0,,880.021,106.0,,880.021,28,,880.0221,28,,880.0213,0.0,,880.0212,0.0,,880.0223,0.0,,880.0221,0.0,,880.0219,0,,880.0223,0.0,,880.0214,1.46484375,,880.0224,0.0,,880.0219,1079,,880.0214,0.0,,880.0209,1039,,880.0213,0.0,,880.0224,0.0,,880.0213,1.9375,,
880.0423,-0.4375,,880.0409,0,,880.0412,0.0,,880.0407,0.0,,880.0412,-0.25,,880.0407,650,,880.0424,-0.6875,,880.042,105.9375,,880.0408,0.0,,880.0422,0.0,,880.0409,0,,880.0411,0.0,,880.042,0,,880.042,0.0,,880.042,1079,,880.0407,650,,,,,880.0423,0.0,,880.0407,1039,,880.042,0.0,,880.0407,0.0,,880.0422,0,,880.0424,0.0,,880.0408,106.0625,,880.0408,28,,880.042,28,,880.0411,0.0,,880.0409,0.0,,880.0423,0.0,,880.042,0.0,,880.042,0,,880.0423,0.0,,880.0412,1.53515625,,880.0424,0.0,,880.042,1079,,880.0412,0.0,,880.0407,1039,,880.0411,0.0,,880.0424,0.0,,880.0411,-0.1875,,
880.0623,0.0,,880.0612,0,,880.0614,0.0,,880.0609,0.0,,880.0614,0.0,,880.0609,650,,880.0624,-1.8125,,880.0621,105.9375,,880.061,0.0,,880.0622,0.0,,880.0612,0,,880.0613,0.0,,880.0619,0,,880.0619,0.0,,880.0619,1079,,880.0609,650,,,,,880.0623,0.0,,880.0609,1039,,880.0619,0.0,,880.0609,0.0,,880.0622,0,,880.0624,0.0,,880.061,106.0,,880.061,28,,880.0621,28,,880.0613,0.0,,880.0612,0.0625,,880.0623,0.0,,880.0621,0.0,,880.0619,0,,880.0623,0.0,,880.0614,1.67578125,,880.0624,0.0,,880.0619,1079,,880.0614,0.0,,880.0609,1039,,880.0613,0.0,,880.0624,0.0,,880.0613,-1.875,,
880.0823,0.125,,880.0809,0,,880.0812,0.0,,880.0807,0.0,,880.0812,-0.8125,,880.0807,650,,880.0824,-0.75,,880.082,105.875,,880.0808,0.0,,880.0822,0.0,,880.0809,0,,880.0811,0.0,,880.082,0,,880.082,0.0,,880.082,1079,,880.0807,650,,,,,880.0823,0.0,,880.0807,1039,,880.082,0.0,,880.0807,0.0,,880.0822,0,,880.0824,0.0,,880.0808,106.0625,,880.0808,28,,880.082,28,,880.0811,-0.5,,880.0809,0.375,,880.0823,0.0,,880.082,0.0,,880.082,0,,880.0823,0.0,,880.0812,1.8515625,,880.0824,0.0,,880.082,1079,,880.0812,-0.0625,,880.0807,1039,,880.0811,0.0,,880.0824,0.0,,880.0811,0.8125,,
880.1023,0.125,,880.1009,0,,880.1012,0.0,,880.1007,0.1,,880.1012,1.0625,,880.1007,650,,880.1024,0.8125,,880.1021,105.875,,880.1008,0.0,,880.1022,0.0625,,880.1009,0,,880.101,0.125,,880.1019,0,,880.1019,0.0,,880.1019,1079,,880.1007,650,,,,,880.1023,0.0,,880.1007,1039,,880.1019,0.0,,880.1007,0.001,,880.1022,0,,880.1024,0.0,,880.1008,106.1875,,880.1008,28,,880.1021,28,,880.101,-1.1875,,880.1009,0.875,,880.1023,0.0,,880.1021,0.0,,880.1019,0,,880.1023,0.0,,880.1012,1.9921875,,880.1024,0.0,,880.1019,1079,,880.1012,-0.6875,,880.1007,1039,,880.101,0.125,,880.1024,0.0,,880.101,1.5,,
880.1223,-0.125,,880.121,0,,880.1213,0.0,,880.1207,0.5,,880.1213,0.375,,880.1207,650,,880.1224,1.375,,880.122,105.875,,880.1209,-0.0625,,880.1222,0.375,,880.121,0,,880.1211,0.4375,,880.1219,0,,880.1219,0.0,,880.1219,1079,,880.1207,650,,,,,880.1223,0.0,,880.1207,1039,,880.1219,0.0,,880.1207,0.005,,880.1222,0,,880.1224,0.0,,880.1209,106.0625,,880.1209,28,,880.122,28,,880.1211,0.3125,,880.121,1.1875,,880.1223,0.0,,880.122,0.0,,880.1219,0,,880.1223,0.0,,880.1213,2.2109375,,880.1224,0.0,,880.1219,1079,,880.1213,-0.25,,880.1207,1039,,880.1211,0.5625,,880.1224,-0.8125,,880.1211,-0.9375,,
