Time (s),2. Iq A (0.0625),,Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),1. Id A (0.0625),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Id A (0.0625),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),2. Velocity RPM (1),,Time (s),2. Torque % of peak (0.1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),0x0081_Unit_in_pre-operational  ,,Time (s),2. Target Iq A (0.0625),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),2. Current A(RMS) (1),,Time (s),2. Target Id A (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Uq V (0.0625),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),2. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),2. Torque actual value Nm (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),2. Throttle Input Voltage V (0.00390625),,Time (s),2. statusword  (1),,Time (s),1. Ud V (0.0625),,Time (s),1. controlword - right motor  (1),,Time (s),1. Target Iq A (0.0625),,Time (s),2. Ud V (0.0625),,Time (s),1. Iq A (0.0625),,
894.7727,3.9375,,894.7707,8,,894.771,0.0,,894.7705,9.4,,894.771,-0.4375,,894.7705,650,,894.7728,-5.0625,,894.7724,105.1875,,894.7706,2.875,,894.7725,7.5,,894.7707,647,,894.7709,7.5625,,894.7723,648,,894.7723,8.200000000000001,,894.7723,2103,,894.7705,650,,,,,894.7727,7.9375,,894.7705,17423,,894.7723,0.082,,894.7705,0.094,,894.7725,4,,894.7728,0.0,,894.7706,105.3125,,894.7706,28,,894.7724,28,,894.7709,24.25,,894.7707,7.5625,,894.7727,25.25,,894.7724,2.9375,,894.7723,648,,894.7727,6.5625,,894.771,4.453125,,894.7728,0.0,,894.7723,2103,,894.771,-7.3125,,894.7705,17423,,894.7709,9.125,,894.7728,0.1875,,894.7709,8.875,,
894.7927,8.9375,,894.7907,7,,894.791,0.0,,894.7904,9.4,,894.791,-0.125,,894.7904,650,,894.7928,-1.0,,894.7924,105.125,,894.7906,3.375,,894.7926,7.5,,894.7907,647,,894.7908,7.5,,894.7923,648,,894.7923,9.3,,894.7923,2103,,894.7904,650,,,,,894.7927,9.0,,894.7904,17423,,894.7923,0.093,,894.7904,0.094,,894.7926,8,,894.7928,0.0,,894.7906,105.25,,894.7906,28,,894.7924,28,,894.7908,26.1875,,894.7907,7.5,,894.7927,24.1875,,894.7924,3.25,,894.7923,648,,894.7927,7.4375,,894.791,4.44140625,,894.7928,0.0,,894.7923,2103,,894.791,-2.5625,,894.7904,17423,,894.7908,9.0625,,894.7928,-3.1875,,894.7908,6.3125,,
894.8127,1.875,,894.8107,7,,894.811,0.0,,894.8105,9.3,,894.811,9.25,,894.8105,650,,894.8128,0.4375,,894.8124,105.5,,894.8106,3.0,,894.8125,7.375,,894.8107,651,,894.8109,-4.5625,,894.8123,649,,894.8123,-3.0,,894.8123,2103,,894.8105,650,,,,,894.8127,-2.9375,,894.8105,17423,,894.8123,-0.03,,894.8105,0.093,,894.8125,4,,894.8128,0.0,,894.8106,106.3125,,894.8106,28,,894.8124,28,,894.8109,22.8125,,894.8107,7.5625,,894.8127,24.3125,,894.8124,3.75,,894.8123,649,,894.8127,-2.4375,,894.811,4.46875,,894.8128,0.0,,894.8123,2103,,894.811,-6.0,,894.8105,17423,,894.8109,-5.5,,894.8128,-0.875,,894.8109,-4.6875,,
894.8327,0.5,,894.8307,7,,894.831,0.0,,894.8304,-5.7,,894.831,-3.5625,,894.8304,650,,894.8328,4.75,,894.8324,106.1875,,894.8306,1.625,,894.8326,-4.5,,894.8307,649,,894.8308,1.3125,,894.8324,649,,894.8324,1.1,,894.8324,2103,,894.8304,650,,,,,894.8327,1.125,,894.8304,1039,,894.8324,0.011,,894.8304,-0.057,,894.8326,0,,894.8328,0.0,,894.8306,106.1875,,894.8306,28,,894.8324,28,,894.8308,24.0625,,894.8307,7.5,,894.8327,24.0,,894.8324,3.3125,,894.8324,649,,894.8327,0.9375,,894.831,4.453125,,894.8328,0.0,,894.8324,2103,,894.831,0.375,,894.8304,1039,,894.8308,1.5625,,894.8328,-3.9375,,894.8308,-6.5,,
894.8527,4.75,,894.8507,0,,894.851,0.0,,894.8505,1.6,,894.851,-0.375,,894.8505,650,,894.8528,-3.4375,,894.8524,105.8125,,894.8506,0.75,,894.8525,1.25,,894.8507,649,,894.8509,3.0,,894.8523,647,,894.8523,6.800000000000001,,894.8523,2103,,894.8505,650,,,,,894.8527,6.5625,,894.8505,1039,,894.8523,0.068,,894.8505,0.016,,894.8525,0,,894.8528,0.0,,894.8506,106.0,,894.8506,28,,894.8524,28,,894.8509,23.5625,,894.8507,7.5625,,894.8527,24.6875,,894.8524,2.9375,,894.8523,647,,894.8527,5.4375,,894.851,4.43359375,,894.8528,0.0,,894.8523,2103,,894.851,-6.0625,,894.8505,1039,,894.8509,3.5625,,894.8528,-0.9375,,894.8509,-1.875,,
894.8726,1.25,,894.8707,0,,894.871,0.0,,894.8704,3.7,,894.871,-3.0625,,894.8704,650,,894.8727,4.625,,894.8724,105.75,,894.8706,0.8125,,894.8725,2.9375,,894.8707,645,,894.8708,7.5,,894.8723,648,,894.8723,-3.9000000000000004,,894.8723,2103,,894.8704,650,,,,,894.8726,-3.8125,,894.8704,1039,,894.8723,-0.039,,894.8704,0.037,,894.8725,0,,894.8727,0.0,,894.8706,105.8125,,894.8706,28,,894.8724,28,,894.8708,25.3125,,894.8707,7.5625,,894.8726,23.375,,894.8724,3.0625,,894.8723,648,,894.8726,-3.1875,,894.871,4.453125,,894.8727,0.0,,894.8723,2103,,894.871,-5.0,,894.8704,1039,,894.8708,9.0625,,894.8727,-3.875,,894.8708,4.5,,
894.8927,-0.3125,,894.8907,8,,894.8909,0.0,,894.8904,9.3,,894.8909,-4.875,,894.8904,650,,894.8928,-1.1875,,894.8924,105.5625,,894.8905,1.5,,894.8925,7.375,,894.8907,644,,894.8908,7.5,,894.8923,646,,894.8923,1.0,,894.8923,2359,,894.8904,650,,,,,894.8927,1.0625,,894.8904,17423,,894.8923,0.01,,894.8904,0.093,,894.8925,0,,894.8928,0.0,,894.8905,105.5,,894.8905,28,,894.8924,28,,894.8908,24.3125,,894.8907,7.5,,894.8927,24.0,,894.8924,2.4375,,894.8923,646,,894.8927,0.875,,894.8909,4.41796875,,894.8928,0.0,,894.8923,2359,,894.8909,-3.125,,894.8904,17423,,894.8908,9.0625,,894.8928,-0.5625,,894.8908,6.8125,,
894.9126,2.9375,,894.9107,7,,894.9109,0.0,,894.9104,9.3,,894.9109,1.625,,894.9104,650,,894.9127,-1.5,,894.9124,105.4375,,894.9106,2.25,,894.9125,7.375,,894.9107,645,,894.9108,7.5,,894.9123,646,,894.9123,3.5,,894.9123,2103,,894.9104,650,,,,,894.9126,3.5,,894.9104,17423,,894.9123,0.035,,894.9104,0.093,,894.9125,0,,894.9127,0.0,,894.9106,105.4375,,894.9106,28,,894.9124,28,,894.9108,25.6875,,894.9107,7.5625,,894.9126,23.8125,,894.9124,2.125,,894.9123,646,,894.9126,2.875,,894.9109,4.41796875,,894.9127,0.0,,894.9123,2103,,894.9109,-5.5,,894.9104,17423,,894.9108,9.0,,894.9127,-1.625,,894.9108,6.5,,
894.9326,6.0,,894.9307,7,,894.9309,0.0,,894.9304,9.3,,894.9309,2.8125,,894.9304,650,,894.9327,-4.8125,,894.9323,105.125,,894.9305,2.875,,894.9325,7.375,,894.9307,646,,894.9308,7.5,,894.9323,645,,894.9323,8.9,,894.9323,2103,,894.9304,650,,,,,894.9326,8.5625,,894.9304,17423,,894.9323,0.089,,894.9304,0.093,,894.9325,6,,894.9327,0.0,,894.9305,105.25,,894.9305,28,,894.9323,28,,894.9308,24.0,,894.9307,7.5,,894.9326,24.5625,,894.9323,2.1875,,894.9323,645,,894.9326,7.125,,894.9309,4.43359375,,894.9327,0.0,,894.9323,2103,,894.9309,-7.125,,894.9304,17423,,894.9308,9.0625,,894.9327,-0.5625,,894.9308,9.375,,
894.9526,9.3125,,894.9507,8,,894.951,0.0,,894.9504,9.3,,894.951,1.5625,,894.9504,650,,894.9527,1.3125,,894.9524,105.125,,894.9506,3.375,,894.9525,7.375,,894.9507,647,,894.9508,7.4375,,894.9522,645,,894.9522,9.1,,894.9522,2103,,894.9504,650,,,,,894.9526,8.8125,,894.9504,17423,,894.9522,0.091,,894.9504,0.093,,894.9525,8,,894.9527,0.0,,894.9506,105.25,,894.9506,28,,894.9524,28,,894.9508,25.375,,894.9507,7.5,,894.9526,23.6875,,894.9524,2.75,,894.9522,645,,894.9526,7.3125,,894.951,4.41796875,,894.9527,0.0,,894.9522,2103,,894.951,-5.6875,,894.9504,17423,,894.9508,9.0,,894.9527,-4.5625,,894.9508,7.4375,,
894.9726,8.625,,894.9707,0,,894.9709,0.0,,894.9704,9.3,,894.9709,6.1875,,894.9704,650,,894.9727,-0.1875,,894.9724,105.1875,,894.9705,3.375,,894.9725,7.375,,894.9707,649,,894.9708,0.875,,894.9723,647,,894.9723,9.1,,894.9723,2103,,894.9704,650,,,,,894.9726,8.8125,,894.9704,17423,,894.9723,0.091,,894.9704,0.093,,894.9725,7,,894.9727,0.0,,894.9705,105.5,,894.9705,28,,894.9724,28,,894.9708,22.5,,894.9707,7.5,,894.9726,24.375,,894.9724,3.3125,,894.9723,647,,894.9726,7.3125,,894.9709,4.43359375,,894.9727,0.0,,894.9723,2103,,894.9709,-6.875,,894.9704,17423,,894.9708,1.0625,,894.9727,-3.1875,,894.9708,4.0625,,
894.9926,9.3125,,894.9906,4,,894.9909,0.0,,894.9904,1.0,,894.9909,2.875,,894.9904,650,,894.9927,2.4375,,894.9924,105.5625,,894.9905,2.5625,,894.9925,0.75,,894.9906,649,,894.9908,0.8125,,894.9923,649,,894.9923,9.1,,894.9923,2103,,894.9904,650,,,,,894.9926,8.8125,,894.9904,1039,,894.9923,0.091,,894.9904,0.01,,894.9925,8,,894.9927,0.0,,894.9905,105.8125,,894.9905,28,,894.9924,28,,894.9908,24.25,,894.9906,7.5,,894.9926,24.0625,,894.9924,3.8125,,894.9923,649,,894.9926,7.3125,,894.9909,4.42578125,,894.9927,0.0,,894.9923,2103,,894.9909,-3.625,,894.9904,1039,,894.9908,0.9375,,894.9927,-4.6875,,894.9908,-4.25,,
895.0126,0.875,,895.0106,4,,895.0108,0.0,,895.0103,1.0,,895.0108,-0.0625,,895.0103,650,,895.0127,1.625,,895.0123,105.9375,,895.0105,1.5,,895.0125,0.75,,895.0106,649,,895.0107,2.25,,895.0123,649,,895.0123,-3.5,,895.0123,2103,,895.0103,650,,,,,895.0126,-3.375,,895.0103,1039,,895.0123,-0.035,,895.0103,0.01,,895.0125,0,,895.0127,0.0,,895.0105,106.1875,,895.0105,28,,895.0123,28,,895.0107,22.9375,,895.0106,7.5,,895.0126,24.5,,895.0123,4.125,,895.0123,649,,895.0126,-2.8125,,895.0108,4.43359375,,895.0127,0.0,,895.0123,2103,,895.0108,-4.8125,,895.0103,1039,,895.0107,2.6875,,895.0127,-0.9375,,895.0107,-3.0625,,
895.0326,2.4375,,895.0306,0,,895.0309,0.0,,895.0304,2.8000000000000003,,895.0309,0.4375,,895.0304,650,,895.0327,3.5,,895.0324,105.9375,,895.0305,0.875,,895.0325,2.1875,,895.0306,647,,895.0308,6.4375,,895.0323,649,,895.0323,0.8,,895.0323,2103,,895.0304,650,,,,,895.0326,0.875,,895.0304,1039,,895.0323,0.008,,895.0304,0.028,,895.0325,0,,895.0327,0.0,,895.0305,106.0,,895.0305,28,,895.0324,28,,895.0308,24.5625,,895.0306,7.5,,895.0326,23.8125,,895.0324,3.5625,,895.0323,649,,895.0326,0.6875,,895.0309,4.46875,,895.0327,0.0,,895.0323,2103,,895.0309,-3.125,,895.0304,1039,,895.0308,7.6875,,895.0327,-4.25,,895.0308,-1.4375,,
895.0527,0.625,,895.0507,6,,895.0509,0.0,,895.0504,8.0,,895.0509,-5.0625,,895.0504,650,,895.0528,-1.0625,,895.0525,105.6875,,895.0505,1.0,,895.0526,6.375,,895.0507,645,,895.0508,7.4375,,895.0523,648,,895.0523,0.8,,895.0523,2103,,895.0504,650,,,,,895.0527,0.875,,895.0504,17423,,895.0523,0.008,,895.0504,0.08,,895.0526,0,,895.0528,0.0,,895.0505,105.6875,,895.0505,28,,895.0525,28,,895.0508,24.0625,,895.0507,7.5,,895.0527,23.625,,895.0525,3.0,,895.0523,648,,895.0527,0.6875,,895.0509,4.453125,,895.0528,0.0,,895.0523,2103,,895.0509,-7.875,,895.0504,17423,,895.0508,9.0,,895.0528,0.0625,,895.0508,7.125,,
895.0726,2.5625,,895.0706,4,,895.0709,0.0,,895.0704,9.3,,895.0709,-0.3125,,895.0704,650,,895.0727,0.25,,895.0724,105.375,,895.0705,1.75,,895.0725,7.375,,895.0706,643,,895.0708,7.5,,895.0723,646,,895.0723,2.6,,895.0723,2103,,895.0704,650,,,,,895.0726,2.625,,895.0704,17423,,895.0723,0.026000000000000002,,895.0704,0.093,,895.0725,0,,895.0727,0.0,,895.0705,105.375,,895.0705,28,,895.0724,28,,895.0708,25.5,,895.0706,7.5625,,895.0726,23.5625,,895.0724,2.625,,895.0723,646,,895.0726,2.125,,895.0709,4.4609375,,895.0727,0.0,,895.0723,2103,,895.0709,-5.75,,895.0704,17423,,895.0708,9.0,,895.0727,-3.5,,895.0708,8.0,,
895.0926,5.125,,895.0906,7,,895.0909,0.0,,895.0903,9.3,,895.0909,-1.625,,895.0903,650,,895.0927,-2.5,,895.0924,105.1875,,895.0905,2.4375,,895.0925,7.375,,895.0906,646,,895.0907,7.5,,895.0923,645,,895.0923,7.7,,895.0923,2103,,895.0903,650,,,,,895.0926,7.4375,,895.0903,17423,,895.0923,0.077,,895.0903,0.093,,895.0925,4,,895.0927,0.0,,895.0905,105.3125,,895.0905,28,,895.0924,28,,895.0907,25.0625,,895.0906,7.5625,,895.0926,23.4375,,895.0924,2.5,,895.0923,645,,895.0926,6.1875,,895.0909,4.44140625,,895.0927,0.0,,895.0923,2103,,895.0909,-4.5,,895.0903,17423,,895.0907,9.0625,,895.0927,1.3125,,895.0907,9.6875,,
895.1126,7.5625,,895.1106,6,,895.1109,0.0,,895.1104,9.3,,895.1109,0.4375,,895.1104,650,,895.1127,1.0,,895.1124,105.125,,895.1105,3.0,,895.1125,7.375,,895.1106,646,,895.1108,7.5,,895.1123,646,,895.1123,9.1,,895.1123,2103,,895.1104,650,,,,,895.1126,8.8125,,895.1104,17423,,895.1123,0.091,,895.1104,0.093,,895.1125,7,,895.1127,0.0,,895.1105,105.25,,895.1105,28,,895.1124,28,,895.1108,25.25,,895.1106,7.5625,,895.1126,24.6875,,895.1124,2.875,,895.1123,646,,895.1126,7.3125,,895.1109,4.43359375,,895.1127,0.0,,895.1123,2103,,895.1109,-5.5625,,895.1104,17423,,895.1108,9.0625,,895.1127,-4.3125,,895.1108,7.625,,
895.1326,7.5625,,895.1306,7,,895.1309,0.0,,895.1303,9.3,,895.1309,1.875,,895.1303,650,,895.1327,-1.75,,895.1324,105.125,,895.1305,3.5,,895.1325,7.375,,895.1306,648,,895.1307,7.5,,895.1323,645,,895.1323,9.1,,895.1323,2103,,895.1303,650,,,,,895.1326,8.8125,,895.1303,17423,,895.1323,0.091,,895.1303,0.093,,895.1325,8,,895.1327,0.0,,895.1305,105.25,,895.1305,28,,895.1324,28,,895.1307,24.8125,,895.1306,7.5,,895.1326,25.0625,,895.1324,3.4375,,895.1323,645,,895.1326,7.3125,,895.1309,4.4765625,,895.1327,0.0,,895.1323,2103,,895.1309,-6.375,,895.1303,17423,,895.1307,9.0625,,895.1327,-0.125,,895.1307,8.5,,
895.1526,9.0,,895.1506,6,,895.1508,0.0,,895.1503,9.3,,895.1508,0.1875,,895.1503,650,,895.1527,2.1875,,895.1524,105.25,,895.1505,3.3125,,895.1525,7.375,,895.1506,651,,895.1507,-3.9375,,895.1523,647,,895.1523,9.1,,895.1523,2103,,895.1503,650,,,,,895.1526,8.8125,,895.1503,17423,,895.1523,0.091,,895.1503,0.093,,895.1525,8,,895.1527,0.0,,895.1505,105.8125,,895.1505,28,,895.1524,28,,895.1507,25.6875,,895.1506,7.5,,895.1526,24.25,,895.1524,3.875,,895.1523,647,,895.1526,7.3125,,895.1508,4.46875,,895.1527,0.0,,895.1523,2103,,895.1508,-1.125,,895.1503,17423,,895.1507,-4.6875,,895.1527,-4.1875,,895.1507,-5.1875,,
895.1728,0.875,,895.1706,11,,895.1709,0.0,,895.1703,-4.9,,895.1709,7.625,,895.1703,650,,895.1729,-1.75,,895.1725,106.125,,895.1705,1.75,,895.1727,-3.875,,895.1706,650,,895.1707,-1.875,,895.1725,650,,895.1725,-6.5,,895.1725,2103,,895.1703,650,,,,,895.1728,-6.3125,,895.1703,1039,,895.1725,-0.065,,895.1703,-0.049,,895.1727,0,,895.1729,0.0,,895.1705,106.75,,895.1705,28,,895.1725,28,,895.1707,23.6875,,895.1706,7.625,,895.1728,23.9375,,895.1725,4.25,,895.1725,650,,895.1728,-5.25,,895.1709,4.43359375,,895.1729,0.0,,895.1725,2103,,895.1709,-5.1875,,895.1703,1039,,895.1707,-2.25,,895.1729,1.5,,895.1707,-10.625,,
895.1927,-3.875,,895.1907,0,,895.191,0.0,,895.1905,-2.3000000000000003,,895.191,-4.0,,895.1905,650,,895.1929,3.0,,895.1926,106.3125,,895.1906,0.625,,895.1926,-1.8125,,895.1907,647,,895.1908,6.5,,895.1924,650,,895.1924,-4.0,,895.1924,2359,,895.1905,650,,,,,895.1927,-3.9375,,895.1905,1039,,895.1924,-0.04,,895.1905,-0.023,,895.1926,0,,895.1929,0.0,,895.1906,106.25,,895.1906,28,,895.1926,28,,895.1908,23.8125,,895.1907,7.5625,,895.1927,23.875,,895.1926,3.375,,895.1924,650,,895.1927,-3.25,,895.191,4.48828125,,895.1929,0.0,,895.1924,2359,,895.191,-2.25,,895.1905,1039,,895.1908,7.8125,,895.1929,-1.375,,895.1908,-3.125,,
895.2128,-1.5,,895.2106,7,,895.2109,0.0,,895.2103,8.1,,895.2109,-0.875,,895.2103,650,,895.2129,-1.75,,895.2125,105.875,,895.2105,0.6875,,895.2127,6.4375,,895.2106,645,,895.2107,7.5,,895.2125,648,,895.2125,-3.5,,895.2125,2359,,895.2103,650,,,,,895.2128,-3.4375,,895.2103,17423,,895.2125,-0.035,,895.2103,0.081,,895.2127,0,,895.2129,0.0,,895.2105,105.8125,,895.2105,28,,895.2125,28,,895.2107,24.75,,895.2106,7.5,,895.2128,23.5625,,895.2125,2.4375,,895.2125,648,,895.2128,-2.875,,895.2109,4.44140625,,895.2129,0.0,,895.2125,2359,,895.2109,-6.5625,,895.2103,17423,,895.2107,9.0625,,895.2129,0.1875,,895.2107,5.375,,
895.2327,-3.0,,895.2307,7,,895.231,0.0,,895.2305,9.3,,895.231,-1.375,,895.2305,650,,895.2329,4.0625,,895.2325,105.6875,,895.2306,1.4375,,895.2326,7.375,,895.2307,644,,895.2308,7.5,,895.2324,646,,895.2324,-2.2,,895.2324,2359,,895.2305,650,,,,,895.2327,-2.1875,,895.2305,17423,,895.2324,-0.022,,895.2305,0.093,,895.2326,0,,895.2329,0.0,,895.2306,105.6875,,895.2306,28,,895.2325,28,,895.2308,25.25,,895.2307,7.625,,895.2327,24.0625,,895.2325,1.6875,,895.2324,646,,895.2327,-1.8125,,895.231,4.43359375,,895.2329,0.0,,895.2324,2359,,895.231,-3.5,,895.2305,17423,,895.2308,9.0,,895.2329,-3.9375,,895.2308,6.875,,
895.2528,2.25,,895.2507,6,,895.251,0.0,,895.2505,9.3,,895.251,0.375,,895.2505,650,,895.2529,-3.0,,895.2525,105.4375,,895.2506,2.1875,,895.2527,7.375,,895.2507,644,,895.2509,7.5625,,895.2524,642,,895.2524,5.0,,895.2524,2359,,895.2505,650,,,,,895.2528,4.875,,895.2505,17423,,895.2524,0.05,,895.2505,0.093,,895.2527,0,,895.2529,0.0,,895.2506,105.3125,,895.2506,28,,895.2525,28,,895.2509,24.5,,895.2507,7.5,,895.2528,23.75,,895.2525,1.1875,,895.2524,642,,895.2528,4.0625,,895.251,4.390625,,895.2529,0.0,,895.2524,2359,,895.251,-6.0,,895.2505,17423,,895.2509,9.0625,,895.2529,-1.25,,895.2509,8.25,,
895.2727,8.75,,895.2707,7,,895.271,0.0,,895.2705,9.4,,895.271,-0.25,,895.2705,650,,895.2729,1.0,,895.2726,105.1875,,895.2706,2.8125,,895.2726,7.5,,895.2707,645,,895.2708,7.4375,,895.2724,643,,895.2724,9.1,,895.2724,2103,,895.2705,650,,,,,895.2727,8.8125,,895.2705,17423,,895.2724,0.091,,895.2705,0.094,,895.2726,9,,895.2729,0.0,,895.2706,105.1875,,895.2706,28,,895.2726,28,,895.2708,25.0625,,895.2707,7.5,,895.2727,23.3125,,895.2726,1.5,,895.2724,643,,895.2727,7.3125,,895.271,4.35546875,,895.2729,0.0,,895.2724,2103,,895.271,-3.875,,895.2705,17423,,895.2708,9.0,,895.2729,-5.0625,,895.2708,7.8125,,
895.2928,8.625,,895.2907,7,,895.291,0.0,,895.2905,9.3,,895.291,1.6875,,895.2905,650,,895.2928,-0.875,,895.2925,105.125,,895.2906,3.375,,895.2927,7.375,,895.2907,647,,895.2909,7.4375,,895.2924,644,,895.2924,9.1,,895.2924,2103,,895.2905,650,,,,,895.2928,8.8125,,895.2905,17423,,895.2924,0.091,,895.2905,0.093,,895.2927,8,,895.2928,0.0,,895.2906,105.1875,,895.2906,28,,895.2925,28,,895.2909,25.375,,895.2907,7.375,,895.2928,24.0625,,895.2925,2.25,,895.2924,644,,895.2928,7.3125,,895.291,4.40625,,895.2928,0.0,,895.2924,2103,,895.291,-7.0,,895.2905,17423,,895.2909,8.9375,,895.2928,-3.0,,895.2909,8.25,,
895.3127,8.25,,895.3107,4,,895.311,0.0,,895.3105,9.200000000000001,,895.311,-3.375,,895.3105,650,,895.3129,-1.3125,,895.3125,105.0625,,895.3106,3.5625,,895.3126,7.3125,,895.3107,649,,895.3108,2.3125,,895.3124,644,,895.3124,9.3,,895.3124,2103,,895.3105,650,,,,,895.3127,9.0,,895.3105,17423,,895.3124,0.093,,895.3105,0.092,,895.3126,8,,895.3129,0.0,,895.3106,105.5625,,895.3106,28,,895.3125,28,,895.3108,24.9375,,895.3107,7.3125,,895.3127,24.625,,895.3125,2.9375,,895.3124,644,,895.3127,7.4375,,895.311,4.43359375,,895.3129,0.0,,895.3124,2103,,895.311,-0.375,,895.3105,17423,,895.3108,2.8125,,895.3129,-2.375,,895.3108,1.4375,,
895.3328,7.25,,895.3307,0,,895.331,0.0,,895.3305,2.8000000000000003,,895.331,6.5625,,895.3305,650,,895.3329,-0.5625,,895.3325,105.5625,,895.3306,2.875,,895.3327,2.1875,,895.3307,650,,895.3309,-2.125,,895.3325,646,,895.3325,9.1,,895.3325,2103,,895.3305,650,,,,,895.3328,8.8125,,895.3305,1039,,895.3325,0.091,,895.3305,0.028,,895.3327,6,,895.3329,0.0,,895.3306,105.8125,,895.3306,28,,895.3325,28,,895.3309,25.0625,,895.3307,7.375,,895.3328,25.4375,,895.3325,3.5,,895.3325,646,,895.3328,7.3125,,895.331,4.46875,,895.3329,0.0,,895.3325,2103,,895.331,-6.6875,,895.3305,1039,,895.3309,-2.5625,,895.3329,-2.75,,895.3309,-3.0,,
895.3527,10.4375,,895.3507,0,,895.351,0.0,,895.3505,-2.6,,895.351,-5.0,,895.3505,650,,895.3529,-3.125,,895.3525,105.625,,895.3506,1.9375,,895.3526,-2.0625,,895.3507,648,,895.3508,3.8125,,895.3524,646,,895.3524,9.0,,895.3524,2103,,895.3505,650,,,,,895.3527,8.75,,895.3505,1039,,895.3524,0.09,,895.3505,-0.026000000000000002,,895.3526,8,,895.3529,0.0,,895.3506,105.875,,895.3506,28,,895.3525,28,,895.3508,24.375,,895.3507,7.5,,895.3527,23.375,,895.3525,4.0,,895.3524,646,,895.3527,7.25,,895.351,4.46875,,895.3529,0.0,,895.3524,2103,,895.351,0.3125,,895.3505,1039,,895.3508,4.5625,,895.3529,-0.9375,,895.3508,-3.375,,
895.3727,6.3125,,895.3707,0,,895.371,0.0,,895.3705,4.7,,895.371,3.1875,,895.3705,650,,895.3728,3.5,,895.3725,105.75,,895.3706,1.1875,,895.3727,3.75,,895.3707,648,,895.3709,3.625,,895.3724,647,,895.3724,2.6,,895.3724,2103,,895.3705,650,,,,,895.3727,2.625,,895.3705,1039,,895.3724,0.026000000000000002,,895.3705,0.047,,895.3727,6,,895.3728,0.0,,895.3706,106.0625,,895.3706,28,,895.3725,28,,895.3709,24.0625,,895.3707,7.5625,,895.3727,23.25,,895.3725,4.25,,895.3724,647,,895.3727,2.125,,895.371,4.43359375,,895.3728,0.0,,895.3724,2103,,895.371,-6.0,,895.3705,1039,,895.3709,4.375,,895.3728,-3.625,,895.3709,-1.75,,
895.3927,0.6875,,895.3907,0,,895.391,0.0,,895.3905,4.5,,895.391,-7.0,,895.3905,650,,895.3929,0.1875,,895.3925,105.8125,,895.3906,1.125,,895.3926,3.5625,,895.3907,646,,895.3908,7.5,,895.3924,647,,895.3924,-1.9000000000000001,,895.3924,2103,,895.3905,650,,,,,895.3927,-1.875,,895.3905,1039,,895.3924,-0.019,,895.3905,0.045,,895.3926,0,,895.3929,0.0,,895.3906,105.8125,,895.3906,28,,895.3925,28,,895.3908,25.25,,895.3907,7.5625,,895.3927,23.6875,,895.3925,3.9375,,895.3924,647,,895.3927,-1.5625,,895.391,4.43359375,,895.3929,0.0,,895.3924,2103,,895.391,-1.5,,895.3905,1039,,895.3908,9.0625,,895.3929,-0.3125,,895.3908,3.0625,,
895.4128,0.0625,,895.4108,8,,895.411,0.0,,895.4105,9.3,,895.411,0.6875,,895.4105,650,,895.4129,0.4375,,895.4125,105.5,,895.4107,1.6875,,895.4127,7.375,,895.4108,645,,895.4109,7.5,,895.4124,647,,895.4124,3.4000000000000004,,895.4124,2359,,895.4105,650,,,,,895.4128,3.3125,,895.4105,17423,,895.4124,0.034,,895.4105,0.093,,895.4127,0,,895.4129,0.0,,895.4107,105.4375,,895.4107,28,,895.4125,28,,895.4109,24.0,,895.4108,7.5,,895.4128,25.125,,895.4125,3.1875,,895.4124,647,,895.4128,2.75,,895.411,4.453125,,895.4129,0.0,,895.4124,2359,,895.411,-6.6875,,895.4105,17423,,895.4109,9.0625,,895.4129,-2.1875,,895.4109,8.625,,
895.4326,5.875,,895.4308,6,,895.431,0.0,,895.4305,9.3,,895.431,0.75,,895.4305,650,,895.4327,-2.1875,,895.4324,105.375,,895.4306,2.375,,895.4325,7.375,,895.4308,645,,895.4309,7.4375,,895.4322,647,,895.4322,4.3,,895.4322,2103,,895.4305,650,,,,,895.4326,4.25,,895.4305,17423,,895.4322,0.043000000000000003,,895.4305,0.093,,895.4325,0,,895.4327,0.0,,895.4306,105.4375,,895.4306,28,,895.4324,28,,895.4309,25.625,,895.4308,7.5,,895.4326,22.8125,,895.4324,3.0,,895.4322,647,,895.4326,3.5,,895.431,4.42578125,,895.4327,0.0,,895.4322,2103,,895.431,-6.25,,895.4305,17423,,895.4309,9.0,,895.4327,-1.375,,895.4309,7.0625,,
