Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),1. Iq A (0.0625),,
395.302,49,,395.3023,0.0,,395.3023,0.375,,395.3219,7.0,,395.3024,-29.5,,395.302,-72,,395.3022,-41.25,,395.3219,107.625,,395.3219,41,,395.302,-41.25,,395.3022,-4.5,,,,,395.3023,2.359375,,395.3023,0.1875,,395.3022,-49.6875,,,,,395.3022,-49.875,,
395.3222,49,,395.3224,0.0,,395.3224,-0.3125,,395.342,7.0,,395.3225,-28.8,,395.3222,-72,,395.3223,-40.75,,395.342,107.75,,395.342,41,,395.3222,-40.25,,395.3223,-4.6875,,,,,395.3224,2.3359375,,395.3224,0.3125,,395.3223,-49.0625,,,,,395.3223,-48.75,,
395.3422,48,,395.3424,0.0,,395.3424,0.75,,395.3619,6.9375,,395.3425,-27.700000000000003,,395.3422,-72,,395.3423,-39.5,,395.3619,107.75,,395.3619,41,,395.3422,-38.6875,,395.3423,-4.8125,,,,,395.3424,2.32421875,,395.3424,0.125,,395.3423,-47.5,,,,,395.3423,-46.9375,,
395.362,46,,395.3623,0.0,,395.3623,-1.0,,395.3819,6.875,,395.3624,-26.900000000000002,,395.362,-72,,395.3622,-38.1875,,395.3819,107.75,,395.3819,41,,395.362,-37.625,,395.3622,-4.3125,,,,,395.3623,2.34375,,395.3623,0.5,,395.3622,-45.9375,,,,,395.3622,-47.5,,
395.382,45,,395.3823,0.0,,395.3823,-0.25,,395.4019,6.75,,395.3824,-26.6,,395.382,-72,,395.3822,-37.4375,,395.4019,107.6875,,395.4019,41,,395.382,-37.1875,,395.3822,-4.5,,,,,395.3823,2.34375,,395.3823,0.375,,395.3822,-45.0,,,,,395.3822,-45.25,,
395.402,45,,395.4023,0.0,,395.4023,-0.0625,,395.4219,6.6875,,395.4024,-27.200000000000003,,395.402,-72,,395.4022,-37.625,,395.4219,107.75,,395.4219,41,,395.402,-38.0,,395.4022,-4.25,,,,,395.4023,2.359375,,395.4023,0.3125,,395.4022,-45.25,,,,,395.4022,-46.3125,,
395.4222,45,,395.4224,0.0,,395.4224,1.0625,,395.4419,6.625,,395.4224,-27.200000000000003,,395.4222,-72,,395.4223,-38.0,,395.4419,107.6875,,395.4419,41,,395.4222,-38.0,,395.4223,-4.625,,,,,395.4224,2.38671875,,395.4224,0.0625,,395.4223,-45.75,,,,,395.4223,-44.875,,
395.4421,46,,395.4424,0.0,,395.4424,0.0625,,395.4619,6.5625,,395.4424,-27.700000000000003,,395.4421,-71,,395.4423,-38.375,,395.4619,107.6875,,395.4619,41,,395.4421,-38.6875,,395.4423,-4.375,,,,,395.4424,2.37890625,,395.4424,0.25,,395.4423,-46.1875,,,,,395.4423,-46.1875,,
395.4621,46,,395.4624,0.0,,395.4624,-0.9375,,395.4819,6.5625,,395.4624,-28.6,,395.4621,-71,,395.4623,-39.375,,395.4819,107.6875,,395.4819,41,,395.4621,-40.0,,395.4623,-4.5,,,,,395.4624,2.3515625,,395.4624,0.4375,,395.4623,-47.375,,,,,395.4623,-46.875,,
395.4821,47,,395.4824,0.0,,395.4824,0.625,,395.5019,6.625,,395.4824,-28.3,,395.4821,-71,,395.4823,-39.8125,,395.5019,107.75,,395.5019,41,,395.4821,-39.5625,,395.4823,-4.25,,,,,395.4824,2.37890625,,395.4824,0.125,,395.4823,-47.875,,,,,395.4823,-48.6875,,
395.5021,46,,395.5024,0.0,,395.5024,0.75,,395.5219,6.5625,,395.5024,-27.400000000000002,,395.5021,-71,,395.5023,-38.9375,,395.5219,107.75,,395.5219,41,,395.5021,-38.3125,,395.5023,-4.5625,,,,,395.5024,2.37890625,,395.5024,0.0625,,395.5023,-46.875,,,,,395.5023,-47.0625,,
395.5221,46,,395.5224,0.0,,395.5224,-0.375,,395.5418,6.625,,395.5224,-28.3,,395.5221,-71,,395.5222,-38.9375,,395.5418,107.75,,395.5418,41,,395.5221,-39.5625,,395.5222,-4.625,,,,,395.5224,2.39453125,,395.5224,0.3125,,395.5222,-46.875,,,,,395.5222,-46.125,,
395.5421,47,,395.5424,0.0,,395.5424,-1.4375,,395.5618,6.625,,395.5424,-28.3,,395.5421,-71,,395.5422,-39.5625,,395.5618,107.6875,,395.5618,41,,395.5421,-39.5625,,395.5422,-4.375,,,,,395.5424,2.40625,,395.5424,0.5625,,395.5422,-47.625,,,,,395.5422,-48.125,,
395.5621,48,,395.5624,0.0,,395.5624,0.875,,395.5818,6.625,,395.5624,-28.8,,395.5621,-72,,395.5622,-39.9375,,395.5818,107.6875,,395.5818,41,,395.5621,-40.25,,395.5622,-4.3125,,,,,395.5624,2.38671875,,395.5624,0.0,,395.5622,-48.0625,,,,,395.5622,-48.875,,
395.582,49,,395.5822,0.0,,395.5822,-0.375,,395.6018,6.6875,,395.5823,-29.200000000000003,,395.582,-71,,395.5821,-40.5625,,395.6018,107.6875,,395.6018,41,,395.582,-40.8125,,395.5821,-4.0,,,,,395.5822,2.37890625,,395.5822,0.375,,395.5821,-48.8125,,,,,395.5821,-50.9375,,
395.602,49,,395.6022,0.0,,395.6022,-1.125,,395.6218,6.6875,,395.6023,-28.6,,395.602,-71,,395.6021,-40.4375,,395.6218,107.6875,,395.6218,41,,395.602,-40.0,,395.6021,-4.625,,,,,395.6022,2.38671875,,395.6022,0.5,,395.6021,-48.625,,,,,395.6021,-48.125,,
395.6221,47,,395.6223,0.0,,395.6223,-0.25,,395.6418,6.6875,,395.6224,-28.3,,395.6221,-71,,395.6222,-39.8125,,395.6418,107.75,,395.6418,41,,395.6221,-39.5625,,395.6222,-4.4375,,,,,395.6223,2.39453125,,395.6223,0.3125,,395.6222,-47.875,,,,,395.6222,-48.625,,
395.6421,48,,395.6423,0.0,,395.6423,0.25,,395.6618,6.6875,,395.6424,-28.6,,395.6421,-71,,395.6422,-39.8125,,395.6618,107.75,,395.6618,41,,395.6421,-40.0,,395.6422,-4.5,,,,,395.6423,2.39453125,,395.6423,0.25,,395.6422,-47.875,,,,,395.6422,-47.875,,
395.6621,48,,395.6623,0.0,,395.6623,1.3125,,395.6818,6.6875,,395.6624,-28.8,,395.6621,-71,,395.6622,-40.125,,395.6818,107.75,,395.6818,41,,395.6621,-40.25,,395.6622,-4.3125,,,,,395.6623,2.39453125,,395.6623,-0.0625,,395.6622,-48.3125,,,,,395.6622,-49.0625,,
395.6821,48,,395.6823,0.0,,395.6823,-4.25,,395.702,6.6875,,395.6824,-28.8,,395.6821,-71,,395.6822,-40.25,,395.702,107.75,,395.702,41,,395.6821,-40.25,,395.6822,-4.5,,,,,395.6823,2.40625,,395.6823,1.1875,,395.6822,-48.4375,,,,,395.6822,-48.3125,,
395.7022,47,,395.7024,0.0,,395.7024,3.25,,395.7218,6.6875,,395.7025,-28.8,,395.7022,-71,,395.7023,-40.25,,395.7218,107.6875,,395.7218,41,,395.7022,-40.25,,395.7023,-4.4375,,,,,395.7024,2.40625,,395.7024,0.125,,395.7023,-48.4375,,,,,395.7023,-48.375,,
395.7219,48,,395.7222,0.0,,395.7222,-1.0,,395.7418,6.75,,395.7223,-29.200000000000003,,395.7219,-70,,395.7221,-40.5625,,395.7418,107.6875,,395.7418,41,,395.7219,-40.8125,,395.7221,-4.625,,,,,395.7222,2.37109375,,395.7222,0.5,,395.7221,-48.8125,,,,,395.7221,-47.875,,
395.742,47,,395.7423,0.0,,395.7423,-0.75,,395.7618,6.75,,395.7424,-29.200000000000003,,395.742,-71,,395.7422,-40.8125,,395.7618,107.75,,395.7618,41,,395.742,-40.8125,,395.7422,-4.375,,,,,395.7423,2.37890625,,395.7423,0.4375,,395.7422,-49.125,,,,,395.7422,-49.4375,,
395.762,48,,395.7623,0.0,,395.7623,-1.9375,,395.7818,6.75,,395.7624,-28.1,,395.762,-71,,395.7622,-40.0625,,395.7818,107.75,,395.7818,41,,395.762,-39.25,,395.7622,-4.3125,,,,,395.7623,2.37890625,,395.7623,0.6875,,395.7622,-48.1875,,,,,395.7622,-49.625,,
395.782,47,,395.7823,0.0,,395.7823,-0.375,,395.802,6.6875,,395.7824,-28.3,,395.782,-71,,395.7822,-39.4375,,395.802,107.75,,395.802,41,,395.782,-39.5625,,395.7822,-4.375,,,,,395.7823,2.359375,,395.7823,0.375,,395.7822,-47.4375,,,,,395.7822,-48.1875,,
395.8021,48,,395.8024,0.0,,395.8024,1.125,,395.822,6.6875,,395.8024,-28.3,,395.8021,-70,,395.8022,-39.5625,,395.822,107.75,,395.822,41,,395.8021,-39.5625,,395.8022,-4.125,,,,,395.8024,2.38671875,,395.8024,0.0625,,395.8022,-47.625,,,,,395.8022,-48.9375,,
395.8221,48,,395.8224,0.0,,395.8224,-0.75,,395.842,6.625,,395.8224,-27.700000000000003,,395.8221,-70,,395.8223,-39.125,,395.842,107.6875,,395.842,41,,395.8221,-38.6875,,395.8223,-4.25,,,,,395.8224,2.40625,,395.8224,0.4375,,395.8223,-47.125,,,,,395.8223,-48.1875,,
395.8422,48,,395.8424,0.0,,395.8424,-1.75,,395.862,6.625,,395.8425,-28.6,,395.8422,-70,,395.8423,-39.375,,395.862,107.6875,,395.862,41,,395.8422,-40.0,,395.8423,-4.25,,,,,395.8424,2.40625,,395.8424,0.6875,,395.8423,-47.375,,,,,395.8423,-48.125,,
395.8621,48,,395.8624,0.0,,395.8624,1.0625,,395.882,6.6875,,395.8624,-29.200000000000003,,395.8621,-69,,395.8623,-40.4375,,395.882,107.6875,,395.882,41,,395.8621,-40.8125,,395.8623,-4.5625,,,,,395.8624,2.39453125,,395.8624,0.0625,,395.8623,-48.625,,,,,395.8623,-48.375,,
395.8821,48,,395.8824,0.0,,395.8824,1.5625,,395.902,6.6875,,395.8824,-29.200000000000003,,395.8821,-69,,395.8823,-40.8125,,395.902,107.75,,395.902,41,,395.8821,-40.8125,,395.8823,-4.1875,,,,,395.8824,2.37890625,,395.8824,-0.0625,,395.8823,-49.125,,,,,395.8823,-50.5,,
395.9022,48,,395.9024,0.0,,395.9024,-0.625,,395.922,6.6875,,395.9025,-28.8,,395.9022,-69,,395.9023,-40.5625,,395.922,107.75,,395.922,41,,395.9022,-40.25,,395.9023,-4.5,,,,,395.9024,2.39453125,,395.9024,0.375,,395.9023,-48.8125,,,,,395.9023,-50.625,,
395.9222,48,,395.9224,0.0,,395.9224,-1.1875,,395.942,6.6875,,395.9225,-28.3,,395.9222,-70,,395.9223,-39.9375,,395.942,107.6875,,395.942,41,,395.9222,-39.5625,,395.9223,-4.75,,,,,395.9224,2.39453125,,395.9224,0.5,,395.9223,-48.0625,,,,,395.9223,-47.0,,
395.9422,48,,395.9424,0.0,,395.9424,0.5,,395.962,6.6875,,395.9425,-28.8,,395.9422,-70,,395.9423,-39.9375,,395.962,107.75,,395.962,41,,395.9422,-40.25,,395.9423,-4.4375,,,,,395.9424,2.39453125,,395.9424,0.1875,,395.9423,-48.0625,,,,,395.9423,-48.125,,
395.9622,48,,395.9624,0.0,,395.9624,0.125,,395.982,6.6875,,395.9625,-28.8,,395.9622,-70,,395.9623,-40.25,,395.982,107.6875,,395.982,41,,395.9622,-40.25,,395.9623,-4.25,,,,,395.9624,2.37890625,,395.9624,0.0,,395.9623,-48.4375,,,,,395.9623,-49.6875,,
395.9822,46,,395.9824,0.0,,395.9824,0.0,,396.002,6.6875,,395.9825,-28.8,,395.9822,-70,,395.9823,-40.25,,396.002,107.75,,396.002,41,,395.9822,-40.25,,395.9823,-3.9375,,,,,395.9824,2.3515625,,395.9824,0.3125,,395.9823,-48.4375,,,,,395.9823,-49.75,,
396.0022,47,,396.0024,0.0,,396.0024,-3.6875,,396.0221,6.6875,,396.0025,-28.3,,396.0022,-70,,396.0023,-39.9375,,396.0221,107.6875,,396.0221,41,,396.0022,-39.5625,,396.0023,-4.375,,,,,396.0024,2.37890625,,396.0024,1.0625,,396.0023,-48.0625,,,,,396.0023,-48.6875,,
396.0223,46,,396.0225,0.0,,396.0225,3.8125,,396.0421,6.625,,396.0226,-27.400000000000002,,396.0223,-69,,396.0224,-38.9375,,396.0421,107.75,,396.0421,41,,396.0223,-38.3125,,396.0224,-4.4375,,,,,396.0225,2.40625,,396.0225,-0.5,,396.0224,-46.875,,,,,396.0224,-47.0,,
396.0423,46,,396.0425,0.0,,396.0425,0.6875,,396.0622,6.625,,396.0426,-28.3,,396.0423,-69,,396.0424,-38.9375,,396.0622,107.6875,,396.0622,41,,396.0423,-39.5625,,396.0424,-4.375,,,,,396.0425,2.37109375,,396.0425,0.125,,396.0424,-46.875,,,,,396.0424,-46.625,,
396.0623,47,,396.0625,0.0,,396.0625,0.625,,396.0821,6.625,,396.0626,-29.200000000000003,,396.0623,-68,,396.0624,-40.1875,,396.0821,107.6875,,396.0821,41,,396.0623,-40.8125,,396.0624,-4.125,,,,,396.0625,2.37109375,,396.0625,0.1875,,396.0624,-48.375,,,,,396.0624,-49.0,,
396.0823,48,,396.0825,0.0,,396.0825,-0.125,,396.1021,6.625,,396.0826,-28.1,,396.0823,-68,,396.0824,-40.0625,,396.1021,107.75,,396.1021,41,,396.0823,-39.25,,396.0824,-4.5,,,,,396.0825,2.38671875,,396.0825,0.3125,,396.0824,-48.1875,,,,,396.0824,-47.75,,
396.1023,48,,396.1025,0.0,,396.1025,-0.25,,396.1221,6.5625,,396.1026,-28.1,,396.1023,-68,,396.1024,-39.25,,396.1221,107.6875,,396.1221,41,,396.1023,-39.25,,396.1024,-4.25,,,,,396.1025,2.38671875,,396.1025,0.3125,,396.1024,-47.25,,,,,396.1024,-48.0625,,
396.1222,47,,396.1225,0.0,,396.1225,-1.375,,396.1421,6.5625,,396.1225,-28.6,,396.1222,-68,,396.1224,-39.625,,396.1421,107.6875,,396.1421,41,,396.1222,-40.0,,396.1224,-4.625,,,,,396.1225,2.39453125,,396.1225,0.5625,,396.1224,-47.6875,,,,,396.1224,-46.3125,,
396.1422,47,,396.1425,0.0,,396.1425,0.5,,396.1621,6.5625,,396.1425,-28.6,,396.1422,-68,,396.1424,-40.0,,396.1621,107.6875,,396.1621,41,,396.1422,-40.0,,396.1424,-4.3125,,,,,396.1425,2.38671875,,396.1425,0.125,,396.1424,-48.125,,,,,396.1424,-48.5,,
396.1622,48,,396.1625,0.0,,396.1625,3.125,,396.1821,6.625,,396.1625,-28.8,,396.1622,-68,,396.1624,-40.125,,396.1821,107.6875,,396.1821,41,,396.1622,-40.25,,396.1624,-4.8125,,,,,396.1625,2.40625,,396.1625,-0.4375,,396.1624,-48.3125,,,,,396.1624,-46.4375,,
396.1822,48,,396.1825,0.0,,396.1825,0.5,,396.2021,6.625,,396.1825,-28.6,,396.1822,-68,,396.1824,-40.125,,396.2021,107.6875,,396.2021,41,,396.1822,-40.0,,396.1824,-4.3125,,,,,396.1825,2.38671875,,396.1825,0.125,,396.1824,-48.3125,,,,,396.1824,-48.8125,,
396.2022,48,,396.2024,0.0,,396.2024,-0.625,,396.2221,6.625,,396.2025,-29.200000000000003,,396.2022,-68,,396.2023,-40.4375,,396.2221,107.6875,,396.2221,41,,396.2022,-40.8125,,396.2023,-4.25,,,,,396.2024,2.39453125,,396.2024,0.375,,396.2023,-48.625,,,,,396.2023,-49.0625,,
396.2222,49,,396.2224,0.0,,396.2224,-2.6875,,396.2421,6.625,,396.2225,-28.6,,396.2222,-67,,396.2223,-40.4375,,396.2421,107.75,,396.2421,41,,396.2222,-40.0,,396.2223,-4.6875,,,,,396.2224,2.37890625,,396.2224,0.8125,,396.2223,-48.625,,,,,396.2223,-47.375,,
396.2422,47,,396.2424,0.0,,396.2424,0.3125,,396.2621,6.625,,396.2425,-28.8,,396.2422,-67,,396.2423,-40.125,,396.2621,107.6875,,396.2621,41,,396.2422,-40.25,,396.2423,-4.5,,,,,396.2424,2.38671875,,396.2424,0.1875,,396.2423,-48.3125,,,,,396.2423,-47.6875,,
396.2622,49,,396.2624,0.0,,396.2624,-0.1875,,396.2821,6.625,,396.2625,-28.3,,396.2622,-67,,396.2623,-39.9375,,396.2821,107.6875,,396.2821,41,,396.2622,-39.5625,,396.2623,-4.375,,,,,396.2624,2.37890625,,396.2624,0.25,,396.2623,-48.0625,,,,,396.2623,-48.5,,
396.2822,47,,396.2824,0.0,,396.2824,0.875,,396.3021,6.625,,396.2825,-28.6,,396.2822,-67,,396.2823,-39.8125,,396.3021,107.75,,396.3021,41,,396.2822,-40.0,,396.2823,-4.3125,,,,,396.2824,2.37890625,,396.2824,0.0625,,396.2823,-47.875,,,,,396.2823,-48.375,,
396.3022,47,,396.3024,0.0,,396.3024,0.5625,,396.322,6.625,,396.3025,-28.3,,396.3022,-68,,396.3023,-39.8125,,396.322,107.75,,396.322,41,,396.3022,-39.5625,,396.3023,-4.375,,,,,396.3024,2.37890625,,396.3024,0.0625,,396.3023,-47.875,,,,,396.3023,-48.0625,,
396.3222,48,,396.3224,0.0,,396.3224,-1.125,,396.3421,6.625,,396.3225,-28.3,,396.3222,-68,,396.3223,-39.5625,,396.3421,107.75,,396.3421,41,,396.3222,-39.5625,,396.3223,-4.5625,,,,,396.3224,2.38671875,,396.3224,0.4375,,396.3223,-47.625,,,,,396.3223,-47.4375,,
396.3422,47,,396.3425,0.0,,396.3425,-0.0625,,396.362,6.5625,,396.3425,-28.3,,396.3422,-68,,396.3424,-39.5625,,396.362,107.6875,,396.362,41,,396.3422,-39.5625,,396.3424,-3.9375,,,,,396.3425,2.359375,,396.3425,0.25,,396.3424,-47.625,,,,,396.3424,-50.0625,,
396.3622,49,,396.3624,0.0,,396.3624,2.0,,396.382,6.5625,,396.3625,-28.6,,396.3622,-68,,396.3623,-39.8125,,396.382,107.6875,,396.382,41,,396.3622,-40.0,,396.3623,-4.5625,,,,,396.3624,2.37890625,,396.3624,-0.1875,,396.3623,-47.875,,,,,396.3623,-46.9375,,
396.3822,48,,396.3824,0.0,,396.3824,0.625,,396.402,6.5,,396.3825,-27.700000000000003,,396.3822,-67,,396.3823,-39.375,,396.402,107.75,,396.402,41,,396.3822,-38.6875,,396.3823,-4.4375,,,,,396.3824,2.38671875,,396.3824,0.125,,396.3823,-47.375,,,,,396.3823,-47.1875,,
396.4022,47,,396.4024,0.0,,396.4024,-0.4375,,396.422,6.5,,396.4025,-28.3,,396.4022,-67,,396.4023,-39.125,,396.422,107.75,,396.422,41,,396.4022,-39.5625,,396.4023,-4.375,,,,,396.4024,2.359375,,396.4024,0.375,,396.4023,-47.125,,,,,396.4023,-46.5625,,
396.4222,47,,396.4224,0.0,,396.4224,0.375,,396.442,6.5,,396.4224,-28.6,,396.4222,-67,,396.4223,-39.8125,,396.442,107.75,,396.442,41,,396.4222,-40.0,,396.4223,-3.9375,,,,,396.4224,2.37890625,,396.4224,0.125,,396.4223,-47.875,,,,,396.4223,-49.625,,
396.4421,48,,396.4424,0.0,,396.4424,-0.375,,396.462,6.5,,396.4424,-27.700000000000003,,396.4421,-67,,396.4423,-39.375,,396.462,107.6875,,396.462,41,,396.4421,-38.6875,,396.4423,-4.375,,,,,396.4424,2.38671875,,396.4424,0.3125,,396.4423,-47.375,,,,,396.4423,-47.5,,
396.4621,47,,396.4624,0.0,,396.4624,-1.25,,396.482,6.5,,396.4624,-28.3,,396.4621,-67,,396.4623,-39.125,,396.482,107.75,,396.482,41,,396.4621,-39.5625,,396.4623,-4.3125,,,,,396.4624,2.40625,,396.4624,0.5625,,396.4623,-47.125,,,,,396.4623,-47.1875,,
396.4821,48,,396.4824,0.0,,396.4824,-1.5,,396.502,6.5,,396.4824,-28.6,,396.4821,-67,,396.4823,-39.8125,,396.502,107.75,,396.502,41,,396.4821,-40.0,,396.4823,-4.5625,,,,,396.4824,2.421875,,396.4824,0.5625,,396.4823,-47.875,,,,,396.4823,-46.8125,,
396.5021,48,,396.5024,0.0,,396.5024,1.25,,396.522,6.5625,,396.5024,-29.200000000000003,,396.5021,-67,,396.5023,-40.4375,,396.522,107.6875,,396.522,41,,396.5021,-40.8125,,396.5023,-4.5625,,,,,396.5024,2.4140625,,396.5024,0.0,,396.5023,-48.625,,,,,396.5023,-47.625,,
396.5221,49,,396.5224,0.0,,396.5224,0.4375,,396.542,6.5625,,396.5224,-29.700000000000003,,396.5221,-67,,396.5222,-41.1875,,396.542,107.75,,396.542,41,,396.5221,-41.5,,396.5222,-4.25,,,,,396.5224,2.37890625,,396.5224,0.125,,396.5222,-49.5625,,,,,396.5222,-49.9375,,
396.5421,50,,396.5424,0.0,,396.5424,-0.75,,396.562,6.625,,396.5424,-29.5,,396.5421,-67,,396.5422,-41.375,,396.562,107.6875,,396.562,41,,396.5421,-41.25,,396.5422,-4.4375,,,,,396.5424,2.37890625,,396.5424,0.375,,396.5422,-49.8125,,,,,396.5422,-49.5,,
396.5621,49,,396.5624,0.0,,396.5624,-0.5,,396.582,6.625,,396.5624,-28.3,,396.5621,-67,,396.5622,-40.4375,,396.582,107.6875,,396.582,41,,396.5621,-39.5625,,396.5622,-4.625,,,,,396.5624,2.38671875,,396.5624,0.375,,396.5622,-48.625,,,,,396.5622,-48.0,,
396.5821,47,,396.5824,0.0,,396.5824,-0.1875,,396.602,6.5625,,396.5824,-28.3,,396.5821,-67,,396.5822,-39.5625,,396.602,107.6875,,396.602,41,,396.5821,-39.5625,,396.5822,-4.25,,,,,396.5824,2.39453125,,396.5824,0.3125,,396.5822,-47.625,,,,,396.5822,-48.4375,,
396.6021,48,,396.6024,0.0,,396.6024,-1.5625,,396.622,6.5625,,396.6024,-28.6,,396.6021,-67,,396.6022,-39.8125,,396.622,107.75,,396.622,41,,396.6021,-40.0,,396.6022,-4.3125,,,,,396.6024,2.37890625,,396.6024,0.625,,396.6022,-47.875,,,,,396.6022,-48.1875,,
396.6222,47,,396.6224,0.0,,396.6224,0.125,,396.642,6.5625,,396.6225,-28.8,,396.6222,-66,,396.6223,-40.125,,396.642,107.6875,,396.642,41,,396.6222,-40.25,,396.6223,-4.25,,,,,396.6224,2.40625,,396.6224,0.3125,,396.6223,-48.3125,,,,,396.6223,-48.375,,
396.6421,48,,396.6424,0.0,,396.6424,0.8125,,396.6619,6.5,,396.6424,-28.3,,396.6421,-66,,396.6423,-39.9375,,396.6619,107.75,,396.6619,41,,396.6421,-39.5625,,396.6423,-4.0625,,,,,396.6424,2.40625,,396.6424,0.125,,396.6423,-48.0625,,,,,396.6423,-49.0,,
396.6621,48,,396.6623,0.0,,396.6623,1.4375,,396.682,6.5,,396.6624,-29.200000000000003,,396.6621,-64,,396.6622,-40.1875,,396.682,107.6875,,396.682,41,,396.6621,-40.8125,,396.6622,-4.25,,,,,396.6623,2.40625,,396.6623,0.0,,396.6622,-48.375,,,,,396.6622,-48.0,,
396.6821,48,,396.6824,0.0,,396.6824,0.25,,396.702,6.5,,396.6824,-29.200000000000003,,396.6821,-65,,396.6823,-40.8125,,396.702,107.6875,,396.702,41,,396.6821,-40.8125,,396.6823,-4.4375,,,,,396.6824,2.4296875,,396.6824,0.1875,,396.6823,-49.125,,,,,396.6823,-48.0625,,
396.7021,47,,396.7024,0.0,,396.7024,-0.25,,396.722,6.5625,,396.7024,-29.200000000000003,,396.7021,-65,,396.7022,-40.8125,,396.722,107.6875,,396.722,41,,396.7021,-40.8125,,396.7022,-4.1875,,,,,396.7024,2.44140625,,396.7024,0.25,,396.7022,-49.125,,,,,396.7022,-49.5,,
396.7222,50,,396.7224,0.0,,396.7224,-0.5,,396.7419,6.625,,396.7225,-30.0,,396.7222,-66,,396.7223,-41.375,,396.7419,107.75,,396.7419,41,,396.7222,-41.9375,,396.7223,-4.3125,,,,,396.7224,2.45703125,,396.7224,0.3125,,396.7223,-49.8125,,,,,396.7223,-49.75,,
396.742,49,,396.7423,0.0,,396.7423,-1.375,,396.762,6.6875,,396.7424,-30.3,,396.742,-66,,396.7422,-42.1875,,396.762,107.6875,,396.762,41,,396.742,-42.375,,396.7422,-4.5625,,,,,396.7423,2.45703125,,396.7423,0.5,,396.7422,-50.75,,,,,396.7422,-49.375,,
396.7621,51,,396.7624,0.0,,396.7624,0.1875,,396.782,6.75,,396.7624,-30.8,,396.7621,-66,,396.7622,-42.75,,396.782,107.75,,396.782,41,,396.7621,-43.0625,,396.7622,-4.125,,,,,396.7624,2.39453125,,396.7624,0.125,,396.7622,-51.4375,,,,,396.7622,-52.6875,,
396.7822,51,,396.7824,0.0,,396.7824,-1.875,,396.802,6.8125,,396.7825,-30.8,,396.7822,-67,,396.7823,-43.0625,,396.802,107.6875,,396.802,41,,396.7822,-43.0625,,396.7823,-4.375,,,,,396.7824,2.359375,,396.7824,0.625,,396.7823,-51.875,,,,,396.7823,-51.6875,,
396.8022,51,,396.8024,0.0,,396.8024,-1.3125,,396.8221,6.8125,,396.8025,-28.8,,396.8022,-66,,396.8023,-41.6875,,396.8221,107.6875,,396.8221,41,,396.8022,-40.25,,396.8023,-4.3125,,,,,396.8024,2.3515625,,396.8024,0.5,,396.8023,-50.125,,,,,396.8023,-51.3125,,
396.8223,50,,396.8225,0.0,,396.8225,1.5,,396.8421,6.6875,,396.8226,-27.700000000000003,,396.8223,-66,,396.8224,-39.5,,396.8421,107.75,,396.8421,41,,396.8223,-38.6875,,396.8224,-4.0625,,,,,396.8225,2.34375,,396.8225,0.0,,396.8224,-47.5,,,,,396.8224,-49.5,,
396.8423,46,,396.8425,0.0,,396.8425,-1.4375,,396.8621,6.625,,396.8425,-27.400000000000002,,396.8423,-65,,396.8424,-38.5,,396.8621,107.75,,396.8621,41,,396.8423,-38.3125,,396.8424,-4.4375,,,,,396.8425,2.359375,,396.8425,0.6875,,396.8424,-46.375,,,,,396.8424,-48.75,,
396.8623,46,,396.8625,0.0,,396.8625,1.6875,,396.8821,6.5,,396.8625,-27.200000000000003,,396.8623,-65,,396.8624,-38.1875,,396.8821,107.75,,396.8821,41,,396.8623,-38.0,,396.8624,-4.0625,,,,,396.8625,2.3515625,,396.8625,-0.0625,,396.8624,-45.9375,,,,,396.8624,-46.9375,,
396.8822,46,,396.8825,0.0,,396.8825,1.9375,,396.9021,6.4375,,396.8825,-27.700000000000003,,396.8822,-63,,396.8824,-38.375,,396.9021,107.75,,396.9021,41,,396.8822,-38.6875,,396.8824,-4.0,,,,,396.8825,2.3515625,,396.8825,0.0625,,396.8824,-46.1875,,,,,396.8824,-46.0,,
396.9022,45,,396.9025,0.0,,396.9025,1.3125,,396.9221,6.375,,396.9025,-27.400000000000002,,396.9022,-63,,396.9024,-38.5,,396.9221,107.75,,396.9221,41,,396.9022,-38.3125,,396.9024,-4.5,,,,,396.9025,2.37109375,,396.9025,0.0625,,396.9024,-46.375,,,,,396.9024,-44.9375,,
396.9223,47,,396.9225,0.0,,396.9225,-0.5625,,396.9421,6.3125,,396.9225,-27.400000000000002,,396.9223,-64,,396.9224,-38.3125,,396.9421,107.75,,396.9421,41,,396.9223,-38.3125,,396.9224,-4.125,,,,,396.9225,2.3515625,,396.9225,0.375,,396.9224,-46.125,,,,,396.9224,-46.1875,,
396.9422,47,,396.9424,0.0,,396.9424,-0.875,,396.9621,6.3125,,396.9425,-28.1,,396.9422,-64,,396.9424,-38.8125,,396.9621,107.75,,396.9621,41,,396.9422,-39.25,,396.9424,-4.125,,,,,396.9424,2.31640625,,396.9424,0.4375,,396.9424,-46.6875,,,,,396.9424,-47.0,,
