Time (s),0x0082_Supply_critical  ,,Time (s),0x0082_DSP_param  ,,Time (s),2. Iq A (0.0625),,Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),1. Id A (0.0625),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Id A (0.0625),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),2. Velocity RPM (1),,Time (s),2. Torque % of peak (0.1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),2. Target Iq A (0.0625),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),2. Current A(RMS) (1),,Time (s),2. Target Id A (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Uq V (0.0625),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),2. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),0x0081_Motor_slave_in_wrong_state  ,,Time (s),2. Torque actual value Nm (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),2. Throttle Input Voltage V (0.00390625),,Time (s),2. statusword  (1),,Time (s),1. Ud V (0.0625),,Time (s),1. controlword - right motor  (1),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),2. Ud V (0.0625),,Time (s),1. Iq A (0.0625),,
,,,,,,363.1653,-9.125,,363.1599,7,,363.1601,0.0,,363.1597,-9.3,,363.1601,-1.0,,363.1597,600,,363.1654,-4.1875,,363.1651,114.75,,363.1598,3.4375,,363.1652,-7.375,,363.1599,-600,,363.16,-7.5625,,363.165,-587,,363.165,-9.3,,363.165,2103,,363.1597,600,,363.1653,-8.9375,,363.1597,16911,,363.165,-0.093,,363.1597,-0.093,,363.1652,8,,363.1654,0.0,,363.1598,114.5,,363.1598,27,,363.1651,27,,363.16,-23.375,,363.1599,-7.375,,,,,363.1653,-22.375,,363.1651,2.75,,363.165,-587,,,,,363.1653,-7.4375,,363.1601,4.41796875,,363.1654,0.0,,363.165,2103,,363.1601,1.3125,,363.1597,16911,,363.16,-9.125,,,,,363.1654,1.125,,363.16,-9.0625,,
,,,,,,363.1853,-8.625,,363.18,0,,363.1802,0.0,,363.1797,9.4,,363.1802,2.5625,,363.1797,600,,363.1854,0.875,,363.1851,114.9375,,363.1799,3.4375,,363.1852,7.5,,363.18,-602,,363.1801,14.0,,363.185,-589,,363.185,-9.3,,363.185,2103,,363.1797,600,,363.1853,-9.0,,363.1797,527,,363.185,-0.093,,363.1797,0.094,,363.1852,10,,363.1854,0.0,,363.1799,115.0,,363.1799,27,,363.1851,27,,363.1801,-22.0625,,363.18,-7.5,,,,,363.1853,-22.9375,,363.1851,3.25,,363.185,-589,,,,,363.1853,-7.4375,,363.1802,4.42578125,,363.1854,0.0,,363.185,2103,,363.1802,2.9375,,363.1797,527,,363.1801,16.875,,,,,363.1854,-1.875,,363.1801,1.3125,,
,,,,,,363.2053,-8.9375,,363.1999,4,,363.2001,0.0,,363.1996,9.4,,363.2001,4.875,,363.1996,600,,363.2054,-1.25,,363.205,115.0625,,363.1997,2.5,,363.2051,7.5,,363.1999,-603,,363.2,14.8125,,363.2049,-591,,363.2049,-3.5,,363.2049,2103,,363.1996,600,,363.2053,-3.375,,363.1996,527,,363.2049,-0.035,,363.1996,0.094,,363.2051,4,,363.2054,0.0,,363.1997,115.1875,,363.1997,27,,363.205,27,,363.2,-21.875,,363.1999,-7.5,,,,,363.2053,-21.6875,,363.205,3.625,,363.2049,-591,,,,,363.2053,-2.8125,,363.2001,4.453125,,363.2054,0.0,,363.2049,2103,,363.2001,1.625,,363.1996,527,,363.2,17.8125,,,,,363.2054,0.0625,,363.2,6.1875,,
,,,,,,363.2253,3.0625,,363.2199,6,,363.2201,0.0,,363.2196,-9.3,,363.2201,-1.1875,,363.2196,600,,363.2254,4.5,,363.225,115.0625,,363.2197,1.5,,363.2252,-7.375,,363.2199,-600,,363.22,-7.5,,363.225,-591,,363.225,9.200000000000001,,363.225,2103,,363.2196,600,,363.2253,8.875,,363.2196,16911,,363.225,0.092,,363.2196,-0.093,,363.2252,4,,363.2254,0.0,,363.2197,114.9375,,363.2197,27,,363.225,27,,363.22,-21.8125,,363.2199,-7.5625,,,,,363.2253,-21.4375,,363.225,3.375,,363.225,-591,,,,,363.2253,7.375,,363.2201,4.41796875,,363.2254,0.0,,363.225,2103,,363.2201,0.25,,363.2196,16911,,363.22,-9.0625,,,,,363.2254,-0.0625,,363.22,-5.0625,,
,,,,,,363.2453,4.9375,,363.2399,7,,363.2401,0.0,,363.2397,-9.4,,363.2401,-4.0,,363.2397,600,,363.2454,1.9375,,363.245,115.0625,,363.2398,2.0,,363.2452,-7.5,,363.2399,-597,,363.24,-7.5625,,363.2449,-591,,363.2449,3.5,,363.2449,2359,,363.2397,600,,363.2453,3.375,,363.2397,16911,,363.2449,0.035,,363.2397,-0.094,,363.2452,4,,363.2454,0.0,,363.2398,115.0,,363.2398,27,,363.245,27,,363.24,-22.625,,363.2399,-7.5,,,,,363.2453,-21.4375,,363.245,2.1875,,363.2449,-591,,,,,363.2453,2.8125,,363.2401,4.3984375,,363.2454,0.0,,363.2449,2359,,363.2401,1.625,,363.2397,16911,,363.24,-9.125,,,,,363.2454,0.5,,363.24,-8.875,,
,,,,,,363.2653,-5.5625,,363.2599,8,,363.2601,0.0,,363.2596,-9.3,,363.2601,-0.3125,,363.2596,600,,363.2654,-1.5,,363.265,114.625,,363.2597,2.625,,363.2652,-7.375,,363.2599,-598,,363.26,-7.5625,,363.2649,-588,,363.2649,-9.3,,363.2649,2359,,363.2596,600,,363.2653,-8.9375,,363.2596,16911,,363.2649,-0.093,,363.2596,-0.093,,363.2652,4,,363.2654,0.0,,363.2597,114.8125,,363.2597,27,,363.265,27,,363.26,-23.125,,363.2599,-7.375,,,,,363.2653,-21.375,,363.265,1.625,,363.2649,-588,,,,,363.2653,-7.4375,,363.2601,4.3828125,,363.2654,0.0,,363.2649,2359,,363.2601,0.0625,,363.2596,16911,,363.26,-9.0625,,,,,363.2654,-1.625,,363.26,-8.75,,
,,,,,,363.2853,-10.0,,363.2799,10,,363.2801,0.0,,363.2796,-9.3,,363.2801,1.375,,363.2796,600,,363.2854,0.5625,,363.285,114.625,,363.2798,3.125,,363.2851,-7.375,,363.2799,-600,,363.28,-7.4375,,363.2849,-587,,363.2849,-9.3,,363.2849,2103,,363.2796,600,,363.2853,-9.0,,363.2796,16911,,363.2849,-0.093,,363.2796,-0.093,,363.2851,9,,363.2854,0.0,,363.2798,114.5,,363.2798,27,,363.285,27,,363.28,-23.6875,,363.2799,-7.375,,,,,363.2853,-22.25,,363.285,2.125,,363.2849,-587,,,,,363.2853,-7.4375,,363.2801,4.41796875,,363.2854,0.0,,363.2849,2103,,363.2801,-0.5,,363.2796,16911,,363.28,-8.9375,,,,,363.2854,-3.0,,363.28,-8.4375,,
,,,,,,363.3053,-8.1875,,363.2998,0,,363.3001,0.0,,363.2996,1.5,,363.3001,2.25,,363.2996,600,,363.3054,-2.1875,,363.305,115.0625,,363.2997,3.25,,363.3051,1.1875,,363.2998,-601,,363.3,1.25,,363.3049,-588,,363.3049,-9.200000000000001,,363.3049,2103,,363.2996,600,,363.3053,-8.9375,,363.2996,527,,363.3049,-0.092,,363.2996,0.015,,363.3051,8,,363.3054,0.0,,363.2997,114.9375,,363.2997,27,,363.305,27,,363.3,-21.3125,,363.2998,-7.5,,,,,363.3053,-22.9375,,363.305,2.6875,,363.3049,-588,,,,,363.3053,-7.375,,363.3001,4.40625,,363.3054,0.0,,363.3049,2103,,363.3001,2.5625,,363.2996,527,,363.3,1.5,,,,,363.3054,-0.625,,363.3,-1.4375,,
,,,,,,363.3253,-7.6875,,363.3199,9,,363.3201,0.0,,363.3196,-3.9000000000000004,,363.3201,3.9375,,363.3196,600,,363.3254,2.375,,363.325,114.75,,363.3197,2.25,,363.3251,-3.0625,,363.3199,-600,,363.32,-3.125,,363.3249,-589,,363.3249,-4.3,,363.3249,2103,,363.3196,600,,363.3253,-4.125,,363.3196,527,,363.3249,-0.043000000000000003,,363.3196,-0.039,,363.3251,6,,363.3254,0.0,,363.3197,115.25,,363.3197,27,,363.325,27,,363.32,-21.1875,,363.3199,-7.375,,,,,363.3253,-22.375,,363.325,3.125,,363.3249,-589,,,,,363.3253,-3.4375,,363.3201,4.3984375,,363.3254,0.0,,363.3249,2103,,363.3201,1.875,,363.3196,527,,363.32,-3.75,,,,,363.3254,-2.625,,363.32,4.9375,,
,,,,,,363.3453,-1.5,,363.3398,6,,363.3401,0.0,,363.3396,-9.3,,363.3401,-2.6875,,363.3396,600,,363.3454,1.9375,,363.345,114.875,,363.3397,2.0,,363.3451,-7.375,,363.3398,-599,,363.34,-7.4375,,363.3449,-589,,363.3449,-0.2,,363.3449,2103,,363.3396,600,,363.3453,-0.25,,363.3396,16911,,363.3449,-0.002,,363.3396,-0.093,,363.3451,0,,363.3454,0.0,,363.3397,114.75,,363.3397,27,,363.345,27,,363.34,-22.8125,,363.3398,-7.375,,,,,363.3453,-21.875,,363.345,3.125,,363.3449,-589,,,,,363.3453,-0.1875,,363.3401,4.44140625,,363.3454,0.0,,363.3449,2103,,363.3401,0.75,,363.3396,16911,,363.34,-8.9375,,,,,363.3454,-0.375,,363.34,-7.25,,
,,,,,,363.3653,-5.0,,363.3598,4,,363.3601,0.0,,363.3596,-9.200000000000001,,363.3601,-2.625,,363.3596,600,,363.3654,1.875,,363.365,114.75,,363.3597,2.4375,,363.3651,-7.3125,,363.3598,-600,,363.3599,-7.375,,363.3649,-591,,363.3649,-6.300000000000001,,363.3649,2103,,363.3596,600,,363.3653,-6.125,,363.3596,16911,,363.3649,-0.063,,363.3596,-0.092,,363.3651,4,,363.3654,0.0,,363.3597,114.8125,,363.3597,27,,363.365,27,,363.3599,-22.25,,363.3598,-7.5,,,,,363.3653,-22.3125,,363.365,2.75,,363.3649,-591,,,,,363.3653,-5.0625,,363.3601,4.40625,,363.3654,0.0,,363.3649,2103,,363.3601,1.875,,363.3596,16911,,363.3599,-8.9375,,,,,363.3654,-2.0625,,363.3599,-7.75,,
,,,,,,363.3852,-8.6875,,363.3798,0,,363.3801,0.0,,363.3796,-9.3,,363.3801,0.3125,,363.3796,600,,363.3854,-4.9375,,363.385,114.6875,,363.3797,2.8125,,363.3851,-7.375,,363.3798,-597,,363.38,-7.5,,363.3849,-592,,363.3849,-9.200000000000001,,363.3849,2103,,363.3796,600,,363.3852,-8.875,,363.3796,16911,,363.3849,-0.092,,363.3796,-0.093,,363.3851,7,,363.3854,0.0,,363.3797,114.875,,363.3797,27,,363.385,27,,363.38,-22.8125,,363.3798,-7.375,,,,,363.3852,-22.25,,363.385,2.9375,,363.3849,-592,,,,,363.3852,-7.375,,363.3801,4.3984375,,363.3854,0.0,,363.3849,2103,,363.3801,2.0,,363.3796,16911,,363.38,-9.0,,,,,363.3854,1.0,,363.38,-3.25,,
,,,,,,363.4052,-8.5,,363.3998,8,,363.4001,0.0,,363.3996,-9.3,,363.4001,1.0625,,363.3996,600,,363.4053,1.125,,363.4049,114.625,,363.3997,3.0,,363.4051,-7.375,,363.3998,-600,,363.3999,-7.4375,,363.4049,-592,,363.4049,-9.200000000000001,,363.4049,2103,,363.3996,600,,363.4052,-8.875,,363.3996,16911,,363.4049,-0.092,,363.3996,-0.093,,363.4051,9,,363.4053,0.0,,363.3997,114.5,,363.3997,27,,363.4049,27,,363.3999,-23.5625,,363.3998,-7.375,,,,,363.4052,-22.8125,,363.4049,3.3125,,363.4049,-592,,,,,363.4052,-7.375,,363.4001,4.42578125,,363.4053,0.0,,363.4049,2103,,363.4001,-0.5625,,363.3996,16911,,363.3999,-8.9375,,,,,363.4053,-2.5,,363.3999,-8.125,,
,,,,,,363.4252,-9.0625,,363.4198,0,,363.4201,0.0,,363.4196,1.3,,363.4201,3.125,,363.4196,600,,363.4254,-0.75,,363.425,115.0,,363.4197,3.1875,,363.4251,1.0,,363.4198,-601,,363.4199,1.0625,,363.4249,-593,,363.4249,-9.200000000000001,,363.4249,2103,,363.4196,600,,363.4252,-8.9375,,363.4196,527,,363.4249,-0.092,,363.4196,0.013000000000000001,,363.4251,8,,363.4254,0.0,,363.4197,114.9375,,363.4197,27,,363.425,27,,363.4199,-22.5625,,363.4198,-7.5,,,,,363.4252,-22.125,,363.425,3.6875,,363.4249,-593,,,,,363.4252,-7.375,,363.4201,4.42578125,,363.4254,0.0,,363.4249,2103,,363.4201,1.625,,363.4196,527,,363.4199,1.3125,,,,,363.4254,-1.125,,363.4199,-0.125,,
,,,,,,363.4452,-8.375,,363.4398,15,,363.4401,0.0,,363.4396,9.4,,363.4401,4.5,,363.4396,600,,363.4454,-0.6875,,363.445,115.125,,363.4397,2.25,,363.4451,7.5,,363.4398,-603,,363.4399,21.0625,,363.4449,-594,,363.4449,-4.3,,363.4449,2103,,363.4396,600,,363.4452,-4.1875,,363.4396,527,,363.4449,-0.043000000000000003,,363.4396,0.094,,363.4451,6,,363.4454,0.0,,363.4397,115.6875,,363.4397,27,,363.445,27,,363.4399,-21.0,,363.4398,-7.5,,,,,363.4452,-23.5,,363.445,4.0,,363.4449,-594,,,,,363.4452,-3.4375,,363.4401,4.44140625,,363.4454,0.0,,363.4449,2103,,363.4401,5.9375,,363.4396,527,,363.4399,25.3125,,,,,363.4454,-0.4375,,363.4399,15.875,,
,,,,,,363.4652,-0.0625,,363.4598,0,,363.46,0.0,,363.4596,-9.3,,363.46,-0.6875,,363.4596,600,,363.4653,6.1875,,363.465,114.9375,,363.4597,0.75,,363.4651,-7.375,,363.4598,-598,,363.4599,-7.5,,363.4649,-597,,363.4649,4.3,,363.4649,2103,,363.4596,600,,363.4652,4.1875,,363.4596,16911,,363.4649,0.043000000000000003,,363.4596,-0.093,,363.4651,4,,363.4653,0.0,,363.4597,115.1875,,363.4597,27,,363.465,27,,363.4599,-22.375,,363.4598,-7.5,,,,,363.4652,-22.75,,363.465,3.8125,,363.4649,-597,,,,,363.4652,3.5,,363.46,4.453125,,363.4653,0.0,,363.4649,2103,,363.46,0.6875,,363.4596,16911,,363.4599,-9.0625,,,,,363.4653,-2.3125,,363.4599,0.9375,,
,,,,,,363.4852,1.75,,363.4798,9,,363.4801,0.0,,363.4796,-9.3,,363.4801,-1.5,,363.4796,600,,363.4853,2.125,,363.4849,115.0625,,363.4797,1.125,,363.4851,-7.375,,363.4798,-597,,363.4799,-7.5,,363.4849,-596,,363.4849,3.5,,363.4849,2359,,363.4796,600,,363.4852,3.375,,363.4796,16911,,363.4849,0.035,,363.4796,-0.093,,363.4851,0,,363.4853,0.0,,363.4797,114.9375,,363.4797,27,,363.4849,27,,363.4799,-22.25,,363.4798,-7.5625,,,,,363.4852,-20.1875,,363.4849,2.875,,363.4849,-596,,,,,363.4852,2.8125,,363.4801,4.4765625,,363.4853,0.0,,363.4849,2359,,363.4801,-0.625,,363.4796,16911,,363.4799,-9.0625,,,,,363.4853,0.75,,363.4799,-8.625,,
,,,,,,363.5052,-4.875,,363.4998,7,,363.5,0.0,,363.4995,-9.4,,363.5,-3.4375,,363.4995,600,,363.5053,1.0625,,363.505,114.6875,,363.4996,1.875,,363.5051,-7.5,,363.4998,-596,,363.4999,-7.5625,,363.5049,-594,,363.5049,-9.200000000000001,,363.5049,2359,,363.4995,600,,363.5052,-8.875,,363.4995,16911,,363.5049,-0.092,,363.4995,-0.094,,363.5051,4,,363.5053,0.0,,363.4996,114.875,,363.4996,27,,363.505,27,,363.4999,-23.0,,363.4998,-7.625,,,,,363.5052,-22.625,,363.505,2.25,,363.5049,-594,,,,,363.5052,-7.375,,363.5,4.41796875,,363.5053,0.0,,363.5049,2359,,363.5,1.75,,363.4995,16911,,363.4999,-9.125,,,,,363.5053,-3.0625,,363.4999,-8.5625,,
,,,,,,363.5252,-9.375,,363.5198,7,,363.52,0.0,,363.5195,-9.4,,363.52,-1.375,,363.5195,600,,363.5253,-2.25,,363.5249,114.5625,,363.5196,2.5,,363.525,-7.5,,363.5198,-597,,363.5199,-7.625,,363.5249,-593,,363.5249,-9.3,,363.5249,2103,,363.5195,600,,363.5252,-9.0,,363.5195,16911,,363.5249,-0.093,,363.5195,-0.094,,363.525,8,,363.5253,0.0,,363.5196,114.5,,363.5196,27,,363.5249,27,,363.5199,-23.75,,363.5198,-7.5,,,,,363.5252,-22.6875,,363.5249,2.625,,363.5249,-593,,,,,363.5252,-7.4375,,363.52,4.3828125,,363.5253,0.0,,363.5249,2103,,363.52,1.0,,363.5195,16911,,363.5199,-9.1875,,,,,363.5253,-1.3125,,363.5199,-8.0625,,
,,,,,,363.5452,-8.5625,,363.5398,9,,363.54,0.0,,363.5395,-9.3,,363.54,2.4375,,363.5395,600,,363.5453,-1.5625,,363.5449,114.625,,363.5396,3.0625,,363.5451,-7.375,,363.5398,-599,,363.5399,-7.5625,,363.5449,-593,,363.5449,-9.3,,363.5449,2103,,363.5395,600,,363.5452,-9.0625,,363.5395,16911,,363.5449,-0.093,,363.5395,-0.093,,363.5451,8,,363.5453,0.0,,363.5396,114.5625,,363.5396,27,,363.5449,27,,363.5399,-22.1875,,363.5398,-7.375,,,,,363.5452,-22.875,,363.5449,3.1875,,363.5449,-593,,,,,363.5452,-7.5,,363.54,4.4609375,,363.5453,0.0,,363.5449,2103,,363.54,-1.125,,363.5395,16911,,363.5399,-9.125,,,,,363.5453,-0.9375,,363.5399,-10.75,,
,,,,,,363.5652,-7.875,,363.5598,4,,363.56,0.0,,363.5595,-9.3,,363.56,0.1875,,363.5595,600,,363.5653,3.0625,,363.5649,114.9375,,363.5596,3.5,,363.565,-7.375,,363.5598,-599,,363.5599,-7.4375,,363.5648,-596,,363.5648,-9.3,,363.5648,2103,,363.5595,600,,363.5652,-9.0,,363.5595,16911,,363.5648,-0.093,,363.5595,-0.093,,363.565,7,,363.5653,0.0,,363.5596,114.625,,363.5596,27,,363.5649,27,,363.5599,-22.5625,,363.5598,-7.5625,,,,,363.5652,-23.5625,,363.5649,3.5625,,363.5648,-596,,,,,363.5652,-7.4375,,363.56,4.4609375,,363.5653,0.0,,363.5648,2103,,363.56,2.25,,363.5595,16911,,363.5599,-8.9375,,,,,363.5653,-3.375,,363.5599,-5.625,,
,,,,,,363.5852,-11.4375,,363.5798,4,,363.58,0.0,,363.5795,9.3,,363.58,2.8125,,363.5795,600,,363.5853,-2.25,,363.5849,115.125,,363.5796,3.0625,,363.5851,7.375,,363.5798,-602,,363.5799,7.4375,,363.5849,-596,,363.5849,-9.200000000000001,,363.5849,2103,,363.5795,600,,363.5852,-8.9375,,363.5795,527,,363.5849,-0.092,,363.5795,0.093,,363.5851,7,,363.5853,0.0,,363.5796,115.0,,363.5796,27,,363.5849,27,,363.5799,-22.125,,363.5798,-7.5625,,,,,363.5852,-21.4375,,363.5849,3.9375,,363.5849,-596,,,,,363.5852,-7.375,,363.58,4.41796875,,363.5853,0.0,,363.5849,2103,,363.58,2.0,,363.5795,527,,363.5799,8.9375,,,,,363.5853,0.125,,363.5799,1.4375,,
,,,,,,363.6053,-6.9375,,363.5997,6,,363.6,0.0,,363.5995,-6.9,,363.6,4.125,,363.5995,600,,363.6054,1.125,,363.605,114.8125,,363.5996,1.8125,,363.6051,-5.5,,363.5997,-600,,363.5999,-5.5625,,363.6049,-598,,363.6049,-3.5,,363.6049,2103,,363.5995,600,,363.6053,-3.375,,363.5995,16911,,363.6049,-0.035,,363.5995,-0.069,,363.6051,6,,363.6054,0.0,,363.5996,115.3125,,363.5996,27,,363.605,27,,363.5999,-21.125,,363.5997,-7.5,,,,,363.6053,-22.5625,,363.605,4.25,,363.6049,-598,,,,,363.6053,-2.8125,,363.6,4.3984375,,363.6054,0.0,,363.6049,2103,,363.6,0.75,,363.5995,16911,,363.5999,-6.6875,,,,,363.6054,-0.4375,,363.5999,4.4375,,
,,,,,,363.6252,1.875,,363.6197,7,,363.62,0.0,,363.6195,-9.3,,363.62,-4.125,,363.6195,600,,363.6253,4.5625,,363.6249,115.0,,363.6196,1.75,,363.6251,-7.375,,363.6197,-598,,363.6199,-7.5625,,363.6249,-598,,363.6249,3.3000000000000003,,363.6249,2103,,363.6195,600,,363.6252,3.25,,363.6195,16911,,363.6249,0.033,,363.6195,-0.093,,363.6251,6,,363.6253,0.0,,363.6196,114.75,,363.6196,27,,363.6249,27,,363.6199,-21.8125,,363.6197,-7.375,,,,,363.6252,-22.375,,363.6249,3.875,,363.6249,-598,,,,,363.6252,2.6875,,363.62,4.41796875,,363.6253,0.0,,363.6249,2103,,363.62,0.4375,,363.6195,16911,,363.6199,-9.0625,,,,,363.6253,-1.8125,,363.6199,-8.125,,
,,,,,,363.6452,-6.375,,363.6397,8,,363.64,0.0,,363.6395,-9.3,,363.64,-2.375,,363.6395,600,,363.6453,-2.0625,,363.6449,114.75,,363.6396,2.3125,,363.645,-7.375,,363.6397,-597,,363.6399,-7.4375,,363.6449,-600,,363.6449,-8.0,,363.6449,2359,,363.6395,600,,363.6452,-7.75,,363.6395,16911,,363.6449,-0.08,,363.6395,-0.093,,363.645,6,,363.6453,0.0,,363.6396,114.875,,363.6396,27,,363.6449,27,,363.6399,-22.9375,,363.6397,-7.5,,,,,363.6452,-21.8125,,363.6449,3.1875,,363.6449,-600,,,,,363.6452,-6.4375,,363.64,4.42578125,,363.6453,0.0,,363.6449,2359,,363.64,1.0625,,363.6395,16911,,363.6399,-8.9375,,,,,363.6453,-0.3125,,363.6399,-8.75,,
,,,,,,363.6652,-9.8125,,363.6597,9,,363.66,0.0,,363.6595,-9.3,,363.66,0.8125,,363.6595,600,,363.6653,-3.0625,,363.6649,114.5625,,363.6596,2.875,,363.665,-7.375,,363.6597,-600,,363.6599,-7.5,,363.6649,-599,,363.6649,-9.200000000000001,,363.6649,2103,,363.6595,600,,363.6652,-8.9375,,363.6595,16911,,363.6649,-0.092,,363.6595,-0.093,,363.665,9,,363.6653,0.0,,363.6596,114.5625,,363.6596,27,,363.6649,27,,363.6599,-23.125,,363.6597,-7.5,,,,,363.6652,-22.0625,,363.6649,3.375,,363.6649,-599,,,,,363.6652,-7.375,,363.66,4.40625,,363.6653,0.0,,363.6649,2103,,363.66,-0.375,,363.6595,16911,,363.6599,-9.0,,,,,363.6653,-0.3125,,363.6599,-8.9375,,
,,,,,,363.6852,-9.5,,363.6797,0,,363.68,0.0,,363.6795,-6.2,,363.68,3.1875,,363.6795,600,,363.6854,-1.5625,,363.685,114.625,,363.6796,3.3125,,363.6851,-4.9375,,363.6797,-600,,363.6798,-5.0,,363.6849,-598,,363.6849,-9.200000000000001,,363.6849,2103,,363.6795,600,,363.6852,-8.9375,,363.6795,16911,,363.6849,-0.092,,363.6795,-0.062,,363.6851,9,,363.6854,0.0,,363.6796,114.6875,,363.6796,27,,363.685,27,,363.6798,-22.3125,,363.6797,-7.375,,,,,363.6852,-22.5,,363.685,3.75,,363.6849,-598,,,,,363.6852,-7.375,,363.68,4.41796875,,363.6854,0.0,,363.6849,2103,,363.68,0.6875,,363.6795,16911,,363.6798,-6.0,,,,,363.6854,-0.6875,,363.6798,-4.125,,
,,,,,,363.7053,-8.875,,363.6997,0,,363.7,0.0,,363.6995,9.4,,363.7,0.4375,,363.6995,600,,363.7055,1.9375,,363.7051,114.8125,,363.6996,3.1875,,363.7052,7.5,,363.6997,-602,,363.6998,8.75,,363.705,-600,,363.705,-7.7,,363.705,2103,,363.6995,600,,363.7053,-7.4375,,363.6995,527,,363.705,-0.077,,363.6995,0.094,,363.7052,7,,363.7055,0.0,,363.6996,114.8125,,363.6996,27,,363.7051,27,,363.6998,-22.5,,363.6997,-7.5,,,,,363.7053,-22.8125,,363.7051,4.0625,,363.705,-600,,,,,363.7053,-6.1875,,363.7,4.41796875,,363.7055,0.0,,363.705,2103,,363.7,3.3125,,363.6995,527,,363.6998,10.5625,,,,,363.7055,-2.5625,,363.6998,-0.1875,,
,,,,,,363.7254,1.5,,363.7197,6,,363.72,0.0,,363.7195,-6.5,,363.72,3.375,,363.7195,600,,363.7255,1.0625,,363.7251,115.0625,,363.7196,2.5625,,363.7252,-5.1875,,363.7197,-600,,363.7199,-5.25,,363.725,-600,,363.725,-0.6000000000000001,,363.725,2103,,363.7195,600,,363.7254,-0.625,,363.7195,16911,,363.725,-0.006,,363.7195,-0.065,,363.7252,0,,363.7255,0.0,,363.7196,115.3125,,363.7196,27,,363.7251,27,,363.7199,-22.75,,363.7197,-7.5,,,,,363.7254,-22.8125,,363.7251,3.75,,363.725,-600,,,,,363.7254,-0.5,,363.72,4.43359375,,363.7255,0.0,,363.725,2103,,363.72,2.0625,,363.7195,16911,,363.7199,-6.3125,,,,,363.7255,0.9375,,363.7199,5.125,,
,,,,,,363.7454,2.25,,363.7397,6,,363.74,0.0,,363.7395,7.5,,363.74,0.9375,,363.7395,600,,363.7455,2.125,,363.7451,115.125,,363.7396,2.375,,363.7452,5.9375,,363.7397,-601,,363.7398,6.0,,363.745,-600,,363.745,3.4000000000000004,,363.745,2103,,363.7395,600,,363.7454,3.3125,,363.7395,527,,363.745,0.034,,363.7395,0.075,,363.7452,4,,363.7455,0.0,,363.7396,114.875,,363.7396,27,,363.7451,27,,363.7398,-22.5,,363.7397,-7.5,,,,,363.7454,-21.75,,363.7451,2.9375,,363.745,-600,,,,,363.7454,2.75,,363.74,4.41796875,,363.7455,0.0,,363.745,2103,,363.74,0.375,,363.7395,527,,363.7398,7.1875,,,,,363.7455,0.0,,363.7398,-6.125,,
,,,,,,363.7653,-3.1875,,363.7597,0,,363.76,0.0,,363.7595,5.0,,363.76,-0.3125,,363.7595,600,,363.7655,-0.625,,363.7651,115.125,,363.7596,2.375,,363.7652,3.9375,,363.7597,-601,,363.7598,4.0625,,363.765,-598,,363.765,-2.1,,363.765,2359,,363.7595,600,,363.7653,-2.0625,,363.7595,527,,363.765,-0.021,,363.7595,0.05,,363.7652,4,,363.7655,0.0,,363.7596,115.1875,,363.7596,27,,363.7651,27,,363.7598,-23.875,,363.7597,-7.5,,,,,363.7653,-21.9375,,363.7651,2.375,,363.765,-598,,,,,363.7653,-1.75,,363.76,4.42578125,,363.7655,0.0,,363.765,2359,,363.76,2.4375,,363.7595,527,,363.7598,4.875,,,,,363.7655,-0.8125,,363.7598,-0.4375,,
,,,,,,363.7853,3.0,,363.7797,4,,363.7799,0.0,,363.7795,1.4000000000000001,,363.7799,-2.8125,,363.7795,600,,363.7855,-1.625,,363.7851,115.0,,363.7796,1.875,,363.7852,1.0625,,363.7797,-601,,363.7798,1.125,,363.785,-598,,363.785,6.0,,363.785,2103,,363.7795,600,,363.7853,5.875,,363.7795,527,,363.785,0.06,,363.7795,0.014,,363.7852,0,,363.7855,0.0,,363.7796,114.875,,363.7796,27,,363.7851,27,,363.7798,-21.9375,,363.7797,-7.5,,,,,363.7853,-22.3125,,363.7851,2.0,,363.785,-598,,,,,363.7853,4.875,,363.7799,4.42578125,,363.7855,0.0,,363.785,2103,,363.7799,2.1875,,363.7795,527,,363.7798,1.375,,,,,363.7855,2.25,,363.7798,-4.9375,,
