Time (s),0x0082_Supply_critical  ,,Time (s),0x0082_DSP_param  ,,Time (s),2. Iq A (0.0625),,Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),1. Id A (0.0625),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Id A (0.0625),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),2. Velocity RPM (1),,Time (s),2. Torque % of peak (0.1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),2. Target Iq A (0.0625),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),2. Current A(RMS) (1),,Time (s),2. Target Id A (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Uq V (0.0625),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),0x0081_Low_batt  ,,Time (s),2. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),0x0081_Motor_slave_in_wrong_state  ,,Time (s),2. Torque actual value Nm (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),2. Throttle Input Voltage V (0.00390625),,Time (s),2. statusword  (1),,Time (s),1. Ud V (0.0625),,Time (s),1. controlword - right motor  (1),,Time (s),1. Target Iq A (0.0625),,Time (s),0x0081_Supply_critical  ,,Time (s),2. Ud V (0.0625),,Time (s),1. Iq A (0.0625),,
,,,,,,347.6049,-9.625,,347.5997,7,,347.5999,0.0,,347.5994,-9.3,,347.5999,2.75,,347.5994,600,,347.605,-0.375,,347.6047,114.875,,347.5995,2.6875,,347.6048,-7.375,,347.5997,-273,,347.5998,-7.4375,,347.6046,-254,,347.6046,-9.200000000000001,,347.6046,2103,,347.5994,600,,347.6049,-8.875,,347.5994,16911,,347.6046,-0.092,,347.5994,-0.093,,347.6048,7,,347.605,0.0,,347.5995,115.0,,347.5995,27,,347.6047,27,,347.5998,-12.6875,,347.5997,-7.5,,,,,347.6049,-10.0,,347.6047,2.4375,,347.6046,-254,,,,,347.6049,-7.375,,347.5999,4.43359375,,347.605,0.0,,347.6046,2103,,347.5999,-1.6875,,347.5994,16911,,347.5998,-8.9375,,,,,347.605,-0.625,,347.5998,-7.125,,
,,,,,,347.6249,-9.5,,347.6197,9,,347.6199,0.0,,347.6194,-9.3,,347.6199,-0.5625,,347.6194,600,,347.625,0.375,,347.6247,114.8125,,347.6195,2.6875,,347.6248,-7.375,,347.6197,-275,,347.6198,-7.5,,347.6246,-255,,347.6246,-9.200000000000001,,347.6246,2103,,347.6194,600,,347.6249,-8.9375,,347.6194,16911,,347.6246,-0.092,,347.6194,-0.093,,347.6248,7,,347.625,0.0,,347.6195,114.9375,,347.6195,27,,347.6247,27,,347.6198,-10.75,,347.6197,-7.5,,,,,347.6249,-10.125,,347.6247,2.4375,,347.6246,-255,,,,,347.6249,-7.375,,347.6199,4.44140625,,347.625,0.0,,347.6246,2103,,347.6199,0.5,,347.6194,16911,,347.6198,-9.0,,,,,347.625,-1.0625,,347.6198,-10.25,,
,,,,,,347.6449,-9.4375,,347.6397,7,,347.6399,0.0,,347.6395,-9.3,,347.6399,0.875,,347.6395,600,,347.645,-1.375,,347.6446,114.875,,347.6396,2.75,,347.6448,-7.375,,347.6397,-277,,347.6398,-7.5,,347.6446,-258,,347.6446,-9.200000000000001,,347.6446,2103,,347.6395,600,,347.6449,-8.9375,,347.6395,16911,,347.6446,-0.092,,347.6395,-0.093,,347.6448,9,,347.645,0.0,,347.6396,114.875,,347.6396,27,,347.6446,27,,347.6398,-12.8125,,347.6397,-7.5,,,,,347.6449,-10.25,,347.6446,2.5,,347.6446,-258,,,,,347.6449,-7.375,,347.6399,4.390625,,347.645,0.0,,347.6446,2103,,347.6399,-0.5,,347.6395,16911,,347.6398,-9.0625,,,,,347.645,0.0,,347.6398,-7.25,,
,,,,,,347.6649,-9.5625,,347.6596,6,,347.6599,0.0,,347.6594,-9.3,,347.6599,1.5625,,347.6594,600,,347.665,1.1875,,347.6646,114.9375,,347.6595,2.75,,347.6648,-7.375,,347.6596,-280,,347.6598,-7.5,,347.6645,-259,,347.6645,-9.200000000000001,,347.6645,2103,,347.6594,600,,347.6649,-8.9375,,347.6594,16911,,347.6645,-0.092,,347.6594,-0.093,,347.6648,7,,347.665,0.0,,347.6595,114.9375,,347.6595,27,,347.6646,27,,347.6598,-11.625,,347.6596,-7.375,,,,,347.6649,-10.3125,,347.6646,2.5,,347.6645,-259,,,,,347.6649,-7.375,,347.6599,4.41796875,,347.665,0.0,,347.6645,2103,,347.6599,-0.9375,,347.6594,16911,,347.6598,-9.0625,,,,,347.665,-1.5625,,347.6598,-9.1875,,
,,,,,,347.6849,-10.75,,347.6797,9,,347.6799,0.0,,347.6795,-9.3,,347.6799,0.1875,,347.6795,600,,347.685,-1.375,,347.6846,114.8125,,347.6796,2.8125,,347.6848,-7.375,,347.6797,-282,,347.6798,-7.4375,,347.6845,-262,,347.6845,-9.200000000000001,,347.6845,2103,,347.6795,600,,347.6849,-8.9375,,347.6795,16911,,347.6845,-0.092,,347.6795,-0.093,,347.6848,7,,347.685,0.0,,347.6796,114.9375,,347.6796,27,,347.6846,27,,347.6798,-11.8125,,347.6797,-7.5,,,,,347.6849,-9.625,,347.6846,2.5,,347.6845,-262,,,,,347.6849,-7.375,,347.6799,4.453125,,347.685,0.0,,347.6845,2103,,347.6799,0.0,,347.6795,16911,,347.6798,-8.9375,,,,,347.685,0.125,,347.6798,-9.0,,
,,,,,,347.7049,-9.0625,,347.6996,7,,347.6999,0.0,,347.6994,-9.3,,347.6999,-0.125,,347.6994,600,,347.705,-0.5,,347.7046,114.875,,347.6995,2.8125,,347.7048,-7.375,,347.6996,-284,,347.6998,-7.5,,347.7045,-264,,347.7045,-9.200000000000001,,347.7045,2103,,347.6994,600,,347.7049,-8.9375,,347.6994,16911,,347.7045,-0.092,,347.6994,-0.093,,347.7048,8,,347.705,0.0,,347.6995,114.875,,347.6995,27,,347.7046,27,,347.6998,-10.9375,,347.6996,-7.5625,,,,,347.7049,-10.75,,347.7046,2.5,,347.7045,-264,,,,,347.7049,-7.375,,347.6999,4.43359375,,347.705,0.0,,347.7045,2103,,347.6999,0.1875,,347.6994,16911,,347.6998,-9.0,,,,,347.705,-0.375,,347.6998,-10.5,,
,,,,,,347.7249,-9.0625,,347.7196,7,,347.7199,0.0,,347.7194,-9.4,,347.7199,-0.125,,347.7194,600,,347.725,0.5625,,347.7247,114.875,,347.7195,2.8125,,347.7248,-7.5,,347.7196,-287,,347.7198,-7.5625,,347.7246,-266,,347.7246,-9.200000000000001,,347.7246,2103,,347.7194,600,,347.7249,-8.9375,,347.7194,16911,,347.7246,-0.092,,347.7194,-0.094,,347.7248,8,,347.725,0.0,,347.7195,114.875,,347.7195,27,,347.7247,27,,347.7198,-11.8125,,347.7196,-7.5,,,,,347.7249,-10.8125,,347.7247,2.5625,,347.7246,-266,,,,,347.7249,-7.375,,347.7199,4.42578125,,347.725,0.0,,347.7246,2103,,347.7199,0.1875,,347.7194,16911,,347.7198,-9.125,,,,,347.725,-1.0625,,347.7198,-9.25,,
,,,,,,347.7449,-10.1875,,347.7396,8,,347.7399,0.0,,347.7394,-9.4,,347.7399,-0.4375,,347.7394,600,,347.745,-0.4375,,347.7446,114.875,,347.7395,2.875,,347.7447,-7.5,,347.7396,-288,,347.7398,-7.5625,,347.7445,-268,,347.7445,-9.3,,347.7445,2103,,347.7394,600,,347.7449,-9.0,,347.7394,16911,,347.7445,-0.093,,347.7394,-0.094,,347.7447,8,,347.745,0.0,,347.7395,114.875,,347.7395,27,,347.7446,27,,347.7398,-11.1875,,347.7396,-7.5,,,,,347.7449,-10.125,,347.7446,2.5625,,347.7445,-268,,,,,347.7449,-7.4375,,347.7399,4.40625,,347.745,0.0,,347.7445,2103,,347.7399,0.4375,,347.7394,16911,,347.7398,-9.0625,,,,,347.745,-0.4375,,347.7398,-10.3125,,
,,,,,,347.7649,-10.25,,347.7596,7,,347.7599,0.0,,347.7594,-9.3,,347.7599,0.0,,347.7594,600,,347.765,0.6875,,347.7646,114.8125,,347.7595,2.875,,347.7648,-7.375,,347.7596,-290,,347.7597,-7.5,,347.7645,-269,,347.7645,-9.3,,347.7645,2103,,347.7594,600,,347.7649,-9.0625,,347.7594,16911,,347.7645,-0.093,,347.7594,-0.093,,347.7648,8,,347.765,0.0,,347.7595,114.9375,,347.7595,27,,347.7646,27,,347.7597,-10.875,,347.7596,-7.375,,,,,347.7649,-11.0,,347.7646,2.5625,,347.7645,-269,,,,,347.7649,-7.5,,347.7599,4.41796875,,347.765,0.0,,347.7645,2103,,347.7599,0.125,,347.7594,16911,,347.7597,-9.0625,,,,,347.765,-1.1875,,347.7597,-10.8125,,
,,,,,,347.7849,-9.125,,347.7796,8,,347.7799,0.0,,347.7794,-9.3,,347.7799,2.3125,,347.7794,600,,347.785,-0.125,,347.7846,114.875,,347.7795,2.875,,347.7847,-7.375,,347.7796,-293,,347.7797,-7.4375,,347.7845,-271,,347.7845,-9.3,,347.7845,2103,,347.7794,600,,347.7849,-9.0,,347.7794,16911,,347.7845,-0.093,,347.7794,-0.093,,347.7847,10,,347.785,0.0,,347.7795,114.875,,347.7795,27,,347.7846,27,,347.7797,-12.3125,,347.7796,-7.5,,,,,347.7849,-11.0,,347.7846,2.625,,347.7845,-271,,,,,347.7849,-7.4375,,347.7799,4.4609375,,347.785,0.0,,347.7845,2103,,347.7799,-1.375,,347.7794,16911,,347.7797,-8.9375,,,,,347.785,-0.75,,347.7797,-8.75,,
,,,,,,347.8049,-9.25,,347.7996,8,,347.7999,0.0,,347.7994,-9.3,,347.7999,0.6875,,347.7994,600,,347.805,1.875,,347.8046,114.875,,347.7995,2.9375,,347.8047,-7.375,,347.7996,-296,,347.7997,-7.5,,347.8045,-273,,347.8045,-9.200000000000001,,347.8045,2103,,347.7994,600,,347.8049,-8.9375,,347.7994,16911,,347.8045,-0.092,,347.7994,-0.093,,347.8047,9,,347.805,0.0,,347.7995,114.9375,,347.7995,27,,347.8046,27,,347.7997,-12.9375,,347.7996,-7.5625,,,,,347.8049,-10.5,,347.8046,2.625,,347.8045,-273,,,,,347.8049,-7.375,,347.7999,4.44140625,,347.805,0.0,,347.8045,2103,,347.7999,-0.3125,,347.7994,16911,,347.7997,-9.0,,,,,347.805,-2.0625,,347.7997,-8.0625,,
,,,,,,347.8249,-10.0,,347.8196,8,,347.8199,0.0,,347.8194,-9.4,,347.8199,0.0625,,347.8194,600,,347.825,0.9375,,347.8246,114.875,,347.8195,2.9375,,347.8248,-7.5,,347.8196,-297,,347.8197,-7.5625,,347.8245,-275,,347.8245,-9.200000000000001,,347.8245,2103,,347.8194,600,,347.8249,-8.9375,,347.8194,16911,,347.8245,-0.092,,347.8194,-0.094,,347.8248,8,,347.825,0.0,,347.8195,114.875,,347.8195,27,,347.8246,27,,347.8197,-12.6875,,347.8196,-7.5,,,,,347.8249,-10.5625,,347.8246,2.625,,347.8245,-275,,,,,347.8249,-7.375,,347.8199,4.44140625,,347.825,0.0,,347.8245,2103,,347.8199,0.0625,,347.8194,16911,,347.8197,-9.125,,,,,347.825,-1.5,,347.8197,-8.4375,,
,,,,,,347.8448,-9.3125,,347.8396,8,,347.8398,0.0,,347.8394,-9.4,,347.8398,-0.125,,347.8394,600,,347.8449,-1.0625,,347.8446,114.875,,347.8395,2.9375,,347.8447,-7.5,,347.8396,-299,,347.8397,-7.5625,,347.8445,-277,,347.8445,-9.3,,347.8445,2103,,347.8394,600,,347.8448,-9.0,,347.8394,16911,,347.8445,-0.093,,347.8394,-0.094,,347.8447,7,,347.8449,0.0,,347.8395,114.9375,,347.8395,27,,347.8446,27,,347.8397,-11.1875,,347.8396,-7.5,,,,,347.8448,-11.0625,,347.8446,2.625,,347.8445,-277,,,,,347.8448,-7.4375,,347.8398,4.42578125,,347.8449,0.0,,347.8445,2103,,347.8398,0.1875,,347.8394,16911,,347.8397,-9.0625,,,,,347.8449,-0.25,,347.8397,-10.8125,,
,,,,,,347.8649,-9.375,,347.8596,8,,347.8599,0.0,,347.8594,-9.3,,347.8599,-2.875,,347.8594,600,,347.865,1.625,,347.8646,114.9375,,347.8595,2.9375,,347.8647,-7.375,,347.8596,-300,,347.8597,-7.5,,347.8645,-279,,347.8645,-9.3,,347.8645,2103,,347.8594,600,,347.8649,-9.0625,,347.8594,16911,,347.8645,-0.093,,347.8594,-0.093,,347.8647,9,,347.865,0.0,,347.8595,114.875,,347.8595,27,,347.8646,27,,347.8597,-12.875,,347.8596,-7.5,,,,,347.8649,-11.125,,347.8646,2.6875,,347.8645,-279,,,,,347.8649,-7.5,,347.8599,4.41796875,,347.865,0.0,,347.8645,2103,,347.8599,2.0,,347.8594,16911,,347.8597,-9.0625,,,,,347.865,-1.9375,,347.8597,-8.375,,
,,,,,,347.8848,-8.9375,,347.8796,9,,347.8798,0.0,,347.8793,-9.3,,347.8798,-0.125,,347.8793,600,,347.8849,0.0,,347.8846,114.875,,347.8794,3.0,,347.8847,-7.375,,347.8796,-303,,347.8797,-7.5,,347.8845,-282,,347.8845,-9.3,,347.8845,2103,,347.8793,600,,347.8848,-9.0,,347.8793,16911,,347.8845,-0.093,,347.8793,-0.093,,347.8847,8,,347.8849,0.0,,347.8794,115.0,,347.8794,27,,347.8846,27,,347.8797,-11.8125,,347.8796,-7.5,,,,,347.8848,-11.4375,,347.8846,2.6875,,347.8845,-282,,,,,347.8848,-7.4375,,347.8798,4.43359375,,347.8849,0.0,,347.8845,2103,,347.8798,0.25,,347.8793,16911,,347.8797,-9.0625,,,,,347.8849,-0.875,,347.8797,-10.1875,,
,,,,,,347.9048,-9.125,,347.8996,9,,347.8998,0.0,,347.8993,-9.3,,347.8998,0.8125,,347.8993,600,,347.9049,1.5,,347.9046,114.875,,347.8994,3.0,,347.9047,-7.375,,347.8996,-306,,347.8997,-7.5,,347.9045,-283,,347.9045,-9.200000000000001,,347.9045,2103,,347.8993,600,,347.9048,-8.9375,,347.8993,16911,,347.9045,-0.092,,347.8993,-0.093,,347.9047,9,,347.9049,0.0,,347.8994,114.875,,347.8994,27,,347.9046,27,,347.8997,-11.9375,,347.8996,-7.5,,,,,347.9048,-11.375,,347.9046,2.6875,,347.9045,-283,,,,,347.9048,-7.375,,347.8998,4.46875,,347.9049,0.0,,347.9045,2103,,347.8998,-0.375,,347.8993,16911,,347.8997,-9.0625,,,,,347.9049,-1.75,,347.8997,-10.125,,
,,,,,,347.9247,-10.0625,,347.9196,9,,347.9198,0.0,,347.9193,-9.3,,347.9198,0.0625,,347.9193,600,,347.9248,-1.8125,,347.9244,114.9375,,347.9194,3.0,,347.9246,-7.375,,347.9196,-307,,347.9197,-7.5,,347.9243,-285,,347.9243,-9.200000000000001,,347.9243,2103,,347.9193,600,,347.9247,-8.9375,,347.9193,16911,,347.9243,-0.092,,347.9193,-0.093,,347.9246,8,,347.9248,0.0,,347.9194,114.9375,,347.9194,27,,347.9244,27,,347.9197,-13.1875,,347.9196,-7.5625,,,,,347.9247,-10.875,,347.9244,2.75,,347.9243,-285,,,,,347.9247,-7.375,,347.9198,4.46875,,347.9248,0.0,,347.9243,2103,,347.9198,0.125,,347.9193,16911,,347.9197,-9.0625,,,,,347.9248,0.375,,347.9197,-8.375,,
,,,,,,347.9448,-8.0625,,347.9396,8,,347.9398,0.0,,347.9393,-9.4,,347.9398,-0.5,,347.9393,600,,347.9449,1.25,,347.9446,114.875,,347.9394,3.0625,,347.9447,-7.5,,347.9396,-309,,347.9397,-7.5625,,347.9445,-287,,347.9445,-9.200000000000001,,347.9445,2103,,347.9393,600,,347.9448,-8.9375,,347.9393,16911,,347.9445,-0.092,,347.9393,-0.094,,347.9447,8,,347.9449,0.0,,347.9394,114.875,,347.9394,27,,347.9446,27,,347.9397,-12.3125,,347.9396,-7.5625,,,,,347.9448,-12.25,,347.9446,2.75,,347.9445,-287,,,,,347.9448,-7.375,,347.9398,4.4609375,,347.9449,0.0,,347.9445,2103,,347.9398,0.5,,347.9393,16911,,347.9397,-9.125,,,,,347.9449,-1.5625,,347.9397,-9.75,,
,,,,,,347.9648,-10.625,,347.9595,9,,347.9598,0.0,,347.9593,-9.4,,347.9598,0.625,,347.9593,600,,347.9649,0.25,,347.9646,114.9375,,347.9594,3.0625,,347.9647,-7.5,,347.9595,-312,,347.9597,-7.5625,,347.9645,-289,,347.9645,-9.3,,347.9645,2103,,347.9593,600,,347.9648,-9.0,,347.9593,16911,,347.9645,-0.093,,347.9593,-0.094,,347.9647,8,,347.9649,0.0,,347.9594,114.875,,347.9594,27,,347.9646,27,,347.9597,-12.6875,,347.9595,-7.5625,,,,,347.9648,-11.1875,,347.9646,2.75,,347.9645,-289,,,,,347.9648,-7.4375,,347.9598,4.41796875,,347.9649,0.0,,347.9645,2103,,347.9598,-0.1875,,347.9593,16911,,347.9597,-9.125,,,,,347.9649,-0.9375,,347.9597,-9.3125,,
,,,,,,347.9848,-9.5625,,347.9795,7,,347.9798,0.0,,347.9793,-9.4,,347.9798,-1.25,,347.9793,600,,347.9849,-1.0,,347.9846,114.8125,,347.9794,3.0625,,347.9847,-7.5,,347.9795,-313,,347.9797,-7.5625,,347.9845,-290,,347.9845,-9.3,,347.9845,2103,,347.9793,600,,347.9848,-9.0625,,347.9793,16911,,347.9845,-0.093,,347.9793,-0.094,,347.9847,7,,347.9849,0.0,,347.9794,114.9375,,347.9794,27,,347.9846,27,,347.9797,-13.375,,347.9795,-7.5,,,,,347.9848,-11.375,,347.9846,2.75,,347.9845,-290,,,,,347.9848,-7.5,,347.9798,4.43359375,,347.9849,0.0,,347.9845,2103,,347.9798,1.0,,347.9793,16911,,347.9797,-9.125,,,,,347.9849,-0.1875,,347.9797,-8.375,,
,,,,,,348.0048,-10.125,,347.9995,7,,347.9998,0.0,,347.9993,-9.4,,347.9998,-0.125,,347.9993,600,,348.0049,-0.1875,,348.0046,114.875,,347.9994,3.125,,348.0047,-7.5,,347.9995,-317,,347.9997,-7.5625,,348.0045,-293,,348.0045,-9.3,,348.0045,2103,,347.9993,600,,348.0048,-9.0625,,347.9993,16911,,348.0045,-0.093,,347.9993,-0.094,,348.0047,9,,348.0049,0.0,,347.9994,114.875,,347.9994,27,,348.0046,27,,347.9997,-12.625,,347.9995,-7.5,,,,,348.0048,-11.125,,348.0046,2.8125,,348.0045,-293,,,,,348.0048,-7.5,,347.9998,4.43359375,,348.0049,0.0,,348.0045,2103,,347.9998,0.25,,347.9993,16911,,347.9997,-9.0625,,,,,348.0049,-0.8125,,347.9997,-9.75,,
,,,,,,348.0249,-8.8125,,348.0195,9,,348.0198,0.0,,348.0193,-9.3,,348.0198,-1.625,,348.0193,600,,348.025,0.0625,,348.0246,114.875,,348.0194,3.125,,348.0248,-7.375,,348.0195,-317,,348.0197,-7.5,,348.0245,-294,,348.0245,-9.3,,348.0245,2103,,348.0193,600,,348.0249,-9.0625,,348.0193,16911,,348.0245,-0.093,,348.0193,-0.093,,348.0248,8,,348.025,0.0,,348.0194,114.9375,,348.0194,27,,348.0246,27,,348.0197,-13.125,,348.0195,-7.5,,,,,348.0249,-12.0,,348.0246,2.8125,,348.0245,-294,,,,,348.0249,-7.5,,348.0198,4.43359375,,348.025,0.0,,348.0245,2103,,348.0198,1.25,,348.0193,16911,,348.0197,-9.0625,,,,,348.025,-1.0,,348.0197,-8.9375,,
,,,,,,348.0448,-9.125,,348.0395,9,,348.0398,0.0,,348.0393,-9.3,,348.0398,-0.8125,,348.0393,600,,348.0449,1.5625,,348.0446,114.8125,,348.0394,3.125,,348.0447,-7.375,,348.0395,-320,,348.0397,-7.5,,348.0445,-296,,348.0445,-9.3,,348.0445,2103,,348.0393,600,,348.0448,-9.0,,348.0393,16911,,348.0445,-0.093,,348.0393,-0.093,,348.0447,8,,348.0449,0.0,,348.0394,114.8125,,348.0394,27,,348.0446,27,,348.0397,-11.875,,348.0395,-7.5,,,,,348.0448,-11.875,,348.0446,2.8125,,348.0445,-296,,,,,348.0448,-7.4375,,348.0398,4.41796875,,348.0449,0.0,,348.0445,2103,,348.0398,0.6875,,348.0393,16911,,348.0397,-9.0625,,,,,348.0449,-1.9375,,348.0397,-11.0625,,
,,,,,,348.0648,-9.25,,348.0595,9,,348.0598,0.0,,348.0593,-9.3,,348.0598,1.75,,348.0593,600,,348.0649,2.125,,348.0646,114.875,,348.0594,3.125,,348.0647,-7.375,,348.0595,-322,,348.0596,-7.5,,348.0645,-298,,348.0645,-9.200000000000001,,348.0645,2103,,348.0593,600,,348.0648,-8.9375,,348.0593,16911,,348.0645,-0.092,,348.0593,-0.093,,348.0647,9,,348.0649,0.0,,348.0594,114.9375,,348.0594,27,,348.0646,27,,348.0596,-12.0625,,348.0595,-7.5,,,,,348.0648,-11.875,,348.0646,2.875,,348.0645,-298,,,,,348.0648,-7.375,,348.0598,4.41796875,,348.0649,0.0,,348.0645,2103,,348.0598,-1.0625,,348.0593,16911,,348.0596,-9.0625,,,,,348.0649,-2.25,,348.0596,-10.875,,
,,,,,,348.0849,-10.0625,,348.0795,7,,348.0798,0.0,,348.0793,-9.3,,348.0798,0.0,,348.0793,600,,348.085,0.0625,,348.0846,114.875,,348.0794,3.1875,,348.0848,-7.375,,348.0795,-324,,348.0796,-7.5,,348.0845,-301,,348.0845,-9.200000000000001,,348.0845,2103,,348.0793,600,,348.0849,-8.9375,,348.0793,16911,,348.0845,-0.092,,348.0793,-0.093,,348.0848,8,,348.085,0.0,,348.0794,114.9375,,348.0794,27,,348.0846,27,,348.0796,-12.625,,348.0795,-7.5,,,,,348.0849,-11.4375,,348.0846,2.875,,348.0845,-301,,,,,348.0849,-7.375,,348.0798,4.44140625,,348.085,0.0,,348.0845,2103,,348.0798,0.1875,,348.0793,16911,,348.0796,-9.0625,,,,,348.085,-0.9375,,348.0796,-10.1875,,
,,,,,,348.1049,-9.5,,348.0995,10,,348.0998,0.0,,348.0993,-9.3,,348.0998,-1.5,,348.0993,600,,348.105,-1.0,,348.1046,114.8125,,348.0994,3.1875,,348.1047,-7.375,,348.0995,-326,,348.0996,-7.5,,348.1045,-302,,348.1045,-9.200000000000001,,348.1045,2103,,348.0993,600,,348.1049,-8.9375,,348.0993,16911,,348.1045,-0.092,,348.0993,-0.093,,348.1047,6,,348.105,0.0,,348.0994,114.9375,,348.0994,27,,348.1046,27,,348.0996,-13.0,,348.0995,-7.5,,,,,348.1049,-11.875,,348.1046,2.875,,348.1045,-302,,,,,348.1049,-7.375,,348.0998,4.453125,,348.105,0.0,,348.1045,2103,,348.0998,1.1875,,348.0993,16911,,348.0996,-9.0625,,,,,348.105,-0.1875,,348.0996,-9.6875,,
,,,,,,348.1249,-9.125,,348.1195,9,,348.1198,0.0,,348.1193,-9.3,,348.1198,0.0,,348.1193,600,,348.125,0.3125,,348.1246,114.875,,348.1194,3.25,,348.1247,-7.375,,348.1195,-330,,348.1197,-7.5,,348.1245,-303,,348.1245,-9.200000000000001,,348.1245,2103,,348.1193,600,,348.1249,-8.9375,,348.1193,16911,,348.1245,-0.092,,348.1193,-0.093,,348.1247,8,,348.125,0.0,,348.1194,114.8125,,348.1194,27,,348.1246,27,,348.1197,-13.375,,348.1195,-7.5625,,,,,348.1249,-12.125,,348.1246,2.875,,348.1245,-303,,,,,348.1249,-7.375,,348.1198,4.44140625,,348.125,0.0,,348.1245,2103,,348.1198,0.1875,,348.1193,16911,,348.1197,-9.0625,,,,,348.125,-1.0,,348.1197,-9.3125,,
,,,,,,348.145,-9.1875,,348.1395,8,,348.1397,0.0,,348.1393,-9.4,,348.1397,-0.6875,,348.1393,600,,348.1451,-1.6875,,348.1447,114.8125,,348.1394,3.25,,348.1449,-7.5,,348.1395,-330,,348.1396,-7.5625,,348.1446,-306,,348.1446,-9.200000000000001,,348.1446,2103,,348.1393,600,,348.145,-8.9375,,348.1393,16911,,348.1446,-0.092,,348.1393,-0.094,,348.1449,8,,348.1451,0.0,,348.1394,114.875,,348.1394,27,,348.1447,27,,348.1396,-13.0625,,348.1395,-7.5,,,,,348.145,-12.25,,348.1447,2.9375,,348.1446,-306,,,,,348.145,-7.375,,348.1397,4.42578125,,348.1451,0.0,,348.1446,2103,,348.1397,0.6875,,348.1393,16911,,348.1396,-9.125,,,,,348.1451,0.25,,348.1396,-9.75,,
,,,,,,348.1649,-11.125,,348.1595,8,,348.1597,0.0,,348.1593,-9.4,,348.1597,-0.5625,,348.1593,600,,348.165,0.125,,348.1646,114.8125,,348.1594,3.25,,348.1647,-7.5,,348.1595,-333,,348.1596,-7.5625,,348.1645,-307,,348.1645,-9.3,,348.1645,2103,,348.1593,600,,348.1649,-9.0,,348.1593,16911,,348.1645,-0.093,,348.1593,-0.094,,348.1647,8,,348.165,0.0,,348.1594,114.8125,,348.1594,27,,348.1646,27,,348.1596,-13.5,,348.1595,-7.5,,,,,348.1649,-12.8125,,348.1646,2.9375,,348.1645,-307,,,,,348.1649,-7.4375,,348.1597,4.42578125,,348.165,0.0,,348.1645,2103,,348.1597,0.5625,,348.1593,16911,,348.1596,-9.0625,,,,,348.165,-0.875,,348.1596,-9.25,,
,,,,,,348.185,-9.625,,348.1796,8,,348.1798,0.0,,348.1793,-9.3,,348.1798,0.6875,,348.1793,600,,348.1851,1.0625,,348.1847,114.875,,348.1795,3.3125,,348.1849,-7.375,,348.1796,-333,,348.1797,-7.5,,348.1846,-310,,348.1846,-9.3,,348.1846,2103,,348.1793,600,,348.185,-9.0625,,348.1793,16911,,348.1846,-0.093,,348.1793,-0.093,,348.1849,8,,348.1851,0.0,,348.1795,114.875,,348.1795,27,,348.1847,27,,348.1797,-13.3125,,348.1796,-7.5,,,,,348.185,-12.625,,348.1847,2.9375,,348.1846,-310,,,,,348.185,-7.5,,348.1798,4.41796875,,348.1851,0.0,,348.1846,2103,,348.1798,-0.25,,348.1793,16911,,348.1797,-9.0625,,,,,348.1851,-1.5625,,348.1797,-9.5625,,
,,,,,,348.2049,-8.5625,,348.1995,9,,348.1998,0.0,,348.1993,-9.3,,348.1998,-1.0625,,348.1993,600,,348.2051,-1.1875,,348.2047,114.875,,348.1994,3.3125,,348.2048,-7.375,,348.1995,-336,,348.1996,-7.5,,348.2046,-312,,348.2046,-9.3,,348.2046,2103,,348.1993,600,,348.2049,-9.0,,348.1993,16911,,348.2046,-0.093,,348.1993,-0.093,,348.2048,8,,348.2051,0.0,,348.1994,114.8125,,348.1994,27,,348.2047,27,,348.1996,-13.875,,348.1995,-7.5,,,,,348.2049,-12.8125,,348.2047,3.0,,348.2046,-312,,,,,348.2049,-7.4375,,348.1998,4.3984375,,348.2051,0.0,,348.2046,2103,,348.1998,0.875,,348.1993,16911,,348.1996,-9.0625,,,,,348.2051,-0.25,,348.1996,-8.9375,,
