Time (s),2. Iq A (0.0625),,Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),1. Id A (0.0625),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Id A (0.0625),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),2. Velocity RPM (1),,Time (s),2. Torque % of peak (0.1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),0x0081_Unit_in_pre-operational  ,,Time (s),2. Target Iq A (0.0625),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),2. Current A(RMS) (1),,Time (s),2. Target Id A (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Uq V (0.0625),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),2. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),2. Torque actual value Nm (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),2. Throttle Input Voltage V (0.00390625),,Time (s),2. statusword  (1),,Time (s),1. Ud V (0.0625),,Time (s),1. controlword - right motor  (1),,Time (s),1. Target Iq A (0.0625),,Time (s),2. Ud V (0.0625),,Time (s),1. Iq A (0.0625),,
887.5028,5.3125,,887.5009,6,,887.5011,0.0,,887.5007,8.6,,887.5011,0.1875,,887.5007,650,,887.503,0.0,,887.5026,105.5,,887.5008,2.125,,887.5027,6.8125,,887.5009,649,,887.501,6.9375,,887.5024,590,,887.5024,5.4,,887.5024,2103,,887.5007,650,,,,,887.5028,5.25,,887.5007,17423,,887.5024,0.054,,887.5007,0.08600000000000001,,887.5027,4,,887.503,0.0,,887.5008,105.625,,887.5008,28,,887.5026,28,,887.501,24.5,,887.5009,7.5,,887.5028,21.9375,,887.5026,4.125,,887.5024,590,,887.5028,4.375,,887.5011,4.453125,,887.503,0.0,,887.5024,2103,,887.5011,-5.6875,,887.5007,17423,,887.501,8.3125,,887.503,-1.5625,,887.501,5.5,,
887.5228,8.5,,887.5213,0,,887.5216,0.0,,887.5211,5.7,,887.5216,1.875,,887.5211,650,,887.5229,-1.1875,,887.5225,105.5625,,887.5212,2.1875,,887.5227,4.5,,887.5213,650,,887.5215,4.625,,887.5225,590,,887.5225,7.800000000000001,,887.5225,2103,,887.5211,650,,,,,887.5228,7.625,,887.5211,17423,,887.5225,0.078,,887.5211,0.057,,887.5227,7,,887.5229,0.0,,887.5212,105.625,,887.5212,28,,887.5225,28,,887.5215,23.375,,887.5213,7.5625,,887.5228,21.25,,887.5225,4.0625,,887.5225,590,,887.5228,6.3125,,887.5216,4.44140625,,887.5229,0.0,,887.5225,2103,,887.5216,-5.5625,,887.5211,17423,,887.5215,5.625,,887.5229,-1.75,,887.5215,4.0625,,
887.5428,9.375,,887.5411,4,,887.5414,0.0,,887.5408,9.3,,887.5414,-1.9375,,887.5408,650,,887.543,4.9375,,887.5426,105.25,,887.541,2.0,,887.5427,7.375,,887.5411,647,,887.5412,7.5,,887.5424,590,,887.5424,7.0,,887.5424,2103,,887.5408,650,,,,,887.5428,6.75,,887.5408,17423,,887.5424,0.07,,887.5408,0.093,,887.5427,7,,887.543,0.0,,887.541,105.5,,887.541,28,,887.5426,28,,887.5412,25.6875,,887.5411,7.5,,887.5428,21.125,,887.5426,4.1875,,887.5424,590,,887.5428,5.625,,887.5414,4.41796875,,887.543,0.0,,887.5424,2103,,887.5414,-2.625,,887.5408,17423,,887.5412,9.0,,887.543,-6.0625,,887.5412,3.8125,,
887.5628,6.5,,887.5612,9,,887.5614,0.0,,887.5609,9.3,,887.5614,0.8125,,887.5609,650,,887.5629,-3.125,,887.5625,105.3125,,887.5611,2.375,,887.5627,7.375,,887.5612,641,,887.5613,7.5,,887.5625,592,,887.5625,7.300000000000001,,887.5625,2103,,887.5609,650,,,,,887.5628,7.125,,887.5609,17423,,887.5625,0.073,,887.5609,0.093,,887.5627,7,,887.5629,0.0,,887.5611,105.375,,887.5611,28,,887.5625,28,,887.5613,24.5,,887.5612,7.5,,887.5628,22.375,,887.5625,4.25,,887.5625,592,,887.5628,5.875,,887.5614,4.44140625,,887.5629,0.0,,887.5625,2103,,887.5614,-6.4375,,887.5609,17423,,887.5613,9.0625,,887.5629,-0.3125,,887.5613,8.0,,
887.5828,8.0,,887.581,8,,887.5812,0.0,,887.5807,9.3,,887.5812,-3.0625,,887.5807,650,,887.5829,1.375,,887.5825,105.25,,887.5808,2.9375,,887.5826,7.375,,887.581,648,,887.5811,7.4375,,887.5824,592,,887.5824,9.1,,887.5824,2103,,887.5807,650,,,,,887.5828,8.8125,,887.5807,17423,,887.5824,0.091,,887.5807,0.093,,887.5826,8,,887.5829,0.0,,887.5808,105.3125,,887.5808,28,,887.5825,28,,887.5811,25.8125,,887.581,7.5,,887.5828,22.75,,887.5825,4.3125,,887.5824,592,,887.5828,7.3125,,887.5812,4.41796875,,887.5829,0.0,,887.5824,2103,,887.5812,-3.5,,887.5807,17423,,887.5811,9.0,,887.5829,-3.875,,887.5811,6.8125,,
887.6028,9.375,,887.6011,0,,887.6013,0.0,,887.6009,-0.7000000000000001,,887.6013,6.125,,887.6009,650,,887.6029,-0.9375,,887.6025,105.8125,,887.6009,3.1875,,887.6027,-0.5,,887.6011,652,,887.6012,-0.5625,,887.6025,594,,887.6025,9.1,,887.6025,2103,,887.6009,650,,,,,887.6028,8.8125,,887.6009,1039,,887.6025,0.091,,887.6009,-0.007,,887.6027,7,,887.6029,0.0,,887.6009,105.75,,887.6009,28,,887.6025,28,,887.6012,24.625,,887.6011,7.5,,887.6028,22.0,,887.6025,4.5625,,887.6025,594,,887.6028,7.3125,,887.6013,4.44140625,,887.6029,0.0,,887.6025,2103,,887.6013,-6.0625,,887.6009,1039,,887.6012,-0.6875,,887.6029,-2.125,,887.6012,-1.3125,,
887.6228,5.5625,,887.6213,4,,887.6215,0.0,,887.621,-2.2,,887.6215,-3.1875,,887.621,650,,887.623,-0.5,,887.6225,105.625,,887.6212,2.1875,,887.6227,-1.75,,887.6213,650,,887.6214,-1.8125,,887.6224,595,,887.6224,4.3,,887.6224,2103,,887.621,650,,,,,887.6228,4.25,,887.621,1039,,887.6224,0.043000000000000003,,887.621,-0.022,,887.6227,6,,887.623,0.0,,887.6212,105.875,,887.6212,28,,887.6225,28,,887.6214,24.3125,,887.6213,7.5,,887.6228,23.625,,887.6225,4.6875,,887.6224,595,,887.6228,3.5,,887.6215,4.43359375,,887.623,0.0,,887.6224,2103,,887.6215,-0.1875,,887.621,1039,,887.6214,-2.1875,,887.623,-1.8125,,887.6214,-5.4375,,
887.6428,1.1875,,887.6411,0,,887.6414,0.0,,887.6409,3.2,,887.6414,2.3125,,887.6409,650,,887.6429,4.8125,,887.6425,105.6875,,887.641,1.375,,887.6427,2.5,,887.6411,648,,887.6413,2.5625,,887.6424,596,,887.6424,-1.4000000000000001,,887.6424,2103,,887.6409,650,,,,,887.6428,-1.375,,887.6409,1039,,887.6424,-0.014,,887.6409,0.032,,887.6427,0,,887.6429,0.0,,887.641,105.8125,,887.641,28,,887.6425,28,,887.6413,24.25,,887.6411,7.5,,887.6428,21.8125,,887.6425,4.375,,887.6424,596,,887.6428,-1.125,,887.6414,4.44140625,,887.6429,0.0,,887.6424,2103,,887.6414,-6.0625,,887.6409,1039,,887.6413,3.0625,,887.6429,-3.5625,,887.6413,0.375,,
887.6628,-1.0,,887.6613,4,,887.6615,0.0,,887.661,9.3,,887.6615,-6.6875,,887.661,650,,887.6629,1.3125,,887.6625,105.6875,,887.6612,1.375,,887.6626,7.375,,887.6613,647,,887.6614,7.4375,,887.6624,596,,887.6624,-0.30000000000000004,,887.6624,2359,,887.661,650,,,,,887.6628,-0.3125,,887.661,17423,,887.6624,-0.003,,887.661,0.093,,887.6626,0,,887.6629,0.0,,887.6612,105.8125,,887.6612,28,,887.6625,28,,887.6614,24.6875,,887.6613,7.5,,887.6628,22.125,,887.6625,3.5625,,887.6624,596,,887.6628,-0.25,,887.6615,4.42578125,,887.6629,0.0,,887.6624,2359,,887.6615,-1.625,,887.661,17423,,887.6614,9.0,,887.6629,-1.6875,,887.6614,3.1875,,
887.6827,3.5625,,887.6811,8,,887.6813,0.0,,887.6809,9.3,,887.6813,1.875,,887.6809,650,,887.6829,-0.75,,887.6825,105.75,,887.6809,1.9375,,887.6826,7.375,,887.6811,650,,887.6812,7.4375,,887.6824,594,,887.6824,5.7,,887.6824,2359,,887.6809,650,,,,,887.6827,5.5,,887.6809,17423,,887.6824,0.057,,887.6809,0.093,,887.6826,0,,887.6829,0.0,,887.6809,105.6875,,887.6809,28,,887.6825,28,,887.6812,25.0,,887.6811,7.5,,887.6827,21.625,,887.6825,3.0,,887.6824,594,,887.6827,4.5625,,887.6813,4.44140625,,887.6829,0.0,,887.6824,2359,,887.6813,-7.5,,887.6809,17423,,887.6812,9.0,,887.6829,-2.125,,887.6812,7.3125,,
887.7028,8.9375,,887.7012,0,,887.7014,0.0,,887.7009,2.4000000000000004,,887.7014,-2.625,,887.7009,650,,887.7029,-0.125,,887.7025,105.5625,,887.701,2.0,,887.7026,1.875,,887.7012,649,,887.7013,1.9375,,887.7024,593,,887.7024,9.1,,887.7024,2103,,887.7009,650,,,,,887.7028,8.8125,,887.7009,1039,,887.7024,0.091,,887.7009,0.024,,887.7026,7,,887.7029,0.0,,887.701,105.8125,,887.701,28,,887.7025,28,,887.7013,23.6875,,887.7012,7.5,,887.7028,21.5,,887.7025,3.0625,,887.7024,593,,887.7028,7.3125,,887.7014,4.43359375,,887.7029,0.0,,887.7024,2103,,887.7014,-0.875,,887.7009,1039,,887.7013,2.375,,887.7029,-3.6875,,887.7013,0.875,,
887.7227,6.625,,887.7213,0,,887.7215,0.0,,887.7211,9.3,,887.7215,3.9375,,887.7211,650,,887.7229,-3.0,,887.7225,105.3125,,887.7212,1.6875,,887.7226,7.375,,887.7213,648,,887.7214,7.4375,,887.7224,593,,887.7224,5.7,,887.7224,2103,,887.7211,650,,,,,887.7227,5.5,,887.7211,17423,,887.7224,0.057,,887.7211,0.093,,887.7226,7,,887.7229,0.0,,887.7212,105.5625,,887.7212,28,,887.7225,28,,887.7214,24.8125,,887.7213,7.5,,887.7227,22.875,,887.7225,3.4375,,887.7224,593,,887.7227,4.5625,,887.7215,4.43359375,,887.7229,0.0,,887.7224,2103,,887.7215,-6.5625,,887.7211,17423,,887.7214,9.0,,887.7229,-0.9375,,887.7214,2.75,,
887.7426,3.9375,,887.741,4,,887.7413,0.0,,887.7408,9.3,,887.7413,-4.875,,887.7408,650,,887.7428,2.875,,887.7424,105.4375,,887.7409,1.8125,,887.7425,7.375,,887.741,649,,887.7412,7.4375,,887.7423,594,,887.7423,5.1000000000000005,,887.7423,2103,,887.7408,650,,,,,887.7426,4.9375,,887.7408,17423,,887.7423,0.051000000000000004,,887.7408,0.093,,887.7425,0,,887.7428,0.0,,887.7409,105.625,,887.7409,28,,887.7424,28,,887.7412,24.5625,,887.741,7.5,,887.7426,22.3125,,887.7424,3.5,,887.7423,594,,887.7426,4.125,,887.7413,4.42578125,,887.7428,0.0,,887.7423,2103,,887.7413,-2.0,,887.7408,17423,,887.7412,9.0,,887.7428,-3.625,,887.7412,5.5,,
887.7627,8.0,,887.7613,7,,887.7615,0.0,,887.7611,9.3,,887.7615,0.3125,,887.7611,650,,887.7629,1.0625,,887.7625,105.5625,,887.7611,2.25,,887.7626,7.375,,887.7613,651,,887.7614,7.4375,,887.7624,596,,887.7624,9.1,,887.7624,2103,,887.7611,650,,,,,887.7627,8.8125,,887.7611,17423,,887.7624,0.091,,887.7611,0.093,,887.7626,4,,887.7629,0.0,,887.7611,105.375,,887.7611,28,,887.7625,28,,887.7614,25.25,,887.7613,7.5,,887.7627,22.4375,,887.7625,3.5,,887.7624,596,,887.7627,7.3125,,887.7615,4.42578125,,887.7629,0.0,,887.7624,2103,,887.7615,-6.1875,,887.7611,17423,,887.7614,9.0,,887.7629,-4.0,,887.7614,7.1875,,
887.7827,9.9375,,887.781,0,,887.7813,0.0,,887.7808,3.3000000000000003,,887.7813,-3.4375,,887.7808,650,,887.7828,-3.5625,,887.7825,105.4375,,887.7809,2.125,,887.7826,2.625,,887.781,648,,887.7812,2.6875,,887.7824,596,,887.7824,9.1,,887.7824,2103,,887.7808,650,,,,,887.7827,8.8125,,887.7808,1039,,887.7824,0.091,,887.7808,0.033,,887.7826,7,,887.7828,0.0,,887.7809,105.8125,,887.7809,28,,887.7825,28,,887.7812,24.1875,,887.781,7.5,,887.7827,21.625,,887.7825,3.8125,,887.7824,596,,887.7827,7.3125,,887.7813,4.42578125,,887.7828,0.0,,887.7824,2103,,887.7813,-0.625,,887.7808,1039,,887.7812,3.25,,887.7828,-0.6875,,887.7812,-0.875,,
887.8027,10.0,,887.801,4,,887.8013,0.0,,887.8008,8.6,,887.8013,0.5625,,887.8008,650,,887.8029,-0.1875,,887.8025,105.25,,887.8009,1.8125,,887.8026,6.8125,,887.801,646,,887.8011,6.875,,887.8024,598,,887.8024,6.1000000000000005,,887.8024,2103,,887.8008,650,,,,,887.8027,5.9375,,887.8008,17423,,887.8024,0.061,,887.8008,0.08600000000000001,,887.8026,8,,887.8029,0.0,,887.8009,105.5625,,887.8009,28,,887.8025,28,,887.8011,25.0625,,887.801,7.5,,887.8027,21.0625,,887.8025,4.125,,887.8024,598,,887.8027,4.9375,,887.8013,4.42578125,,887.8029,0.0,,887.8024,2103,,887.8013,-5.75,,887.8008,17423,,887.8011,8.25,,887.8029,-2.3125,,887.8011,3.6875,,
887.8227,5.875,,887.8212,6,,887.8215,0.0,,887.821,9.3,,887.8215,-4.6875,,887.821,650,,887.8228,2.125,,887.8224,105.3125,,887.8211,2.1875,,887.8226,7.375,,887.8212,647,,887.8214,7.4375,,887.8224,598,,887.8224,5.7,,887.8224,2103,,887.821,650,,,,,887.8227,5.4375,,887.821,17423,,887.8224,0.057,,887.821,0.093,,887.8226,4,,887.8228,0.0,,887.8211,105.5,,887.8211,28,,887.8224,28,,887.8214,24.375,,887.8212,7.5,,887.8227,21.8125,,887.8224,4.0625,,887.8224,598,,887.8227,4.5625,,887.8215,4.40625,,887.8228,0.0,,887.8224,2103,,887.8215,-3.0,,887.821,17423,,887.8214,9.0,,887.8228,-2.9375,,887.8214,6.625,,
887.8425,8.0625,,887.841,7,,887.8413,0.0,,887.8408,9.3,,887.8413,1.125,,887.8408,650,,887.8427,-1.5,,887.8423,105.3125,,887.8409,2.9375,,887.8424,7.375,,887.841,647,,887.8411,7.4375,,887.8422,599,,887.8422,8.8,,887.8422,2103,,887.8408,650,,,,,887.8425,8.5,,887.8408,17423,,887.8422,0.088,,887.8408,0.093,,887.8424,6,,887.8427,0.0,,887.8409,105.3125,,887.8409,28,,887.8423,28,,887.8411,25.5,,887.841,7.375,,887.8425,22.5,,887.8423,4.0625,,887.8422,599,,887.8425,7.0625,,887.8413,4.3828125,,887.8427,0.0,,887.8422,2103,,887.8413,-6.3125,,887.8408,17423,,887.8411,9.0,,887.8427,-2.0,,887.8411,8.125,,
887.8627,7.75,,887.8612,0,,887.8615,0.0,,887.861,5.800000000000001,,887.8615,-5.8125,,887.861,650,,887.8628,-3.125,,887.8624,105.375,,887.8611,3.125,,887.8626,4.625,,887.8612,648,,887.8614,4.6875,,887.8624,599,,887.8624,9.1,,887.8624,2103,,887.861,650,,,,,887.8627,8.8125,,887.861,17423,,887.8624,0.091,,887.861,0.058,,887.8626,7,,887.8628,0.0,,887.8611,105.5,,887.8611,28,,887.8624,28,,887.8614,24.375,,887.8612,7.375,,887.8627,23.25,,887.8624,4.3125,,887.8624,599,,887.8627,7.3125,,887.8615,4.390625,,887.8628,0.0,,887.8624,2103,,887.8615,-0.125,,887.861,17423,,887.8614,5.625,,887.8628,-1.0,,887.8614,3.25,,
887.8827,9.0625,,887.881,0,,887.8813,0.0,,887.8808,-0.8,,887.8813,6.375,,887.8808,650,,887.8829,1.25,,887.8825,105.4375,,887.8809,2.875,,887.8826,-0.625,,887.881,649,,887.8811,-0.6875,,887.8824,601,,887.8824,7.4,,887.8824,2103,,887.8808,650,,,,,887.8827,7.1875,,887.8808,1039,,887.8824,0.074,,887.8808,-0.008,,887.8826,8,,887.8829,0.0,,887.8809,105.75,,887.8809,28,,887.8825,28,,887.8811,24.625,,887.881,7.375,,887.8827,22.125,,887.8825,4.5,,887.8824,601,,887.8827,5.9375,,887.8813,4.40625,,887.8829,0.0,,887.8824,2103,,887.8813,-4.75,,887.8808,1039,,887.8811,-0.8125,,887.8829,-3.4375,,887.8811,-1.4375,,
887.9027,5.4375,,887.901,0,,887.9012,0.0,,887.9008,1.2000000000000002,,887.9012,-3.375,,887.9008,650,,887.9028,1.5,,887.9024,105.5,,887.9009,2.3125,,887.9026,0.9375,,887.901,649,,887.9011,1.0,,887.9023,601,,887.9023,2.6,,887.9023,2103,,887.9008,650,,,,,887.9027,2.5625,,887.9008,1039,,887.9023,0.026000000000000002,,887.9008,0.012,,887.9026,4,,887.9028,0.0,,887.9009,105.6875,,887.9009,28,,887.9024,28,,887.9011,24.5625,,887.901,7.375,,887.9027,22.4375,,887.9024,4.5625,,887.9023,601,,887.9027,2.125,,887.9012,4.43359375,,887.9028,0.0,,887.9023,2103,,887.9012,-1.4375,,887.9008,1039,,887.9011,1.1875,,887.9028,-2.8125,,887.9011,-0.1875,,
887.9227,-1.1875,,887.9213,0,,887.9216,0.0,,887.9211,1.6,,887.9216,1.9375,,887.9211,650,,887.9229,0.3125,,887.9225,105.6875,,887.9211,2.0,,887.9226,1.25,,887.9213,647,,887.9215,1.3125,,887.9223,603,,887.9223,-0.1,,887.9223,2103,,887.9211,650,,,,,887.9227,-0.125,,887.9211,1039,,887.9223,-0.001,,887.9211,0.016,,887.9226,0,,887.9229,0.0,,887.9211,105.8125,,887.9211,28,,887.9225,28,,887.9215,24.9375,,887.9213,7.5,,887.9227,23.5,,887.9225,4.125,,887.9223,603,,887.9227,-0.125,,887.9216,4.42578125,,887.9229,0.0,,887.9223,2103,,887.9216,-5.625,,887.9211,1039,,887.9215,1.5625,,887.9229,-0.75,,887.9215,1.625,,
887.9427,2.1875,,887.941,0,,887.9412,0.0,,887.9408,4.3,,887.9412,-5.5625,,887.9408,650,,887.9428,-1.0,,887.9424,105.75,,887.9408,1.9375,,887.9426,3.375,,887.941,649,,887.9411,3.4375,,887.9424,602,,887.9424,1.3,,887.9424,2359,,887.9408,650,,,,,887.9427,1.25,,887.9408,1039,,887.9424,0.013000000000000001,,887.9408,0.043000000000000003,,887.9426,0,,887.9428,0.0,,887.9408,105.9375,,887.9408,28,,887.9424,28,,887.9411,24.4375,,887.941,7.5,,887.9427,21.5625,,887.9424,3.4375,,887.9424,602,,887.9427,1.0625,,887.9412,4.43359375,,887.9428,0.0,,887.9424,2359,,887.9412,-0.6875,,887.9408,1039,,887.9411,4.1875,,887.9428,-0.9375,,887.9411,3.125,,
887.9627,3.4375,,887.9612,0,,887.9615,0.0,,887.961,0.30000000000000004,,887.9615,0.625,,887.961,650,,887.9629,2.4375,,887.9625,105.6875,,887.9611,1.8125,,887.9626,0.1875,,887.9612,647,,887.9613,0.3125,,887.9624,602,,887.9624,2.8000000000000003,,887.9624,2103,,887.961,650,,,,,887.9627,2.75,,887.961,1039,,887.9624,0.028,,887.961,0.003,,887.9626,0,,887.9629,0.0,,887.9611,106.0,,887.9611,28,,887.9625,28,,887.9613,23.875,,887.9612,7.5,,887.9627,21.125,,887.9625,3.0,,887.9624,602,,887.9627,2.25,,887.9615,4.453125,,887.9629,0.0,,887.9624,2103,,887.9615,-3.125,,887.961,1039,,887.9613,0.375,,887.9629,-3.75,,887.9613,-1.1875,,
887.9827,4.4375,,887.9811,0,,887.9813,0.0,,887.9808,8.9,,887.9813,-7.25,,887.9808,650,,887.9828,2.125,,887.9824,105.5625,,887.9809,1.625,,887.9826,7.0625,,887.9811,646,,887.9812,7.125,,887.9824,600,,887.9824,2.1,,887.9824,2103,,887.9808,650,,,,,887.9827,2.125,,887.9808,17423,,887.9824,0.021,,887.9808,0.089,,887.9826,0,,887.9828,0.0,,887.9809,105.6875,,887.9809,28,,887.9824,28,,887.9812,24.3125,,887.9811,7.5625,,887.9827,21.1875,,887.9824,2.8125,,887.9824,600,,887.9827,1.75,,887.9813,4.44140625,,887.9828,0.0,,887.9824,2103,,887.9813,-4.125,,887.9808,17423,,887.9812,8.5,,887.9828,-3.75,,887.9812,4.1875,,
888.0027,1.0,,888.0012,8,,888.0014,0.0,,888.0009,9.3,,888.0014,0.3125,,888.0009,650,,888.0028,-1.0,,888.0024,105.5625,,888.0011,2.0,,888.0025,7.375,,888.0012,648,,888.0013,7.5,,888.0023,599,,888.0023,3.4000000000000004,,888.0023,2103,,888.0009,650,,,,,888.0027,3.3125,,888.0009,17423,,888.0023,0.034,,888.0009,0.093,,888.0025,0,,888.0028,0.0,,888.0011,105.5,,888.0011,28,,888.0024,28,,888.0013,25.0,,888.0012,7.5,,888.0027,22.375,,888.0024,2.5625,,888.0023,599,,888.0027,2.75,,888.0014,4.453125,,888.0028,0.0,,888.0023,2103,,888.0014,-6.3125,,888.0009,17423,,888.0013,9.0,,888.0028,-1.0625,,888.0013,6.9375,,
888.0226,8.0625,,888.0212,0,,888.0215,0.0,,888.021,8.0,,888.0215,-2.9375,,888.021,650,,888.0228,-0.875,,888.0224,105.375,,888.0211,2.4375,,888.0225,6.375,,888.0212,648,,888.0214,6.4375,,888.0223,598,,888.0223,8.9,,888.0223,2103,,888.021,650,,,,,888.0226,8.625,,888.021,17423,,888.0223,0.089,,888.021,0.08,,888.0225,4,,888.0228,0.0,,888.0211,105.625,,888.0211,28,,888.0224,28,,888.0214,24.375,,888.0212,7.5625,,888.0226,21.5625,,888.0224,2.5,,888.0223,598,,888.0226,7.1875,,888.0215,4.43359375,,888.0228,0.0,,888.0223,2103,,888.0215,-2.6875,,888.021,17423,,888.0214,7.6875,,888.0228,-3.0625,,888.0214,5.3125,,
888.0427,10.3125,,888.0412,0,,888.0414,0.0,,888.0409,3.9000000000000004,,888.0414,-0.6875,,888.0409,650,,888.0428,0.875,,888.0424,105.375,,888.0411,2.625,,888.0425,3.0625,,888.0412,647,,888.0413,3.125,,888.0423,599,,888.0423,8.5,,888.0423,2103,,888.0409,650,,,,,888.0427,8.25,,888.0409,1039,,888.0423,0.085,,888.0409,0.039,,888.0425,8,,888.0428,0.0,,888.0411,105.5625,,888.0411,28,,888.0424,28,,888.0413,24.5625,,888.0412,7.5,,888.0427,21.25,,888.0424,2.9375,,888.0423,599,,888.0427,6.8125,,888.0414,4.41796875,,888.0428,0.0,,888.0423,2103,,888.0414,-3.9375,,888.0409,1039,,888.0413,3.75,,888.0428,-4.0625,,888.0413,4.375,,
888.0626,6.625,,888.0612,4,,888.0614,0.0,,888.061,-6.5,,888.0614,2.0625,,888.061,650,,888.0628,-1.375,,888.0624,105.8125,,888.061,2.5,,888.0625,-5.1875,,888.0612,651,,888.0613,-5.25,,888.0623,599,,888.0623,5.800000000000001,,888.0623,2103,,888.061,650,,,,,888.0626,5.625,,888.061,1039,,888.0623,0.058,,888.061,-0.065,,888.0625,6,,888.0628,0.0,,888.061,105.9375,,888.061,28,,888.0624,28,,888.0613,23.375,,888.0612,7.5,,888.0626,22.8125,,888.0624,3.375,,888.0623,599,,888.0626,4.6875,,888.0614,4.44140625,,888.0628,0.0,,888.0623,2103,,888.0614,-4.625,,888.061,1039,,888.0613,-6.3125,,888.0628,-1.625,,888.0613,-3.9375,,
888.0827,3.1875,,888.0809,6,,888.0812,0.0,,888.0807,-5.0,,888.0812,1.4375,,888.0807,650,,888.0828,-0.0625,,888.0824,105.75,,888.0808,1.4375,,888.0825,-3.9375,,888.0809,648,,888.0811,-4.0,,888.0823,602,,888.0823,0.7000000000000001,,888.0823,2103,,888.0807,650,,,,,888.0827,0.6875,,888.0807,1039,,888.0823,0.007,,888.0807,-0.05,,888.0825,0,,888.0828,0.0,,888.0808,106.0625,,888.0808,28,,888.0824,28,,888.0811,23.5,,888.0809,7.5,,888.0827,22.6875,,888.0824,3.4375,,888.0823,602,,888.0827,0.625,,888.0812,4.4609375,,888.0828,0.0,,888.0823,2103,,888.0812,-2.875,,888.0807,1039,,888.0811,-4.8125,,888.0828,-1.1875,,888.0811,-5.625,,
888.1026,-3.6875,,888.1012,8,,888.1014,0.0,,888.1009,9.3,,888.1014,-1.3125,,888.1009,650,,888.1028,3.0625,,888.1024,105.6875,,888.101,1.0,,888.1025,7.375,,888.1012,642,,888.1013,7.4375,,888.1023,601,,888.1023,-5.7,,888.1023,2103,,888.1009,650,,,,,888.1026,-5.5,,888.1009,17423,,888.1023,-0.057,,888.1009,0.093,,888.1025,4,,888.1028,0.0,,888.101,105.75,,888.101,28,,888.1024,28,,888.1013,23.6875,,888.1012,7.5625,,888.1026,22.3125,,888.1024,2.9375,,888.1023,601,,888.1026,-4.5625,,888.1014,4.41796875,,888.1028,0.0,,888.1023,2103,,888.1014,-6.0625,,888.1009,17423,,888.1013,9.0,,888.1028,-1.4375,,888.1013,7.5,,
888.1225,-1.875,,888.1212,7,,888.1215,0.0,,888.1209,9.3,,888.1215,-3.75,,888.1209,650,,888.1226,1.5625,,888.1223,105.625,,888.1211,1.6875,,888.1224,7.375,,888.1212,647,,888.1213,7.5,,888.1221,600,,888.1221,-1.4000000000000001,,888.1221,2359,,888.1209,650,,,,,888.1225,-1.3125,,888.1209,17423,,888.1221,-0.014,,888.1209,0.093,,888.1224,0,,888.1226,0.0,,888.1211,105.75,,888.1211,28,,888.1223,28,,888.1213,25.4375,,888.1212,7.5,,888.1225,21.0,,888.1223,2.0,,888.1221,600,,888.1225,-1.125,,888.1215,4.41796875,,888.1226,0.0,,888.1221,2359,,888.1215,-3.8125,,888.1209,17423,,888.1213,9.0,,888.1226,-1.625,,888.1213,6.75,,
888.1426,6.1875,,888.141,0,,888.1412,0.0,,888.1407,-1.3,,888.1412,4.6875,,888.1407,650,,888.1428,-4.9375,,888.1424,105.5625,,888.1408,2.1875,,888.1425,-1.0,,888.141,649,,888.141,-1.0625,,888.1423,597,,888.1423,9.1,,888.1423,2359,,888.1407,650,,,,,888.1426,8.75,,888.1407,1039,,888.1423,0.091,,888.1407,-0.013000000000000001,,888.1425,4,,888.1428,0.0,,888.1408,105.875,,888.1408,28,,888.1424,28,,888.141,23.8125,,888.141,7.5,,888.1426,21.5625,,888.1424,1.625,,888.1423,597,,888.1426,7.3125,,888.1412,4.453125,,888.1428,0.0,,888.1423,2359,,888.1412,-5.625,,888.1407,1039,,888.141,-1.3125,,888.1428,-0.75,,888.141,0.6875,,
