Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),2. Velocity RPM (1),,Time (s),2. Torque % of peak (0.1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),2. Torque actual value Nm (0.0625),,Time (s),2. statusword  (1),,Time (s),1. controlword - right motor  (1),,Time (s),1. Iq A (0.0625),,
239.4762,2.9000000000000004,,239.4762,800,,239.4587,106.0625,,239.4765,0.5,,239.4586,2.1875,,239.4764,2.375,,239.4764,158,,239.4585,122,,239.4585,2.6,,239.4762,800,,239.4585,2103,,239.4762,1039,,239.4585,0.026000000000000002,,239.4762,0.029,,239.4765,27,,239.4587,27,,239.4764,2.4375,,239.4765,7.125,,239.4587,0.375,,239.4585,122,,239.4586,2.125,,239.4585,2103,,239.4762,1039,,239.4765,1.875,,
239.4962,2.9000000000000004,,239.4962,800,,239.4787,106.0,,239.4965,0.5,,239.4786,2.3125,,239.4964,2.375,,239.4964,159,,239.4785,122,,239.4785,2.6,,239.4962,800,,239.4785,2103,,239.4962,1039,,239.4785,0.026000000000000002,,239.4962,0.029,,239.4965,27,,239.4787,27,,239.4964,2.375,,239.4965,5.1875,,239.4787,0.375,,239.4785,122,,239.4786,2.125,,239.4785,2103,,239.4962,1039,,239.4965,4.75,,
239.5162,2.9000000000000004,,239.5162,800,,239.4987,106.0625,,239.5165,0.5,,239.4986,2.3125,,239.5164,2.3125,,239.5164,159,,239.4985,122,,239.4985,2.8000000000000003,,239.5162,800,,239.4985,2103,,239.5162,1039,,239.4985,0.028,,239.5162,0.029,,239.5165,27,,239.4987,27,,239.5164,2.3125,,239.5165,6.6875,,239.4987,0.375,,239.4985,122,,239.4986,2.25,,239.4985,2103,,239.5162,1039,,239.5165,2.4375,,
239.5362,2.8000000000000003,,239.5362,800,,239.5187,106.0,,239.5365,0.5,,239.5186,2.3125,,239.5364,2.25,,239.5364,159,,239.5185,123,,239.5185,2.8000000000000003,,239.5362,800,,239.5185,2103,,239.5362,1039,,239.5185,0.028,,239.5362,0.028,,239.5365,27,,239.5187,27,,239.5364,2.3125,,239.5365,6.9375,,239.5187,0.375,,239.5185,123,,239.5186,2.25,,239.5185,2103,,239.5362,1039,,239.5365,2.1875,,
239.5562,2.8000000000000003,,239.5562,800,,239.5387,106.0,,239.5565,0.5,,239.5386,2.1875,,239.5564,2.25,,239.5564,159,,239.5385,123,,239.5385,2.8000000000000003,,239.5562,800,,239.5385,2103,,239.5562,1039,,239.5385,0.028,,239.5562,0.028,,239.5565,27,,239.5387,27,,239.5564,2.3125,,239.5565,6.25,,239.5387,0.375,,239.5385,123,,239.5386,2.25,,239.5385,2103,,239.5562,1039,,239.5565,3.1875,,
239.5761,2.8000000000000003,,239.5761,800,,239.5587,106.0,,239.5764,0.5,,239.5586,2.1875,,239.5763,2.25,,239.5763,160,,239.5585,123,,239.5585,2.7,,239.5761,800,,239.5585,2103,,239.5761,1039,,239.5585,0.027,,239.5761,0.028,,239.5764,27,,239.5587,27,,239.5763,2.3125,,239.5764,7.0,,239.5587,0.375,,239.5585,123,,239.5586,2.1875,,239.5585,2103,,239.5761,1039,,239.5764,2.0,,
239.5961,2.8000000000000003,,239.5961,800,,239.5787,106.0625,,239.5965,0.5,,239.5786,2.1875,,239.5964,2.25,,239.5964,159,,239.5785,123,,239.5785,2.6,,239.5961,800,,239.5785,2103,,239.5961,1039,,239.5785,0.026000000000000002,,239.5961,0.028,,239.5965,27,,239.5787,27,,239.5964,2.3125,,239.5965,5.75,,239.5787,0.375,,239.5785,123,,239.5786,2.125,,239.5785,2103,,239.5961,1039,,239.5965,3.9375,,
239.6161,2.8000000000000003,,239.6161,800,,239.5987,106.0,,239.6165,0.5,,239.5986,2.1875,,239.6164,2.25,,239.6164,160,,239.5985,123,,239.5985,2.6,,239.6161,800,,239.5985,2103,,239.6161,1039,,239.5985,0.026000000000000002,,239.6161,0.028,,239.6165,27,,239.5987,27,,239.6164,2.3125,,239.6165,7.75,,239.5987,0.375,,239.5985,123,,239.5986,2.125,,239.5985,2103,,239.6161,1039,,239.6165,1.0,,
239.6364,2.8000000000000003,,239.6364,800,,239.6187,106.0,,239.6366,0.5,,239.6186,2.1875,,239.6365,2.25,,239.6365,160,,239.6185,123,,239.6185,2.6,,239.6364,800,,239.6185,2103,,239.6364,1039,,239.6185,0.026000000000000002,,239.6364,0.028,,239.6366,27,,239.6187,27,,239.6365,2.3125,,239.6366,8.0625,,239.6187,0.375,,239.6185,123,,239.6186,2.125,,239.6185,2103,,239.6364,1039,,239.6366,0.5,,
239.6563,2.8000000000000003,,239.6563,800,,239.6387,106.0625,,239.6566,0.5,,239.6386,2.1875,,239.6565,2.25,,239.6565,160,,239.6385,124,,239.6385,2.6,,239.6563,800,,239.6385,2103,,239.6563,1039,,239.6385,0.026000000000000002,,239.6563,0.028,,239.6566,27,,239.6387,27,,239.6565,2.3125,,239.6566,6.0625,,239.6387,0.375,,239.6385,124,,239.6386,2.125,,239.6385,2103,,239.6563,1039,,239.6566,2.375,,
239.6763,2.8000000000000003,,239.6763,800,,239.6587,106.0,,239.6766,0.5,,239.6586,2.1875,,239.6765,2.3125,,239.6765,160,,239.6585,124,,239.6585,2.6,,239.6763,800,,239.6585,2103,,239.6763,1039,,239.6585,0.026000000000000002,,239.6763,0.028,,239.6766,27,,239.6587,27,,239.6765,2.375,,239.6766,6.1875,,239.6587,0.375,,239.6585,124,,239.6586,2.125,,239.6585,2103,,239.6763,1039,,239.6766,3.3125,,
239.6961,2.8000000000000003,,239.6961,800,,239.6787,106.0625,,239.6964,0.5,,239.6786,2.1875,,239.6963,2.375,,239.6963,161,,239.6785,124,,239.6785,2.6,,239.6961,800,,239.6785,2103,,239.6961,1039,,239.6785,0.026000000000000002,,239.6961,0.028,,239.6964,27,,239.6787,27,,239.6963,2.4375,,239.6964,6.75,,239.6787,0.375,,239.6785,124,,239.6786,2.125,,239.6785,2103,,239.6961,1039,,239.6964,2.4375,,
239.7161,2.9000000000000004,,239.7161,800,,239.6987,106.0,,239.7165,0.5,,239.6986,2.1875,,239.7163,2.375,,239.7163,160,,239.6985,124,,239.6985,2.6,,239.7161,800,,239.6985,2103,,239.7161,1039,,239.6985,0.026000000000000002,,239.7161,0.029,,239.7165,27,,239.6987,27,,239.7163,2.375,,239.7165,5.5,,239.6987,0.375,,239.6985,124,,239.6986,2.125,,239.6985,2103,,239.7161,1039,,239.7165,4.3125,,
239.7363,2.9000000000000004,,239.7363,800,,239.7187,106.0,,239.7366,0.5,,239.7186,2.3125,,239.7365,2.3125,,239.7365,161,,239.7185,124,,239.7185,2.6,,239.7363,800,,239.7185,2103,,239.7363,1039,,239.7185,0.026000000000000002,,239.7363,0.029,,239.7366,27,,239.7187,27,,239.7365,2.3125,,239.7366,6.6875,,239.7187,0.375,,239.7185,124,,239.7186,2.125,,239.7185,2103,,239.7363,1039,,239.7366,2.625,,
239.7561,2.8000000000000003,,239.7561,800,,239.7387,106.0625,,239.7564,0.5,,239.7386,2.3125,,239.7563,2.25,,239.7563,160,,239.7384,124,,239.7384,2.8000000000000003,,239.7561,800,,239.7384,2103,,239.7561,1039,,239.7384,0.028,,239.7561,0.028,,239.7564,27,,239.7387,27,,239.7563,2.3125,,239.7564,6.5625,,239.7387,0.375,,239.7384,124,,239.7386,2.25,,239.7384,2103,,239.7561,1039,,239.7564,2.875,,
239.7761,2.8000000000000003,,239.7761,800,,239.7587,106.0,,239.7764,0.5,,239.7586,2.1875,,239.7763,2.25,,239.7763,161,,239.7585,124,,239.7585,2.8000000000000003,,239.7761,800,,239.7585,2103,,239.7761,1039,,239.7585,0.028,,239.7761,0.028,,239.7764,27,,239.7587,27,,239.7763,2.3125,,239.7764,7.125,,239.7587,0.375,,239.7585,124,,239.7586,2.25,,239.7585,2103,,239.7761,1039,,239.7764,2.0625,,
239.7963,2.8000000000000003,,239.7963,800,,239.7786,106.0,,239.7965,0.5,,239.7785,2.1875,,239.7964,2.3125,,239.7964,161,,239.7784,124,,239.7784,2.7,,239.7963,800,,239.7784,2103,,239.7963,1039,,239.7784,0.027,,239.7963,0.028,,239.7965,27,,239.7786,27,,239.7964,2.375,,239.7965,6.1875,,239.7786,0.375,,239.7784,124,,239.7785,2.1875,,239.7784,2103,,239.7963,1039,,239.7965,3.375,,
239.8161,2.8000000000000003,,239.8161,800,,239.7986,106.0,,239.8164,0.5,,239.7985,2.1875,,239.8163,2.3125,,239.8163,162,,239.7984,125,,239.7984,2.6,,239.8161,800,,239.7984,2103,,239.8161,1039,,239.7984,0.026000000000000002,,239.8161,0.028,,239.8164,27,,239.7986,27,,239.8163,2.375,,239.8164,6.8125,,239.7986,0.375,,239.7984,125,,239.7985,2.125,,239.7984,2103,,239.8161,1039,,239.8164,2.5,,
239.8363,2.8000000000000003,,239.8363,800,,239.8186,106.0,,239.8365,0.5,,239.8185,2.1875,,239.8364,2.3125,,239.8364,161,,239.8184,125,,239.8184,2.6,,239.8363,800,,239.8184,2103,,239.8363,1039,,239.8184,0.026000000000000002,,239.8363,0.028,,239.8365,27,,239.8186,27,,239.8364,2.375,,239.8365,6.0625,,239.8186,0.375,,239.8184,125,,239.8185,2.125,,239.8184,2103,,239.8363,1039,,239.8365,3.5625,,
239.8561,2.8000000000000003,,239.8561,800,,239.8386,106.0,,239.8564,0.5,,239.8385,2.1875,,239.8563,2.3125,,239.8563,162,,239.8384,125,,239.8384,2.6,,239.8561,800,,239.8384,2103,,239.8561,1039,,239.8384,0.026000000000000002,,239.8561,0.028,,239.8564,27,,239.8386,27,,239.8563,2.375,,239.8564,5.9375,,239.8386,0.375,,239.8384,125,,239.8385,2.125,,239.8384,2103,,239.8561,1039,,239.8564,3.8125,,
239.8763,2.8000000000000003,,239.8763,800,,239.8586,106.0,,239.8765,0.5,,239.8585,2.1875,,239.8764,2.3125,,239.8764,162,,239.8584,125,,239.8584,2.6,,239.8763,800,,239.8584,2103,,239.8763,1039,,239.8584,0.026000000000000002,,239.8763,0.028,,239.8765,27,,239.8586,27,,239.8764,2.375,,239.8765,6.1875,,239.8586,0.375,,239.8584,125,,239.8585,2.125,,239.8584,2103,,239.8763,1039,,239.8765,3.4375,,
239.8961,2.8000000000000003,,239.8961,800,,239.8786,106.0625,,239.8964,0.5,,239.8785,2.1875,,239.8963,2.3125,,239.8963,163,,239.8784,125,,239.8784,2.6,,239.8961,800,,239.8784,2103,,239.8961,1039,,239.8784,0.026000000000000002,,239.8961,0.028,,239.8964,27,,239.8786,27,,239.8963,2.375,,239.8964,6.75,,239.8786,0.375,,239.8784,125,,239.8785,2.125,,239.8784,2103,,239.8961,1039,,239.8964,2.625,,
239.9163,2.8000000000000003,,239.9163,800,,239.8986,106.0,,239.9165,0.5,,239.8985,2.1875,,239.9164,2.3125,,239.9164,162,,239.8984,125,,239.8984,2.6,,239.9163,800,,239.8984,2103,,239.9163,1039,,239.8984,0.026000000000000002,,239.9163,0.028,,239.9165,27,,239.8986,27,,239.9164,2.375,,239.9165,6.3125,,239.8986,0.375,,239.8984,125,,239.8985,2.125,,239.8984,2103,,239.9163,1039,,239.9165,3.375,,
239.9363,2.8000000000000003,,239.9363,800,,239.9188,106.0,,239.9365,0.5625,,239.9187,2.1875,,239.9364,2.3125,,239.9364,163,,239.9186,126,,239.9186,2.6,,239.9363,800,,239.9186,2103,,239.9363,1039,,239.9186,0.026000000000000002,,239.9363,0.028,,239.9365,27,,239.9188,27,,239.9364,2.375,,239.9365,5.9375,,239.9188,0.375,,239.9186,126,,239.9187,2.125,,239.9186,2103,,239.9363,1039,,239.9365,2.6875,,
239.9563,2.8000000000000003,,239.9563,800,,239.9387,106.0,,239.9566,0.5625,,239.9386,2.1875,,239.9565,2.3125,,239.9565,163,,239.9384,126,,239.9384,2.6,,239.9563,800,,239.9384,2103,,239.9563,1039,,239.9384,0.026000000000000002,,239.9563,0.028,,239.9566,27,,239.9387,27,,239.9565,2.3125,,239.9566,6.875,,239.9387,0.375,,239.9384,126,,239.9386,2.125,,239.9384,2103,,239.9563,1039,,239.9566,2.3125,,
239.9763,2.8000000000000003,,239.9763,800,,239.9588,106.0,,239.9765,0.5625,,239.9587,2.1875,,239.9764,2.25,,239.9764,164,,239.9586,126,,239.9586,2.6,,239.9763,800,,239.9586,2103,,239.9763,1039,,239.9586,0.026000000000000002,,239.9763,0.028,,239.9765,27,,239.9588,27,,239.9764,2.3125,,239.9765,6.5625,,239.9588,0.375,,239.9586,126,,239.9587,2.125,,239.9586,2103,,239.9763,1039,,239.9765,2.9375,,
239.9963,2.8000000000000003,,239.9963,800,,239.9788,105.9375,,239.9965,0.5625,,239.9787,2.1875,,239.9964,2.3125,,239.9964,164,,239.9786,126,,239.9786,2.6,,239.9963,800,,239.9786,2103,,239.9963,1039,,239.9786,0.026000000000000002,,239.9963,0.028,,239.9965,27,,239.9788,27,,239.9964,2.375,,239.9965,6.875,,239.9788,0.375,,239.9786,126,,239.9787,2.125,,239.9786,2103,,239.9963,1039,,239.9965,3.25,,
240.0163,2.8000000000000003,,240.0163,800,,239.9988,106.0,,240.0165,0.5625,,239.9987,2.1875,,240.0164,2.3125,,240.0164,163,,239.9986,126,,239.9986,2.6,,240.0163,800,,239.9986,2103,,240.0163,1039,,239.9986,0.026000000000000002,,240.0163,0.028,,240.0165,27,,239.9988,27,,240.0164,2.375,,240.0165,6.5625,,239.9988,0.375,,239.9986,126,,239.9987,2.125,,239.9986,2103,,240.0163,1039,,240.0165,2.9375,,
240.0265,2.8000000000000003,,240.0265,800,,240.0188,106.0,,240.0267,0.5625,,240.0187,2.1875,,240.0266,2.3125,,240.0266,163,,240.0185,127,,240.0185,2.6,,240.0265,800,,240.0185,2103,,240.0265,1039,,240.0185,0.026000000000000002,,240.0265,0.028,,240.0267,27,,240.0188,27,,240.0266,2.375,,240.0267,6.5625,,240.0188,0.375,,240.0185,127,,240.0187,2.125,,240.0185,2103,,240.0265,1039,,240.0267,2.9375,,
240.0464,2.8000000000000003,,240.0464,800,,240.0288,106.0,,240.0467,0.5625,,240.0287,2.1875,,240.0465,2.3125,,240.0465,164,,240.0285,127,,240.0285,2.6,,240.0464,800,,240.0285,2103,,240.0464,1039,,240.0285,0.026000000000000002,,240.0464,0.028,,240.0467,27,,240.0288,27,,240.0465,2.375,,240.0467,6.375,,240.0288,0.375,,240.0285,127,,240.0287,2.125,,240.0285,2103,,240.0464,1039,,240.0467,3.25,,
240.0663,2.8000000000000003,,240.0663,800,,240.0488,105.9375,,240.0665,0.5625,,240.0487,2.1875,,240.0664,2.3125,,240.0664,164,,240.0485,127,,240.0485,2.6,,240.0663,800,,240.0485,2103,,240.0663,1039,,240.0485,0.026000000000000002,,240.0663,0.028,,240.0665,27,,240.0488,27,,240.0664,2.375,,240.0665,7.4375,,240.0488,0.375,,240.0485,127,,240.0487,2.125,,240.0485,2103,,240.0663,1039,,240.0665,5.0,,
240.0864,2.8000000000000003,,240.0864,800,,240.0688,105.9375,,240.0866,0.5625,,240.0687,2.1875,,240.0865,2.3125,,240.0865,165,,240.0686,127,,240.0686,2.6,,240.0864,800,,240.0686,2103,,240.0864,1039,,240.0686,0.026000000000000002,,240.0864,0.028,,240.0866,27,,240.0688,27,,240.0865,2.3125,,240.0866,6.875,,240.0688,0.375,,240.0686,127,,240.0687,2.125,,240.0686,2103,,240.0864,1039,,240.0866,2.625,,
240.1064,2.8000000000000003,,240.1064,800,,240.0888,106.0625,,240.1066,0.5625,,240.0887,2.1875,,240.1065,2.3125,,240.1065,164,,240.0886,127,,240.0886,2.6,,240.1064,800,,240.0886,2103,,240.1064,1039,,240.0886,0.026000000000000002,,240.1064,0.028,,240.1066,27,,240.0888,27,,240.1065,2.3125,,240.1066,5.625,,240.0888,0.375,,240.0886,127,,240.0887,2.125,,240.0886,2103,,240.1064,1039,,240.1066,4.4375,,
240.1264,2.8000000000000003,,240.1264,800,,240.1088,106.0,,240.1266,0.5625,,240.1087,2.1875,,240.1265,2.25,,240.1265,165,,240.1086,127,,240.1086,2.6,,240.1264,800,,240.1086,2103,,240.1264,1039,,240.1086,0.026000000000000002,,240.1264,0.028,,240.1266,27,,240.1088,27,,240.1265,2.3125,,240.1266,6.375,,240.1088,0.375,,240.1086,127,,240.1087,2.125,,240.1086,2103,,240.1264,1039,,240.1266,3.25,,
240.1464,2.8000000000000003,,240.1464,800,,240.1288,106.0,,240.1466,0.5625,,240.1287,2.1875,,240.1465,2.25,,240.1465,164,,240.1285,127,,240.1285,2.6,,240.1464,800,,240.1285,2103,,240.1464,1039,,240.1285,0.026000000000000002,,240.1464,0.028,,240.1466,27,,240.1288,27,,240.1465,2.3125,,240.1466,7.1875,,240.1288,0.375,,240.1285,127,,240.1287,2.125,,240.1285,2103,,240.1464,1039,,240.1466,2.0625,,
240.1664,2.8000000000000003,,240.1664,800,,240.1488,106.0,,240.1666,0.5625,,240.1487,2.1875,,240.1665,2.25,,240.1665,165,,240.1486,128,,240.1486,2.6,,240.1664,800,,240.1486,2103,,240.1664,1039,,240.1486,0.026000000000000002,,240.1664,0.028,,240.1666,27,,240.1488,27,,240.1665,2.375,,240.1666,6.1875,,240.1488,0.375,,240.1486,128,,240.1487,2.125,,240.1486,2103,,240.1664,1039,,240.1666,3.5625,,
240.1864,2.8000000000000003,,240.1864,800,,240.1688,106.0625,,240.1866,0.5625,,240.1687,2.1875,,240.1865,2.3125,,240.1865,165,,240.1686,127,,240.1686,2.6,,240.1864,800,,240.1686,2103,,240.1864,1039,,240.1686,0.026000000000000002,,240.1864,0.028,,240.1866,27,,240.1688,27,,240.1865,2.375,,240.1866,6.625,,240.1688,0.375,,240.1686,127,,240.1687,2.125,,240.1686,2103,,240.1864,1039,,240.1866,2.9375,,
240.2064,2.8000000000000003,,240.2064,800,,240.1888,106.0,,240.2066,0.5625,,240.1887,2.1875,,240.2065,2.3125,,240.2065,165,,240.1886,128,,240.1886,2.6,,240.2064,800,,240.1886,2103,,240.2064,1039,,240.1886,0.026000000000000002,,240.2064,0.028,,240.2066,27,,240.1888,27,,240.2065,2.3125,,240.2066,7.25,,240.1888,0.375,,240.1886,128,,240.1887,2.125,,240.1886,2103,,240.2064,1039,,240.2066,2.0625,,
240.2264,2.8000000000000003,,240.2264,800,,240.2088,106.0625,,240.2266,0.5625,,240.2087,2.1875,,240.2265,2.3125,,240.2265,165,,240.2085,128,,240.2085,2.6,,240.2264,800,,240.2085,2103,,240.2264,1039,,240.2085,0.026000000000000002,,240.2264,0.028,,240.2266,27,,240.2088,27,,240.2265,2.3125,,240.2266,7.125,,240.2088,0.375,,240.2085,128,,240.2087,2.125,,240.2085,2103,,240.2264,1039,,240.2266,2.25,,
240.2464,2.8000000000000003,,240.2464,800,,240.2288,106.0625,,240.2467,0.5625,,240.2287,2.1875,,240.2465,2.25,,240.2465,165,,240.2285,128,,240.2285,2.6,,240.2464,800,,240.2285,2103,,240.2464,1039,,240.2285,0.026000000000000002,,240.2464,0.028,,240.2467,27,,240.2288,27,,240.2465,2.3125,,240.2467,6.0625,,240.2288,0.375,,240.2285,128,,240.2287,2.125,,240.2285,2103,,240.2464,1039,,240.2467,3.8125,,
240.2664,2.8000000000000003,,240.2664,800,,240.2488,106.0,,240.2666,0.5625,,240.2487,2.1875,,240.2665,2.25,,240.2665,166,,240.2485,128,,240.2485,2.6,,240.2664,800,,240.2485,2103,,240.2664,1039,,240.2485,0.026000000000000002,,240.2664,0.028,,240.2666,27,,240.2488,27,,240.2665,2.375,,240.2666,6.875,,240.2488,0.375,,240.2485,128,,240.2487,2.125,,240.2485,2103,,240.2664,1039,,240.2666,2.625,,
240.2864,2.8000000000000003,,240.2864,800,,240.2688,106.0625,,240.2866,0.5625,,240.2687,2.1875,,240.2865,2.3125,,240.2865,166,,240.2685,129,,240.2685,2.6,,240.2864,800,,240.2685,2103,,240.2864,1039,,240.2685,0.026000000000000002,,240.2864,0.028,,240.2866,27,,240.2688,27,,240.2865,2.3125,,240.2866,6.75,,240.2688,0.375,,240.2685,129,,240.2687,2.125,,240.2685,2103,,240.2864,1039,,240.2866,2.9375,,
240.3064,2.8000000000000003,,240.3064,800,,240.2888,106.0625,,240.3066,0.5625,,240.2887,2.1875,,240.3065,2.3125,,240.3065,166,,240.2885,129,,240.2885,2.6,,240.3064,800,,240.2885,2103,,240.3064,1039,,240.2885,0.026000000000000002,,240.3064,0.028,,240.3066,27,,240.2888,27,,240.3065,2.3125,,240.3066,6.75,,240.2888,0.375,,240.2885,129,,240.2887,2.125,,240.2885,2103,,240.3064,1039,,240.3066,2.875,,
240.3264,2.8000000000000003,,240.3264,800,,240.3088,106.0625,,240.3266,0.5625,,240.3087,2.1875,,240.3265,2.25,,240.3265,167,,240.3085,129,,240.3085,2.6,,240.3264,800,,240.3085,2103,,240.3264,1039,,240.3085,0.026000000000000002,,240.3264,0.028,,240.3266,27,,240.3088,27,,240.3265,2.3125,,240.3266,7.375,,240.3088,0.375,,240.3085,129,,240.3087,2.125,,240.3085,2103,,240.3264,1039,,240.3266,1.875,,
240.3463,2.8000000000000003,,240.3463,800,,240.3288,106.0,,240.3466,0.5625,,240.3287,2.1875,,240.3465,2.25,,240.3465,167,,240.3285,129,,240.3285,2.6,,240.3463,800,,240.3285,2103,,240.3463,1039,,240.3285,0.026000000000000002,,240.3463,0.028,,240.3466,27,,240.3288,27,,240.3465,2.3125,,240.3466,6.9375,,240.3288,0.375,,240.3285,129,,240.3287,2.125,,240.3285,2103,,240.3463,1039,,240.3466,2.5,,
240.3664,2.8000000000000003,,240.3664,800,,240.3487,106.0625,,240.3666,0.5625,,240.3486,2.1875,,240.3665,2.25,,240.3665,167,,240.3485,129,,240.3485,2.6,,240.3664,800,,240.3485,2103,,240.3664,1039,,240.3485,0.026000000000000002,,240.3664,0.028,,240.3666,27,,240.3487,27,,240.3665,2.3125,,240.3666,7.0625,,240.3487,0.375,,240.3485,129,,240.3486,2.125,,240.3485,2103,,240.3664,1039,,240.3666,2.3125,,
240.3863,2.8000000000000003,,240.3863,800,,240.3687,106.0,,240.3866,0.5625,,240.3686,2.1875,,240.3865,2.25,,240.3865,167,,240.3685,129,,240.3685,2.6,,240.3863,800,,240.3685,2103,,240.3863,1039,,240.3685,0.026000000000000002,,240.3863,0.028,,240.3866,27,,240.3687,27,,240.3865,2.3125,,240.3866,7.25,,240.3687,0.375,,240.3685,129,,240.3686,2.125,,240.3685,2103,,240.3863,1039,,240.3866,2.0625,,
240.4063,2.8000000000000003,,240.4063,800,,240.3887,106.0,,240.4066,0.5625,,240.3886,2.1875,,240.4065,2.25,,240.4065,167,,240.3885,129,,240.3885,2.6,,240.4063,800,,240.3885,2103,,240.4063,1039,,240.3885,0.026000000000000002,,240.4063,0.028,,240.4066,27,,240.3887,27,,240.4065,2.375,,240.4066,6.5625,,240.3887,0.375,,240.3885,129,,240.3886,2.125,,240.3885,2103,,240.4063,1039,,240.4066,3.0625,,
240.4263,2.8000000000000003,,240.4263,800,,240.4087,106.0,,240.4265,0.5625,,240.4086,2.1875,,240.4264,2.3125,,240.4264,167,,240.4085,129,,240.4085,2.6,,240.4263,800,,240.4085,2103,,240.4263,1039,,240.4085,0.026000000000000002,,240.4263,0.028,,240.4265,27,,240.4087,27,,240.4264,2.375,,240.4265,6.625,,240.4087,0.375,,240.4085,129,,240.4086,2.125,,240.4085,2103,,240.4263,1039,,240.4265,3.0625,,
240.4463,2.8000000000000003,,240.4463,800,,240.4287,106.0625,,240.4465,0.5625,,240.4286,2.1875,,240.4464,2.3125,,240.4464,167,,240.4285,130,,240.4285,2.6,,240.4463,800,,240.4285,2103,,240.4463,1039,,240.4285,0.026000000000000002,,240.4463,0.028,,240.4465,27,,240.4287,27,,240.4464,2.3125,,240.4465,6.5625,,240.4287,0.375,,240.4285,130,,240.4286,2.125,,240.4285,2103,,240.4463,1039,,240.4465,3.1875,,
240.4663,2.8000000000000003,,240.4663,800,,240.4487,106.0,,240.4665,0.5625,,240.4486,2.1875,,240.4664,2.3125,,240.4664,168,,240.4485,130,,240.4485,2.6,,240.4663,800,,240.4485,2103,,240.4663,1039,,240.4485,0.026000000000000002,,240.4663,0.028,,240.4665,27,,240.4487,27,,240.4664,2.3125,,240.4665,5.75,,240.4487,0.375,,240.4485,130,,240.4486,2.125,,240.4485,2103,,240.4663,1039,,240.4665,4.4375,,
240.4863,2.8000000000000003,,240.4863,800,,240.4687,106.0625,,240.4865,0.5625,,240.4686,2.1875,,240.4864,2.25,,240.4864,168,,240.4685,130,,240.4685,2.6,,240.4863,800,,240.4685,2103,,240.4863,1039,,240.4685,0.026000000000000002,,240.4863,0.028,,240.4865,27,,240.4687,27,,240.4864,2.375,,240.4865,6.8125,,240.4687,0.375,,240.4685,130,,240.4686,2.125,,240.4685,2103,,240.4863,1039,,240.4865,2.875,,
240.5063,2.8000000000000003,,240.5063,800,,240.4887,106.0,,240.5065,0.5625,,240.4886,2.1875,,240.5064,2.3125,,240.5064,168,,240.4885,130,,240.4885,2.6,,240.5063,800,,240.4885,2103,,240.5063,1039,,240.4885,0.026000000000000002,,240.5063,0.028,,240.5065,27,,240.4887,27,,240.5064,2.3125,,240.5065,7.0,,240.4887,0.375,,240.4885,130,,240.4886,2.125,,240.4885,2103,,240.5063,1039,,240.5065,2.625,,
240.5263,2.8000000000000003,,240.5263,800,,240.5087,106.0,,240.5265,0.5625,,240.5086,2.1875,,240.5264,2.3125,,240.5264,168,,240.5085,130,,240.5085,2.6,,240.5263,800,,240.5085,2103,,240.5263,1039,,240.5085,0.026000000000000002,,240.5263,0.028,,240.5265,27,,240.5087,27,,240.5264,2.3125,,240.5265,6.5625,,240.5087,0.375,,240.5085,130,,240.5086,2.125,,240.5085,2103,,240.5263,1039,,240.5265,3.25,,
240.5463,2.8000000000000003,,240.5463,800,,240.5287,106.0,,240.5466,0.5625,,240.5286,2.1875,,240.5465,2.25,,240.5465,168,,240.5285,130,,240.5285,2.6,,240.5463,800,,240.5285,2103,,240.5463,1039,,240.5285,0.026000000000000002,,240.5463,0.028,,240.5466,27,,240.5287,27,,240.5465,2.3125,,240.5466,8.5,,240.5287,0.375,,240.5285,130,,240.5286,2.125,,240.5285,2103,,240.5463,1039,,240.5466,0.3125,,
240.5663,2.8000000000000003,,240.5663,800,,240.5487,106.0,,240.5665,0.5625,,240.5486,2.1875,,240.5664,2.25,,240.5664,168,,240.5485,131,,240.5485,2.6,,240.5663,800,,240.5485,2103,,240.5663,1039,,240.5485,0.026000000000000002,,240.5663,0.028,,240.5665,27,,240.5487,27,,240.5664,2.375,,240.5665,7.25,,240.5487,0.375,,240.5485,131,,240.5486,2.125,,240.5485,2103,,240.5663,1039,,240.5665,2.125,,
