Time (s),2. Iq A (0.0625),,Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),1. Id A (0.0625),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Id A (0.0625),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),2. Velocity RPM (1),,Time (s),2. Torque % of peak (0.1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),2. Target Iq A (0.0625),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),2. Current A(RMS) (1),,Time (s),2. Target Id A (0.0625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Uq V (0.0625),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),2. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),2. Torque actual value Nm (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),2. Throttle Input Voltage V (0.00390625),,Time (s),2. statusword  (1),,Time (s),1. Ud V (0.0625),,Time (s),1. controlword - right motor  (1),,Time (s),1. Target Iq A (0.0625),,Time (s),2. Ud V (0.0625),,Time (s),1. Iq A (0.0625),,
96.3866,1.125,,96.3841,0,,96.3844,0.0,,96.4039,0.0,,96.3844,-0.375,,96.4039,500,,96.3868,0.0625,,96.3864,115.25,,96.384,0.0,,96.3865,0.0,,96.3841,0,,96.3843,0.0,,96.3863,0,,96.3863,0.0,,96.3863,1079,,96.4039,500,,96.3866,0.0,,96.4039,527,,96.3863,0.0,,96.4039,0.0,,96.3865,0,,96.3868,0.0,,96.384,115.3125,,96.384,28,,96.3864,27,,96.3843,0.0,,96.3841,0.0,,96.3866,0.0,,96.3864,0.0,,96.3863,0,,96.3866,0.0,,96.3844,1.28125,,96.3868,0.0,,96.3863,1079,,96.3844,0.0,,96.4039,527,,96.3843,0.0,,96.3868,0.0,,96.3843,-0.5,,
96.4066,0.25,,96.4041,0,,96.4044,0.0,,96.4239,0.0,,96.4044,-0.375,,96.4239,500,,96.4067,0.5625,,96.4064,115.125,,96.404,0.0,,96.4065,0.0,,96.4041,0,,96.4042,0.0,,96.4063,0,,96.4063,0.0,,96.4063,1079,,96.4239,500,,96.4066,0.0,,96.4239,527,,96.4063,0.0,,96.4239,0.0,,96.4065,0,,96.4067,0.0,,96.404,115.3125,,96.404,28,,96.4064,27,,96.4042,0.0,,96.4041,0.0,,96.4066,0.0,,96.4064,0.0,,96.4063,0,,96.4066,0.0,,96.4044,1.30859375,,96.4067,0.0,,96.4063,1079,,96.4044,0.0,,96.4239,527,,96.4042,0.0,,96.4067,0.0,,96.4042,-0.5,,
96.4266,0.5,,96.4241,0,,96.4244,0.0,,96.4438,0.0,,96.4244,-0.375,,96.4438,500,,96.4267,0.0625,,96.4264,115.125,,96.424,0.0,,96.4265,0.0,,96.4241,0,,96.4243,0.0,,96.4263,0,,96.4263,0.0,,96.4263,1079,,96.4438,500,,96.4266,0.0,,96.4438,527,,96.4263,0.0,,96.4438,0.0,,96.4265,0,,96.4267,0.0,,96.424,115.3125,,96.424,28,,96.4264,27,,96.4243,0.0,,96.4241,0.0,,96.4266,0.0,,96.4264,0.0,,96.4263,0,,96.4266,0.0,,96.4244,1.28125,,96.4267,0.0,,96.4263,1079,,96.4244,0.0,,96.4438,527,,96.4243,0.0,,96.4267,0.0,,96.4243,1.25,,
96.4466,1.125,,96.4441,0,,96.4444,0.0,,96.4639,0.0,,96.4444,0.1875,,96.4639,500,,96.4467,0.0625,,96.4463,115.1875,,96.444,0.0,,96.4465,0.0,,96.4441,0,,96.4442,0.0,,96.4462,0,,96.4462,0.0,,96.4462,1079,,96.4639,500,,96.4466,0.0,,96.4639,527,,96.4462,0.0,,96.4639,0.0,,96.4465,0,,96.4467,0.0,,96.444,115.25,,96.444,28,,96.4463,27,,96.4442,0.0,,96.4441,0.0,,96.4466,0.0,,96.4463,0.0,,96.4462,0,,96.4466,0.0,,96.4444,1.28125,,96.4467,0.0,,96.4462,1079,,96.4444,0.0,,96.4639,527,,96.4442,0.0,,96.4467,0.0,,96.4442,-0.1875,,
96.4666,-0.375,,96.4641,0,,96.4644,0.0,,96.4839,0.0,,96.4644,-0.375,,96.4839,500,,96.4667,-0.5,,96.4663,115.1875,,96.464,0.0,,96.4664,0.0,,96.4641,0,,96.4642,0.0,,96.4662,0,,96.4662,0.0,,96.4662,1079,,96.4839,500,,96.4666,0.0,,96.4839,527,,96.4662,0.0,,96.4839,0.0,,96.4664,0,,96.4667,0.0,,96.464,115.25,,96.464,28,,96.4663,27,,96.4642,0.0,,96.4641,0.0,,96.4666,0.0,,96.4663,0.0,,96.4662,0,,96.4666,0.0,,96.4644,1.25390625,,96.4667,0.0,,96.4662,1079,,96.4644,0.0,,96.4839,527,,96.4642,0.0,,96.4667,0.0,,96.4642,-0.5,,
96.4866,0.25,,96.4841,0,,96.4844,0.0,,96.5038,0.0,,96.4844,-0.375,,96.5038,500,,96.4867,-0.4375,,96.4863,115.1875,,96.484,0.0,,96.4864,0.0,,96.4841,0,,96.4842,0.0,,96.4862,0,,96.4862,0.0,,96.4862,1079,,96.5038,500,,96.4866,0.0,,96.5038,527,,96.4862,0.0,,96.5038,0.0,,96.4864,0,,96.4867,0.0,,96.484,115.25,,96.484,28,,96.4863,27,,96.4842,0.0,,96.4841,0.0,,96.4866,0.0,,96.4863,0.0,,96.4862,0,,96.4866,0.0,,96.4844,1.24609375,,96.4867,0.0,,96.4862,1079,,96.4844,0.0,,96.5038,527,,96.4842,0.0,,96.4867,0.0,,96.4842,1.25,,
96.5067,0.25,,96.5041,0,,96.5044,0.0,,96.5238,0.0,,96.5044,0.6875,,96.5238,500,,96.5068,-0.4375,,96.5064,115.125,,96.504,0.0,,96.5066,0.0,,96.5041,0,,96.5042,0.0,,96.5063,0,,96.5063,0.0,,96.5063,1079,,96.5238,500,,96.5067,0.0,,96.5238,527,,96.5063,0.0,,96.5238,0.0,,96.5066,0,,96.5068,0.0,,96.504,115.3125,,96.504,28,,96.5064,27,,96.5042,0.0,,96.5041,0.0,,96.5067,0.0,,96.5064,0.0,,96.5063,0,,96.5067,0.0,,96.5044,1.21875,,96.5068,0.0,,96.5063,1079,,96.5044,0.0,,96.5238,527,,96.5042,0.0,,96.5068,0.0,,96.5042,0.6875,,
96.5268,-0.0625,,96.5241,0,,96.5244,0.0,,96.5438,0.0,,96.5244,0.6875,,96.5438,500,,96.5269,-1.0,,96.5265,115.25,,96.524,0.0,,96.5267,0.0,,96.5241,0,,96.5242,0.0,,96.5264,0,,96.5264,0.0,,96.5264,1079,,96.5438,500,,96.5268,0.0,,96.5438,527,,96.5264,0.0,,96.5438,0.0,,96.5267,0,,96.5269,0.0,,96.524,115.25,,96.524,28,,96.5265,27,,96.5242,0.0,,96.5241,0.0,,96.5268,0.0,,96.5265,0.0,,96.5264,0,,96.5268,0.0,,96.5244,1.26171875,,96.5269,0.0,,96.5264,1079,,96.5244,0.0,,96.5438,527,,96.5242,0.0,,96.5269,0.0,,96.5242,0.6875,,
96.5468,1.4375,,96.5441,0,,96.5443,0.0,,96.5638,0.0,,96.5443,0.625,,96.5638,500,,96.5469,0.5625,,96.5465,115.1875,,96.544,0.0,,96.5466,0.0,,96.5441,0,,96.5442,0.0,,96.5464,0,,96.5464,0.0,,96.5464,1079,,96.5638,500,,96.5468,0.0,,96.5638,527,,96.5464,0.0,,96.5638,0.0,,96.5466,0,,96.5469,0.0,,96.544,115.1875,,96.544,28,,96.5465,27,,96.5442,0.0,,96.5441,0.0,,96.5468,0.0,,96.5465,0.0,,96.5464,0,,96.5468,0.0,,96.5443,1.26171875,,96.5469,0.0,,96.5464,1079,,96.5443,0.0,,96.5638,527,,96.5442,0.0,,96.5469,0.0,,96.5442,1.25,,
96.5668,-1.0,,96.5641,0,,96.5643,0.0,,96.5838,0.0,,96.5643,0.6875,,96.5838,500,,96.5669,-0.5,,96.5665,115.1875,,96.564,0.0,,96.5667,0.0,,96.5641,0,,96.5642,0.0,,96.5664,0,,96.5664,0.0,,96.5664,1079,,96.5838,500,,96.5668,0.0,,96.5838,527,,96.5664,0.0,,96.5838,0.0,,96.5667,0,,96.5669,0.0,,96.564,115.3125,,96.564,28,,96.5665,27,,96.5642,0.0,,96.5641,0.0,,96.5668,0.0,,96.5665,0.0,,96.5664,0,,96.5668,0.0,,96.5643,1.25390625,,96.5669,0.0,,96.5664,1079,,96.5643,0.0,,96.5838,527,,96.5642,0.0,,96.5669,0.0,,96.5642,1.875,,
96.5868,0.8125,,96.5841,0,,96.5843,0.0,,96.6038,0.0,,96.5843,0.125,,96.6038,500,,96.5869,-0.4375,,96.5865,115.1875,,96.584,0.0,,96.5866,0.0,,96.5841,0,,96.5842,0.0,,96.5864,0,,96.5864,0.0,,96.5864,1079,,96.6038,500,,96.5868,0.0,,96.6038,527,,96.5864,0.0,,96.6038,0.0,,96.5866,0,,96.5869,0.0,,96.584,115.3125,,96.584,28,,96.5865,27,,96.5842,0.0,,96.5841,0.0,,96.5868,0.0,,96.5865,0.0,,96.5864,0,,96.5868,0.0,,96.5843,1.26171875,,96.5869,0.0,,96.5864,1079,,96.5843,0.0,,96.6038,527,,96.5842,0.0,,96.5869,0.0,,96.5842,0.375,,
