Point;Real time;Power-up time;Asrc;Alod;Apack;Vpack;SOC;DOD;Loads;BalVtg;BalCause;IoState;Flags;Bnk0;Bnk1t;Bnk2;Bnk3;Bnk4;Bnk5;Bnk6;Bnk7;Bnk8;Bnk9;Bnk10;Bnk11;Bnk12;Bnk13;Bnk14;Bnk15;CCL;CCLcause;DCL;DCLcause;WarnFlags;FltFlags;MissBanks;MissBank#;MissCells;-;Vmin;VminNo;VminAvg;Vavg;Vmax;VmaxNo;VmaxAvg;Tmin;TminNo;Tavg;Tmax;TmaxNo;Rmin;RminNo;Ravg;Rmax;RmaxNo;Rpack;Nmonit;Vmonit;Tmonit;TmonitOff;Rmonit;Smonit;Cell 0;Cell 1;Cell 2;Cell 3;Cell 4;Cell 5;Cell 6;Cell 7;Cell 8;Cell 9;Cell 10;Cell 11;Cell 12;Cell 13;Cell 14;Cell 15;Cell 16;Cell 17;Cell 18;Cell 19;Cell 20;Cell 21;Cell 22;Cell 23;Cell 24;Cell 25;Cell 26;Cell 27
316;1/1/2025 16:25;#2376 000:01:51:40;0;1.1;1.1;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.84;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
317;1/1/2025 16:25;#2376 000:01:51:41;0;0.4;0.4;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
318;1/1/2025 16:25;#2376 000:01:51:42;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
319;1/1/2025 16:25;#2376 000:01:51:43;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.84;3.81
320;1/1/2025 16:25;#2376 000:01:51:44;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
321;1/1/2025 16:25;#2376 000:01:51:45;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
322;1/1/2025 16:25;#2376 000:01:51:46;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
323;1/1/2025 16:25;#2376 000:01:51:47;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.84;3.81
324;1/1/2025 16:25;#2376 000:01:51:48;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
325;1/1/2025 16:25;#2376 000:01:51:49;0;0.7;0.7;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
326;1/1/2025 16:25;#2376 000:01:51:50;0;2;2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
327;1/1/2025 16:25;#2376 000:01:51:51;0;5.4;5.4;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.81;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
328;1/1/2025 16:25;#2376 000:01:51:52;0;6.7;6.7;107.1;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.84;3.81;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
329;1/1/2025 16:25;#2376 000:01:51:53;0;7.8;7.8;107.1;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.84;3.81;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.84;3.81;3.81;3.81
330;1/1/2025 16:25;#2376 000:01:51:54;0;9.2;9.2;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.86;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
331;1/1/2025 16:25;#2376 000:01:51:55;0;12.5;12.5;107;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;6;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.81
332;1/1/2025 16:25;#2376 000:01:51:56;0;13.9;13.9;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
333;1/1/2025 16:25;#2376 000:01:51:57;0;15.4;15.4;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.84;22;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
334;1/1/2025 16:25;#2376 000:01:51:58;0;16.8;16.8;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
335;1/1/2025 16:25;#2376 000:01:51:59;0;18.1;18.1;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
336;1/1/2025 16:25;#2376 000:01:52:00;0;18.5;18.5;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.81;3.81;3.84;3.84;3.81;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.81;3.81;3.81;3.81;3.81
337;1/1/2025 16:25;#2376 000:01:52:01;0;6.5;6.5;106.9;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.81;3.84;22;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.84;3.84;3.86;3.84;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
338;1/1/2025 16:25;#2376 000:01:52:02;0;1.1;1.1;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
339;1/1/2025 16:25;#2376 000:01:52:03;0;2.7;2.7;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
340;1/1/2025 16:25;#2376 000:01:52:04;0;3.2;3.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
341;1/1/2025 16:25;#2376 000:01:52:05;0;4.5;4.5;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
342;1/1/2025 16:25;#2376 000:01:52:06;0;4.6;4.6;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.84;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
343;1/1/2025 16:25;#2376 000:01:52:07;0;1.9;1.9;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
344;1/1/2025 16:25;#2376 000:01:52:08;0;2;2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
345;1/1/2025 16:25;#2376 000:01:52:09;0;2.2;2.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
346;1/1/2025 16:25;#2376 000:01:52:10;0;2.9;2.9;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
347;1/1/2025 16:25;#2376 000:01:52:11;0;4.2;4.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.81;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
348;1/1/2025 16:25;#2376 000:01:52:12;0;4.5;4.5;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.81;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
349;1/1/2025 16:25;#2376 000:01:52:13;0;3.2;3.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
350;1/1/2025 16:25;#2376 000:01:52:14;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.81;3.81
351;1/1/2025 16:25;#2376 000:01:52:15;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.82;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.84;3.81
352;1/1/2025 16:25;#2376 000:01:52:16;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.84;3.81
353;1/1/2025 16:25;#2376 000:01:52:17;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.84;3.81
354;1/1/2025 16:25;#2376 000:01:52:18;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.84;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.84;3.81
355;1/1/2025 16:25;#2376 000:01:52:19;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.84;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.84;3.81
356;1/1/2025 16:25;#2376 000:01:52:20;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.84;3.81
357;1/1/2025 16:25;#2376 000:01:52:21;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.84;3.81
358;1/1/2025 16:25;#2376 000:01:52:22;0;0.2;0.2;107.2;79;48;0;4.55;4;LoadPwr WireContReq Fan ;K2 K3 ;6;7;8;7;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;FF;100;;100;;;;0;;0;;3.81;27;3.81;3.83;3.86;8;3.85;29;25;29;32;0;0;19;0.5;1.1;13;16.2;5;3.84;30;1.1;;7;3.84;3.81;3.84;3.84;3.84;3.84;3.86;3.84;3.86;3.84;3.84;3.84;3.84;3.84;3.84;3.81;3.81;3.81;3.81;3.81;3.81;3.84;3.84;3.81;3.84;3.81;3.84;3.81
