Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Footbrake Pot Input Voltage V (0.00390625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
118.074,0,,118.0743,0.0,,118.0743,0.4375,,118.0739,0.0,,118.0545,0.0,,118.074,0,,118.0742,0.0,,118.0545,0.0,,118.0739,102.1875,,118.0739,30,,118.074,0.0,,118.0742,0.0,,118.0743,1.421875,,118.0743,0.0,,118.0742,0.0,,118.0742,-0.5,,
118.0941,0,,118.0944,0.0,,118.0944,-0.5625,,118.0939,0.0,,118.0744,0.0,,118.0941,0,,118.0942,0.0,,118.0744,0.0,,118.0939,102.125,,118.0939,30,,118.0941,0.0,,118.0942,0.0,,118.0944,1.4296875,,118.0944,0.0,,118.0942,0.0,,118.0942,0.625,,
118.1141,0,,118.1144,0.0,,118.1144,-0.5625,,118.1139,0.0,,118.0945,0.0,,118.1141,0,,118.1142,0.0,,118.0945,0.0,,118.1139,102.1875,,118.1139,30,,118.1141,0.0,,118.1142,0.0,,118.1144,1.40234375,,118.1144,0.0,,118.1142,0.0,,118.1142,0.625,,
118.1341,0,,118.1344,0.0,,118.1344,-1.0625,,118.1339,0.0,,118.1145,0.0,,118.1341,0,,118.1342,0.0,,118.1145,0.0,,118.1339,102.125,,118.1339,30,,118.1341,0.0,,118.1342,0.0,,118.1344,1.38671875,,118.1344,0.0,,118.1342,0.0,,118.1342,-0.1875,,
118.154,0,,118.1543,0.0,,118.1543,-1.5625,,118.1539,0.0,,118.1345,0.0,,118.154,0,,118.1542,0.0,,118.1345,0.0,,118.1539,102.125,,118.1539,30,,118.154,0.0,,118.1542,0.0,,118.1543,1.3515625,,118.1543,0.0,,118.1542,0.0,,118.1542,-0.5,,
118.1741,0,,118.1744,0.0,,118.1744,-1.5625,,118.1739,0.0,,118.1544,0.0,,118.1741,0,,118.1742,0.0,,118.1544,0.0,,118.1739,102.125,,118.1739,30,,118.1741,0.0,,118.1742,0.0,,118.1744,1.33203125,,118.1744,0.0,,118.1742,0.0,,118.1742,0.0625,,
118.194,0,,118.1943,0.0,,118.1943,-2.5625,,118.1939,0.0,,118.1744,0.0,,118.194,0,,118.1941,0.0,,118.1744,0.0,,118.1939,102.1875,,118.1939,30,,118.194,0.0,,118.1941,0.0,,118.1943,1.32421875,,118.1943,0.0,,118.1941,0.0,,118.1941,0.0625,,
118.2141,0,,118.2143,0.0,,118.2143,-0.5,,118.2139,0.0,,118.1944,0.0,,118.2141,0,,118.2142,0.0,,118.1944,0.0,,118.2139,102.1875,,118.2139,30,,118.2141,0.0,,118.2142,0.0,,118.2143,1.34375,,118.2143,0.0,,118.2142,0.0,,118.2142,-0.375,,
118.2341,0,,118.2343,0.0,,118.2343,-0.5,,118.2339,0.0,,118.2144,0.0,,118.2341,0,,118.2342,0.0,,118.2144,0.0,,118.2339,102.1875,,118.2339,30,,118.2341,0.0,,118.2342,0.0,,118.2343,1.34375,,118.2343,0.0,,118.2342,0.0,,118.2342,0.1875,,
118.254,0,,118.2542,0.0,,118.2542,1.0625,,118.2539,0.0,,118.2344,0.0,,118.254,0,,118.2541,0.0,,118.2344,0.0,,118.2539,102.125,,118.2539,30,,118.254,0.0,,118.2541,0.0,,118.2542,1.3671875,,118.2542,0.0,,118.2541,0.0,,118.2541,-0.0625,,
118.2741,0,,118.2743,0.0,,118.2743,1.5625,,118.2739,0.0,,118.2543,0.0,,118.2741,0,,118.2742,0.0,,118.2543,0.0,,118.2739,102.125,,118.2739,30,,118.2741,0.0,,118.2742,0.0,,118.2743,1.3515625,,118.2743,0.0,,118.2742,0.0,,118.2742,-0.4375,,
118.294,0,,118.2942,0.0,,118.2942,-1.5,,118.2939,0.0,,118.2744,0.0,,118.294,0,,118.2941,0.0,,118.2744,0.0,,118.2939,102.1875,,118.2939,30,,118.294,0.0,,118.2941,0.0,,118.2942,1.3671875,,118.2942,0.0,,118.2941,0.0,,118.2941,-0.375,,
118.3141,0,,118.3143,0.0,,118.3143,-1.0,,118.3139,0.0,,118.2943,0.0,,118.3141,0,,118.3142,0.0,,118.2943,0.0,,118.3139,102.125,,118.3139,30,,118.3141,0.0,,118.3142,0.0,,118.3143,1.3671875,,118.3143,0.0,,118.3142,0.0,,118.3142,-0.6875,,
118.334,0,,118.3342,0.0,,118.3342,0.5625,,118.3338,0.0,,118.3144,0.0,,118.334,0,,118.3341,0.0,,118.3144,0.0,,118.3338,102.1875,,118.3338,30,,118.334,0.0,,118.3341,0.0,,118.3342,1.4140625,,118.3342,0.0,,118.3341,0.0,,118.3341,0.1875,,
118.354,0,,118.3543,0.0,,118.3543,1.0625,,118.3538,0.0,,118.3343,0.0,,118.354,0,,118.3542,0.0,,118.3343,0.0,,118.3538,102.0625,,118.3538,30,,118.354,0.0,,118.3542,0.0,,118.3543,1.37890625,,118.3543,0.0,,118.3542,0.0,,118.3542,1.0625,,
118.374,0,,118.3742,0.0,,118.3742,0.0625,,118.3738,0.0,,118.3544,0.0,,118.374,0,,118.3741,0.0,,118.3544,0.0,,118.3738,102.0625,,118.3738,30,,118.374,0.0,,118.3741,0.0,,118.3742,1.32421875,,118.3742,0.0,,118.3741,0.0,,118.3741,-0.125,,
118.394,0,,118.3943,0.0,,118.3943,2.0625,,118.3939,0.0,,118.3743,0.0,,118.394,0,,118.3942,0.0,,118.3743,0.0,,118.3939,102.125,,118.3939,30,,118.394,0.0,,118.3942,0.0,,118.3943,1.34375,,118.3943,0.0,,118.3942,0.0,,118.3942,-0.125,,
118.414,0,,118.4143,0.0,,118.4143,0.0625,,118.4139,0.0,,118.3944,0.0,,118.414,0,,118.4142,0.0,,118.3944,0.0,,118.4139,102.0625,,118.4139,30,,118.414,0.0,,118.4142,0.0,,118.4143,1.3515625,,118.4143,0.0,,118.4142,0.0,,118.4142,-0.6875,,
118.434,0,,118.4343,0.0,,118.4343,0.0625,,118.4339,0.0,,118.4144,0.0,,118.434,0,,118.4342,0.0,,118.4144,0.0,,118.4339,102.1875,,118.4339,30,,118.434,0.0,,118.4342,0.0,,118.4343,1.32421875,,118.4343,0.0,,118.4342,0.0,,118.4342,-0.6875,,
118.454,0,,118.4543,0.0,,118.4543,0.0625,,118.4539,0.0,,118.4344,0.0,,118.454,0,,118.4542,0.0,,118.4344,0.0,,118.4539,102.1875,,118.4539,30,,118.454,0.0,,118.4542,0.0,,118.4543,1.3515625,,118.4543,0.0,,118.4542,0.0,,118.4542,-0.6875,,
118.474,0,,118.4743,0.0,,118.4743,-0.5,,118.4738,0.0,,118.4544,0.0,,118.474,0,,118.4741,0.0,,118.4544,0.0,,118.4738,102.125,,118.4738,30,,118.474,0.0,,118.4741,0.0,,118.4743,1.39453125,,118.4743,0.0,,118.4741,0.0,,118.4741,-0.375,,
118.4939,0,,118.4942,0.0,,118.4942,-1.0,,118.4938,0.0,,118.4744,0.0,,118.4939,0,,118.4941,0.0,,118.4744,0.0,,118.4938,102.125,,118.4938,30,,118.4939,0.0,,118.4941,0.0,,118.4942,1.3515625,,118.4942,0.0,,118.4941,0.0,,118.4941,0.5,,
118.5139,0,,118.5142,0.0,,118.5142,-1.5,,118.5138,0.0,,118.4943,0.0,,118.5139,0,,118.514,0.0,,118.4943,0.0,,118.5138,102.125,,118.5138,30,,118.5139,0.0,,118.514,0.0,,118.5142,1.34375,,118.5142,0.0,,118.514,0.0,,118.514,0.8125,,
118.534,0,,118.5342,0.0,,118.5342,0.5625,,118.5338,0.0,,118.5143,0.0,,118.534,0,,118.5341,0.0,,118.5143,0.0,,118.5338,102.125,,118.5338,30,,118.534,0.0,,118.5341,0.0,,118.5342,1.37890625,,118.5342,0.0,,118.5341,0.0,,118.5341,-0.375,,
118.554,0,,118.5542,0.0,,118.5542,0.5625,,118.5538,0.0,,118.5343,0.0,,118.554,0,,118.5541,0.0,,118.5343,0.0,,118.5538,102.125,,118.5538,30,,118.554,0.0,,118.5541,0.0,,118.5542,1.359375,,118.5542,0.0,,118.5541,0.0,,118.5541,-1.0,,
118.574,0,,118.5742,0.0,,118.5742,1.0625,,118.5738,0.0,,118.5543,0.0,,118.574,0,,118.5741,0.0,,118.5543,0.0,,118.5738,102.125,,118.5738,30,,118.574,0.0,,118.5741,0.0,,118.5742,1.4140625,,118.5742,0.0,,118.5741,0.0,,118.5741,-0.125,,
118.5941,0,,118.5943,0.0,,118.5943,-1.0,,118.5939,0.0,,118.5743,0.0,,118.5941,0,,118.5942,0.0,,118.5743,0.0,,118.5939,102.1875,,118.5939,30,,118.5941,0.0,,118.5942,0.0,,118.5943,1.37890625,,118.5943,0.0,,118.5942,0.0,,118.5942,-0.0625,,
118.6141,0,,118.6143,0.0,,118.6143,-1.0,,118.6139,0.0,,118.5944,0.0,,118.6141,0,,118.6142,0.0,,118.5944,0.0,,118.6139,102.125,,118.6139,30,,118.6141,0.0,,118.6142,0.0,,118.6143,1.33203125,,118.6143,0.0,,118.6142,0.0,,118.6142,-0.6875,,
