Point	Real time	Power-up time	Asrc	Alod	Apack	Vpack	SOC	DOD	Loads	BalVtg	BalCause	IoState	Flags	Bnk0	Bnk1t	Bnk2	Bnk3	Bnk4	Bnk5	Bnk6	Bnk7	Bnk8	Bnk9	Bnk10	Bnk11	Bnk12	Bnk13	Bnk14	Bnk15	CCL	CCLcause	DCL	DCLcause	WarnFlags	FltFlags	MissBanks	MissBank#	MissCells	-	Vmin	VminNo	VminAvg	Vavg	Vmax	VmaxNo	VmaxAvg	Tmin	TminNo	Tavg	Tmax	TmaxNo	Rmin	RminNo	Ravg	Rmax	RmaxNo	Rpack	Nmonit	Vmonit	Tmonit	TmonitOff	Rmonit	Smonit	Cell 0	Cell 1	Cell 2	Cell 3	Cell 4	Cell 5	Cell 6	Cell 7	Cell 8	Cell 9	Cell 10	Cell 11	Cell 12	Cell 13	Cell 14	Cell 15	Cell 16	Cell 17	Cell 18	Cell 19	Cell 20	Cell 21	Cell 22	Cell 23	Cell 24	Cell 25	Cell 26	Cell 27
18	01/25 16:20:00	#2376 000:01:46:25	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	19	3.81	3.84	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.84	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.84	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
19	01/25 16:20:01	#2376 000:01:46:26	0.0	0.2	0.2	107.4	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
20	01/25 16:20:02	#2376 000:01:46:27	0.0	0.2	0.2	107.4	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.84	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.84	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
21	01/25 16:20:03	#2376 000:01:46:28	0.0	0.2	0.2	107.4	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
22	01/25 16:20:04	#2376 000:01:46:29	0.0	0.2	0.2	107.4	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
23	01/25 16:20:05	#2376 000:01:46:30	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	19	3.81	3.84	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
24	01/25 16:20:06	#2376 000:01:46:31	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	19	3.81	3.84	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
25	01/25 16:20:07	#2376 000:01:46:32	0.0	0.2	0.2	107.4	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
26	01/25 16:20:08	#2376 000:01:46:33	0.0	0.2	0.2	107.4	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.84	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.84	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
27	01/25 16:20:09	#2376 000:01:46:34	0.0	0.2	0.2	107.4	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
28	01/25 16:20:10	#2376 000:01:46:35	0.0	0.2	0.2	107.4	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.86	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
29	01/25 16:20:11	#2376 000:01:46:36	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	19	3.81	3.84	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
30	01/25 16:20:12	#2376 000:01:46:37	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	19	3.81	3.84	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.86	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
31	01/25 16:20:13	#2376 000:01:46:38	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.86	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
32	01/25 16:20:14	#2376 000:01:46:39	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.84	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.84	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
33	01/25 16:20:15	#2376 000:01:46:40	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	19	3.81	3.84	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
34	01/25 16:20:16	#2376 000:01:46:41	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	19	3.81	3.84	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
35	01/25 16:20:34	#2376 000:01:46:59	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	19	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
36	01/25 16:20:35	#2376 000:01:47:00	0.0	0.2	0.2	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	19	3.81	3.84	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.86	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.86	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
37	01/25 16:20:36	#2376 000:01:47:01	0.0	0.5	0.5	107.5	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	19	3.81	3.84	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.84	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.84	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
38	01/25 16:20:37	#2376 000:01:47:02	0.0	4.8	4.8	107.4	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	20	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.84	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.84	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.86	3.81	3.84	3.84	3.81	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
39	01/25 16:20:38	#2376 000:01:47:03	0.0	8.8	8.8	107.4	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	20	3.81	3.83	3.86	14	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.84	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.84	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.84	3.81	3.84	3.84	3.81	3.81	3.81	3.84	3.84	3.84	3.84	3.84	3.84	3.84	
40	01/25 16:20:39	#2376 000:01:47:04	0.0	10.7	10.7	107.3	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	8	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.84	30	1.1		7	3.84	3.81	3.86	3.84	3.84	3.84	3.86	3.86	3.86	3.84	3.84	3.84	3.81	3.84	3.84	3.81	3.81	3.84	3.81	3.81	3.81	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
41	01/25 16:20:40	#2376 000:01:47:05	0.0	13.4	13.4	107.3	79	47	0	4.55	4	LoadPwr WireContReq Fan 	K2 K3 	06	07	08	07	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	FF	100		100				0		0		3.81	25	3.81	3.83	3.86	8	3.85	29	26	29	32	0	0.0	19	0.5	1.1	13	16.2	5	3.84	30	1.1		7	3.84	3.81	3.84	3.84	3.84	3.84	3.86	3.86	3.86	3.84	3.84	3.84	3.84	3.84	3.84	3.81	3.81	3.84	3.81	3.81	3.81	3.84	3.84	3.84	3.84	3.81	3.84	3.84	
