Time (s),2. RPDO Target torque % of peak (0.1),,Time (s),2. RPDO Maximum motor speed RPM (1),,Time (s),2. Battery Voltage V (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),2. Torque demand value Nm (0.0625),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Velocity RPM (1),,Time (s),2. Velocity RPM (1),,Time (s),2. Torque % of peak (0.1),,Time (s),1. Max velocity - right motor RPM (1),,Time (s),1. RPDO statusword - right motor  (1),,Time (s),2. RPDO controlword  (1),,Time (s),1. RPDO Actual torque - right motor  (0.001),,Time (s),1. Target torque - right motor  (0.001),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),2. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),2. Battery Current A (0.0625),,Time (s),1. RPDO Velocity actual value - right motor RPM (1),,Time (s),2. Torque actual value Nm (0.0625),,Time (s),2. statusword  (1),,Time (s),1. controlword - right motor  (1),,Time (s),1. Iq A (0.0625),,
235.7962,2.8000000000000003,,235.7962,800,,235.7785,106.0625,,235.7965,0.375,,235.7784,2.1875,,235.7964,2.3125,,235.7964,115,,235.7783,90,,235.7783,2.6,,235.7962,800,,235.7783,2103,,235.7962,1039,,235.7783,0.026000000000000002,,235.7962,0.028,,235.7965,27,,235.7785,27,,235.7964,2.375,,235.7965,4.0625,,235.7785,0.25,,235.7783,90,,235.7784,2.125,,235.7783,2103,,235.7962,1039,,235.7965,4.0625,,
235.8161,2.8000000000000003,,235.8161,800,,235.7985,106.0,,235.8163,0.375,,235.7984,2.1875,,235.8162,2.3125,,235.8162,115,,235.7983,91,,235.7983,2.6,,235.8161,800,,235.7983,2103,,235.8161,1039,,235.7983,0.026000000000000002,,235.8161,0.028,,235.8163,27,,235.7985,27,,235.8162,2.375,,235.8163,4.6875,,235.7985,0.25,,235.7983,91,,235.7984,2.125,,235.7983,2103,,235.8161,1039,,235.8163,3.0625,,
235.8361,2.8000000000000003,,235.8361,800,,235.8185,106.0625,,235.8363,0.375,,235.8184,2.1875,,235.8362,2.3125,,235.8362,115,,235.8183,91,,235.8183,2.6,,235.8361,800,,235.8183,2103,,235.8361,1039,,235.8183,0.026000000000000002,,235.8361,0.028,,235.8363,27,,235.8185,27,,235.8362,2.3125,,235.8363,4.6875,,235.8185,0.25,,235.8183,91,,235.8184,2.125,,235.8183,2103,,235.8361,1039,,235.8363,3.0625,,
235.8561,2.8000000000000003,,235.8561,800,,235.8385,106.0625,,235.8563,0.375,,235.8384,2.1875,,235.8562,2.25,,235.8562,116,,235.8383,91,,235.8383,2.6,,235.8561,800,,235.8383,2103,,235.8561,1039,,235.8383,0.026000000000000002,,235.8561,0.028,,235.8563,27,,235.8385,27,,235.8562,2.3125,,235.8563,5.125,,235.8385,0.25,,235.8383,91,,235.8384,2.125,,235.8383,2103,,235.8561,1039,,235.8563,2.4375,,
235.8762,2.8000000000000003,,235.8762,800,,235.8585,106.0,,235.8765,0.375,,235.8584,2.1875,,235.8763,2.3125,,235.8763,116,,235.8583,91,,235.8583,2.6,,235.8762,800,,235.8583,2103,,235.8762,1039,,235.8583,0.026000000000000002,,235.8762,0.028,,235.8765,27,,235.8585,27,,235.8763,2.375,,235.8765,4.875,,235.8585,0.25,,235.8583,91,,235.8584,2.125,,235.8583,2103,,235.8762,1039,,235.8765,2.875,,
235.8961,2.8000000000000003,,235.8961,800,,235.8785,106.0,,235.8963,0.375,,235.8784,2.1875,,235.8962,2.3125,,235.8962,116,,235.8783,91,,235.8783,2.6,,235.8961,800,,235.8783,2103,,235.8961,1039,,235.8783,0.026000000000000002,,235.8961,0.028,,235.8963,27,,235.8785,27,,235.8962,2.375,,235.8963,4.875,,235.8785,0.25,,235.8783,91,,235.8784,2.125,,235.8783,2103,,235.8961,1039,,235.8963,2.8125,,
235.9162,2.8000000000000003,,235.9162,800,,235.8985,106.0625,,235.9164,0.375,,235.8984,2.1875,,235.9163,2.3125,,235.9163,117,,235.8983,91,,235.8983,2.6,,235.9162,800,,235.8983,2103,,235.9162,1039,,235.8983,0.026000000000000002,,235.9162,0.028,,235.9164,27,,235.8985,27,,235.9163,2.375,,235.9164,5.25,,235.8985,0.25,,235.8983,91,,235.8984,2.125,,235.8983,2103,,235.9162,1039,,235.9164,2.3125,,
235.936,2.8000000000000003,,235.936,800,,235.9185,106.0,,235.9363,0.375,,235.9184,2.1875,,235.9362,2.3125,,235.9362,117,,235.9183,92,,235.9183,2.6,,235.936,800,,235.9183,2103,,235.936,1039,,235.9183,0.026000000000000002,,235.936,0.028,,235.9363,27,,235.9185,27,,235.9362,2.375,,235.9363,4.75,,235.9185,0.25,,235.9183,92,,235.9184,2.125,,235.9183,2103,,235.936,1039,,235.9363,3.0,,
235.956,2.8000000000000003,,235.956,800,,235.9385,106.0,,235.9563,0.375,,235.9384,2.1875,,235.9562,2.3125,,235.9562,117,,235.9383,92,,235.9383,2.6,,235.956,800,,235.9383,2103,,235.956,1039,,235.9383,0.026000000000000002,,235.956,0.028,,235.9563,27,,235.9385,27,,235.9562,2.3125,,235.9563,2.625,,235.9385,0.25,,235.9383,92,,235.9384,2.125,,235.9383,2103,,235.956,1039,,235.9563,6.3125,,
235.976,2.8000000000000003,,235.976,800,,235.9585,106.0625,,235.9763,0.375,,235.9584,2.1875,,235.9762,2.25,,235.9762,117,,235.9583,92,,235.9583,2.6,,235.976,800,,235.9583,2103,,235.976,1039,,235.9583,0.026000000000000002,,235.976,0.028,,235.9763,27,,235.9585,27,,235.9762,2.3125,,235.9763,5.9375,,235.9585,0.25,,235.9583,92,,235.9584,2.125,,235.9583,2103,,235.976,1039,,235.9763,1.25,,
235.9962,2.8000000000000003,,235.9962,800,,235.9785,106.0,,235.9964,0.375,,235.9784,2.1875,,235.9963,2.3125,,235.9963,118,,235.9783,92,,235.9783,2.6,,235.9962,800,,235.9783,2103,,235.9962,1039,,235.9783,0.026000000000000002,,235.9962,0.028,,235.9964,27,,235.9785,27,,235.9963,2.375,,235.9964,5.25,,235.9785,0.25,,235.9783,92,,235.9784,2.125,,235.9783,2103,,235.9962,1039,,235.9964,2.3125,,
236.0162,2.8000000000000003,,236.0162,800,,235.9985,106.0,,236.0164,0.375,,235.9984,2.1875,,236.0163,2.3125,,236.0163,118,,235.9983,92,,235.9983,2.6,,236.0162,800,,235.9983,2103,,236.0162,1039,,235.9983,0.026000000000000002,,236.0162,0.028,,236.0164,27,,235.9985,27,,236.0163,2.375,,236.0164,4.625,,235.9985,0.25,,235.9983,92,,235.9984,2.125,,235.9983,2103,,236.0162,1039,,236.0164,3.25,,
236.0362,2.8000000000000003,,236.0362,800,,236.0185,106.0,,236.0364,0.375,,236.0184,2.1875,,236.0363,2.3125,,236.0363,118,,236.0183,93,,236.0183,2.6,,236.0362,800,,236.0183,2103,,236.0362,1039,,236.0183,0.026000000000000002,,236.0362,0.028,,236.0364,27,,236.0185,27,,236.0363,2.375,,236.0364,5.25,,236.0185,0.25,,236.0183,93,,236.0184,2.125,,236.0183,2103,,236.0362,1039,,236.0364,2.3125,,
236.0563,2.8000000000000003,,236.0563,800,,236.0385,106.0625,,236.0565,0.375,,236.0384,2.1875,,236.0564,2.3125,,236.0564,118,,236.0383,93,,236.0383,2.6,,236.0563,800,,236.0383,2103,,236.0563,1039,,236.0383,0.026000000000000002,,236.0563,0.028,,236.0565,27,,236.0385,27,,236.0564,2.375,,236.0565,5.0625,,236.0385,0.25,,236.0383,93,,236.0384,2.125,,236.0383,2103,,236.0563,1039,,236.0565,2.625,,
236.0761,2.8000000000000003,,236.0761,800,,236.0585,106.0,,236.0764,0.375,,236.0584,2.1875,,236.0763,2.3125,,236.0763,119,,236.0583,93,,236.0583,2.6,,236.0761,800,,236.0583,2103,,236.0761,1039,,236.0583,0.026000000000000002,,236.0761,0.028,,236.0764,27,,236.0585,27,,236.0763,2.375,,236.0764,5.6875,,236.0585,0.25,,236.0583,93,,236.0584,2.125,,236.0583,2103,,236.0761,1039,,236.0764,1.875,,
236.0962,2.8000000000000003,,236.0962,800,,236.0785,106.0625,,236.0964,0.375,,236.0784,2.1875,,236.0963,2.3125,,236.0963,119,,236.0783,93,,236.0783,2.6,,236.0962,800,,236.0783,2103,,236.0962,1039,,236.0783,0.026000000000000002,,236.0962,0.028,,236.0964,27,,236.0785,27,,236.0963,2.3125,,236.0964,5.75,,236.0785,0.25,,236.0783,93,,236.0784,2.125,,236.0783,2103,,236.0962,1039,,236.0964,1.6875,,
236.1161,2.8000000000000003,,236.1161,800,,236.0985,106.0625,,236.1164,0.375,,236.0984,2.1875,,236.1163,2.25,,236.1163,119,,236.0983,93,,236.0983,2.6,,236.1161,800,,236.0983,2103,,236.1161,1039,,236.0983,0.026000000000000002,,236.1161,0.028,,236.1164,27,,236.0985,27,,236.1163,2.3125,,236.1164,4.125,,236.0985,0.25,,236.0983,93,,236.0984,2.125,,236.0983,2103,,236.1161,1039,,236.1164,4.125,,
236.1361,2.8000000000000003,,236.1361,800,,236.1185,106.0625,,236.1364,0.375,,236.1184,2.1875,,236.1363,2.3125,,236.1363,120,,236.1183,94,,236.1183,2.6,,236.1361,800,,236.1183,2103,,236.1361,1039,,236.1183,0.026000000000000002,,236.1361,0.028,,236.1364,27,,236.1185,27,,236.1363,2.375,,236.1364,5.1875,,236.1185,0.25,,236.1183,94,,236.1184,2.125,,236.1183,2103,,236.1361,1039,,236.1364,2.875,,
236.1561,2.8000000000000003,,236.1561,800,,236.1385,106.0,,236.1564,0.375,,236.1384,2.1875,,236.1563,2.3125,,236.1563,120,,236.1383,94,,236.1383,2.6,,236.1561,800,,236.1383,2103,,236.1561,1039,,236.1383,0.026000000000000002,,236.1561,0.028,,236.1564,27,,236.1385,27,,236.1563,2.3125,,236.1564,3.875,,236.1385,0.25,,236.1383,94,,236.1384,2.125,,236.1383,2103,,236.1561,1039,,236.1564,4.5625,,
236.1762,2.8000000000000003,,236.1762,800,,236.1585,106.0625,,236.1764,0.375,,236.1584,2.1875,,236.1763,2.3125,,236.1763,120,,236.1583,94,,236.1583,2.6,,236.1762,800,,236.1583,2103,,236.1762,1039,,236.1583,0.026000000000000002,,236.1762,0.028,,236.1764,27,,236.1585,27,,236.1763,2.375,,236.1764,4.25,,236.1585,0.25,,236.1583,94,,236.1584,2.125,,236.1583,2103,,236.1762,1039,,236.1764,1.6875,,
236.1962,2.8000000000000003,,236.1962,800,,236.1787,106.0625,,236.1964,0.375,,236.1786,2.1875,,236.1963,2.3125,,236.1963,121,,236.1785,94,,236.1785,2.6,,236.1962,800,,236.1785,2103,,236.1962,1039,,236.1785,0.026000000000000002,,236.1962,0.028,,236.1964,27,,236.1787,27,,236.1963,2.375,,236.1964,5.4375,,236.1787,0.25,,236.1785,94,,236.1786,2.125,,236.1785,2103,,236.1962,1039,,236.1964,2.25,,
236.2162,2.8000000000000003,,236.2162,800,,236.1987,106.0625,,236.2164,0.375,,236.1986,2.1875,,236.2163,2.3125,,236.2163,121,,236.1985,95,,236.1985,2.6,,236.2162,800,,236.1985,2103,,236.2162,1039,,236.1985,0.026000000000000002,,236.2162,0.028,,236.2164,27,,236.1987,27,,236.2163,2.375,,236.2164,5.0625,,236.1987,0.25,,236.1985,95,,236.1986,2.125,,236.1985,2103,,236.2162,1039,,236.2164,2.875,,
236.2362,2.8000000000000003,,236.2362,800,,236.2186,106.0625,,236.2365,0.375,,236.2185,2.1875,,236.2364,2.3125,,236.2364,121,,236.2183,95,,236.2183,2.6,,236.2362,800,,236.2183,2103,,236.2362,1039,,236.2183,0.026000000000000002,,236.2362,0.028,,236.2365,27,,236.2186,27,,236.2364,2.375,,236.2365,5.125,,236.2186,0.25,,236.2183,95,,236.2185,2.125,,236.2183,2103,,236.2362,1039,,236.2365,2.6875,,
236.2564,2.8000000000000003,,236.2564,800,,236.2387,106.0,,236.2566,0.375,,236.2386,2.1875,,236.2565,2.3125,,236.2565,122,,236.2385,95,,236.2385,2.6,,236.2564,800,,236.2385,2103,,236.2564,1039,,236.2385,0.026000000000000002,,236.2564,0.028,,236.2566,27,,236.2387,27,,236.2565,2.375,,236.2566,5.375,,236.2387,0.25,,236.2385,95,,236.2386,2.125,,236.2385,2103,,236.2564,1039,,236.2566,2.25,,
236.2762,2.8000000000000003,,236.2762,800,,236.2587,106.0625,,236.2766,0.375,,236.2586,2.1875,,236.2764,2.3125,,236.2764,122,,236.2585,95,,236.2585,2.6,,236.2762,800,,236.2585,2103,,236.2762,1039,,236.2585,0.026000000000000002,,236.2762,0.028,,236.2766,27,,236.2587,27,,236.2764,2.375,,236.2766,4.875,,236.2587,0.25,,236.2585,95,,236.2586,2.125,,236.2585,2103,,236.2762,1039,,236.2766,3.125,,
236.2961,2.8000000000000003,,236.2961,800,,236.2787,106.0,,236.2964,0.375,,236.2786,2.1875,,236.2963,2.3125,,236.2963,122,,236.2785,96,,236.2785,2.6,,236.2961,800,,236.2785,2103,,236.2961,1039,,236.2785,0.026000000000000002,,236.2961,0.028,,236.2964,27,,236.2787,27,,236.2963,2.3125,,236.2964,6.125,,236.2787,0.25,,236.2785,96,,236.2786,2.125,,236.2785,2103,,236.2961,1039,,236.2964,1.25,,
236.3164,2.8000000000000003,,236.3164,800,,236.2987,106.0625,,236.3166,0.375,,236.2986,2.1875,,236.3165,2.3125,,236.3165,122,,236.2984,96,,236.2984,2.6,,236.3164,800,,236.2984,2103,,236.3164,1039,,236.2984,0.026000000000000002,,236.3164,0.028,,236.3166,27,,236.2987,27,,236.3165,2.375,,236.3166,5.9375,,236.2987,0.25,,236.2984,96,,236.2986,2.125,,236.2984,2103,,236.3164,1039,,236.3166,1.5625,,
236.3362,2.8000000000000003,,236.3362,800,,236.3187,105.9375,,236.3365,0.375,,236.3186,2.1875,,236.3364,2.3125,,236.3364,123,,236.3185,96,,236.3185,2.6,,236.3362,800,,236.3185,2103,,236.3362,1039,,236.3185,0.026000000000000002,,236.3362,0.028,,236.3365,27,,236.3187,27,,236.3364,2.375,,236.3365,5.4375,,236.3187,0.25,,236.3185,96,,236.3186,2.125,,236.3185,2103,,236.3362,1039,,236.3365,2.3125,,
236.3562,2.8000000000000003,,236.3562,800,,236.3386,106.0,,236.3565,0.375,,236.3385,2.1875,,236.3564,2.3125,,236.3564,123,,236.3384,96,,236.3384,2.6,,236.3562,800,,236.3384,2103,,236.3562,1039,,236.3384,0.026000000000000002,,236.3562,0.028,,236.3565,27,,236.3386,27,,236.3564,2.375,,236.3565,5.1875,,236.3386,0.25,,236.3384,96,,236.3385,2.125,,236.3384,2103,,236.3562,1039,,236.3565,2.6875,,
236.3762,2.8000000000000003,,236.3762,800,,236.3586,106.0,,236.3765,0.4375,,236.3585,2.1875,,236.3764,2.3125,,236.3764,123,,236.3584,96,,236.3584,2.6,,236.3762,800,,236.3584,2103,,236.3762,1039,,236.3584,0.026000000000000002,,236.3762,0.028,,236.3765,27,,236.3586,27,,236.3764,2.375,,236.3765,5.125,,236.3586,0.25,,236.3584,96,,236.3585,2.125,,236.3584,2103,,236.3762,1039,,236.3765,2.875,,
236.3964,2.8000000000000003,,236.3964,800,,236.3786,106.0625,,236.3966,0.375,,236.3786,2.1875,,236.3965,2.3125,,236.3965,123,,236.3784,97,,236.3784,2.6,,236.3964,800,,236.3784,2103,,236.3964,1039,,236.3784,0.026000000000000002,,236.3964,0.028,,236.3966,27,,236.3786,27,,236.3965,2.375,,236.3966,4.6875,,236.3786,0.25,,236.3784,97,,236.3786,2.125,,236.3784,2103,,236.3964,1039,,236.3966,3.5,,
236.4164,2.8000000000000003,,236.4164,800,,236.3986,106.0625,,236.4166,0.4375,,236.3985,2.1875,,236.4165,2.3125,,236.4165,123,,236.3984,97,,236.3984,2.6,,236.4164,800,,236.3984,2103,,236.4164,1039,,236.3984,0.026000000000000002,,236.4164,0.028,,236.4166,27,,236.3986,27,,236.4165,2.375,,236.4166,6.1875,,236.3986,0.25,,236.3984,97,,236.3985,2.125,,236.3984,2103,,236.4164,1039,,236.4166,1.1875,,
236.4361,2.8000000000000003,,236.4361,800,,236.4186,106.0625,,236.4365,0.4375,,236.4185,2.1875,,236.4364,2.3125,,236.4364,123,,236.4184,97,,236.4184,2.6,,236.4361,800,,236.4184,2103,,236.4361,1039,,236.4184,0.026000000000000002,,236.4361,0.028,,236.4365,27,,236.4186,27,,236.4364,2.375,,236.4365,4.9375,,236.4186,0.25,,236.4184,97,,236.4185,2.125,,236.4184,2103,,236.4361,1039,,236.4365,3.0625,,
236.4561,2.8000000000000003,,236.4561,800,,236.4386,105.9375,,236.4565,0.4375,,236.4385,2.1875,,236.4564,2.3125,,236.4564,124,,236.4384,98,,236.4384,2.6,,236.4561,800,,236.4384,2103,,236.4561,1039,,236.4384,0.026000000000000002,,236.4561,0.028,,236.4565,27,,236.4386,27,,236.4564,2.375,,236.4565,4.0625,,236.4386,0.25,,236.4384,98,,236.4385,2.125,,236.4384,2103,,236.4561,1039,,236.4565,2.5625,,
236.4761,2.8000000000000003,,236.4761,800,,236.4586,106.0625,,236.4765,0.4375,,236.4585,2.1875,,236.4763,2.3125,,236.4763,124,,236.4584,98,,236.4584,2.6,,236.4761,800,,236.4584,2103,,236.4761,1039,,236.4584,0.026000000000000002,,236.4761,0.028,,236.4765,27,,236.4586,27,,236.4763,2.3125,,236.4765,6.1875,,236.4586,0.25,,236.4584,98,,236.4585,2.125,,236.4584,2103,,236.4761,1039,,236.4765,1.25,,
236.4963,2.8000000000000003,,236.4963,800,,236.4786,106.0625,,236.4966,0.4375,,236.4785,2.1875,,236.4965,2.25,,236.4965,124,,236.4784,98,,236.4784,2.6,,236.4963,800,,236.4784,2103,,236.4963,1039,,236.4784,0.026000000000000002,,236.4963,0.028,,236.4966,27,,236.4786,27,,236.4965,2.3125,,236.4966,4.9375,,236.4786,0.25,,236.4784,98,,236.4785,2.125,,236.4784,2103,,236.4963,1039,,236.4966,2.4375,,
236.5161,2.8000000000000003,,236.5161,800,,236.4986,106.0625,,236.5164,0.4375,,236.4985,2.1875,,236.5163,2.3125,,236.5163,124,,236.4984,98,,236.4984,2.6,,236.5161,800,,236.4984,2103,,236.5161,1039,,236.4984,0.026000000000000002,,236.5161,0.028,,236.5164,27,,236.4986,27,,236.5163,2.375,,236.5164,5.625,,236.4986,0.3125,,236.4984,98,,236.4985,2.125,,236.4984,2103,,236.5161,1039,,236.5164,3.375,,
236.5361,2.8000000000000003,,236.5361,800,,236.5186,106.0625,,236.5364,0.4375,,236.5185,2.1875,,236.5363,2.3125,,236.5363,124,,236.5184,98,,236.5184,2.6,,236.5361,800,,236.5184,2103,,236.5361,1039,,236.5184,0.026000000000000002,,236.5361,0.028,,236.5364,27,,236.5186,27,,236.5363,2.375,,236.5364,3.875,,236.5186,0.3125,,236.5184,98,,236.5185,2.125,,236.5184,2103,,236.5361,1039,,236.5364,4.75,,
236.5563,2.8000000000000003,,236.5563,800,,236.5386,106.0625,,236.5565,0.4375,,236.5385,2.1875,,236.5564,2.3125,,236.5564,125,,236.5384,98,,236.5384,2.6,,236.5563,800,,236.5384,2103,,236.5563,1039,,236.5384,0.026000000000000002,,236.5563,0.028,,236.5565,27,,236.5386,27,,236.5564,2.375,,236.5565,4.875,,236.5386,0.3125,,236.5384,98,,236.5385,2.125,,236.5384,2103,,236.5563,1039,,236.5565,3.3125,,
236.5761,2.8000000000000003,,236.5761,800,,236.5586,106.0625,,236.5764,0.4375,,236.5585,2.1875,,236.5763,2.375,,236.5763,125,,236.5584,99,,236.5584,2.6,,236.5761,800,,236.5584,2103,,236.5761,1039,,236.5584,0.026000000000000002,,236.5761,0.028,,236.5764,27,,236.5586,27,,236.5763,2.4375,,236.5764,4.875,,236.5586,0.3125,,236.5584,99,,236.5585,2.125,,236.5584,2103,,236.5761,1039,,236.5764,3.375,,
236.5963,2.9000000000000004,,236.5963,800,,236.5786,106.0625,,236.5965,0.4375,,236.5785,2.1875,,236.5964,2.375,,236.5964,125,,236.5783,99,,236.5783,2.6,,236.5963,800,,236.5783,2103,,236.5963,1039,,236.5783,0.026000000000000002,,236.5963,0.029,,236.5965,27,,236.5786,27,,236.5964,2.4375,,236.5965,5.0625,,236.5786,0.3125,,236.5783,99,,236.5785,2.125,,236.5783,2103,,236.5963,1039,,236.5965,3.0625,,
236.6161,2.9000000000000004,,236.6161,800,,236.5986,106.0625,,236.6164,0.4375,,236.5985,2.3125,,236.6163,2.375,,236.6163,126,,236.5984,99,,236.5984,2.6,,236.6161,800,,236.5984,2103,,236.6161,1039,,236.5984,0.026000000000000002,,236.6161,0.029,,236.6164,27,,236.5986,27,,236.6163,2.375,,236.6164,5.4375,,236.5986,0.3125,,236.5984,99,,236.5985,2.125,,236.5984,2103,,236.6161,1039,,236.6164,2.5625,,
236.6363,2.9000000000000004,,236.6363,800,,236.6186,106.0625,,236.6365,0.4375,,236.6185,2.3125,,236.6364,2.3125,,236.6364,126,,236.6183,99,,236.6183,2.8000000000000003,,236.6363,800,,236.6183,2103,,236.6363,1039,,236.6183,0.028,,236.6363,0.029,,236.6365,27,,236.6186,27,,236.6364,2.375,,236.6365,6.0,,236.6186,0.3125,,236.6183,99,,236.6185,2.25,,236.6183,2103,,236.6363,1039,,236.6365,1.75,,
236.6561,2.8000000000000003,,236.6561,800,,236.6385,106.0,,236.6565,0.4375,,236.6385,2.3125,,236.6563,2.3125,,236.6563,126,,236.6383,99,,236.6383,2.8000000000000003,,236.6561,800,,236.6383,2103,,236.6561,1039,,236.6383,0.028,,236.6561,0.028,,236.6565,27,,236.6385,27,,236.6563,2.375,,236.6565,6.0625,,236.6385,0.3125,,236.6383,99,,236.6385,2.25,,236.6383,2103,,236.6561,1039,,236.6565,1.625,,
236.6763,2.8000000000000003,,236.6763,800,,236.6586,106.0,,236.6765,0.4375,,236.6585,2.1875,,236.6764,2.3125,,236.6764,127,,236.6584,100,,236.6584,2.8000000000000003,,236.6763,800,,236.6584,2103,,236.6763,1039,,236.6584,0.028,,236.6763,0.028,,236.6765,27,,236.6586,27,,236.6764,2.375,,236.6765,5.6875,,236.6586,0.3125,,236.6584,100,,236.6585,2.25,,236.6584,2103,,236.6763,1039,,236.6765,2.125,,
236.696,2.8000000000000003,,236.696,800,,236.6786,106.0,,236.6964,0.4375,,236.6785,2.1875,,236.6963,2.3125,,236.6963,127,,236.6783,100,,236.6783,2.7,,236.696,800,,236.6783,2103,,236.696,1039,,236.6783,0.027,,236.696,0.028,,236.6964,27,,236.6786,27,,236.6963,2.375,,236.6964,4.625,,236.6786,0.25,,236.6783,100,,236.6785,2.1875,,236.6783,2103,,236.696,1039,,236.6964,3.8125,,
236.7163,2.8000000000000003,,236.7163,800,,236.6985,106.0,,236.7165,0.4375,,236.6984,2.1875,,236.7164,2.3125,,236.7164,128,,236.6983,100,,236.6983,2.6,,236.7163,800,,236.6983,2103,,236.7163,1039,,236.6983,0.026000000000000002,,236.7163,0.028,,236.7165,27,,236.6985,27,,236.7164,2.375,,236.7165,5.5625,,236.6985,0.3125,,236.6983,100,,236.6984,2.125,,236.6983,2103,,236.7163,1039,,236.7165,2.4375,,
236.736,2.8000000000000003,,236.736,800,,236.7185,106.0625,,236.7364,0.4375,,236.7185,2.1875,,236.7363,2.3125,,236.7363,127,,236.7183,100,,236.7183,2.6,,236.736,800,,236.7183,2103,,236.736,1039,,236.7183,0.026000000000000002,,236.736,0.028,,236.7364,27,,236.7185,27,,236.7363,2.375,,236.7364,5.875,,236.7185,0.3125,,236.7183,100,,236.7185,2.125,,236.7183,2103,,236.736,1039,,236.7364,2.0625,,
236.756,2.8000000000000003,,236.756,800,,236.7385,106.0,,236.7564,0.4375,,236.7385,2.1875,,236.7562,2.3125,,236.7562,128,,236.7383,100,,236.7383,2.6,,236.756,800,,236.7383,2103,,236.756,1039,,236.7383,0.026000000000000002,,236.756,0.028,,236.7564,27,,236.7385,27,,236.7562,2.3125,,236.7564,5.0625,,236.7385,0.3125,,236.7383,100,,236.7385,2.125,,236.7383,2103,,236.756,1039,,236.7564,3.25,,
236.7763,2.8000000000000003,,236.7763,800,,236.7585,106.0625,,236.7765,0.4375,,236.7585,2.1875,,236.7764,2.25,,236.7764,128,,236.7583,100,,236.7583,2.6,,236.7763,800,,236.7583,2103,,236.7763,1039,,236.7583,0.026000000000000002,,236.7763,0.028,,236.7765,27,,236.7585,27,,236.7764,2.3125,,236.7765,5.5625,,236.7585,0.3125,,236.7583,100,,236.7585,2.125,,236.7583,2103,,236.7763,1039,,236.7765,2.4375,,
236.7963,2.8000000000000003,,236.7963,800,,236.7785,106.0625,,236.7965,0.4375,,236.7785,2.1875,,236.7964,2.25,,236.7964,129,,236.7783,100,,236.7783,2.6,,236.7963,800,,236.7783,2103,,236.7963,1039,,236.7783,0.026000000000000002,,236.7963,0.028,,236.7965,27,,236.7785,27,,236.7964,2.3125,,236.7965,4.75,,236.7785,0.3125,,236.7783,100,,236.7785,2.125,,236.7783,2103,,236.7963,1039,,236.7965,2.625,,
236.8162,2.8000000000000003,,236.8162,800,,236.7986,106.0625,,236.8165,0.4375,,236.7985,2.1875,,236.8164,2.3125,,236.8164,129,,236.7984,100,,236.7984,2.6,,236.8162,800,,236.7984,2103,,236.8162,1039,,236.7984,0.026000000000000002,,236.8162,0.028,,236.8165,27,,236.7986,27,,236.8164,2.375,,236.8165,4.6875,,236.7986,0.3125,,236.7984,100,,236.7985,2.125,,236.7984,2103,,236.8162,1039,,236.8165,3.8125,,
236.8362,2.8000000000000003,,236.8362,800,,236.8186,106.0625,,236.8365,0.4375,,236.8185,2.1875,,236.8364,2.3125,,236.8364,129,,236.8183,101,,236.8183,2.6,,236.8362,800,,236.8183,2103,,236.8362,1039,,236.8183,0.026000000000000002,,236.8362,0.028,,236.8365,27,,236.8186,27,,236.8364,2.3125,,236.8365,5.5625,,236.8186,0.3125,,236.8183,101,,236.8185,2.125,,236.8183,2103,,236.8362,1039,,236.8365,1.375,,
236.8562,2.8000000000000003,,236.8562,800,,236.8386,106.0625,,236.8565,0.4375,,236.8385,2.1875,,236.8564,2.3125,,236.8564,129,,236.8383,101,,236.8383,2.6,,236.8562,800,,236.8383,2103,,236.8562,1039,,236.8383,0.026000000000000002,,236.8562,0.028,,236.8565,27,,236.8386,27,,236.8564,2.375,,236.8565,5.0,,236.8386,0.3125,,236.8383,101,,236.8385,2.125,,236.8383,2103,,236.8562,1039,,236.8565,1.625,,
236.8764,2.8000000000000003,,236.8764,800,,236.8587,106.0,,236.8766,0.4375,,236.8586,2.1875,,236.8765,2.3125,,236.8765,130,,236.8585,101,,236.8585,2.6,,236.8764,800,,236.8585,2103,,236.8764,1039,,236.8585,0.026000000000000002,,236.8764,0.028,,236.8766,27,,236.8587,27,,236.8765,2.375,,236.8766,5.1875,,236.8587,0.3125,,236.8585,101,,236.8586,2.125,,236.8585,2103,,236.8764,1039,,236.8766,3.0625,,
236.8962,2.8000000000000003,,236.8962,800,,236.8787,106.0625,,236.8965,0.4375,,236.8786,2.1875,,236.8964,2.3125,,236.8964,129,,236.8785,101,,236.8785,2.6,,236.8962,800,,236.8785,2103,,236.8962,1039,,236.8785,0.026000000000000002,,236.8962,0.028,,236.8965,27,,236.8787,27,,236.8964,2.375,,236.8965,5.0,,236.8787,0.3125,,236.8785,101,,236.8786,2.125,,236.8785,2103,,236.8962,1039,,236.8965,3.375,,
