Time (s),1. Current A(RMS) (1),,Time (s),1. Target Id A (0.0625),,Time (s),1. Id A (0.0625),,Time (s),1. Battery Current A (0.0625),,Time (s),1. Target torque % of peak (0.1),,Time (s),1. Velocity RPM (1),,Time (s),1. Torque actual value Nm (0.0625),,Time (s),1. Footbrake Pot Input Voltage V (0.00390625),,Time (s),1. Battery Voltage V (0.0625),,Time (s),1. Heatsink Temperature DegC (1),,Time (s),1. Torque demand value Nm (0.0625),,Time (s),1. Uq V (0.0625),,Time (s),1. Throttle Input Voltage V (0.00390625),,Time (s),1. Ud V (0.0625),,Time (s),1. Target Iq A (0.0625),,Time (s),1. Iq A (0.0625),,
54.7696,0,,54.7699,0.0,,54.7699,0.6875,,54.7895,0.0,,54.77,0.0,,54.7696,0,,54.7698,0.0,,54.77,0.0,,54.7895,102.3125,,54.7895,37,,54.7696,0.0,,54.7698,0.0,,54.7699,1.26171875,,54.7699,0.0,,54.7698,0.0,,54.7698,0.75,,
54.7896,0,,54.7899,0.0,,54.7899,0.875,,54.8095,0.0,,54.7899,0.0,,54.7896,0,,54.7897,0.0,,54.7899,0.0,,54.8095,102.25,,54.8095,37,,54.7896,0.0,,54.7897,0.0,,54.7899,1.2890625,,54.7899,0.0,,54.7897,0.0,,54.7897,1.75,,
54.8096,0,,54.8098,0.0,,54.8098,0.3125,,54.8295,0.0,,54.8099,0.0,,54.8096,0,,54.8097,0.0,,54.8099,0.0,,54.8295,102.25,,54.8295,37,,54.8096,0.0,,54.8097,0.0,,54.8098,1.2890625,,54.8098,0.0,,54.8097,0.0,,54.8097,-1.25,,
54.8297,0,,54.8299,0.0,,54.8299,-0.0625,,54.8495,0.0,,54.83,0.0,,54.8297,0,,54.8298,0.0,,54.83,0.0,,54.8495,102.25,,54.8495,37,,54.8297,0.0,,54.8298,0.0,,54.8299,1.2734375,,54.8299,0.0,,54.8298,0.0,,54.8298,1.375,,
54.8496,0,,54.8498,0.0,,54.8498,0.3125,,54.8695,0.0,,54.8499,0.0,,54.8496,0,,54.8497,0.0,,54.8499,0.0,,54.8695,102.3125,,54.8695,37,,54.8496,0.0,,54.8497,0.0,,54.8498,1.26171875,,54.8498,0.0,,54.8497,0.0,,54.8497,-1.25,,
54.8696,0,,54.8698,0.0,,54.8698,0.3125,,54.8894,0.0,,54.8699,0.0,,54.8696,0,,54.8697,0.0,,54.8699,0.0,,54.8894,102.25,,54.8894,37,,54.8696,0.0,,54.8697,0.0,,54.8698,1.2890625,,54.8698,0.0,,54.8697,0.0,,54.8697,0.25,,
54.8896,0,,54.8898,0.0,,54.8898,-0.0625,,54.9094,0.0,,54.8899,0.0,,54.8896,0,,54.8897,0.0,,54.8899,0.0,,54.9094,102.25,,54.9094,37,,54.8896,0.0,,54.8897,0.0,,54.8898,1.26171875,,54.8898,0.0,,54.8897,0.0,,54.8897,-0.1875,,
54.9096,0,,54.9098,0.0,,54.9098,0.125,,54.9294,0.0,,54.9099,0.0,,54.9096,0,,54.9097,0.0,,54.9099,0.0,,54.9294,102.25,,54.9294,37,,54.9096,0.0,,54.9097,0.0,,54.9098,1.24609375,,54.9098,0.0,,54.9097,0.0,,54.9097,-0.75,,
54.9296,0,,54.9298,0.0,,54.9298,0.5,,54.9494,0.0,,54.9299,0.0,,54.9296,0,,54.9297,0.0,,54.9299,0.0,,54.9494,102.25,,54.9494,37,,54.9296,0.0,,54.9297,0.0,,54.9298,1.2890625,,54.9298,0.0,,54.9297,0.0,,54.9297,-0.3125,,
54.9496,0,,54.9498,0.0,,54.9498,-0.3125,,54.9694,0.0,,54.9499,0.0,,54.9496,0,,54.9497,0.0,,54.9499,0.0,,54.9694,102.1875,,54.9694,37,,54.9496,0.0,,54.9497,0.0,,54.9498,1.296875,,54.9498,0.0,,54.9497,0.0,,54.9497,0.375,,
54.9696,0,,54.9698,0.0,,54.9698,-0.125,,54.9894,0.0,,54.9699,0.0,,54.9696,0,,54.9697,0.0,,54.9699,0.0,,54.9894,102.3125,,54.9894,37,,54.9696,0.0,,54.9697,0.0,,54.9698,1.2890625,,54.9698,0.0,,54.9697,0.0,,54.9697,-1.75,,
54.9895,0,,54.9898,0.0,,54.9898,1.3125,,55.0095,0.0,,54.9899,0.0,,54.9895,0,,54.9897,0.0,,54.9899,0.0,,55.0095,102.25,,55.0095,37,,54.9895,0.0,,54.9897,0.0,,54.9898,1.2890625,,54.9898,0.0,,54.9897,0.0,,54.9897,0.625,,
55.0096,0,,55.0099,0.0,,55.0099,-0.5,,55.0294,0.0,,55.0099,0.0,,55.0096,0,,55.0097,0.0,,55.0099,0.0,,55.0294,102.25,,55.0294,37,,55.0096,0.0,,55.0097,0.0,,55.0099,1.31640625,,55.0099,0.0,,55.0097,0.0,,55.0097,-2.1875,,
55.0295,0,,55.0298,0.0,,55.0298,0.125,,55.0494,0.0,,55.0299,0.0,,55.0295,0,,55.0297,0.0,,55.0299,0.0,,55.0494,102.1875,,55.0494,37,,55.0295,0.0,,55.0297,0.0,,55.0298,1.2890625,,55.0298,0.0,,55.0297,0.0,,55.0297,0.8125,,
55.0496,0,,55.0498,0.0,,55.0498,0.125,,55.0694,0.0,,55.0499,0.0,,55.0496,0,,55.0497,0.0,,55.0499,0.0,,55.0694,102.25,,55.0694,37,,55.0496,0.0,,55.0497,0.0,,55.0498,1.25390625,,55.0498,0.0,,55.0497,0.0,,55.0497,0.8125,,
55.0695,0,,55.0698,0.0,,55.0698,-0.0625,,55.0894,0.0,,55.0699,0.0,,55.0695,0,,55.0697,0.0,,55.0699,0.0,,55.0894,102.25,,55.0894,37,,55.0695,0.0,,55.0697,0.0,,55.0698,1.26171875,,55.0698,0.0,,55.0697,0.0,,55.0697,1.375,,
55.0896,0,,55.0898,0.0,,55.0898,-0.5,,55.1094,0.0,,55.0899,0.0,,55.0896,0,,55.0897,0.0,,55.0899,0.0,,55.1094,102.25,,55.1094,37,,55.0896,0.0,,55.0897,0.0,,55.0898,1.25390625,,55.0898,0.0,,55.0897,0.0,,55.0897,-0.625,,
55.1095,0,,55.1098,0.0,,55.1098,0.25,,55.1294,0.0,,55.1099,0.0,,55.1095,0,,55.1096,0.0,,55.1099,0.0,,55.1294,102.25,,55.1294,37,,55.1095,0.0,,55.1096,0.0,,55.1098,1.24609375,,55.1098,0.0,,55.1096,0.0,,55.1096,-0.125,,
55.1295,0,,55.1298,0.0,,55.1298,-0.75,,55.1494,0.0,,55.1298,0.0,,55.1295,0,,55.1296,0.0,,55.1298,0.0,,55.1494,102.3125,,55.1494,37,,55.1295,0.0,,55.1296,0.0,,55.1298,1.28125,,55.1298,0.0,,55.1296,0.0,,55.1296,-0.5,,
55.1495,0,,55.1498,0.0,,55.1498,0.0,,55.1694,0.0,,55.1498,0.0,,55.1495,0,,55.1496,0.0,,55.1498,0.0,,55.1694,102.1875,,55.1694,37,,55.1495,0.0,,55.1496,0.0,,55.1498,1.2734375,,55.1498,0.0,,55.1496,0.0,,55.1496,-1.125,,
